time,BNP.AUDCAD - AUD/CAD_x,closeAsk,closeBid,volume
2015-05-29T16:15:00.000000Z,0.95458984375,0.95458984375,0.95458984375,744.0
2015-05-29T16:30:00.000000Z,0.95458984375,0.95458984375,0.95458984375,622.0
2015-05-29T16:45:00.000000Z,0.9541015625,0.9541015625,0.9541015625,471.0
2015-05-29T17:00:00.000000Z,0.95458984375,0.95458984375,0.95458984375,767.0
2015-05-29T17:15:00.000000Z,0.9541015625,0.95458984375,0.9541015625,616.0
2015-05-29T17:30:00.000000Z,0.9541015625,0.9541015625,0.9541015625,499.0
2015-05-29T17:45:00.000000Z,0.9541015625,0.9541015625,0.9541015625,602.0
2015-05-29T18:00:00.000000Z,0.953125,0.953125,0.95263671875,750.0
2015-05-29T18:15:00.000000Z,0.9521484375,0.95263671875,0.9521484375,782.0
2015-05-29T18:30:00.000000Z,0.9521484375,0.9521484375,0.9521484375,663.0
2015-05-29T18:45:00.000000Z,0.95263671875,0.95263671875,0.95263671875,801.0
2015-05-29T19:00:00.000000Z,0.9521484375,0.95263671875,0.9521484375,597.0
2015-05-29T19:15:00.000000Z,0.95263671875,0.95263671875,0.95263671875,498.0
2015-05-29T19:30:00.000000Z,0.95166015625,0.95166015625,0.95166015625,961.0
2015-05-29T19:45:00.000000Z,0.951171875,0.951171875,0.95068359375,971.0
2015-05-29T20:00:00.000000Z,0.95068359375,0.95068359375,0.95068359375,629.0
2015-05-29T20:15:00.000000Z,0.951171875,0.951171875,0.951171875,323.0
2015-05-29T20:30:00.000000Z,0.951171875,0.951171875,0.95068359375,378.0
2015-05-29T20:45:00.000000Z,0.9521484375,0.95263671875,0.951171875,911.0
2015-05-31T21:00:00.000000Z,0.95166015625,0.9521484375,0.951171875,104.0
2015-05-31T21:15:00.000000Z,0.9521484375,0.953125,0.95166015625,198.0
2015-05-31T21:30:00.000000Z,0.9521484375,0.953125,0.95166015625,85.0
2015-05-31T21:45:00.000000Z,0.95166015625,0.9521484375,0.951171875,59.0
2015-05-31T22:00:00.000000Z,0.9521484375,0.9521484375,0.95166015625,902.0
2015-05-31T22:15:00.000000Z,0.9521484375,0.9521484375,0.95166015625,351.0
2015-05-31T22:30:00.000000Z,0.9521484375,0.9521484375,0.95166015625,343.0
2015-05-31T22:45:00.000000Z,0.9521484375,0.9521484375,0.95166015625,279.0
2015-05-31T23:00:00.000000Z,0.9521484375,0.9521484375,0.95166015625,387.0
2015-05-31T23:15:00.000000Z,0.9521484375,0.9521484375,0.95166015625,692.0
2015-05-31T23:30:00.000000Z,0.9521484375,0.95263671875,0.9521484375,908.0
2015-05-31T23:45:00.000000Z,0.9521484375,0.9521484375,0.95166015625,817.0
2015-06-01T00:00:00.000000Z,0.953125,0.953125,0.953125,831.0
2015-06-01T00:15:00.000000Z,0.953125,0.953125,0.953125,824.0
2015-06-01T00:30:00.000000Z,0.953125,0.953125,0.95263671875,830.0
2015-06-01T00:45:00.000000Z,0.953125,0.95361328125,0.95263671875,1382.0
2015-06-01T01:00:00.000000Z,0.95361328125,0.95361328125,0.95361328125,829.0
