time,BNP.AUDCAD - AUD/CAD_x,closeAsk,closeBid,volume
2004-05-31T21:00:00.000000Z,0.96826171875,0.96826171875,0.96826171875,2.0
2004-06-01T21:00:00.000000Z,0.947509765625,0.94775390625,0.947265625,2.0
2004-06-02T21:00:00.000000Z,0.938720703125,0.93896484375,0.9384765625,2.0
2004-06-03T21:00:00.000000Z,0.93994140625,0.9404296875,0.939453125,2.0
2004-06-05T21:00:00.000000Z,0.941650390625,0.9423828125,0.94091796875,2.0
2004-06-06T21:00:00.000000Z,0.952392578125,0.95263671875,0.9521484375,2.0
2004-06-07T21:00:00.000000Z,0.945556640625,0.94580078125,0.9453125,2.0
2004-06-08T21:00:00.000000Z,0.9384765625,0.9384765625,0.9384765625,2.0
2004-06-09T21:00:00.000000Z,0.948486328125,0.94873046875,0.9482421875,2.0
2004-06-10T21:00:00.000000Z,0.943603515625,0.94384765625,0.943359375,2.0
2004-06-12T21:00:00.000000Z,0.944580078125,0.94482421875,0.9443359375,2.0
2004-06-13T21:00:00.000000Z,0.9453125,0.9453125,0.9453125,2.0
2004-06-14T21:00:00.000000Z,0.954833984375,0.955078125,0.95458984375,2.0
2004-06-15T21:00:00.000000Z,0.94677734375,0.94677734375,0.94677734375,2.0
2004-06-16T21:00:00.000000Z,0.935302734375,0.935546875,0.93505859375,2.0
2004-06-17T21:00:00.000000Z,0.93896484375,0.939453125,0.9384765625,2.0
2004-06-19T21:00:00.000000Z,0.93994140625,0.9404296875,0.939453125,2.0
2004-06-20T21:00:00.000000Z,0.9423828125,0.9423828125,0.9423828125,2.0
2004-06-21T21:00:00.000000Z,0.933837890625,0.93408203125,0.93359375,2.0
2004-06-22T21:00:00.000000Z,0.935791015625,0.93603515625,0.935546875,2.0
2004-06-23T21:00:00.000000Z,0.941162109375,0.94140625,0.94091796875,2.0
2004-06-24T21:00:00.000000Z,0.94580078125,0.9462890625,0.9453125,2.0
2004-06-26T21:00:00.000000Z,0.9453125,0.94580078125,0.94482421875,2.0
2004-06-27T21:00:00.000000Z,0.943359375,0.943359375,0.943359375,2.0
2004-06-28T21:00:00.000000Z,0.927978515625,0.92822265625,0.927734375,2.0
2004-06-29T21:00:00.000000Z,0.931884765625,0.93212890625,0.931640625,2.0
2004-06-30T21:00:00.000000Z,0.939453125,0.939453125,0.939453125,2.0
2004-07-01T21:00:00.000000Z,0.944580078125,0.94482421875,0.9443359375,2.0
2004-07-03T21:00:00.000000Z,0.944091796875,0.9443359375,0.94384765625,2.0
2004-07-04T21:00:00.000000Z,0.94384765625,0.94384765625,0.94384765625,2.0
2004-07-05T21:00:00.000000Z,0.947021484375,0.947265625,0.94677734375,2.0
2004-07-06T21:00:00.000000Z,0.954833984375,0.955078125,0.95458984375,2.0
2004-07-07T21:00:00.000000Z,0.948974609375,0.94921875,0.94873046875,2.0
2004-07-08T21:00:00.000000Z,0.95166015625,0.9521484375,0.951171875,2.0
2004-07-10T21:00:00.000000Z,0.953125,0.95361328125,0.95263671875,2.0
2004-07-11T21:00:00.000000Z,0.95849609375,0.95849609375,0.95849609375,2.0
2004-07-12T21:00:00.000000Z,0.955810546875,0.9560546875,0.95556640625,2.0
2004-07-13T21:00:00.000000Z,0.95703125,0.95703125,0.95703125,2.0
2004-07-14T21:00:00.000000Z,0.95654296875,0.95654296875,0.95654296875,2.0
2004-07-15T21:00:00.000000Z,0.960205078125,0.9609375,0.95947265625,2.0
2004-07-17T21:00:00.000000Z,0.958984375,0.95947265625,0.95849609375,2.0
2004-07-18T21:00:00.000000Z,0.957275390625,0.95751953125,0.95703125,2.0
2004-07-19T21:00:00.000000Z,0.955810546875,0.9560546875,0.95556640625,2.0
2004-07-20T21:00:00.000000Z,0.9453125,0.9453125,0.9453125,2.0
2004-07-21T21:00:00.000000Z,0.941650390625,0.94189453125,0.94140625,2.0
2004-07-22T21:00:00.000000Z,0.937255859375,0.9375,0.93701171875,2.0
2004-07-23T21:00:00.000000Z,0.937255859375,0.9375,0.93701171875,2.0
2004-07-25T21:00:00.000000Z,0.945556640625,0.94580078125,0.9453125,2.0
2004-07-26T21:00:00.000000Z,0.931396484375,0.931640625,0.93115234375,2.0
