time,BNP.USDCAD - USD/CAD_x,closeAsk,closeBid,volume
2002-05-07T21:00:00.000000Z,1.56982421875,1.5703125,1.5693359375,1.0
2002-05-08T21:00:00.000000Z,1.5654296875,1.5654296875,1.5654296875,1.0
2002-05-09T21:00:00.000000Z,1.55810546875,1.55859375,1.5576171875,1.0
2002-05-10T21:00:00.000000Z,1.55810546875,1.55859375,1.5576171875,1.0
2002-05-12T21:00:00.000000Z,1.55419921875,1.5546875,1.5537109375,1.0
2002-05-13T21:00:00.000000Z,1.55810546875,1.55859375,1.5576171875,1.0
2002-05-14T21:00:00.000000Z,1.55712890625,1.5576171875,1.556640625,1.0
2002-05-15T21:00:00.000000Z,1.5546875,1.5546875,1.5546875,1.0
2002-05-18T21:00:00.000000Z,1.54638671875,1.546875,1.5458984375,1.0
2002-05-19T21:00:00.000000Z,1.54296875,1.54296875,1.54296875,1.0
2002-05-20T21:00:00.000000Z,1.537109375,1.537109375,1.537109375,1.0
2002-05-21T21:00:00.000000Z,1.53173828125,1.5322265625,1.53125,1.0
2002-05-22T21:00:00.000000Z,1.5361328125,1.5361328125,1.5361328125,1.0
2002-05-23T21:00:00.000000Z,1.53271484375,1.533203125,1.5322265625,1.0
2002-05-24T21:00:00.000000Z,1.53271484375,1.533203125,1.5322265625,1.0
2002-05-26T21:00:00.000000Z,1.53369140625,1.5341796875,1.533203125,1.0
2002-05-27T21:00:00.000000Z,1.53076171875,1.53125,1.5302734375,1.0
2002-05-28T21:00:00.000000Z,1.53515625,1.53515625,1.53515625,1.0
2002-05-29T21:00:00.000000Z,1.53466796875,1.53515625,1.5341796875,1.0
2002-05-30T21:00:00.000000Z,1.52783203125,1.5283203125,1.52734375,1.0
2002-06-01T21:00:00.000000Z,1.53662109375,1.537109375,1.5361328125,1.0
2002-06-02T21:00:00.000000Z,1.52734375,1.52734375,1.52734375,1.0
2002-06-03T21:00:00.000000Z,1.53173828125,1.5322265625,1.53125,1.0
2002-06-04T21:00:00.000000Z,1.53173828125,1.5322265625,1.53125,1.0
2002-06-05T21:00:00.000000Z,1.533203125,1.533203125,1.533203125,1.0
2002-06-08T21:00:00.000000Z,1.53271484375,1.533203125,1.5322265625,1.0
2002-06-09T21:00:00.000000Z,1.53955078125,1.5400390625,1.5390625,1.0
2002-06-10T21:00:00.000000Z,1.5361328125,1.5361328125,1.5361328125,1.0
2002-06-11T21:00:00.000000Z,1.53515625,1.53515625,1.53515625,1.0
2002-06-12T21:00:00.000000Z,1.5400390625,1.5400390625,1.5400390625,1.0
2002-06-13T21:00:00.000000Z,1.54638671875,1.546875,1.5458984375,1.0
2002-06-15T21:00:00.000000Z,1.54638671875,1.546875,1.5458984375,1.0
2002-06-16T21:00:00.000000Z,1.54638671875,1.546875,1.5458984375,1.0
2002-06-17T21:00:00.000000Z,1.54541015625,1.5458984375,1.544921875,1.0
