time,BNP.USDCAD - USD/CAD_x,closeAsk,closeBid,volume
2012-05-25T09:00:00.000000Z,1.0292599999999998,1.02934,1.02918,
2012-05-25T13:00:00.000000Z,1.029395,1.02948,1.02931,
2012-05-25T17:00:00.000000Z,1.02932,1.0298200000000002,1.02882,
2012-05-27T17:00:00.000000Z,1.0266,1.0271,1.0261,
2012-05-27T21:00:00.000000Z,1.025975,1.02612,1.02583,
2012-05-28T01:00:00.000000Z,1.0246849999999998,1.02483,1.02454,
2012-05-28T05:00:00.000000Z,1.02457,1.02466,1.0244799999999998,
2012-05-28T09:00:00.000000Z,1.023835,1.02391,1.02376,
2012-05-28T13:00:00.000000Z,1.024155,1.02424,1.02407,
2012-05-28T17:00:00.000000Z,1.02388,1.02413,1.0236299999999998,
2012-05-28T21:00:00.000000Z,1.025605,1.0257,1.02551,
2012-05-29T01:00:00.000000Z,1.023415,1.02351,1.02332,
2012-05-29T05:00:00.000000Z,1.023375,1.02347,1.02328,
2012-05-29T09:00:00.000000Z,1.0244950000000002,1.02459,1.0244,
2012-05-29T13:00:00.000000Z,1.025795,1.02588,1.02571,
2012-05-29T17:00:00.000000Z,1.02213,1.0223799999999998,1.02188,
2012-05-29T21:00:00.000000Z,1.024045,1.02419,1.0239,
2012-05-30T01:00:00.000000Z,1.02489,1.02498,1.0248,
2012-05-30T05:00:00.000000Z,1.02679,1.02688,1.0267,
2012-05-30T09:00:00.000000Z,1.02893,1.02902,1.02884,
2012-05-30T13:00:00.000000Z,1.028035,1.02812,1.02795,
2012-05-30T17:00:00.000000Z,1.03013,1.03038,1.02988,
2012-05-30T21:00:00.000000Z,1.030335,1.03043,1.03024,
2012-05-31T01:00:00.000000Z,1.029195,1.02929,1.0291,
2012-05-31T05:00:00.000000Z,1.02712,1.02721,1.02703,
2012-05-31T09:00:00.000000Z,1.029235,1.02932,1.02915,
2012-05-31T13:00:00.000000Z,1.03301,1.0331,1.03292,
2012-05-31T17:00:00.000000Z,1.03281,1.03306,1.03256,
2012-05-31T21:00:00.000000Z,1.035215,1.03536,1.0350700000000002,
2012-06-01T01:00:00.000000Z,1.035565,1.03566,1.03547,
2012-06-01T05:00:00.000000Z,1.03879,1.03888,1.0387,
2012-06-01T09:00:00.000000Z,1.04254,1.04262,1.04246,
2012-06-01T13:00:00.000000Z,1.0389,1.03898,1.03882,
2012-06-01T17:00:00.000000Z,1.04106,1.04156,1.04056,
2012-06-01T21:00:00.000000Z,1.04106,1.04156,1.04056,
2012-06-03T17:00:00.000000Z,1.03905,1.03955,1.03855,
2012-06-03T21:00:00.000000Z,1.04398,1.04407,1.04389,
2012-06-04T01:00:00.000000Z,1.043275,1.04338,1.0431700000000002,
2012-06-04T05:00:00.000000Z,1.04177,1.04185,1.04169,
2012-06-04T09:00:00.000000Z,1.03913,1.03921,1.03905,
2012-06-04T13:00:00.000000Z,1.04351,1.04359,1.04343,
2012-06-04T17:00:00.000000Z,1.03938,1.0396299999999998,1.03913,
2012-06-04T21:00:00.000000Z,1.0378150000000002,1.03796,1.03767,
2012-06-05T01:00:00.000000Z,1.0368849999999998,1.03703,1.03674,
2012-06-05T05:00:00.000000Z,1.04053,1.04061,1.04045,
2012-06-05T09:00:00.000000Z,1.0407799999999998,1.04086,1.0407,
2012-06-05T13:00:00.000000Z,1.04021,1.0403,1.0401200000000002,
2012-06-05T17:00:00.000000Z,1.03818,1.03843,1.03793,
2012-06-05T21:00:00.000000Z,1.0369350000000002,1.03708,1.03679,
2012-06-06T01:00:00.000000Z,1.0333350000000001,1.03348,1.03319,
2012-06-06T05:00:00.000000Z,1.0324149999999999,1.03249,1.03234,
2012-06-06T09:00:00.000000Z,1.03621,1.03629,1.03613,
2012-06-06T13:00:00.000000Z,1.0285099999999998,1.02859,1.02843,
2012-06-06T17:00:00.000000Z,1.02758,1.02783,1.02733,
2012-06-06T21:00:00.000000Z,1.029065,1.02921,1.02892,
2012-06-07T01:00:00.000000Z,1.02806,1.02815,1.02797,
2012-06-07T05:00:00.000000Z,1.0276299999999998,1.02771,1.02755,
2012-06-07T09:00:00.000000Z,1.0241850000000001,1.02426,1.02411,
2012-06-07T13:00:00.000000Z,1.024625,1.02471,1.02454,
2012-06-07T17:00:00.000000Z,1.0278900000000002,1.02814,1.02764,
2012-06-07T21:00:00.000000Z,1.0292949999999998,1.02944,1.02915,
2012-06-08T01:00:00.000000Z,1.03086,1.03095,1.03077,
2012-06-08T05:00:00.000000Z,1.03401,1.03409,1.03393,
2012-06-08T09:00:00.000000Z,1.033635,1.03371,1.03356,
2012-06-08T13:00:00.000000Z,1.0314649999999999,1.03154,1.03139,
2012-06-08T17:00:00.000000Z,1.02699,1.02749,1.02649,
2012-06-08T21:00:00.000000Z,1.02699,1.02749,1.02649,
2012-06-10T13:00:00.000000Z,1.02639,1.02739,1.02539,
2012-06-10T17:00:00.000000Z,1.02235,1.02285,1.02185,
2012-06-10T21:00:00.000000Z,1.021325,1.02147,1.02118,
2012-06-11T01:00:00.000000Z,1.021,1.02109,1.02091,
2012-06-11T05:00:00.000000Z,1.02372,1.02381,1.0236299999999998,
2012-06-11T09:00:00.000000Z,1.02426,1.02434,1.02418,
2012-06-11T13:00:00.000000Z,1.02821,1.02829,1.02813,
2012-06-11T17:00:00.000000Z,1.03166,1.03191,1.03141,
2012-06-11T21:00:00.000000Z,1.0310350000000001,1.03118,1.03089,
2012-06-12T01:00:00.000000Z,1.02995,1.03004,1.02986,
2012-06-12T05:00:00.000000Z,1.02908,1.02917,1.02899,
2012-06-12T09:00:00.000000Z,1.02795,1.02804,1.02786,
2012-06-12T13:00:00.000000Z,1.02785,1.02793,1.02777,
2012-06-12T17:00:00.000000Z,1.02644,1.02669,1.02619,
2012-06-12T21:00:00.000000Z,1.027355,1.0275,1.02721,
2012-06-13T01:00:00.000000Z,1.0276450000000001,1.02774,1.02755,
2012-06-13T05:00:00.000000Z,1.0264799999999998,1.02657,1.02639,
2012-06-13T09:00:00.000000Z,1.0268199999999998,1.0269,1.02674,
2012-06-13T13:00:00.000000Z,1.02611,1.02619,1.02603,
2012-06-13T17:00:00.000000Z,1.03023,1.0304799999999998,1.02998,
