time,closeAsk,closeBid,volume,BNP.USDCAD - USD/CAD_x
2015-08-14T03:39:00.000000Z,1.306640625,1.306640625,15.0,1.306640625
2015-08-14T03:40:00.000000Z,1.306640625,1.306640625,5.0,1.306640625
2015-08-14T03:43:00.000000Z,1.306640625,1.306640625,11.0,1.306640625
2015-08-14T03:44:00.000000Z,1.306640625,1.306640625,11.0,1.306640625
2015-08-14T03:45:00.000000Z,1.306640625,1.306640625,35.0,1.306640625
2015-08-14T03:46:00.000000Z,1.3076171875,1.306640625,23.0,1.306640625
2015-08-14T03:47:00.000000Z,1.3076171875,1.306640625,3.0,1.306640625
2015-08-14T03:48:00.000000Z,1.3076171875,1.306640625,6.0,1.306640625
2015-08-14T03:49:00.000000Z,1.3076171875,1.306640625,35.0,1.306640625
2015-08-14T03:50:00.000000Z,1.3076171875,1.306640625,32.0,1.306640625
2015-08-14T03:51:00.000000Z,1.3076171875,1.306640625,10.0,1.306640625
2015-08-14T03:52:00.000000Z,1.3076171875,1.306640625,25.0,1.306640625
2015-08-14T03:53:00.000000Z,1.3076171875,1.306640625,22.0,1.306640625
2015-08-14T03:54:00.000000Z,1.3076171875,1.306640625,9.0,1.306640625
2015-08-14T03:55:00.000000Z,1.3076171875,1.306640625,14.0,1.306640625
2015-08-14T03:56:00.000000Z,1.3076171875,1.306640625,24.0,1.306640625
2015-08-14T03:57:00.000000Z,1.3076171875,1.306640625,6.0,1.306640625
2015-08-14T03:58:00.000000Z,1.3076171875,1.306640625,8.0,1.306640625
2015-08-14T03:59:00.000000Z,1.3076171875,1.306640625,21.0,1.306640625
2015-08-14T04:00:00.000000Z,1.3076171875,1.306640625,1.0,1.306640625
2015-08-14T04:01:00.000000Z,1.306640625,1.306640625,3.0,1.306640625
2015-08-14T04:02:00.000000Z,1.3076171875,1.306640625,27.0,1.306640625
2015-08-14T04:03:00.000000Z,1.3076171875,1.306640625,10.0,1.306640625
2015-08-14T04:05:00.000000Z,1.306640625,1.306640625,26.0,1.306640625
2015-08-14T04:06:00.000000Z,1.306640625,1.306640625,34.0,1.306640625
2015-08-14T04:07:00.000000Z,1.306640625,1.306640625,8.0,1.306640625
2015-08-14T04:08:00.000000Z,1.306640625,1.306640625,3.0,1.306640625
2015-08-14T04:09:00.000000Z,1.3076171875,1.306640625,11.0,1.306640625
2015-08-14T04:10:00.000000Z,1.3076171875,1.306640625,11.0,1.306640625
2015-08-14T04:11:00.000000Z,1.306640625,1.306640625,18.0,1.306640625
2015-08-14T04:12:00.000000Z,1.306640625,1.306640625,14.0,1.306640625
2015-08-14T04:13:00.000000Z,1.306640625,1.306640625,1.0,1.306640625
2015-08-14T04:15:00.000000Z,1.306640625,1.306640625,7.0,1.306640625
2015-08-14T04:16:00.000000Z,1.306640625,1.306640625,4.0,1.306640625
2015-08-14T04:17:00.000000Z,1.306640625,1.306640625,11.0,1.306640625
2015-08-14T04:18:00.000000Z,1.306640625,1.306640625,1.0,1.306640625
2015-08-14T04:19:00.000000Z,1.306640625,1.306640625,5.0,1.306640625
2015-08-14T04:20:00.000000Z,1.306640625,1.306640625,6.0,1.306640625
2015-08-14T04:21:00.000000Z,1.3076171875,1.306640625,9.0,1.306640625
2015-08-14T04:22:00.000000Z,1.3076171875,1.306640625,12.0,1.306640625
2015-08-14T04:23:00.000000Z,1.3076171875,1.306640625,26.0,1.306640625
2015-08-14T04:24:00.000000Z,1.3076171875,1.306640625,8.0,1.306640625
2015-08-14T04:25:00.000000Z,1.306640625,1.306640625,12.0,1.306640625
2015-08-14T04:26:00.000000Z,1.306640625,1.306640625,8.0,1.306640625
2015-08-14T04:27:00.000000Z,1.306640625,1.306640625,23.0,1.306640625
2015-08-14T04:28:00.000000Z,1.306640625,1.306640625,57.0,1.306640625
2015-08-14T04:29:00.000000Z,1.306640625,1.306640625,3.0,1.306640625
2015-08-14T04:30:00.000000Z,1.306640625,1.306640625,1.0,1.306640625
2015-08-14T04:31:00.000000Z,1.306640625,1.306640625,17.0,1.306640625
2015-08-14T04:32:00.000000Z,1.306640625,1.306640625,2.0,1.306640625
2015-08-14T04:33:00.000000Z,1.306640625,1.306640625,7.0,1.306640625
2015-08-14T04:34:00.000000Z,1.306640625,1.306640625,6.0,1.306640625
2015-08-14T04:35:00.000000Z,1.306640625,1.306640625,14.0,1.306640625
2015-08-14T04:36:00.000000Z,1.306640625,1.306640625,13.0,1.306640625
2015-08-14T04:38:00.000000Z,1.306640625,1.306640625,4.0,1.306640625
2015-08-14T04:39:00.000000Z,1.306640625,1.306640625,12.0,1.306640625
2015-08-14T04:40:00.000000Z,1.306640625,1.306640625,19.0,1.306640625
2015-08-14T04:42:00.000000Z,1.306640625,1.306640625,12.0,1.306640625
2015-08-14T04:43:00.000000Z,1.306640625,1.306640625,4.0,1.306640625
2015-08-14T04:44:00.000000Z,1.306640625,1.306640625,14.0,1.306640625
2015-08-14T04:45:00.000000Z,1.306640625,1.306640625,2.0,1.306640625
2015-08-14T04:46:00.000000Z,1.306640625,1.306640625,12.0,1.306640625
2015-08-14T04:47:00.000000Z,1.306640625,1.306640625,1.0,1.306640625
2015-08-14T04:48:00.000000Z,1.306640625,1.306640625,2.0,1.306640625
2015-08-14T04:49:00.000000Z,1.306640625,1.306640625,5.0,1.306640625
2015-08-14T04:50:00.000000Z,1.306640625,1.306640625,2.0,1.306640625
2015-08-14T04:52:00.000000Z,1.306640625,1.306640625,9.0,1.306640625
2015-08-14T04:54:00.000000Z,1.306640625,1.306640625,8.0,1.306640625
2015-08-14T04:55:00.000000Z,1.306640625,1.306640625,3.0,1.306640625
2015-08-14T04:56:00.000000Z,1.306640625,1.306640625,20.0,1.306640625
2015-08-14T04:57:00.000000Z,1.306640625,1.306640625,19.0,1.306640625
2015-08-14T04:58:00.000000Z,1.306640625,1.306640625,17.0,1.306640625
2015-08-14T04:59:00.000000Z,1.306640625,1.306640625,18.0,1.306640625
2015-08-14T05:00:00.000000Z,1.306640625,1.306640625,2.0,1.306640625
2015-08-14T05:01:00.000000Z,1.306640625,1.306640625,14.0,1.306640625
2015-08-14T05:02:00.000000Z,1.306640625,1.306640625,2.0,1.306640625
2015-08-14T05:03:00.000000Z,1.306640625,1.306640625,1.0,1.306640625
2015-08-14T05:04:00.000000Z,1.306640625,1.306640625,14.0,1.306640625
2015-08-14T05:05:00.000000Z,1.306640625,1.306640625,8.0,1.306640625
2015-08-14T05:06:00.000000Z,1.306640625,1.306640625,4.0,1.306640625
2015-08-14T05:07:00.000000Z,1.306640625,1.306640625,4.0,1.306640625
2015-08-14T05:08:00.000000Z,1.306640625,1.306640625,3.0,1.306640625
2015-08-14T05:09:00.000000Z,1.306640625,1.306640625,19.0,1.306640625
2015-08-14T05:10:00.000000Z,1.306640625,1.306640625,8.0,1.306640625
