time,BNP.USDDKK - USD/DKK_x,closeAsk,closeBid,volume
2015-03-16T02:30:00.000000Z,7.08984375,7.08984375,7.08984375,1560.0
2015-03-16T03:00:00.000000Z,7.08984375,7.08984375,7.08984375,1078.0
2015-03-16T03:30:00.000000Z,7.087890625,7.08984375,7.0859375,1231.0
2015-03-16T04:00:00.000000Z,7.087890625,7.08984375,7.0859375,1067.0
2015-03-16T04:30:00.000000Z,7.095703125,7.09765625,7.09375,1273.0
2015-03-16T05:00:00.000000Z,7.09375,7.09375,7.09375,1330.0
2015-03-16T05:30:00.000000Z,7.0859375,7.0859375,7.0859375,1728.0
2015-03-16T06:00:00.000000Z,7.083984375,7.0859375,7.08203125,3328.0
2015-03-16T06:30:00.000000Z,7.083984375,7.0859375,7.08203125,2858.0
2015-03-16T07:00:00.000000Z,7.08984375,7.08984375,7.08984375,5940.0
2015-03-16T07:30:00.000000Z,7.08203125,7.08203125,7.08203125,5288.0
2015-03-16T08:00:00.000000Z,7.080078125,7.08203125,7.078125,6500.0
2015-03-16T08:30:00.000000Z,7.080078125,7.08203125,7.078125,5164.0
2015-03-16T09:00:00.000000Z,7.08203125,7.08203125,7.08203125,5308.0
2015-03-16T09:30:00.000000Z,7.08203125,7.08203125,7.08203125,3360.0
2015-03-16T10:00:00.000000Z,7.078125,7.078125,7.078125,3672.0
2015-03-16T10:30:00.000000Z,7.08203125,7.08203125,7.08203125,3324.0
2015-03-16T11:00:00.000000Z,7.08203125,7.08203125,7.08203125,3142.0
2015-03-16T11:30:00.000000Z,7.087890625,7.08984375,7.0859375,3944.0
2015-03-16T12:00:00.000000Z,7.080078125,7.08203125,7.078125,5152.0
2015-03-16T12:30:00.000000Z,7.078125,7.078125,7.078125,7700.0
2015-03-16T13:00:00.000000Z,7.060546875,7.0625,7.05859375,9784.0
2015-03-16T13:30:00.000000Z,7.04296875,7.04296875,7.04296875,8520.0
2015-03-16T14:00:00.000000Z,7.0546875,7.0546875,7.0546875,7464.0
2015-03-16T14:30:00.000000Z,7.06640625,7.06640625,7.06640625,4620.0
2015-03-16T15:00:00.000000Z,7.05859375,7.05859375,7.05859375,4888.0
2015-03-16T15:30:00.000000Z,7.05859375,7.05859375,7.05859375,4792.0
2015-03-16T16:00:00.000000Z,7.05078125,7.05078125,7.05078125,3414.0
2015-03-16T16:30:00.000000Z,7.03125,7.03125,7.03125,4800.0
2015-03-16T17:00:00.000000Z,7.044921875,7.046875,7.04296875,3862.0
2015-03-16T17:30:00.000000Z,7.046875,7.046875,7.046875,3736.0
2015-03-16T18:00:00.000000Z,7.05078125,7.05078125,7.05078125,2982.0
2015-03-16T18:30:00.000000Z,7.052734375,7.0546875,7.05078125,3316.0
2015-03-16T19:00:00.000000Z,7.052734375,7.0546875,7.05078125,1835.0
2015-03-16T19:30:00.000000Z,7.05859375,7.05859375,7.05859375,1986.0
