time,closeAsk,closeBid,volume,BNP.EURUSD - EUR/USD_x
2015-08-14T09:50:00.000000Z,1.115234375,1.115234375,53.0,1.115234375
2015-08-14T09:51:00.000000Z,1.115234375,1.115234375,38.0,1.115234375
2015-08-14T09:52:00.000000Z,1.115234375,1.115234375,98.0,1.115234375
2015-08-14T09:53:00.000000Z,1.115234375,1.115234375,77.0,1.115234375
2015-08-14T09:54:00.000000Z,1.115234375,1.115234375,81.0,1.115234375
2015-08-14T09:55:00.000000Z,1.115234375,1.115234375,75.0,1.115234375
2015-08-14T09:56:00.000000Z,1.115234375,1.115234375,63.0,1.115234375
2015-08-14T09:57:00.000000Z,1.115234375,1.115234375,85.0,1.115234375
2015-08-14T09:58:00.000000Z,1.115234375,1.115234375,79.0,1.115234375
2015-08-14T09:59:00.000000Z,1.115234375,1.115234375,66.0,1.115234375
2015-08-14T10:00:00.000000Z,1.115234375,1.115234375,78.0,1.115234375
2015-08-14T10:01:00.000000Z,1.115234375,1.115234375,55.0,1.115234375
2015-08-14T10:02:00.000000Z,1.115234375,1.115234375,69.0,1.115234375
2015-08-14T10:03:00.000000Z,1.115234375,1.115234375,52.0,1.115234375
2015-08-14T10:04:00.000000Z,1.115234375,1.115234375,29.0,1.115234375
2015-08-14T10:05:00.000000Z,1.115234375,1.115234375,50.0,1.115234375
2015-08-14T10:06:00.000000Z,1.115234375,1.115234375,58.0,1.115234375
2015-08-14T10:07:00.000000Z,1.115234375,1.115234375,74.0,1.115234375
2015-08-14T10:08:00.000000Z,1.115234375,1.115234375,44.0,1.115234375
2015-08-14T10:09:00.000000Z,1.115234375,1.115234375,79.0,1.115234375
2015-08-14T10:10:00.000000Z,1.115234375,1.115234375,39.0,1.115234375
2015-08-14T10:11:00.000000Z,1.115234375,1.115234375,52.0,1.115234375
2015-08-14T10:12:00.000000Z,1.115234375,1.115234375,30.0,1.115234375
2015-08-14T10:13:00.000000Z,1.115234375,1.115234375,57.0,1.115234375
2015-08-14T10:14:00.000000Z,1.115234375,1.115234375,39.0,1.115234375
2015-08-14T10:15:00.000000Z,1.115234375,1.115234375,53.0,1.115234375
2015-08-14T10:16:00.000000Z,1.115234375,1.115234375,85.0,1.115234375
2015-08-14T10:17:00.000000Z,1.115234375,1.115234375,37.0,1.115234375
2015-08-14T10:18:00.000000Z,1.115234375,1.115234375,42.0,1.115234375
