time,BNP.EURUSD - EUR/USD_x,closeAsk,closeBid,volume
2012-05-28T17:00:00.000000Z,1.25413,1.25423,1.25403,
2012-05-28T21:00:00.000000Z,1.2524,1.25246,1.25234,
2012-05-29T01:00:00.000000Z,1.2534399999999999,1.25349,1.25339,
2012-05-29T05:00:00.000000Z,1.2550400000000002,1.25509,1.25499,
2012-05-29T09:00:00.000000Z,1.25345,1.2535,1.2534,
2012-05-29T13:00:00.000000Z,1.2482199999999999,1.2482799999999998,1.24816,
2012-05-29T17:00:00.000000Z,1.25027,1.25036,1.2501799999999998,
2012-05-29T21:00:00.000000Z,1.246555,1.24662,1.24649,
2012-05-30T01:00:00.000000Z,1.24689,1.24694,1.24684,
2012-05-30T05:00:00.000000Z,1.24438,1.24443,1.24433,
2012-05-30T09:00:00.000000Z,1.2442700000000002,1.24432,1.24422,
2012-05-30T13:00:00.000000Z,1.2406100000000002,1.2406700000000002,1.24055,
2012-05-30T17:00:00.000000Z,1.2366700000000002,1.23676,1.23658,
2012-05-30T21:00:00.000000Z,1.2366100000000002,1.2366700000000002,1.23655,
2012-05-31T01:00:00.000000Z,1.23874,1.2388,1.23868,
2012-05-31T05:00:00.000000Z,1.24113,1.24118,1.24108,
2012-05-31T09:00:00.000000Z,1.2404899999999999,1.24054,1.24044,
2012-05-31T13:00:00.000000Z,1.23637,1.23643,1.23631,
2012-05-31T17:00:00.000000Z,1.236545,1.2366700000000002,1.23642,
2012-05-31T21:00:00.000000Z,1.234035,1.23421,1.23386,
2012-06-01T01:00:00.000000Z,1.23481,1.23487,1.23475,
2012-06-01T05:00:00.000000Z,1.23328,1.23343,1.2331299999999998,
2012-06-01T09:00:00.000000Z,1.233435,1.23351,1.23336,
2012-06-01T13:00:00.000000Z,1.23838,1.23844,1.23832,
2012-06-01T17:00:00.000000Z,1.24344,1.24394,1.24294,
2012-06-01T21:00:00.000000Z,1.24344,1.24394,1.24294,
2012-06-02T21:00:00.000000Z,1.24284,1.24359,1.24209,
2012-06-03T01:00:00.000000Z,1.24234,1.24309,1.24159,
2012-06-03T05:00:00.000000Z,1.24194,1.24269,1.24119,
2012-06-03T13:00:00.000000Z,1.24159,1.24259,1.24059,
2012-06-03T17:00:00.000000Z,1.2417699999999998,1.24212,1.24142,
2012-06-03T21:00:00.000000Z,1.239265,1.2393299999999998,1.2392,
2012-06-04T01:00:00.000000Z,1.240395,1.24045,1.24034,
2012-06-04T05:00:00.000000Z,1.2419799999999999,1.24203,1.24193,
2012-06-04T09:00:00.000000Z,1.24368,1.24373,1.24363,
2012-06-04T13:00:00.000000Z,1.2477,1.24776,1.24764,
2012-06-04T17:00:00.000000Z,1.2499600000000002,1.25005,1.24987,
2012-06-04T21:00:00.000000Z,1.253235,1.25329,1.25318,
2012-06-05T01:00:00.000000Z,1.252545,1.2526,1.25249,
2012-06-05T05:00:00.000000Z,1.24192,1.24217,1.24167,
2012-06-05T09:00:00.000000Z,1.2429700000000001,1.24302,1.24292,
2012-06-05T13:00:00.000000Z,1.24383,1.24389,1.24377,
2012-06-05T17:00:00.000000Z,1.24525,1.24534,1.24516,
2012-06-05T21:00:00.000000Z,1.2458,1.24586,1.24574,
2012-06-06T01:00:00.000000Z,1.250295,1.25035,1.25024,
2012-06-06T05:00:00.000000Z,1.2513799999999997,1.2514299999999998,1.2513299999999998,
2012-06-06T09:00:00.000000Z,1.24449,1.24456,1.24442,
2012-06-06T13:00:00.000000Z,1.2559,1.25596,1.25584,
2012-06-06T17:00:00.000000Z,1.25812,1.25821,1.25803,
2012-06-06T21:00:00.000000Z,1.25678,1.25684,1.25672,
2012-06-07T01:00:00.000000Z,1.2564199999999999,1.25647,1.25637,
2012-06-07T05:00:00.000000Z,1.2563900000000001,1.25644,1.25634,
2012-06-07T09:00:00.000000Z,1.25929,1.25934,1.25924,
2012-06-07T13:00:00.000000Z,1.25656,1.25662,1.2565,
2012-06-07T17:00:00.000000Z,1.2560099999999998,1.2561,1.25592,
2012-06-07T21:00:00.000000Z,1.254,1.25406,1.25394,
2012-06-08T01:00:00.000000Z,1.2524449999999998,1.2525,1.25239,
2012-06-08T05:00:00.000000Z,1.246225,1.2462799999999998,1.24617,
2012-06-08T09:00:00.000000Z,1.244755,1.24481,1.2447,
2012-06-08T13:00:00.000000Z,1.24917,1.2492299999999998,1.24911,
2012-06-08T17:00:00.000000Z,1.25168,1.2521799999999998,1.25118,
2012-06-08T21:00:00.000000Z,1.25091,1.25166,1.25016,
2012-06-09T01:00:00.000000Z,1.25121,1.25196,1.25046,
2012-06-09T05:00:00.000000Z,1.2510599999999998,1.25156,1.25056,
2012-06-10T01:00:00.000000Z,1.2531400000000001,1.25414,1.25214,
2012-06-10T05:00:00.000000Z,1.25394,1.25494,1.25294,
2012-06-10T13:00:00.000000Z,1.25534,1.25659,1.25409,
2012-06-10T17:00:00.000000Z,1.26404,1.26454,1.26354,
2012-06-10T21:00:00.000000Z,1.2634050000000001,1.26345,1.26336,
2012-06-11T01:00:00.000000Z,1.26349,1.26355,1.2634299999999998,
2012-06-11T05:00:00.000000Z,1.25932,1.25939,1.25925,
2012-06-11T09:00:00.000000Z,1.2557200000000002,1.25577,1.25567,
2012-06-11T13:00:00.000000Z,1.24963,1.24969,1.24957,
2012-06-11T17:00:00.000000Z,1.24825,1.24834,1.24816,
2012-06-11T21:00:00.000000Z,1.2481900000000001,1.24825,1.24813,
2012-06-12T01:00:00.000000Z,1.249685,1.24974,1.24963,
2012-06-12T05:00:00.000000Z,1.2511,1.25115,1.25105,
2012-06-12T09:00:00.000000Z,1.2492299999999998,1.24928,1.24918,
