time,BNP.USDSEK - USD/SEK_x,closeAsk,closeBid,volume
2012-05-25T01:00:00.000000Z,7.18605,7.18905,7.18305,
2012-05-25T05:00:00.000000Z,7.1485,7.1495,7.1475,
2012-05-25T09:00:00.000000Z,7.1906599999999985,7.1916600000000015,7.189660000000001,
2012-05-25T13:00:00.000000Z,7.1770200000000015,7.17802,7.176019999999999,
2012-05-25T17:00:00.000000Z,7.17421,7.1867100000000015,7.16171,
2012-05-27T17:00:00.000000Z,7.140510000000001,7.153010000000001,7.1280100000000015,
2012-05-27T21:00:00.000000Z,7.14133,7.14433,7.1383300000000025,
2012-05-28T01:00:00.000000Z,7.126939999999999,7.1299399999999995,7.1239399999999975,
2012-05-28T05:00:00.000000Z,7.1548599999999976,7.1558600000000006,7.153860000000001,
2012-05-28T09:00:00.000000Z,7.1489600000000015,7.14991,7.14801,
2012-05-28T13:00:00.000000Z,7.16661,7.16856,7.1646600000000005,
2012-05-28T17:00:00.000000Z,7.16172,7.16672,7.15672,
2012-05-28T21:00:00.000000Z,7.1688,7.1718,7.1658,
2012-05-29T01:00:00.000000Z,7.162889999999999,7.165889999999999,7.159889999999999,
2012-05-29T05:00:00.000000Z,7.14927,7.15027,7.14827,
2012-05-29T09:00:00.000000Z,7.1689500000000015,7.16995,7.16795,
2012-05-29T13:00:00.000000Z,7.21714,7.218139999999999,7.2161399999999984,
2012-05-29T17:00:00.000000Z,7.1989300000000025,7.2039300000000015,7.19393,
2012-05-29T21:00:00.000000Z,7.21875,7.22175,7.21575,
2012-05-30T01:00:00.000000Z,7.2186600000000025,7.221660000000001,7.2156600000000015,
2012-05-30T05:00:00.000000Z,7.220409999999997,7.2214100000000006,7.219410000000001,
2012-05-30T09:00:00.000000Z,7.2018,7.2029,7.2007,
2012-05-30T13:00:00.000000Z,7.23545,7.2366,7.2343,
2012-05-30T17:00:00.000000Z,7.2654,7.2704,7.2604,
2012-05-30T21:00:00.000000Z,7.2595800000000015,7.2625800000000025,7.2565800000000005,
2012-05-31T01:00:00.000000Z,7.244489999999999,7.247489999999999,7.24149,
2012-05-31T05:00:00.000000Z,7.23387,7.23487,7.23287,
2012-05-31T09:00:00.000000Z,7.23232,7.23332,7.2313199999999975,
