time,BNP.USDSEK - USD/SEK_x,closeAsk,closeBid,volume
2015-05-18T19:15:00.000000Z,8.239925,8.24192,8.23793,
2015-05-18T19:30:00.000000Z,8.243559999999999,8.2454,8.241719999999999,
2015-05-18T19:45:00.000000Z,8.24035,8.24213,8.23857,
2015-05-18T20:00:00.000000Z,8.236495,8.238539999999999,8.23445,
2015-05-18T20:15:00.000000Z,8.2316,8.23358,8.229619999999999,
2015-05-18T20:30:00.000000Z,8.231675,8.234160000000001,8.22919,
2015-05-18T20:45:00.000000Z,8.234765,8.24046,8.22907,
2015-05-18T21:00:00.000000Z,8.237370000000002,8.241610000000001,8.233130000000001,
2015-05-18T21:15:00.000000Z,8.236540000000002,8.24032,8.23276,
2015-05-18T21:30:00.000000Z,8.23498,8.23889,8.231069999999999,
2015-05-18T21:45:00.000000Z,8.235325,8.23945,8.2312,
2015-05-18T22:00:00.000000Z,8.236270000000001,8.2407,8.23184,
2015-05-18T22:15:00.000000Z,8.240175,8.24703,8.233319999999999,
2015-05-18T22:30:00.000000Z,8.239685000000001,8.24491,8.23446,
2015-05-18T22:45:00.000000Z,8.237445,8.24345,8.23144,
2015-05-18T23:00:00.000000Z,8.234445000000001,8.240110000000001,8.22878,
2015-05-18T23:15:00.000000Z,8.232785,8.23742,8.22815,
2015-05-18T23:30:00.000000Z,8.231935,8.23662,8.22725,
2015-05-18T23:45:00.000000Z,8.229635,8.23398,8.22529,
2015-05-19T00:00:00.000000Z,8.22907,8.233369999999999,8.22477,
2015-05-19T00:15:00.000000Z,8.234815000000001,8.239130000000001,8.2305,
2015-05-19T00:30:00.000000Z,8.232075,8.236930000000001,8.227219999999999,
2015-05-19T00:45:00.000000Z,8.235985000000001,8.240839999999999,8.23113,
2015-05-19T01:00:00.000000Z,8.239485000000002,8.244010000000001,8.234960000000001,
2015-05-19T01:15:00.000000Z,8.2385,8.24325,8.23375,
2015-05-19T01:30:00.000000Z,8.242955,8.24751,8.2384,
2015-05-19T01:45:00.000000Z,8.250005,8.25502,8.24499,
2015-05-19T02:00:00.000000Z,8.251515000000001,8.25613,8.2469,
2015-05-19T02:15:00.000000Z,8.252794999999999,8.25751,8.24808,
2015-05-19T02:30:00.000000Z,8.251435,8.25623,8.24664,
2015-05-19T02:45:00.000000Z,8.248525,8.25352,8.24353,
2015-05-19T03:00:00.000000Z,8.247925,8.2529,8.24295,
2015-05-19T03:15:00.000000Z,8.246099999999998,8.25105,8.24115,
2015-05-19T03:30:00.000000Z,8.24382,8.248560000000001,8.23908,
2015-05-19T03:45:00.000000Z,8.2432,8.24714,8.23926,
2015-05-19T04:00:00.000000Z,8.247069999999999,8.251619999999999,8.242519999999999,
2015-05-19T04:15:00.000000Z,8.242339999999999,8.24752,8.237160000000001,
2015-05-19T04:30:00.000000Z,8.24263,8.24733,8.23793,
2015-05-19T04:45:00.000000Z,8.244565000000001,8.2489,8.24023,
2015-05-19T05:00:00.000000Z,8.237825,8.2418,8.23385,
2015-05-19T05:15:00.000000Z,8.236935,8.24041,8.233460000000001,
2015-05-19T05:30:00.000000Z,8.234645,8.23888,8.230410000000001,
2015-05-19T05:45:00.000000Z,8.235055000000001,8.23948,8.23063,
2015-05-19T06:00:00.000000Z,8.25222,8.256269999999999,8.24817,
2015-05-19T06:15:00.000000Z,8.259739999999999,8.26132,8.25816,
2015-05-19T06:30:00.000000Z,8.263069999999999,8.26445,8.26169,
2015-05-19T06:45:00.000000Z,8.252360000000001,8.2545,8.25022,
2015-05-19T07:00:00.000000Z,8.293859999999999,8.29544,8.29228,
2015-05-19T07:15:00.000000Z,8.29853,8.30039,8.296669999999999,
2015-05-19T07:30:00.000000Z,8.310839999999999,8.31209,8.30959,
2015-05-19T07:45:00.000000Z,8.307139999999999,8.308760000000001,8.30552,
2015-05-19T08:00:00.000000Z,8.31992,8.32136,8.318480000000001,
2015-05-19T08:15:00.000000Z,8.319195,8.32061,8.31778,
2015-05-19T08:30:00.000000Z,8.320605,8.32215,8.31906,
2015-05-19T08:45:00.000000Z,8.311444999999999,8.312999999999999,8.30989,
2015-05-19T09:00:00.000000Z,8.305375000000002,8.306460000000001,8.30429,
2015-05-19T09:15:00.000000Z,8.320129999999999,8.32162,8.31864,
2015-05-19T09:30:00.000000Z,8.320015000000001,8.321530000000001,8.3185,
2015-05-19T09:45:00.000000Z,8.313680000000002,8.31473,8.31263,
2015-05-19T10:00:00.000000Z,8.31504,8.31655,8.31353,
2015-05-19T10:15:00.000000Z,8.30942,8.3106,8.30824,
2015-05-19T10:30:00.000000Z,8.306304999999998,8.30769,8.30492,
2015-05-19T10:45:00.000000Z,8.3041,8.3058,8.3024,
2015-05-19T11:00:00.000000Z,8.309345,8.31082,8.30787,
2015-05-19T11:15:00.000000Z,8.311744999999998,8.3133,8.310189999999999,
2015-05-19T11:30:00.000000Z,8.31438,8.31557,8.313189999999999,
2015-05-19T11:45:00.000000Z,8.3188,8.3204,8.3172,
2015-05-19T12:00:00.000000Z,8.33005,8.33152,8.32858,
2015-05-19T12:15:00.000000Z,8.322994999999999,8.32753,8.31846,
2015-05-19T12:30:00.000000Z,8.36599,8.367360000000001,8.36462,
2015-05-19T12:45:00.000000Z,8.37604,8.37782,8.374260000000001,
2015-05-19T13:00:00.000000Z,8.364889999999999,8.36656,8.36322,
2015-05-19T13:15:00.000000Z,8.365269999999999,8.36701,8.36353,
2015-05-19T13:30:00.000000Z,8.354804999999999,8.35662,8.35299,
2015-05-19T13:45:00.000000Z,8.359314999999999,8.36112,8.357510000000001,
2015-05-19T14:00:00.000000Z,8.358815,8.36058,8.35705,
2015-05-19T14:15:00.000000Z,8.367875,8.36999,8.36576,
2015-05-19T14:30:00.000000Z,8.36275,8.36439,8.36111,
2015-05-19T14:45:00.000000Z,8.362260000000001,8.36392,8.3606,
2015-05-19T15:00:00.000000Z,8.361305,8.36315,8.35946,
2015-05-19T15:15:00.000000Z,8.351329999999999,8.353069999999999,8.34959,
2015-05-19T15:30:00.000000Z,8.344915,8.34665,8.34318,
2015-05-19T15:45:00.000000Z,8.338445,8.34045,8.33644,
2015-05-19T16:00:00.000000Z,8.338239999999999,8.340489999999999,8.335989999999999,
2015-05-19T16:15:00.000000Z,8.348939999999999,8.351239999999999,8.346639999999999,
2015-05-19T16:30:00.000000Z,8.353390000000001,8.35535,8.35143,
2015-05-19T16:45:00.000000Z,8.347489999999999,8.349689999999999,8.345289999999999,
2015-05-19T17:00:00.000000Z,8.357295,8.35929,8.3553,
2015-05-19T17:15:00.000000Z,8.352875000000001,8.35488,8.35087,
2015-05-19T17:30:00.000000Z,8.346755,8.34943,8.34408,
2015-05-19T17:45:00.000000Z,8.345535,8.34782,8.34325,
2015-05-19T18:00:00.000000Z,8.332510000000001,8.33493,8.33009,
2015-05-19T18:15:00.000000Z,8.330385,8.332130000000001,8.32864,
2015-05-19T18:30:00.000000Z,8.332165,8.333960000000001,8.33037,
2015-05-19T18:45:00.000000Z,8.33671,8.33849,8.33493,
2015-05-19T19:00:00.000000Z,8.33562,8.33694,8.3343,
2015-05-19T19:15:00.000000Z,8.334114999999999,8.33643,8.3318,
2015-05-19T19:30:00.000000Z,8.343354999999999,8.34573,8.34098,
2015-05-19T19:45:00.000000Z,8.343005,8.34474,8.34127,
2015-05-19T20:00:00.000000Z,8.338650000000001,8.34073,8.33657,
2015-05-19T20:15:00.000000Z,8.342175000000001,8.34425,8.3401,
2015-05-19T20:30:00.000000Z,8.34041,8.34254,8.338280000000001,
