time,BNP.USDSEK - USD/SEK_x,closeAsk,closeBid,volume
2015-03-16T02:30:00.000000Z,8.6953125,8.703125,8.6875,2820.0
2015-03-16T03:00:00.000000Z,8.69921875,8.703125,8.6953125,1854.0
2015-03-16T03:30:00.000000Z,8.69140625,8.6953125,8.6875,2228.0
2015-03-16T04:00:00.000000Z,8.69140625,8.6953125,8.6875,2340.0
2015-03-16T04:30:00.000000Z,8.70703125,8.7109375,8.703125,3182.0
2015-03-16T05:00:00.000000Z,8.69921875,8.703125,8.6953125,2924.0
2015-03-16T05:30:00.000000Z,8.6953125,8.6953125,8.6953125,3822.0
2015-03-16T06:00:00.000000Z,8.69140625,8.6953125,8.6875,9120.0
2015-03-16T06:30:00.000000Z,8.6953125,8.703125,8.6875,9760.0
2015-03-16T07:00:00.000000Z,8.703125,8.703125,8.703125,12440.0
2015-03-16T07:30:00.000000Z,8.69140625,8.6953125,8.6875,11488.0
2015-03-16T08:00:00.000000Z,8.69921875,8.703125,8.6953125,15552.0
2015-03-16T08:30:00.000000Z,8.69140625,8.6953125,8.6875,13680.0
2015-03-16T09:00:00.000000Z,8.69140625,8.6953125,8.6875,11848.0
2015-03-16T09:30:00.000000Z,8.6953125,8.6953125,8.6953125,7512.0
2015-03-16T10:00:00.000000Z,8.6875,8.6875,8.6875,7276.0
2015-03-16T10:30:00.000000Z,8.69140625,8.6953125,8.6875,8056.0
2015-03-16T11:00:00.000000Z,8.6875,8.6875,8.6875,7236.0
2015-03-16T11:30:00.000000Z,8.6953125,8.6953125,8.6953125,7676.0
2015-03-16T12:00:00.000000Z,8.68359375,8.6875,8.6796875,10384.0
2015-03-16T12:30:00.000000Z,8.6796875,8.6796875,8.6796875,14824.0
2015-03-16T13:00:00.000000Z,8.65625,8.65625,8.65625,23088.0
2015-03-16T13:30:00.000000Z,8.63671875,8.640625,8.6328125,23888.0
2015-03-16T14:00:00.000000Z,8.6484375,8.6484375,8.6484375,19024.0
2015-03-16T14:30:00.000000Z,8.6640625,8.6640625,8.6640625,13424.0
2015-03-16T15:00:00.000000Z,8.65625,8.65625,8.65625,12168.0
2015-03-16T15:30:00.000000Z,8.63671875,8.640625,8.6328125,11296.0
2015-03-16T16:00:00.000000Z,8.6328125,8.6328125,8.6328125,9040.0
2015-03-16T16:30:00.000000Z,8.625,8.625,8.625,12360.0
2015-03-16T17:00:00.000000Z,8.640625,8.640625,8.640625,7028.0
2015-03-16T17:30:00.000000Z,8.640625,8.640625,8.640625,6172.0
2015-03-16T18:00:00.000000Z,8.6484375,8.6484375,8.6484375,4944.0
2015-03-16T18:30:00.000000Z,8.6484375,8.6484375,8.6484375,6080.0
2015-03-16T19:00:00.000000Z,8.6484375,8.6484375,8.6484375,3314.0
2015-03-16T19:30:00.000000Z,8.65625,8.65625,8.65625,4240.0
2015-03-16T20:00:00.000000Z,8.66015625,8.6640625,8.65625,3104.0
2015-03-16T20:30:00.000000Z,8.66015625,8.6640625,8.65625,2752.0
2015-03-16T21:00:00.000000Z,8.66015625,8.6640625,8.65625,993.0
2015-03-16T21:30:00.000000Z,8.66015625,8.6640625,8.65625,676.0
2015-03-16T22:00:00.000000Z,8.66015625,8.6640625,8.65625,1354.0
