time,BNP.ZARJPY - ZAR/JPY_x,closeAsk,closeBid
2015-07-16T10:03:30.000000Z,9.972,9.975,9.969
2015-07-16T10:05:00.000000Z,9.9695,9.973,9.966
2015-07-16T10:05:05.000000Z,9.9695,9.973,9.966
2015-07-16T10:06:00.000000Z,9.967,9.97,9.964
2015-07-16T10:06:05.000000Z,9.967,9.97,9.964
2015-07-16T10:06:15.000000Z,9.967500000000001,9.971,9.964
2015-07-16T10:07:00.000000Z,9.967500000000001,9.971,9.964
2015-07-16T10:07:15.000000Z,9.967500000000001,9.971,9.964
2015-07-16T10:07:25.000000Z,9.967500000000001,9.971,9.964
2015-07-16T10:07:35.000000Z,9.967500000000001,9.971,9.964
2015-07-16T10:07:45.000000Z,9.967500000000001,9.971,9.964
2015-07-16T10:07:50.000000Z,9.966999999999999,9.971,9.963
2015-07-16T10:07:55.000000Z,9.967500000000001,9.971,9.964
2015-07-16T10:08:00.000000Z,9.967500000000001,9.971,9.964
2015-07-16T10:08:55.000000Z,9.969999999999999,9.974,9.966
2015-07-16T10:09:00.000000Z,9.969999999999999,9.974,9.966
2015-07-16T10:09:05.000000Z,9.970500000000001,9.974,9.967
2015-07-16T10:09:10.000000Z,9.969000000000001,9.973,9.965
2015-07-16T10:09:40.000000Z,9.970500000000001,9.974,9.967
2015-07-16T10:09:55.000000Z,9.969999999999999,9.974,9.966
2015-07-16T10:10:10.000000Z,9.970500000000001,9.974,9.967
2015-07-16T10:11:30.000000Z,9.973,9.976,9.97
2015-07-16T10:11:50.000000Z,9.973,9.976,9.97
2015-07-16T10:11:55.000000Z,9.9725,9.976,9.969
2015-07-16T10:12:00.000000Z,9.975,9.979,9.971
2015-07-16T10:13:40.000000Z,9.972999999999999,9.977,9.969
2015-07-16T10:13:50.000000Z,9.973500000000001,9.977,9.97
2015-07-16T10:14:05.000000Z,9.972999999999999,9.977,9.969
2015-07-16T10:14:35.000000Z,9.973500000000001,9.977,9.97
2015-07-16T10:15:00.000000Z,9.973500000000001,9.977,9.97
2015-07-16T10:15:15.000000Z,9.973500000000001,9.977,9.97
2015-07-16T10:15:20.000000Z,9.973500000000001,9.977,9.97
2015-07-16T10:15:25.000000Z,9.972999999999999,9.977,9.969
2015-07-16T10:15:30.000000Z,9.972999999999999,9.977,9.969
2015-07-16T10:15:35.000000Z,9.974499999999999,9.978,9.971
2015-07-16T10:16:10.000000Z,9.972999999999999,9.977,9.969
2015-07-16T10:16:15.000000Z,9.973500000000001,9.977,9.97
2015-07-16T10:17:00.000000Z,9.975999999999999,9.98,9.972
2015-07-16T10:17:10.000000Z,9.978,9.982,9.974
2015-07-16T10:17:30.000000Z,9.975999999999999,9.98,9.972
2015-07-16T10:18:10.000000Z,9.9785,9.983,9.974
2015-07-16T10:18:15.000000Z,9.977,9.981,9.973
2015-07-16T10:19:05.000000Z,9.975,9.979,9.971
2015-07-16T10:19:10.000000Z,9.974,9.977,9.971
2015-07-16T10:19:15.000000Z,9.9725,9.976,9.969
2015-07-16T10:20:00.000000Z,9.971,9.974,9.968
2015-07-16T10:20:55.000000Z,9.972,9.975,9.969
2015-07-16T10:21:30.000000Z,9.9725,9.976,9.969
2015-07-16T10:22:30.000000Z,9.972,9.975,9.969
2015-07-16T10:22:35.000000Z,9.972,9.975,9.969
2015-07-16T10:22:50.000000Z,9.9725,9.976,9.969
2015-07-16T10:23:20.000000Z,9.9715,9.976,9.967
2015-07-16T10:23:25.000000Z,9.971499999999999,9.975,9.968
2015-07-16T10:23:45.000000Z,9.972000000000001,9.976,9.968
2015-07-16T10:24:10.000000Z,9.973500000000001,9.977,9.97
2015-07-16T10:24:15.000000Z,9.972999999999999,9.977,9.969
2015-07-16T10:24:20.000000Z,9.973500000000001,9.977,9.97
2015-07-16T10:25:05.000000Z,9.972000000000001,9.976,9.968
2015-07-16T10:25:10.000000Z,9.969999999999999,9.974,9.966
2015-07-16T10:25:45.000000Z,9.9705,9.975,9.966
2015-07-16T10:25:50.000000Z,9.971,9.975,9.967
2015-07-16T10:25:55.000000Z,9.971,9.975,9.967
2015-07-16T10:26:10.000000Z,9.971,9.975,9.967
2015-07-16T10:26:15.000000Z,9.971,9.975,9.967
2015-07-16T10:26:20.000000Z,9.971,9.975,9.967
2015-07-16T10:26:25.000000Z,9.9715,9.976,9.967
2015-07-16T10:26:40.000000Z,9.974,9.978,9.97
2015-07-16T10:27:20.000000Z,9.9725,9.977,9.968
2015-07-16T10:27:25.000000Z,9.9725,9.976,9.969
2015-07-16T10:29:10.000000Z,9.978,9.982,9.974
2015-07-16T10:29:50.000000Z,9.974499999999999,9.979,9.97
2015-07-16T10:29:55.000000Z,9.972000000000001,9.976,9.968
2015-07-16T10:30:00.000000Z,9.974499999999999,9.979,9.97
2015-07-16T10:31:00.000000Z,9.9755,9.979,9.972
2015-07-16T10:32:05.000000Z,9.98,9.984,9.976
2015-07-16T10:34:30.000000Z,9.9765,9.981,9.972
2015-07-16T10:34:35.000000Z,9.977,9.981,9.973
2015-07-16T10:34:50.000000Z,9.9785,9.983,9.974
2015-07-16T10:34:55.000000Z,9.9795,9.984,9.975
2015-07-16T10:35:00.000000Z,9.9815,9.986,9.977
2015-07-16T10:35:10.000000Z,9.981,9.985,9.977
2015-07-16T10:35:15.000000Z,9.9815,9.986,9.977
2015-07-16T10:36:15.000000Z,9.981,9.985,9.977
2015-07-16T10:36:25.000000Z,9.9825,9.987,9.978
2015-07-16T10:36:30.000000Z,9.9825,9.986,9.979
2015-07-16T10:38:45.000000Z,9.981,9.985,9.977
2015-07-16T10:39:20.000000Z,9.9815,9.986,9.977
2015-07-16T10:40:10.000000Z,9.9795,9.984,9.975
2015-07-16T10:40:15.000000Z,9.978,9.982,9.974
2015-07-16T10:43:15.000000Z,9.9785,9.982,9.975
2015-07-16T10:44:00.000000Z,9.975999999999999,9.979,9.973
2015-07-16T10:44:05.000000Z,9.976500000000001,9.98,9.973
2015-07-16T10:44:20.000000Z,9.975999999999999,9.979,9.973
2015-07-16T10:44:30.000000Z,9.976500000000001,9.98,9.973
2015-07-16T10:44:35.000000Z,9.976500000000001,9.98,9.973
2015-07-16T10:45:10.000000Z,9.975999999999999,9.979,9.973
2015-07-16T10:45:15.000000Z,9.975999999999999,9.979,9.973
2015-07-16T10:45:20.000000Z,9.976500000000001,9.98,9.973
2015-07-16T10:45:40.000000Z,9.976500000000001,9.98,9.973
2015-07-16T10:47:40.000000Z,9.976500000000001,9.98,9.973
2015-07-16T10:49:45.000000Z,9.974499999999999,9.978,9.971
2015-07-16T10:51:20.000000Z,9.9755,9.979,9.972
2015-07-16T10:54:00.000000Z,9.9735,9.978,9.969
2015-07-16T10:54:10.000000Z,9.9725,9.976,9.969
2015-07-16T10:55:30.000000Z,9.974,9.978,9.97
2015-07-16T10:55:55.000000Z,9.973,9.976,9.97
2015-07-16T10:56:00.000000Z,9.975,9.979,9.971
2015-07-16T10:56:40.000000Z,9.9735,9.978,9.969
2015-07-16T10:56:45.000000Z,9.974,9.978,9.97
2015-07-16T10:56:50.000000Z,9.974,9.978,9.97
2015-07-16T10:56:55.000000Z,9.9735,9.978,9.969
2015-07-16T10:57:00.000000Z,9.974,9.978,9.97
2015-07-16T10:58:05.000000Z,9.976500000000001,9.98,9.973
2015-07-16T10:58:25.000000Z,9.9785,9.982,9.975
2015-07-16T10:58:30.000000Z,9.9785,9.982,9.975
2015-07-16T10:58:40.000000Z,9.979,9.983,9.975
2015-07-16T10:58:50.000000Z,9.9775,9.981,9.974
2015-07-16T11:00:45.000000Z,9.976500000000001,9.98,9.973
2015-07-16T11:01:30.000000Z,9.979,9.983,9.975
2015-07-16T11:02:00.000000Z,9.9785,9.982,9.975
2015-07-16T11:02:05.000000Z,9.9775,9.982,9.973
2015-07-16T11:02:25.000000Z,9.979,9.983,9.975
2015-07-16T11:02:50.000000Z,9.9785,9.982,9.975
2015-07-16T11:03:35.000000Z,9.979500000000002,9.983,9.976
2015-07-16T11:04:00.000000Z,9.979500000000002,9.983,9.976
2015-07-16T11:04:40.000000Z,9.9775,9.981,9.974
2015-07-16T11:04:45.000000Z,9.979500000000002,9.983,9.976
2015-07-16T11:04:55.000000Z,9.979500000000002,9.983,9.976
2015-07-16T11:05:00.000000Z,9.982,9.986,9.978
2015-07-16T11:05:15.000000Z,9.9805,9.984,9.977
2015-07-16T11:05:20.000000Z,9.98,9.984,9.976
2015-07-16T11:05:50.000000Z,9.981,9.985,9.977
2015-07-16T11:06:45.000000Z,9.98,9.984,9.976
2015-07-16T11:08:05.000000Z,9.9815,9.986,9.977
2015-07-16T11:08:10.000000Z,9.9825,9.986,9.979
2015-07-16T11:08:45.000000Z,9.98,9.984,9.976
2015-07-16T11:08:55.000000Z,9.98,9.984,9.976
2015-07-16T11:09:00.000000Z,9.9815,9.986,9.977
2015-07-16T11:09:05.000000Z,9.981,9.985,9.977
2015-07-16T11:09:30.000000Z,9.9815,9.986,9.977
2015-07-16T11:09:40.000000Z,9.981,9.985,9.977
2015-07-16T11:09:45.000000Z,9.98,9.985,9.975
2015-07-16T11:09:55.000000Z,9.979,9.983,9.975
2015-07-16T11:10:05.000000Z,9.9785,9.982,9.975
2015-07-16T11:10:25.000000Z,9.979,9.983,9.975
2015-07-16T11:10:40.000000Z,9.9785,9.982,9.975
2015-07-16T11:11:15.000000Z,9.978,9.982,9.974
2015-07-16T11:11:20.000000Z,9.978,9.982,9.974
2015-07-16T11:11:50.000000Z,9.9805,9.984,9.977
2015-07-16T11:12:30.000000Z,9.979,9.983,9.975
2015-07-16T11:12:45.000000Z,9.979500000000002,9.983,9.976
2015-07-16T11:12:50.000000Z,9.983,9.987,9.979
2015-07-16T11:13:50.000000Z,9.9855,9.989,9.982
2015-07-16T11:15:05.000000Z,9.9865,9.99,9.983
2015-07-16T11:15:10.000000Z,9.988,9.992,9.984
2015-07-16T11:15:15.000000Z,9.99,9.994,9.986
2015-07-16T11:15:30.000000Z,9.99,9.993,9.987
2015-07-16T11:15:45.000000Z,9.991,9.995,9.987
2015-07-16T11:17:15.000000Z,9.993500000000001,9.997,9.99
2015-07-16T11:17:45.000000Z,9.9925,9.996,9.989
2015-07-16T11:17:50.000000Z,9.9925,9.996,9.989
2015-07-16T11:18:05.000000Z,9.99,9.994,9.986
2015-07-16T11:18:45.000000Z,9.988,9.992,9.984
2015-07-16T11:19:00.000000Z,9.9875,9.991,9.984
2015-07-16T11:20:10.000000Z,9.986,9.99,9.982
2015-07-16T11:20:30.000000Z,9.9865,9.99,9.983
2015-07-16T11:20:40.000000Z,9.986,9.99,9.982
2015-07-16T11:20:55.000000Z,9.9865,9.99,9.983
2015-07-16T11:21:30.000000Z,9.988,9.992,9.984
2015-07-16T11:21:50.000000Z,9.9875,9.991,9.984
2015-07-16T11:23:10.000000Z,9.986,9.99,9.982
2015-07-16T11:23:40.000000Z,9.984,9.988,9.98
2015-07-16T11:26:00.000000Z,9.9865,9.99,9.983
2015-07-16T11:26:20.000000Z,9.988,9.992,9.984
2015-07-16T11:26:25.000000Z,9.99,9.994,9.986
2015-07-16T11:26:50.000000Z,9.991,9.994,9.988
2015-07-16T11:28:05.000000Z,9.991,9.995,9.987
2015-07-16T11:28:20.000000Z,9.99,9.994,9.986
2015-07-16T11:29:40.000000Z,9.9895,9.994,9.985
2015-07-16T11:29:50.000000Z,9.9885,9.992,9.985
2015-07-16T11:31:35.000000Z,9.9905,9.994,9.987
2015-07-16T11:31:50.000000Z,9.987,9.991,9.983
2015-07-16T11:32:00.000000Z,9.9875,9.992,9.983
2015-07-16T11:32:05.000000Z,9.987,9.991,9.983
2015-07-16T11:32:15.000000Z,9.987,9.991,9.983
2015-07-16T11:32:20.000000Z,9.9875,9.992,9.983
2015-07-16T11:32:25.000000Z,9.9875,9.992,9.983
2015-07-16T11:32:30.000000Z,9.9875,9.992,9.983
2015-07-16T11:33:10.000000Z,9.987,9.991,9.983
2015-07-16T11:33:20.000000Z,9.987,9.991,9.983
2015-07-16T11:33:35.000000Z,9.9865,9.991,9.982
2015-07-16T11:34:15.000000Z,9.9875,9.992,9.983
2015-07-16T11:34:20.000000Z,9.9885,9.992,9.985
2015-07-16T11:37:30.000000Z,9.9885,9.992,9.985
2015-07-16T11:37:35.000000Z,9.9885,9.992,9.985
2015-07-16T11:38:40.000000Z,9.9885,9.992,9.985
2015-07-16T11:38:45.000000Z,9.988,9.991,9.985
2015-07-16T11:39:05.000000Z,9.989,9.992,9.986
2015-07-16T11:39:15.000000Z,9.988,9.991,9.985
2015-07-16T11:39:20.000000Z,9.9885,9.992,9.985
2015-07-16T11:39:25.000000Z,9.9885,9.992,9.985
2015-07-16T11:39:30.000000Z,9.99,9.994,9.986
2015-07-16T11:39:35.000000Z,9.9895,9.993,9.986
2015-07-16T11:40:10.000000Z,9.9895,9.993,9.986
2015-07-16T11:41:20.000000Z,9.9895,9.993,9.986
2015-07-16T11:41:25.000000Z,9.9895,9.993,9.986
2015-07-16T11:44:10.000000Z,9.989,9.993,9.985
2015-07-16T11:44:15.000000Z,9.989,9.993,9.985
2015-07-16T11:44:50.000000Z,9.989,9.993,9.985
2015-07-16T11:45:45.000000Z,9.9895,9.993,9.986
2015-07-16T11:46:00.000000Z,9.989,9.993,9.985
2015-07-16T11:46:05.000000Z,9.989,9.993,9.985
2015-07-16T11:46:15.000000Z,9.989,9.993,9.985
2015-07-16T11:46:20.000000Z,9.9895,9.993,9.986
2015-07-16T11:46:40.000000Z,9.9895,9.993,9.986
2015-07-16T11:49:40.000000Z,9.987,9.991,9.983
2015-07-16T11:49:55.000000Z,9.9855,9.99,9.981
2015-07-16T11:50:10.000000Z,9.987,9.991,9.983
2015-07-16T11:50:20.000000Z,9.9865,9.991,9.982
2015-07-16T11:51:00.000000Z,9.9845,9.989,9.98
2015-07-16T11:51:10.000000Z,9.984,9.988,9.98
2015-07-16T11:51:15.000000Z,9.9835,9.988,9.979
2015-07-16T11:51:20.000000Z,9.9845,9.989,9.98
2015-07-16T11:51:45.000000Z,9.9835,9.988,9.979
2015-07-16T11:51:50.000000Z,9.984,9.988,9.98
2015-07-16T11:52:05.000000Z,9.9835,9.988,9.979
2015-07-16T11:52:20.000000Z,9.984,9.988,9.98
2015-07-16T11:53:35.000000Z,9.9835,9.988,9.979
2015-07-16T11:54:10.000000Z,9.984,9.988,9.98
2015-07-16T11:54:20.000000Z,9.982,9.986,9.978
2015-07-16T11:55:35.000000Z,9.982,9.986,9.978
2015-07-16T11:55:50.000000Z,9.9815,9.985,9.978
2015-07-16T11:56:05.000000Z,9.982,9.986,9.978
2015-07-16T11:56:15.000000Z,9.9815,9.985,9.978
2015-07-16T11:56:20.000000Z,9.98,9.984,9.976
2015-07-16T11:56:25.000000Z,9.9795,9.984,9.975
2015-07-16T11:56:30.000000Z,9.9785,9.982,9.975
2015-07-16T11:56:50.000000Z,9.979500000000002,9.983,9.976
2015-07-16T11:58:55.000000Z,9.984,9.988,9.98
2015-07-16T11:59:15.000000Z,9.9845,9.989,9.98
2015-07-16T12:00:05.000000Z,9.984,9.988,9.98
2015-07-16T12:00:10.000000Z,9.9835,9.988,9.979
2015-07-16T12:00:15.000000Z,9.984,9.988,9.98
2015-07-16T12:00:30.000000Z,9.9835,9.988,9.979
2015-07-16T12:00:35.000000Z,9.9845,9.989,9.98
2015-07-16T12:00:40.000000Z,9.984,9.988,9.98
2015-07-16T12:00:45.000000Z,9.9845,9.989,9.98
2015-07-16T12:01:20.000000Z,9.9845,9.989,9.98
2015-07-16T12:01:25.000000Z,9.987,9.991,9.983
2015-07-16T12:02:15.000000Z,9.9885,9.992,9.985
2015-07-16T12:02:25.000000Z,9.989,9.993,9.985
2015-07-16T12:02:40.000000Z,9.9875,9.992,9.983
2015-07-16T12:02:50.000000Z,9.9905,9.995,9.986
2015-07-16T12:03:10.000000Z,9.9905,9.995,9.986
2015-07-16T12:03:15.000000Z,9.989999999999998,9.995,9.985
2015-07-16T12:03:25.000000Z,9.9905,9.995,9.986
2015-07-16T12:03:30.000000Z,9.9925,9.997,9.988
2015-07-16T12:03:35.000000Z,9.9925,9.997,9.988
2015-07-16T12:03:40.000000Z,9.994,9.998,9.99
2015-07-16T12:03:45.000000Z,9.9925,9.997,9.988
2015-07-16T12:03:55.000000Z,9.9895,9.994,9.985
2015-07-16T12:04:00.000000Z,9.9895,9.994,9.985
2015-07-16T12:04:05.000000Z,9.9915,9.996,9.987
2015-07-16T12:04:25.000000Z,9.994,9.999,9.989
2015-07-16T12:04:30.000000Z,9.995000000000001,10.0,9.99
