time,BNP.EURHUF - EUR/HUF_x,closeAsk,closeBid,volume
2012-05-24T21:00:00.000000Z,300.798,301.298,300.298,
2012-05-25T01:00:00.000000Z,300.896,301.396,300.396,
2012-05-25T05:00:00.000000Z,299.617,299.732,299.502,
2012-05-25T09:00:00.000000Z,300.8520000000001,300.967,300.737,
2012-05-25T13:00:00.000000Z,299.673,299.788,299.558,
2012-05-25T17:00:00.000000Z,299.694,301.194,298.194,
2012-05-27T17:00:00.000000Z,299.389,300.889,297.889,
2012-05-27T21:00:00.000000Z,299.563,301.063,298.063,
2012-05-28T01:00:00.000000Z,299.011,300.511,297.511,
2012-05-28T05:00:00.000000Z,298.54,298.73,298.35,
2012-05-28T09:00:00.000000Z,298.687,298.877,298.497,
2012-05-28T13:00:00.000000Z,299.25,299.44,299.06,
2012-05-28T17:00:00.000000Z,298.894,299.394,298.394,
2012-05-28T21:00:00.000000Z,299.226,299.616,298.836,
2012-05-29T01:00:00.000000Z,298.957,299.347,298.567,
2012-05-29T05:00:00.000000Z,298.947,299.077,298.817,
2012-05-29T09:00:00.000000Z,297.901,298.031,297.771,
2012-05-29T13:00:00.000000Z,297.781,297.911,297.651,
2012-05-29T17:00:00.000000Z,297.492,297.992,296.992,
2012-05-29T21:00:00.000000Z,297.632,298.132,297.132,
2012-05-30T01:00:00.000000Z,297.592,298.092,297.092,
2012-05-30T05:00:00.000000Z,298.811,298.931,298.691,
2012-05-30T09:00:00.000000Z,298.657,298.777,298.5370000000001,
2012-05-30T13:00:00.000000Z,301.267,301.387,301.147,
2012-05-30T17:00:00.000000Z,301.276,301.776,300.776,
2012-05-30T21:00:00.000000Z,301.45,301.95,300.95,
2012-05-31T01:00:00.000000Z,301.725,302.225,301.225,
2012-05-31T05:00:00.000000Z,300.345,300.465,300.225,
2012-05-31T09:00:00.000000Z,302.243,302.363,302.123,
2012-05-31T13:00:00.000000Z,300.883,301.003,300.763,
2012-05-31T17:00:00.000000Z,300.779,301.279,300.279,
2012-05-31T21:00:00.000000Z,300.918,301.418,300.418,
2012-06-01T01:00:00.000000Z,301.408,301.908,300.908,
2012-06-01T05:00:00.000000Z,304.1740000000001,304.4240000000001,303.9240000000001,
2012-06-01T09:00:00.000000Z,305.217,305.467,304.967,
2012-06-01T13:00:00.000000Z,305.5,305.75,305.25,
2012-06-01T17:00:00.000000Z,305.026,306.526,303.526,
2012-06-01T21:00:00.000000Z,305.026,306.526,303.526,
2012-06-03T17:00:00.000000Z,305.198,306.698,303.698,
2012-06-03T21:00:00.000000Z,305.021,306.521,303.521,
2012-06-04T01:00:00.000000Z,304.994,306.494,303.494,
2012-06-04T05:00:00.000000Z,304.433,304.583,304.283,
2012-06-04T09:00:00.000000Z,303.33799999999997,303.488,303.188,
2012-06-04T13:00:00.000000Z,302.701,302.851,302.551,
2012-06-04T17:00:00.000000Z,302.131,302.631,301.631,
2012-06-04T21:00:00.000000Z,302.1140000000001,302.6140000000001,301.6140000000001,
2012-06-05T01:00:00.000000Z,302.1090000000001,302.6090000000001,301.6090000000001,
2012-06-05T05:00:00.000000Z,303.096,303.346,302.846,
2012-06-05T09:00:00.000000Z,302.34,302.465,302.215,
2012-06-05T13:00:00.000000Z,302.593,302.718,302.468,
2012-06-05T17:00:00.000000Z,301.9170000000001,302.4170000000001,301.4170000000001,
2012-06-05T21:00:00.000000Z,301.81,302.31,301.31,
2012-06-06T01:00:00.000000Z,301.269,301.769,300.769,
2012-06-06T05:00:00.000000Z,300.03,300.13,299.93,
2012-06-06T09:00:00.000000Z,300.603,300.728,300.478,
2012-06-06T13:00:00.000000Z,298.113,298.238,297.988,
2012-06-06T17:00:00.000000Z,298.345,298.845,297.845,
2012-06-06T21:00:00.000000Z,298.194,298.694,297.694,
2012-06-07T01:00:00.000000Z,298.203,298.578,297.828,
2012-06-07T05:00:00.000000Z,297.365,297.455,297.275,
2012-06-07T09:00:00.000000Z,295.0080000000001,295.098,294.918,
2012-06-07T13:00:00.000000Z,295.51599999999996,295.606,295.426,
2012-06-07T17:00:00.000000Z,295.278,295.778,294.778,
