time,BNP.EURHUF - EUR/HUF_x,closeAsk,closeBid,volume
2015-03-15T23:30:00.000000Z,306.0,306.5,305.5,3998.0
2015-03-16T00:00:00.000000Z,305.875,306.25,305.5,120.0
2015-03-16T00:30:00.000000Z,306.0,306.5,305.5,223.0
2015-03-16T01:00:00.000000Z,306.0,306.5,305.5,10072.0
2015-03-16T01:30:00.000000Z,306.0,306.5,305.5,36608.0
2015-03-16T02:00:00.000000Z,306.0,306.5,305.5,33760.0
2015-03-16T02:30:00.000000Z,306.0,306.5,305.5,30656.0
2015-03-16T03:00:00.000000Z,306.0,306.5,305.5,28464.0
2015-03-16T03:30:00.000000Z,306.0,306.5,305.5,30352.0
2015-03-16T04:00:00.000000Z,306.0,306.5,305.5,4208.0
2015-03-16T04:30:00.000000Z,306.0,306.5,305.5,5628.0
2015-03-16T05:00:00.000000Z,306.0,306.5,305.5,9848.0
2015-03-16T05:30:00.000000Z,306.125,306.5,305.75,18560.0
2015-03-16T06:00:00.000000Z,306.125,306.5,305.75,6424.0
2015-03-16T06:30:00.000000Z,306.0,306.5,305.5,422.0
2015-03-16T07:00:00.000000Z,305.875,306.25,305.5,1094.0
2015-03-16T07:30:00.000000Z,305.875,306.25,305.5,1543.0
2015-03-16T08:00:00.000000Z,305.125,305.25,305.0,1209.0
2015-03-16T08:30:00.000000Z,304.875,305.0,304.75,785.0
2015-03-16T09:00:00.000000Z,304.625,304.75,304.5,417.0
2015-03-16T09:30:00.000000Z,304.625,304.75,304.5,487.0
2015-03-16T10:00:00.000000Z,303.875,304.0,303.75,1314.0
2015-03-16T10:30:00.000000Z,304.125,304.25,304.0,553.0
2015-03-16T11:00:00.000000Z,303.625,303.75,303.5,1020.0
2015-03-16T11:30:00.000000Z,303.875,304.0,303.75,792.0
2015-03-16T12:00:00.000000Z,303.625,303.75,303.5,867.0
2015-03-16T12:30:00.000000Z,303.625,303.75,303.5,814.0
2015-03-16T13:00:00.000000Z,303.375,303.5,303.25,1230.0
2015-03-16T13:30:00.000000Z,303.375,303.5,303.25,1551.0
2015-03-16T14:00:00.000000Z,303.375,303.5,303.25,1050.0
2015-03-16T14:30:00.000000Z,303.625,303.75,303.5,1120.0
2015-03-16T15:00:00.000000Z,303.875,304.0,303.75,713.0
2015-03-16T15:30:00.000000Z,303.625,303.75,303.5,2260.0
2015-03-16T16:00:00.000000Z,303.625,303.75,303.5,1493.0
2015-03-16T16:30:00.000000Z,303.375,303.5,303.25,391.0
2015-03-16T17:00:00.000000Z,303.25,303.5,303.0,302.0
2015-03-16T17:30:00.000000Z,303.375,303.5,303.25,209.0
2015-03-16T18:00:00.000000Z,303.375,303.5,303.25,50.0
2015-03-16T18:30:00.000000Z,303.375,303.5,303.25,25.0
2015-03-16T19:00:00.000000Z,303.375,303.5,303.25,11.0
2015-03-16T19:30:00.000000Z,303.375,303.5,303.25,13.0
2015-03-16T20:00:00.000000Z,303.375,303.5,303.25,19.0
2015-03-16T20:30:00.000000Z,303.25,303.5,303.0,39.0
2015-03-16T21:00:00.000000Z,303.375,303.75,303.0,5.0
2015-03-16T21:30:00.000000Z,303.375,303.5,303.25,9.0
2015-03-16T22:00:00.000000Z,303.375,303.5,303.25,33.0
2015-03-16T22:30:00.000000Z,303.375,303.5,303.25,6.0
2015-03-16T23:00:00.000000Z,303.375,303.75,303.0,17.0
2015-03-16T23:30:00.000000Z,303.375,303.75,303.0,8.0
2015-03-17T00:00:00.000000Z,303.375,303.75,303.0,32.0
2015-03-17T00:30:00.000000Z,303.5,303.75,303.25,407.0
2015-03-17T01:00:00.000000Z,303.5,304.0,303.0,16512.0
2015-03-17T01:30:00.000000Z,303.5,303.75,303.25,16704.0
2015-03-17T02:00:00.000000Z,303.625,304.0,303.25,11912.0
2015-03-17T02:30:00.000000Z,303.5,303.75,303.25,683.0
2015-03-17T03:00:00.000000Z,303.625,304.0,303.25,559.0
2015-03-17T03:30:00.000000Z,303.375,303.75,303.0,6840.0
2015-03-17T04:00:00.000000Z,303.625,304.0,303.25,12304.0
2015-03-17T04:30:00.000000Z,303.625,304.0,303.25,655.0
2015-03-17T05:00:00.000000Z,303.5,304.0,303.0,1037.0
2015-03-17T05:30:00.000000Z,303.375,303.75,303.0,3972.0
2015-03-17T06:00:00.000000Z,303.5,303.75,303.25,34.0
2015-03-17T06:30:00.000000Z,303.5,303.75,303.25,276.0
2015-03-17T07:00:00.000000Z,303.5,303.75,303.25,286.0
2015-03-17T07:30:00.000000Z,303.5,303.75,303.25,1216.0
2015-03-17T08:00:00.000000Z,303.375,303.5,303.25,856.0
2015-03-17T08:30:00.000000Z,303.375,303.5,303.25,269.0
2015-03-17T09:00:00.000000Z,303.625,303.75,303.5,355.0
2015-03-17T09:30:00.000000Z,303.875,304.0,303.75,993.0
2015-03-17T10:00:00.000000Z,304.125,304.25,304.0,692.0
2015-03-17T10:30:00.000000Z,304.125,304.25,304.0,623.0
2015-03-17T11:00:00.000000Z,304.25,304.25,304.25,469.0
2015-03-17T11:30:00.000000Z,304.125,304.25,304.0,714.0
2015-03-17T12:00:00.000000Z,304.125,304.25,304.0,626.0
2015-03-17T12:30:00.000000Z,304.125,304.25,304.0,538.0
2015-03-17T13:00:00.000000Z,304.125,304.25,304.0,1010.0
2015-03-17T13:30:00.000000Z,304.375,304.5,304.25,1162.0
2015-03-17T14:00:00.000000Z,304.25,304.25,304.25,1269.0
2015-03-17T14:30:00.000000Z,304.375,304.5,304.25,1107.0
2015-03-17T15:00:00.000000Z,304.5,304.5,304.5,968.0
2015-03-17T15:30:00.000000Z,304.375,304.5,304.25,1034.0
2015-03-17T16:00:00.000000Z,303.875,304.0,303.75,2013.0
2015-03-17T16:30:00.000000Z,304.125,304.25,304.0,1228.0
2015-03-17T17:00:00.000000Z,303.875,304.0,303.75,222.0
2015-03-17T17:30:00.000000Z,303.875,304.0,303.75,244.0
2015-03-17T18:00:00.000000Z,303.75,304.0,303.5,140.0
2015-03-17T18:30:00.000000Z,303.75,304.0,303.5,70.0
2015-03-17T19:00:00.000000Z,303.75,304.0,303.5,87.0
2015-03-17T19:30:00.000000Z,303.75,304.0,303.5,96.0
2015-03-17T20:00:00.000000Z,303.75,304.0,303.5,67.0
2015-03-17T20:30:00.000000Z,304.125,304.5,303.75,1432.0
2015-03-17T21:00:00.000000Z,304.0,304.75,303.25,29.0
2015-03-17T21:30:00.000000Z,304.0,304.5,303.5,29.0
2015-03-17T22:00:00.000000Z,304.0,304.5,303.5,101.0
2015-03-17T22:30:00.000000Z,304.0,304.5,303.5,1.0
2015-03-17T23:00:00.000000Z,304.0,304.5,303.5,62.0
2015-03-17T23:30:00.000000Z,304.125,304.5,303.75,105.0
2015-03-18T00:00:00.000000Z,304.125,304.5,303.75,1231.0
2015-03-18T00:30:00.000000Z,304.0,304.5,303.5,1648.0
2015-03-18T01:00:00.000000Z,304.125,304.5,303.75,100.0
2015-03-18T01:30:00.000000Z,304.125,304.5,303.75,216.0
2015-03-18T02:00:00.000000Z,304.125,304.5,303.75,43.0
2015-03-18T02:30:00.000000Z,304.125,304.5,303.75,122.0
2015-03-18T03:00:00.000000Z,304.125,304.5,303.75,203.0
2015-03-18T03:30:00.000000Z,304.125,304.5,303.75,155.0
2015-03-18T04:00:00.000000Z,304.125,304.5,303.75,86.0
2015-03-18T04:30:00.000000Z,304.125,304.5,303.75,186.0
2015-03-18T05:00:00.000000Z,304.25,304.75,303.75,213.0
2015-03-18T05:30:00.000000Z,304.25,304.75,303.75,436.0
2015-03-18T06:00:00.000000Z,304.25,304.75,303.75,38.0
2015-03-18T06:30:00.000000Z,304.25,304.5,304.0,271.0
2015-03-18T07:00:00.000000Z,304.0,304.25,303.75,420.0
2015-03-18T07:30:00.000000Z,304.125,304.25,304.0,329.0
2015-03-18T08:00:00.000000Z,304.375,304.5,304.25,728.0
2015-03-18T08:30:00.000000Z,303.875,304.0,303.75,864.0
2015-03-18T09:00:00.000000Z,303.875,304.0,303.75,772.0
2015-03-18T09:30:00.000000Z,303.625,303.75,303.5,742.0
2015-03-18T10:00:00.000000Z,303.625,303.75,303.5,629.0
2015-03-18T10:30:00.000000Z,303.625,303.75,303.5,1070.0
2015-03-18T11:00:00.000000Z,303.625,303.75,303.5,986.0
2015-03-18T11:30:00.000000Z,303.625,303.75,303.5,277.0
2015-03-18T12:00:00.000000Z,303.875,304.0,303.75,1045.0
2015-03-18T12:30:00.000000Z,304.125,304.25,304.0,624.0
2015-03-18T13:00:00.000000Z,304.0,304.25,303.75,2328.0
2015-03-18T13:30:00.000000Z,303.875,304.0,303.75,863.0
2015-03-18T14:00:00.000000Z,304.125,304.25,304.0,1677.0
2015-03-18T14:30:00.000000Z,303.875,304.0,303.75,2422.0
2015-03-18T15:00:00.000000Z,303.875,304.0,303.75,958.0
