time,BNP.GBPUSD - GBP/USD_x,closeAsk,closeBid,volume
2015-05-27T07:00:00.000000Z,1.5400390625,1.5400390625,1.5400390625,885.0
2015-05-27T07:15:00.000000Z,1.54150390625,1.5419921875,1.541015625,630.0
2015-05-27T07:30:00.000000Z,1.54150390625,1.5419921875,1.541015625,535.0
2015-05-27T07:45:00.000000Z,1.5419921875,1.5419921875,1.5419921875,516.0
2015-05-27T08:00:00.000000Z,1.54150390625,1.5419921875,1.541015625,570.0
2015-05-27T08:15:00.000000Z,1.541015625,1.541015625,1.541015625,547.0
2015-05-27T08:30:00.000000Z,1.541015625,1.541015625,1.541015625,460.0
2015-05-27T08:45:00.000000Z,1.5400390625,1.5400390625,1.5400390625,534.0
2015-05-27T09:00:00.000000Z,1.541015625,1.541015625,1.541015625,439.0
2015-05-27T09:15:00.000000Z,1.54150390625,1.5419921875,1.541015625,499.0
2015-05-27T09:30:00.000000Z,1.5390625,1.5390625,1.5390625,730.0
2015-05-27T09:45:00.000000Z,1.5390625,1.5390625,1.5390625,732.0
2015-05-27T10:00:00.000000Z,1.53955078125,1.5400390625,1.5390625,660.0
2015-05-27T10:15:00.000000Z,1.54052734375,1.541015625,1.5400390625,583.0
2015-05-27T10:30:00.000000Z,1.5390625,1.5390625,1.5390625,984.0
2015-05-27T10:45:00.000000Z,1.5380859375,1.5380859375,1.5380859375,594.0
2015-05-27T11:00:00.000000Z,1.5380859375,1.5380859375,1.5380859375,613.0
2015-05-27T11:15:00.000000Z,1.5390625,1.5390625,1.5390625,329.0
2015-05-27T11:30:00.000000Z,1.5380859375,1.5380859375,1.5380859375,370.0
2015-05-27T11:45:00.000000Z,1.537109375,1.537109375,1.537109375,845.0
2015-05-27T12:00:00.000000Z,1.5361328125,1.5361328125,1.5361328125,988.0
2015-05-27T12:15:00.000000Z,1.53515625,1.53515625,1.53515625,1489.0
2015-05-27T12:30:00.000000Z,1.5341796875,1.5341796875,1.5341796875,1243.0
2015-05-27T12:45:00.000000Z,1.5341796875,1.5341796875,1.5341796875,1056.0
2015-05-27T13:00:00.000000Z,1.5322265625,1.5322265625,1.5322265625,838.0
2015-05-27T13:15:00.000000Z,1.53369140625,1.5341796875,1.533203125,846.0
2015-05-27T13:30:00.000000Z,1.5341796875,1.5341796875,1.5341796875,914.0
2015-05-27T13:45:00.000000Z,1.533203125,1.533203125,1.533203125,2025.0
2015-05-27T14:00:00.000000Z,1.5341796875,1.5341796875,1.5341796875,1456.0
2015-05-27T14:15:00.000000Z,1.5341796875,1.5341796875,1.5341796875,1813.0
2015-05-27T14:30:00.000000Z,1.5341796875,1.5341796875,1.5341796875,1448.0
2015-05-27T14:45:00.000000Z,1.533203125,1.533203125,1.533203125,1107.0
2015-05-27T15:00:00.000000Z,1.53076171875,1.53125,1.5302734375,1348.0
