time,BNP.GBPUSD - GBP/USD_x,closeAsk,closeBid,volume
2015-03-16T02:30:00.000000Z,1.4755859375,1.4755859375,1.4755859375,459.0
2015-03-16T03:00:00.000000Z,1.4755859375,1.4755859375,1.4755859375,152.0
2015-03-16T03:30:00.000000Z,1.4755859375,1.4755859375,1.4755859375,277.0
2015-03-16T04:00:00.000000Z,1.47607421875,1.4765625,1.4755859375,327.0
2015-03-16T04:30:00.000000Z,1.4755859375,1.4755859375,1.4755859375,271.0
2015-03-16T05:00:00.000000Z,1.4755859375,1.4755859375,1.4755859375,326.0
2015-03-16T05:30:00.000000Z,1.4765625,1.4765625,1.4765625,708.0
2015-03-16T06:00:00.000000Z,1.4765625,1.4765625,1.4765625,1288.0
2015-03-16T06:30:00.000000Z,1.4775390625,1.4775390625,1.4775390625,851.0
2015-03-16T07:00:00.000000Z,1.4775390625,1.4775390625,1.4775390625,931.0
2015-03-16T07:30:00.000000Z,1.4775390625,1.4775390625,1.4775390625,937.0
2015-03-16T08:00:00.000000Z,1.47802734375,1.478515625,1.4775390625,1258.0
2015-03-16T08:30:00.000000Z,1.4794921875,1.4794921875,1.4794921875,920.0
2015-03-16T09:00:00.000000Z,1.4794921875,1.4794921875,1.4794921875,986.0
2015-03-16T09:30:00.000000Z,1.478515625,1.478515625,1.478515625,625.0
2015-03-16T10:00:00.000000Z,1.4794921875,1.4794921875,1.4794921875,572.0
2015-03-16T10:30:00.000000Z,1.478515625,1.478515625,1.478515625,612.0
2015-03-16T11:00:00.000000Z,1.478515625,1.478515625,1.478515625,602.0
2015-03-16T11:30:00.000000Z,1.478515625,1.478515625,1.478515625,573.0
2015-03-16T12:00:00.000000Z,1.47900390625,1.4794921875,1.478515625,973.0
2015-03-16T12:30:00.000000Z,1.4794921875,1.4794921875,1.4794921875,1363.0
2015-03-16T13:00:00.000000Z,1.4814453125,1.4814453125,1.4814453125,1936.0
2015-03-16T13:30:00.000000Z,1.4814453125,1.4814453125,1.4814453125,2236.0
2015-03-16T14:00:00.000000Z,1.47900390625,1.4794921875,1.478515625,1908.0
2015-03-16T14:30:00.000000Z,1.47705078125,1.4775390625,1.4765625,1365.0
2015-03-16T15:00:00.000000Z,1.4794921875,1.4794921875,1.4794921875,1377.0
2015-03-16T15:30:00.000000Z,1.47998046875,1.48046875,1.4794921875,1287.0
2015-03-16T16:00:00.000000Z,1.4814453125,1.4814453125,1.4814453125,1114.0
2015-03-16T16:30:00.000000Z,1.484375,1.484375,1.484375,1115.0
2015-03-16T17:00:00.000000Z,1.4833984375,1.4833984375,1.4833984375,985.0
2015-03-16T17:30:00.000000Z,1.4833984375,1.4833984375,1.4833984375,946.0
2015-03-16T18:00:00.000000Z,1.4833984375,1.4833984375,1.4833984375,790.0
2015-03-16T18:30:00.000000Z,1.4833984375,1.4833984375,1.4833984375,699.0
2015-03-16T19:00:00.000000Z,1.48388671875,1.484375,1.4833984375,356.0
2015-03-16T19:30:00.000000Z,1.4833984375,1.4833984375,1.4833984375,372.0
2015-03-16T20:00:00.000000Z,1.482421875,1.482421875,1.482421875,242.0
2015-03-16T20:30:00.000000Z,1.48291015625,1.4833984375,1.482421875,1333.0
2015-03-16T21:00:00.000000Z,1.48291015625,1.4833984375,1.482421875,358.0
2015-03-16T21:30:00.000000Z,1.482421875,1.482421875,1.482421875,332.0
2015-03-16T22:00:00.000000Z,1.482421875,1.482421875,1.482421875,1073.0
2015-03-16T22:30:00.000000Z,1.482421875,1.482421875,1.482421875,645.0
2015-03-16T23:00:00.000000Z,1.48291015625,1.4833984375,1.482421875,279.0
2015-03-16T23:30:00.000000Z,1.482421875,1.482421875,1.482421875,153.0
2015-03-17T00:00:00.000000Z,1.482421875,1.482421875,1.482421875,276.0
2015-03-17T00:30:00.000000Z,1.482421875,1.482421875,1.482421875,485.0
2015-03-17T01:00:00.000000Z,1.4814453125,1.4814453125,1.4814453125,282.0
2015-03-17T01:30:00.000000Z,1.482421875,1.482421875,1.482421875,272.0
2015-03-17T02:00:00.000000Z,1.482421875,1.482421875,1.482421875,308.0
2015-03-17T02:30:00.000000Z,1.48291015625,1.4833984375,1.482421875,306.0
2015-03-17T03:00:00.000000Z,1.482421875,1.482421875,1.482421875,339.0
2015-03-17T03:30:00.000000Z,1.482421875,1.482421875,1.482421875,255.0
2015-03-17T04:00:00.000000Z,1.482421875,1.482421875,1.482421875,264.0
2015-03-17T04:30:00.000000Z,1.482421875,1.482421875,1.482421875,305.0
