time,closeAsk,closeBid,volume,BNP.USDSAR - USD/SAR_x
2015-07-08T13:44:00.000000Z,3.751953125,3.75,7.0,3.7509765625
2015-07-08T13:45:00.000000Z,3.751953125,3.75,4.0,3.7509765625
2015-07-08T13:46:00.000000Z,3.751953125,3.75,3.0,3.7509765625
2015-07-08T13:47:00.000000Z,3.751953125,3.75,7.0,3.7509765625
2015-07-08T13:48:00.000000Z,3.751953125,3.75,9.0,3.7509765625
2015-07-08T13:49:00.000000Z,3.751953125,3.75,6.0,3.7509765625
2015-07-08T13:50:00.000000Z,3.751953125,3.75,7.0,3.7509765625
2015-07-08T13:51:00.000000Z,3.751953125,3.75,7.0,3.7509765625
2015-07-08T13:52:00.000000Z,3.751953125,3.75,6.0,3.7509765625
2015-07-08T13:53:00.000000Z,3.751953125,3.75,8.0,3.7509765625
2015-07-08T13:54:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T13:55:00.000000Z,3.751953125,3.75,7.0,3.7509765625
2015-07-08T13:56:00.000000Z,3.751953125,3.75,4.0,3.7509765625
2015-07-08T13:57:00.000000Z,3.751953125,3.75,8.0,3.7509765625
2015-07-08T13:58:00.000000Z,3.751953125,3.75,7.0,3.7509765625
2015-07-08T13:59:00.000000Z,3.751953125,3.75,7.0,3.7509765625
2015-07-08T14:00:00.000000Z,3.751953125,3.75,6.0,3.7509765625
2015-07-08T14:01:00.000000Z,3.751953125,3.75,7.0,3.7509765625
2015-07-08T14:02:00.000000Z,3.751953125,3.75,8.0,3.7509765625
2015-07-08T14:03:00.000000Z,3.751953125,3.75,8.0,3.7509765625
2015-07-08T14:04:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T14:05:00.000000Z,3.751953125,3.75,8.0,3.7509765625
2015-07-08T14:06:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T14:07:00.000000Z,3.751953125,3.75,7.0,3.7509765625
2015-07-08T14:08:00.000000Z,3.751953125,3.75,7.0,3.7509765625
2015-07-08T14:09:00.000000Z,3.751953125,3.75,7.0,3.7509765625
2015-07-08T14:10:00.000000Z,3.751953125,3.75,6.0,3.7509765625
2015-07-08T14:11:00.000000Z,3.751953125,3.75,7.0,3.7509765625
2015-07-08T14:12:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T14:13:00.000000Z,3.751953125,3.75,6.0,3.7509765625
2015-07-08T14:14:00.000000Z,3.751953125,3.75,6.0,3.7509765625
2015-07-08T14:15:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T14:16:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T14:17:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T14:18:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T14:19:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T14:20:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T14:21:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T14:22:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T14:23:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T14:24:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T14:25:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T14:26:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T14:27:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T14:28:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T14:29:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T14:30:00.000000Z,3.751953125,3.75,9.0,3.7509765625
2015-07-08T14:31:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T14:32:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T14:33:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T14:34:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T14:35:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T14:36:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T14:37:00.000000Z,3.751953125,3.75,6.0,3.7509765625
2015-07-08T14:38:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T14:39:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T14:40:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T14:41:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T14:42:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T14:43:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T14:44:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T14:45:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T14:46:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T14:47:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T14:48:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T14:49:00.000000Z,3.751953125,3.75,3.0,3.7509765625
2015-07-08T14:50:00.000000Z,3.751953125,3.75,6.0,3.7509765625
2015-07-08T14:51:00.000000Z,3.751953125,3.75,6.0,3.7509765625
2015-07-08T14:52:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T14:53:00.000000Z,3.751953125,3.75,6.0,3.7509765625
2015-07-08T14:54:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T14:55:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T14:56:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T14:57:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T14:58:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T14:59:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T15:00:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T15:01:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T15:02:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T15:03:00.000000Z,3.751953125,3.75,6.0,3.7509765625
2015-07-08T15:04:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T15:05:00.000000Z,3.751953125,3.75,6.0,3.7509765625
2015-07-08T15:06:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T15:07:00.000000Z,3.751953125,3.75,6.0,3.7509765625
2015-07-08T15:08:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T15:09:00.000000Z,3.751953125,3.75,6.0,3.7509765625
2015-07-08T15:10:00.000000Z,3.751953125,3.75,6.0,3.7509765625
2015-07-08T15:11:00.000000Z,3.751953125,3.75,6.0,3.7509765625
2015-07-08T15:12:00.000000Z,3.751953125,3.75,6.0,3.7509765625
2015-07-08T15:13:00.000000Z,3.751953125,3.75,6.0,3.7509765625
2015-07-08T15:14:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T15:15:00.000000Z,3.751953125,3.75,6.0,3.7509765625
2015-07-08T15:16:00.000000Z,3.751953125,3.75,6.0,3.7509765625
2015-07-08T15:17:00.000000Z,3.751953125,3.75,6.0,3.7509765625
2015-07-08T15:18:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T15:19:00.000000Z,3.751953125,3.75,7.0,3.7509765625
2015-07-08T15:20:00.000000Z,3.751953125,3.75,7.0,3.7509765625
2015-07-08T15:21:00.000000Z,3.751953125,3.75,6.0,3.7509765625
2015-07-08T15:22:00.000000Z,3.751953125,3.75,7.0,3.7509765625
2015-07-08T15:23:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T15:24:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T15:25:00.000000Z,3.751953125,3.75,6.0,3.7509765625
2015-07-08T15:26:00.000000Z,3.751953125,3.75,6.0,3.7509765625
2015-07-08T15:27:00.000000Z,3.751953125,3.75,7.0,3.7509765625
2015-07-08T15:28:00.000000Z,3.751953125,3.75,6.0,3.7509765625
2015-07-08T15:29:00.000000Z,3.751953125,3.75,6.0,3.7509765625
2015-07-08T15:30:00.000000Z,3.751953125,3.75,6.0,3.7509765625
2015-07-08T15:31:00.000000Z,3.751953125,3.75,6.0,3.7509765625
2015-07-08T15:32:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T15:33:00.000000Z,3.751953125,3.75,7.0,3.7509765625
2015-07-08T15:34:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T15:35:00.000000Z,3.751953125,3.75,6.0,3.7509765625
2015-07-08T15:36:00.000000Z,3.751953125,3.75,8.0,3.7509765625
2015-07-08T15:37:00.000000Z,3.751953125,3.75,6.0,3.7509765625
2015-07-08T15:38:00.000000Z,3.751953125,3.75,6.0,3.7509765625
2015-07-08T15:39:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T15:40:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T15:41:00.000000Z,3.751953125,3.75,6.0,3.7509765625
2015-07-08T15:42:00.000000Z,3.751953125,3.75,6.0,3.7509765625
