time,BNP.USDSAR - USD/SAR_x,closeAsk,closeBid,volume
2015-02-04T17:30:00.000000Z,3.75390625,3.755859375,3.751953125,23.0
2015-02-04T18:00:00.000000Z,3.75390625,3.755859375,3.751953125,28.0
2015-02-04T18:30:00.000000Z,3.75390625,3.755859375,3.751953125,22.0
2015-02-04T19:00:00.000000Z,3.75390625,3.755859375,3.751953125,6.0
2015-02-04T19:30:00.000000Z,3.75390625,3.755859375,3.751953125,5.0
2015-02-04T20:00:00.000000Z,3.75390625,3.755859375,3.751953125,5.0
2015-02-04T20:30:00.000000Z,3.75390625,3.755859375,3.751953125,8.0
2015-02-04T21:00:00.000000Z,3.75390625,3.755859375,3.751953125,20.0
2015-02-04T21:30:00.000000Z,3.75390625,3.755859375,3.751953125,3.0
2015-02-04T22:00:00.000000Z,3.75390625,3.755859375,3.751953125,1.0
2015-02-04T23:00:00.000000Z,3.75390625,3.755859375,3.751953125,1.0
2015-02-04T23:30:00.000000Z,3.75390625,3.755859375,3.751953125,24.0
2015-02-05T00:30:00.000000Z,3.75390625,3.755859375,3.751953125,7.0
2015-02-05T01:30:00.000000Z,3.75390625,3.755859375,3.751953125,6.0
2015-02-05T03:00:00.000000Z,3.75390625,3.755859375,3.751953125,14.0
2015-02-05T03:30:00.000000Z,3.75390625,3.755859375,3.751953125,7.0
2015-02-05T04:00:00.000000Z,3.75390625,3.755859375,3.751953125,8.0
2015-02-05T04:30:00.000000Z,3.75390625,3.755859375,3.751953125,14.0
2015-02-05T05:00:00.000000Z,3.751953125,3.75390625,3.75,18.0
2015-02-05T05:30:00.000000Z,3.751953125,3.75390625,3.75,17.0
2015-02-05T06:00:00.000000Z,3.751953125,3.75390625,3.75,2.0
2015-02-05T06:30:00.000000Z,3.751953125,3.75390625,3.75,5.0
2015-02-05T07:30:00.000000Z,3.7529296875,3.75390625,3.751953125,21.0
2015-02-05T10:00:00.000000Z,3.7529296875,3.75390625,3.751953125,4.0
2015-02-05T11:00:00.000000Z,3.7529296875,3.75390625,3.751953125,25.0
2015-02-05T12:00:00.000000Z,3.7529296875,3.75390625,3.751953125,10.0
2015-02-05T13:00:00.000000Z,3.7529296875,3.75390625,3.751953125,8.0
2015-02-05T13:30:00.000000Z,3.7529296875,3.755859375,3.75,12.0
2015-02-05T14:00:00.000000Z,3.7529296875,3.75390625,3.751953125,20.0
2015-02-05T14:30:00.000000Z,3.75390625,3.755859375,3.751953125,9.0
2015-02-05T15:00:00.000000Z,3.75390625,3.755859375,3.751953125,16.0
2015-02-05T15:30:00.000000Z,3.75390625,3.755859375,3.751953125,15.0
2015-02-05T16:00:00.000000Z,3.75390625,3.755859375,3.751953125,21.0
2015-02-05T16:30:00.000000Z,3.7529296875,3.755859375,3.75,35.0
2015-02-05T17:00:00.000000Z,3.75390625,3.755859375,3.751953125,22.0
2015-02-05T17:30:00.000000Z,3.75390625,3.755859375,3.751953125,21.0
2015-02-05T18:00:00.000000Z,3.7529296875,3.755859375,3.75,22.0
2015-02-05T18:30:00.000000Z,3.75390625,3.755859375,3.751953125,45.0
2015-02-05T19:00:00.000000Z,3.75390625,3.755859375,3.751953125,7.0
2015-02-05T19:30:00.000000Z,3.75390625,3.755859375,3.751953125,15.0
2015-02-05T20:00:00.000000Z,3.75390625,3.755859375,3.751953125,16.0
2015-02-05T21:00:00.000000Z,3.75390625,3.755859375,3.751953125,8.0
2015-02-05T21:30:00.000000Z,3.75390625,3.755859375,3.751953125,5.0
2015-02-05T22:00:00.000000Z,3.7529296875,3.75390625,3.751953125,1.0
2015-02-05T23:00:00.000000Z,3.75390625,3.755859375,3.751953125,17.0
2015-02-05T23:30:00.000000Z,3.75390625,3.755859375,3.751953125,6.0
2015-02-06T00:30:00.000000Z,3.75390625,3.755859375,3.751953125,14.0
2015-02-06T01:00:00.000000Z,3.75390625,3.755859375,3.751953125,10.0
