time,BNP.USDCNH - USD/CNH_x,closeAsk,closeBid,volume
2015-05-18T13:00:00.000000Z,6.205415,6.2058300000000015,6.205,
2015-05-18T13:15:00.000000Z,6.20572,6.206119999999999,6.2053199999999995,
2015-05-18T13:30:00.000000Z,6.206570000000001,6.2069800000000015,6.20616,
2015-05-18T13:45:00.000000Z,6.20664,6.20713,6.20615,
2015-05-18T14:00:00.000000Z,6.20643,6.20683,6.20603,
2015-05-18T14:15:00.000000Z,6.2062800000000005,6.20666,6.2059,
2015-05-18T14:30:00.000000Z,6.206645000000003,6.2070000000000025,6.20629,
2015-05-18T14:45:00.000000Z,6.206405,6.20682,6.20599,
2015-05-18T15:00:00.000000Z,6.2061800000000025,6.20655,6.20581,
2015-05-18T15:15:00.000000Z,6.205749999999999,6.20613,6.205369999999999,
2015-05-18T15:30:00.000000Z,6.20562,6.20602,6.20522,
2015-05-18T15:45:00.000000Z,6.20531,6.20567,6.20495,
2015-05-18T16:00:00.000000Z,6.206675,6.20714,6.20621,
2015-05-18T16:15:00.000000Z,6.2060699999999995,6.2065800000000015,6.20556,
2015-05-18T16:30:00.000000Z,6.205554999999999,6.206119999999999,6.2049900000000004,
2015-05-18T16:45:00.000000Z,6.20482,6.20525,6.20439,
2015-05-18T17:00:00.000000Z,6.205725,6.20615,6.2053,
2015-05-18T17:15:00.000000Z,6.205695000000001,6.2061800000000025,6.20521,
2015-05-18T17:30:00.000000Z,6.206190000000001,6.2065800000000015,6.2058,
2015-05-18T17:45:00.000000Z,6.20614,6.20659,6.20569,
2015-05-18T18:00:00.000000Z,6.206295,6.20677,6.20582,
2015-05-18T18:15:00.000000Z,6.2055799999999985,6.20636,6.2048,
2015-05-18T18:30:00.000000Z,6.20576,6.20634,6.20518,
2015-05-18T18:45:00.000000Z,6.20544,6.206,6.20488,
2015-05-18T19:00:00.000000Z,6.2054300000000016,6.20596,6.2049,
2015-05-18T19:15:00.000000Z,6.20514,6.20561,6.20467,
2015-05-18T19:30:00.000000Z,6.20478,6.20538,6.20418,
2015-05-18T19:45:00.000000Z,6.205765,6.20621,6.2053199999999995,
2015-05-18T20:00:00.000000Z,6.206075,6.20676,6.20539,
2015-05-18T20:15:00.000000Z,6.206055,6.20659,6.20552,
2015-05-18T20:30:00.000000Z,6.206125,6.20671,6.20554,
2015-05-18T20:45:00.000000Z,6.205965,6.20664,6.20529,
2015-05-18T21:00:00.000000Z,6.206305,6.20796,6.20465,
2015-05-18T21:15:00.000000Z,6.206295,6.20794,6.20465,
2015-05-18T21:30:00.000000Z,6.20634,6.20803,6.20465,
2015-05-18T21:45:00.000000Z,6.2062849999999985,6.20737,6.2052,
2015-05-18T22:00:00.000000Z,6.20631,6.20697,6.20565,
2015-05-18T22:15:00.000000Z,6.2063000000000015,6.20697,6.20563,
2015-05-18T22:45:00.000000Z,6.206365,6.20706,6.20567,
2015-05-18T23:00:00.000000Z,6.206385,6.20702,6.20575,
2015-05-18T23:15:00.000000Z,6.206385000000001,6.2070300000000005,6.2057400000000005,
2015-05-18T23:30:00.000000Z,6.20638,6.2070300000000005,6.20573,
2015-05-18T23:45:00.000000Z,6.206395,6.20712,6.20567,
2015-05-19T00:00:00.000000Z,6.206415,6.20682,6.20601,
2015-05-19T00:15:00.000000Z,6.2071950000000005,6.20754,6.20685,
2015-05-19T00:30:00.000000Z,6.2068699999999986,6.2072199999999995,6.206519999999999,
2015-05-19T00:45:00.000000Z,6.20705,6.2074300000000004,6.20667,
2015-05-19T01:00:00.000000Z,6.207414999999999,6.2080699999999975,6.20676,
2015-05-19T01:15:00.000000Z,6.2060900000000006,6.20639,6.20579,
2015-05-19T01:30:00.000000Z,6.206900000000001,6.2072199999999995,6.2065800000000015,
2015-05-19T01:45:00.000000Z,6.207650000000001,6.2079699999999995,6.2073300000000025,
2015-05-19T02:00:00.000000Z,6.207680000000001,6.20798,6.2073800000000015,
2015-05-19T02:15:00.000000Z,6.20708,6.2074,6.20676,
2015-05-19T02:30:00.000000Z,6.206795,6.20714,6.20645,
2015-05-19T02:45:00.000000Z,6.2064249999999985,6.2067,6.20615,
2015-05-19T03:00:00.000000Z,6.206,6.206259999999999,6.2057400000000005,
2015-05-19T03:15:00.000000Z,6.205890000000001,6.2061800000000025,6.2056,
2015-05-19T03:30:00.000000Z,6.205295,6.20559,6.205,
2015-05-19T03:45:00.000000Z,6.2054100000000005,6.20571,6.2051099999999995,
2015-05-19T04:00:00.000000Z,6.2054100000000005,6.20571,6.2051099999999995,
2015-05-19T04:15:00.000000Z,6.205415,6.2057,6.2051300000000005,
2015-05-19T04:30:00.000000Z,6.2054199999999975,6.20571,6.2051300000000005,
2015-05-19T04:45:00.000000Z,6.2054550000000015,6.20575,6.20516,
2015-05-19T05:00:00.000000Z,6.20528,6.20556,6.205,
2015-05-19T05:15:00.000000Z,6.205335,6.20563,6.20504,
2015-05-19T05:30:00.000000Z,6.20518,6.2055,6.20486,
2015-05-19T05:45:00.000000Z,6.205145,6.20545,6.20484,
2015-05-19T06:00:00.000000Z,6.20518,6.2055,6.20486,
2015-05-19T06:15:00.000000Z,6.2060900000000006,6.20638,6.2058,
2015-05-19T06:30:00.000000Z,6.205860000000001,6.2061800000000025,6.20554,
2015-05-19T06:45:00.000000Z,6.2053499999999975,6.20569,6.20501,
2015-05-19T07:00:00.000000Z,6.2064650000000015,6.20686,6.2060699999999995,
2015-05-19T07:15:00.000000Z,6.206894999999999,6.20729,6.2065,
2015-05-19T07:30:00.000000Z,6.207895,6.20829,6.2075,
2015-05-19T07:45:00.000000Z,6.20763,6.20791,6.20735,
2015-05-19T08:00:00.000000Z,6.2073300000000025,6.2076400000000005,6.20702,
