time,BNP.USDCNH - USD/CNH_x,closeAsk,closeBid,volume
2012-04-23T17:00:00.000000Z,6.3088,6.3113,6.3063,
2012-04-23T21:00:00.000000Z,6.3083,6.3108,6.3058,
2012-04-24T01:00:00.000000Z,6.3092500000000005,6.31,6.3085,
2012-04-24T05:00:00.000000Z,6.308,6.309,6.307,
2012-04-24T09:00:00.000000Z,6.308,6.309,6.307,
2012-04-24T13:00:00.000000Z,6.3065,6.309,6.3039999999999985,
2012-04-24T17:00:00.000000Z,6.3065,6.3075,6.3055,
2012-04-24T21:00:00.000000Z,6.306,6.307,6.305,
2012-04-25T01:00:00.000000Z,6.3055,6.306,6.305,
2012-04-25T05:00:00.000000Z,6.307,6.3085,6.3055,
2012-04-25T09:00:00.000000Z,6.307,6.3085,6.3055,
2012-04-25T13:00:00.000000Z,6.3055,6.3065,6.3045,
2012-04-25T17:00:00.000000Z,6.3039999999999985,6.3055,6.3025,
2012-04-25T21:00:00.000000Z,6.3043,6.3068,6.3018,
2012-04-26T01:00:00.000000Z,6.3045,6.306,6.303,
2012-04-26T05:00:00.000000Z,6.3045,6.306,6.303,
2012-04-26T09:00:00.000000Z,6.3045,6.306,6.303,
2012-04-26T13:00:00.000000Z,6.305,6.306,6.3039999999999985,
2012-04-26T17:00:00.000000Z,6.3100000000000005,6.311,6.309,
2012-04-26T21:00:00.000000Z,6.3083,6.3108,6.3058,
2012-04-27T01:00:00.000000Z,6.3045,6.3055,6.3035,
2012-04-27T05:00:00.000000Z,6.306,6.3075,6.3045,
2012-04-27T09:00:00.000000Z,6.3055,6.307,6.3039999999999985,
2012-04-29T13:00:00.000000Z,6.3025,6.3039999999999985,6.301,
2012-04-29T17:00:00.000000Z,6.303,6.3045,6.3015,
2012-04-29T21:00:00.000000Z,6.3025,6.305,6.3,
2012-04-30T01:00:00.000000Z,6.30025,6.3005,6.3,
2012-04-30T05:00:00.000000Z,6.3015,6.303,6.3,
2012-04-30T09:00:00.000000Z,6.301,6.3020000000000005,6.3,
2012-04-30T13:00:00.000000Z,6.3000000000000025,6.3025,6.2975,
2012-04-30T17:00:00.000000Z,6.301,6.3020000000000005,6.3,
2012-04-30T21:00:00.000000Z,6.3005,6.303,6.297999999999999,
2012-05-01T09:00:00.000000Z,6.2989999999999995,6.3,6.297999999999999,
2012-05-01T13:00:00.000000Z,6.29975,6.301,6.2985,
2012-05-01T17:00:00.000000Z,6.301,6.3020000000000005,6.3,
2012-05-01T21:00:00.000000Z,6.3043,6.3068,6.3018,
2012-05-02T01:00:00.000000Z,6.3065,6.308,6.305,
2012-05-02T05:00:00.000000Z,6.306,6.3075,6.3045,
2012-05-02T09:00:00.000000Z,6.306,6.307,6.305,
2012-05-02T13:00:00.000000Z,6.306,6.3085,6.3035,
2012-05-02T17:00:00.000000Z,6.3075,6.3085,6.3065,
2012-05-02T21:00:00.000000Z,6.305,6.3075,6.3025,
2012-05-03T01:00:00.000000Z,6.305,6.306,6.3039999999999985,
2012-05-03T05:00:00.000000Z,6.305,6.3065,6.3035,
2012-05-03T13:00:00.000000Z,6.3045,6.3055,6.3035,
2012-05-03T17:00:00.000000Z,6.305,6.306,6.3039999999999985,
2012-05-03T21:00:00.000000Z,6.306,6.307,6.305,
2012-05-04T01:00:00.000000Z,6.305,6.306,6.3039999999999985,
2012-05-04T05:00:00.000000Z,6.3055,6.307,6.3039999999999985,
2012-05-06T13:00:00.000000Z,6.3125,6.315,6.31,
2012-05-06T17:00:00.000000Z,6.314,6.3155,6.3125,
2012-05-06T21:00:00.000000Z,6.3105,6.315,6.306,
2012-05-07T01:00:00.000000Z,6.3089999999999975,6.31,6.308,
2012-05-07T05:00:00.000000Z,6.309,6.3105,6.3075,
2012-05-07T09:00:00.000000Z,6.30875,6.31,6.3075,
2012-05-07T13:00:00.000000Z,6.3085,6.311,6.306,
2012-05-07T17:00:00.000000Z,6.3095,6.312,6.307,
2012-05-07T21:00:00.000000Z,6.309,6.3095,6.3085,
2012-05-08T01:00:00.000000Z,6.3075,6.309,6.306,
2012-05-08T05:00:00.000000Z,6.3075,6.309,6.306,
2012-05-08T09:00:00.000000Z,6.3075,6.309,6.306,
2012-05-08T13:00:00.000000Z,6.3095,6.3105,6.3085,
