time,closeAsk,closeBid,volume,BNP.USDCNH - USD/CNH_x
2015-08-05T00:44:00.000000Z,6.22265625,6.22265625,19.0,6.22265625
2015-08-05T00:45:00.000000Z,6.22265625,6.22265625,14.0,6.22265625
2015-08-05T00:46:00.000000Z,6.22265625,6.22265625,24.0,6.22265625
2015-08-05T00:47:00.000000Z,6.22265625,6.22265625,2.0,6.22265625
2015-08-05T00:48:00.000000Z,6.22265625,6.22265625,10.0,6.22265625
2015-08-05T00:49:00.000000Z,6.22265625,6.22265625,5.0,6.22265625
2015-08-05T00:50:00.000000Z,6.22265625,6.22265625,6.0,6.22265625
2015-08-05T00:51:00.000000Z,6.22265625,6.22265625,9.0,6.22265625
2015-08-05T00:52:00.000000Z,6.22265625,6.22265625,22.0,6.22265625
2015-08-05T00:53:00.000000Z,6.22265625,6.22265625,5.0,6.22265625
2015-08-05T00:54:00.000000Z,6.22265625,6.22265625,17.0,6.22265625
2015-08-05T00:55:00.000000Z,6.22265625,6.22265625,3.0,6.22265625
2015-08-05T00:56:00.000000Z,6.22265625,6.22265625,5.0,6.22265625
2015-08-05T00:57:00.000000Z,6.22265625,6.22265625,4.0,6.22265625
2015-08-05T00:59:00.000000Z,6.22265625,6.22265625,8.0,6.22265625
2015-08-05T01:00:00.000000Z,6.22265625,6.22265625,17.0,6.22265625
2015-08-05T01:01:00.000000Z,6.22265625,6.22265625,112.0,6.22265625
2015-08-05T01:02:00.000000Z,6.22265625,6.22265625,8.0,6.22265625
2015-08-05T01:03:00.000000Z,6.22265625,6.22265625,50.0,6.22265625
2015-08-05T01:04:00.000000Z,6.22265625,6.22265625,11.0,6.22265625
2015-08-05T01:05:00.000000Z,6.22265625,6.22265625,66.0,6.22265625
2015-08-05T01:06:00.000000Z,6.22265625,6.21875,34.0,6.220703125
2015-08-05T01:07:00.000000Z,6.22265625,6.22265625,22.0,6.22265625
2015-08-05T01:08:00.000000Z,6.22265625,6.22265625,9.0,6.22265625
2015-08-05T01:09:00.000000Z,6.22265625,6.22265625,12.0,6.22265625
2015-08-05T01:10:00.000000Z,6.22265625,6.22265625,27.0,6.22265625
2015-08-05T01:11:00.000000Z,6.22265625,6.21875,34.0,6.220703125
2015-08-05T01:12:00.000000Z,6.22265625,6.22265625,42.0,6.22265625
2015-08-05T01:13:00.000000Z,6.22265625,6.22265625,4.0,6.22265625
2015-08-05T01:14:00.000000Z,6.22265625,6.22265625,162.0,6.22265625
2015-08-05T01:15:00.000000Z,6.22265625,6.22265625,116.0,6.22265625
2015-08-05T01:16:00.000000Z,6.22265625,6.22265625,33.0,6.22265625
2015-08-05T01:17:00.000000Z,6.22265625,6.22265625,4.0,6.22265625
2015-08-05T01:19:00.000000Z,6.22265625,6.22265625,71.0,6.22265625
2015-08-05T01:20:00.000000Z,6.22265625,6.22265625,67.0,6.22265625
2015-08-05T01:21:00.000000Z,6.22265625,6.22265625,10.0,6.22265625
2015-08-05T01:22:00.000000Z,6.22265625,6.22265625,77.0,6.22265625
2015-08-05T01:23:00.000000Z,6.22265625,6.22265625,37.0,6.22265625
2015-08-05T01:24:00.000000Z,6.22265625,6.22265625,19.0,6.22265625
2015-08-05T01:25:00.000000Z,6.22265625,6.22265625,86.0,6.22265625
2015-08-05T01:26:00.000000Z,6.22265625,6.22265625,16.0,6.22265625
2015-08-05T01:27:00.000000Z,6.22265625,6.22265625,41.0,6.22265625
2015-08-05T01:28:00.000000Z,6.22265625,6.22265625,4.0,6.22265625
