time,BNP.USDCNH - USD/CNH_x,closeAsk,closeBid,volume
2011-02-06T22:00:00.000000Z,6.5555,6.558,6.553,
2011-02-07T22:00:00.000000Z,6.557499999999999,6.56,6.555,
2011-02-08T22:00:00.000000Z,6.565,6.57,6.56,
2011-02-12T22:00:00.000000Z,6.579500000000001,6.5820000000000025,6.577000000000001,
2011-02-13T22:00:00.000000Z,6.5725000000000025,6.574,6.5710000000000015,
2011-02-14T22:00:00.000000Z,6.565,6.566,6.564,
2011-02-15T22:00:00.000000Z,6.564500000000002,6.567,6.562,
2011-02-16T22:00:00.000000Z,6.5635,6.566,6.561,
2011-02-17T22:00:00.000000Z,6.55,6.555,6.545,
2011-02-19T22:00:00.000000Z,6.557,6.558,6.556,
2011-02-20T22:00:00.000000Z,6.5715,6.574,6.569,
2011-02-21T22:00:00.000000Z,6.5702750000000005,6.57285,6.5677,
2011-02-22T22:00:00.000000Z,6.570499999999999,6.573,6.568,
2011-02-23T22:00:00.000000Z,6.570499999999999,6.573,6.568,
2011-02-24T22:00:00.000000Z,6.575525,6.57805,6.573,
2011-02-26T22:00:00.000000Z,6.5715,6.574,6.569,
2011-02-27T22:00:00.000000Z,6.563525,6.56605,6.561,
2011-02-28T22:00:00.000000Z,6.567500000000001,6.57,6.565,
2011-03-01T22:00:00.000000Z,6.564,6.5665,6.5615,
2011-03-02T22:00:00.000000Z,6.5604999999999976,6.563,6.558,
2011-03-03T22:00:00.000000Z,6.5615000000000006,6.564,6.559,
2011-03-05T22:00:00.000000Z,6.5585,6.561,6.556,
2011-03-06T22:00:00.000000Z,6.5565,6.559,6.5539999999999985,
2011-03-07T22:00:00.000000Z,6.5565,6.558,6.555,
2011-03-08T22:00:00.000000Z,6.5655,6.568,6.563,
2011-03-09T22:00:00.000000Z,6.5685,6.57,6.567,
2011-03-10T22:00:00.000000Z,6.573,6.5779999999999985,6.568,
2011-03-12T22:00:00.000000Z,6.5685,6.5710000000000015,6.566,
2011-03-13T21:00:00.000000Z,6.5715,6.573,6.57,
2011-03-14T21:00:00.000000Z,6.5725,6.575,6.57,
2011-03-15T21:00:00.000000Z,6.5725000000000025,6.574,6.5710000000000015,
2011-03-16T21:00:00.000000Z,6.568000000000001,6.5710000000000015,6.565,
2011-03-17T21:00:00.000000Z,6.5685,6.5710000000000015,6.566,
2011-03-19T21:00:00.000000Z,6.5655,6.5665,6.5645,
2011-03-20T21:00:00.000000Z,6.5600000000000005,6.5605,6.5595,
2011-03-21T21:00:00.000000Z,6.5525,6.555,6.55,
2011-03-22T21:00:00.000000Z,6.5615000000000006,6.562,6.561,
2011-03-23T21:00:00.000000Z,6.5600000000000005,6.5625,6.5575,
2011-03-24T21:00:00.000000Z,6.5600000000000005,6.5625,6.5575,
2011-03-26T21:00:00.000000Z,6.5615,6.563,6.56,
2011-03-27T21:00:00.000000Z,6.56425,6.565,6.5635,
2011-03-28T21:00:00.000000Z,6.59,6.6,6.58,
2011-03-29T21:00:00.000000Z,6.5545,6.5563,6.5527,
2011-03-30T21:00:00.000000Z,6.54725,6.5485,6.546,
2011-03-31T21:00:00.000000Z,6.5470000000000015,6.547999999999999,6.546,
2011-04-02T21:00:00.000000Z,6.5395,6.5413,6.5377,
2011-04-03T21:00:00.000000Z,6.5405000000000015,6.5420000000000025,6.539,
2011-04-04T21:00:00.000000Z,6.541499999999999,6.5429999999999975,6.54,
2011-04-05T21:00:00.000000Z,6.5355,6.5373,6.5337,
2011-04-06T21:00:00.000000Z,6.51925,6.52,6.5185,
2011-04-07T21:00:00.000000Z,6.522,6.5235,6.5205,
2011-04-09T21:00:00.000000Z,6.5205,6.522,6.519,
2011-04-10T21:00:00.000000Z,6.5345,6.5360000000000005,6.533,
2011-04-11T21:00:00.000000Z,6.52825,6.529,6.5275,
2011-04-12T21:00:00.000000Z,6.52075,6.5215,6.52,
2011-04-13T21:00:00.000000Z,6.52325,6.5245,6.522,
2011-04-14T21:00:00.000000Z,6.5225,6.524,6.521,
2011-04-16T21:00:00.000000Z,6.5195,6.521,6.518,
