time,closeAsk,closeBid,volume,BNP.EURCZK - EUR/CZK_x
2015-08-13T13:36:00.000000Z,27.03125,27.015625,7.0,27.03125
2015-08-13T13:37:00.000000Z,27.03125,27.015625,4.0,27.03125
2015-08-13T13:38:00.000000Z,27.03125,27.015625,6.0,27.03125
2015-08-13T13:39:00.000000Z,27.03125,27.015625,13.0,27.03125
2015-08-13T13:40:00.000000Z,27.03125,27.015625,5.0,27.03125
2015-08-13T13:41:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T13:42:00.000000Z,27.03125,27.015625,7.0,27.03125
2015-08-13T13:43:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T13:44:00.000000Z,27.03125,27.015625,6.0,27.03125
2015-08-13T13:45:00.000000Z,27.03125,27.015625,6.0,27.03125
2015-08-13T13:46:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T13:47:00.000000Z,27.03125,27.015625,10.0,27.03125
2015-08-13T13:48:00.000000Z,27.03125,27.015625,27.0,27.03125
2015-08-13T13:49:00.000000Z,27.03125,27.015625,14.0,27.03125
2015-08-13T13:50:00.000000Z,27.03125,27.015625,14.0,27.03125
2015-08-13T13:51:00.000000Z,27.03125,27.015625,5.0,27.03125
2015-08-13T13:52:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T13:53:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T13:54:00.000000Z,27.03125,27.015625,6.0,27.03125
2015-08-13T13:55:00.000000Z,27.03125,27.015625,6.0,27.03125
2015-08-13T13:56:00.000000Z,27.03125,27.015625,8.0,27.03125
2015-08-13T13:57:00.000000Z,27.03125,27.015625,6.0,27.03125
2015-08-13T13:58:00.000000Z,27.03125,27.015625,11.0,27.03125
2015-08-13T13:59:00.000000Z,27.03125,27.015625,12.0,27.03125
2015-08-13T14:00:00.000000Z,27.03125,27.015625,9.0,27.03125
2015-08-13T14:01:00.000000Z,27.03125,27.015625,5.0,27.03125
2015-08-13T14:02:00.000000Z,27.03125,27.015625,10.0,27.03125
2015-08-13T14:03:00.000000Z,27.03125,27.015625,5.0,27.03125
2015-08-13T14:04:00.000000Z,27.03125,27.015625,5.0,27.03125
2015-08-13T14:05:00.000000Z,27.03125,27.015625,7.0,27.03125
2015-08-13T14:06:00.000000Z,27.03125,27.015625,4.0,27.03125
2015-08-13T14:07:00.000000Z,27.03125,27.015625,5.0,27.03125
2015-08-13T14:08:00.000000Z,27.03125,27.015625,4.0,27.03125
2015-08-13T14:09:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T14:10:00.000000Z,27.03125,27.015625,4.0,27.03125
2015-08-13T14:11:00.000000Z,27.03125,27.015625,13.0,27.03125
2015-08-13T14:12:00.000000Z,27.03125,27.015625,4.0,27.03125
2015-08-13T14:13:00.000000Z,27.03125,27.015625,7.0,27.03125
2015-08-13T14:14:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T14:15:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T14:16:00.000000Z,27.03125,27.015625,4.0,27.03125
2015-08-13T14:17:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T14:18:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T14:19:00.000000Z,27.03125,27.015625,1.0,27.03125
2015-08-13T14:20:00.000000Z,27.03125,27.015625,6.0,27.03125
2015-08-13T14:21:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T14:22:00.000000Z,27.03125,27.015625,5.0,27.03125
2015-08-13T14:23:00.000000Z,27.03125,27.015625,6.0,27.03125
2015-08-13T14:24:00.000000Z,27.03125,27.015625,4.0,27.03125
2015-08-13T14:25:00.000000Z,27.03125,27.015625,6.0,27.03125
2015-08-13T14:26:00.000000Z,27.03125,27.015625,4.0,27.03125
2015-08-13T14:27:00.000000Z,27.03125,27.015625,7.0,27.03125
2015-08-13T14:28:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T14:29:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T14:30:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T14:31:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T14:32:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T14:33:00.000000Z,27.03125,27.015625,10.0,27.03125
2015-08-13T14:34:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T14:35:00.000000Z,27.03125,27.015625,4.0,27.03125
2015-08-13T14:36:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T14:37:00.000000Z,27.03125,27.015625,9.0,27.03125
2015-08-13T14:38:00.000000Z,27.03125,27.015625,7.0,27.03125
2015-08-13T14:39:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T14:40:00.000000Z,27.03125,27.015625,4.0,27.03125
2015-08-13T14:41:00.000000Z,27.03125,27.015625,16.0,27.03125
2015-08-13T14:42:00.000000Z,27.03125,27.015625,9.0,27.03125
2015-08-13T14:43:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T14:44:00.000000Z,27.03125,27.015625,5.0,27.03125
2015-08-13T14:45:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T14:46:00.000000Z,27.03125,27.015625,10.0,27.03125
2015-08-13T14:47:00.000000Z,27.03125,27.015625,4.0,27.03125
2015-08-13T14:48:00.000000Z,27.03125,27.015625,8.0,27.03125
2015-08-13T14:49:00.000000Z,27.03125,27.015625,4.0,27.03125
2015-08-13T14:50:00.000000Z,27.03125,27.015625,8.0,27.03125
2015-08-13T14:51:00.000000Z,27.03125,27.015625,5.0,27.03125
2015-08-13T14:52:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T14:53:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T14:54:00.000000Z,27.03125,27.015625,10.0,27.03125
2015-08-13T14:55:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T14:56:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T14:57:00.000000Z,27.03125,27.015625,9.0,27.03125
2015-08-13T14:58:00.000000Z,27.03125,27.015625,6.0,27.03125
2015-08-13T14:59:00.000000Z,27.03125,27.015625,6.0,27.03125
2015-08-13T15:00:00.000000Z,27.03125,27.015625,26.0,27.03125
2015-08-13T15:01:00.000000Z,27.03125,27.015625,9.0,27.03125
2015-08-13T15:02:00.000000Z,27.03125,27.015625,6.0,27.03125
2015-08-13T15:03:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T15:04:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T15:05:00.000000Z,27.03125,27.015625,5.0,27.03125
2015-08-13T15:06:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T15:07:00.000000Z,27.03125,27.015625,4.0,27.03125
2015-08-13T15:08:00.000000Z,27.03125,27.015625,7.0,27.03125
2015-08-13T15:09:00.000000Z,27.03125,27.015625,4.0,27.03125
2015-08-13T15:10:00.000000Z,27.03125,27.015625,6.0,27.03125
2015-08-13T15:11:00.000000Z,27.03125,27.015625,5.0,27.03125
2015-08-13T15:12:00.000000Z,27.03125,27.015625,5.0,27.03125
2015-08-13T15:13:00.000000Z,27.03125,27.015625,8.0,27.03125
2015-08-13T15:14:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T15:15:00.000000Z,27.03125,27.015625,5.0,27.03125
2015-08-13T15:16:00.000000Z,27.03125,27.015625,12.0,27.03125
2015-08-13T15:17:00.000000Z,27.03125,27.015625,19.0,27.03125
2015-08-13T15:18:00.000000Z,27.03125,27.015625,12.0,27.03125
2015-08-13T15:19:00.000000Z,27.03125,27.015625,6.0,27.03125
2015-08-13T15:20:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T15:21:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T15:22:00.000000Z,27.03125,27.015625,5.0,27.03125
2015-08-13T15:23:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T15:24:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T15:25:00.000000Z,27.03125,27.015625,1.0,27.03125
2015-08-13T15:26:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T15:27:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T15:28:00.000000Z,27.03125,27.015625,4.0,27.03125
2015-08-13T15:29:00.000000Z,27.03125,27.015625,4.0,27.03125
2015-08-13T15:30:00.000000Z,27.03125,27.015625,4.0,27.03125
2015-08-13T15:31:00.000000Z,27.03125,27.015625,1.0,27.03125
2015-08-13T15:32:00.000000Z,27.03125,27.015625,11.0,27.03125
2015-08-13T15:33:00.000000Z,27.03125,27.015625,11.0,27.03125
2015-08-13T15:34:00.000000Z,27.03125,27.015625,8.0,27.03125
2015-08-13T15:35:00.000000Z,27.03125,27.015625,5.0,27.03125
2015-08-13T15:36:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T15:37:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T15:38:00.000000Z,27.03125,27.015625,1.0,27.03125
2015-08-13T15:39:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T15:40:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T15:41:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T15:42:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T15:43:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T15:44:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T15:45:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T15:46:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T15:47:00.000000Z,27.03125,27.015625,4.0,27.03125
2015-08-13T15:48:00.000000Z,27.03125,27.015625,5.0,27.03125
2015-08-13T15:49:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T15:50:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T15:51:00.000000Z,27.03125,27.015625,1.0,27.03125
2015-08-13T15:52:00.000000Z,27.03125,27.015625,4.0,27.03125
2015-08-13T15:53:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T15:54:00.000000Z,27.03125,27.015625,4.0,27.03125
2015-08-13T15:55:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T15:56:00.000000Z,27.03125,27.015625,1.0,27.03125
2015-08-13T15:57:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T15:58:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T15:59:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T16:00:00.000000Z,27.03125,27.015625,13.0,27.03125
2015-08-13T16:01:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T16:02:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T16:03:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T16:04:00.000000Z,27.03125,27.015625,4.0,27.03125
2015-08-13T16:05:00.000000Z,27.03125,27.015625,4.0,27.03125
2015-08-13T16:06:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T16:07:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T16:08:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T16:09:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T16:10:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T16:11:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T16:12:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T16:13:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T16:14:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T16:15:00.000000Z,27.03125,27.015625,9.0,27.03125
2015-08-13T16:16:00.000000Z,27.03125,27.015625,6.0,27.03125
2015-08-13T16:17:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T16:18:00.000000Z,27.03125,27.015625,16.0,27.03125
2015-08-13T16:19:00.000000Z,27.03125,27.015625,9.0,27.03125
2015-08-13T16:20:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T16:21:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T16:22:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T16:23:00.000000Z,27.03125,27.015625,5.0,27.03125
2015-08-13T16:24:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T16:25:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T16:26:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T16:27:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T16:28:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T16:29:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T16:30:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T16:31:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T16:32:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T16:33:00.000000Z,27.03125,27.015625,4.0,27.03125
2015-08-13T16:34:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T16:35:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T16:36:00.000000Z,27.03125,27.015625,1.0,27.03125
2015-08-13T16:37:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T16:38:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T16:40:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T16:41:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T16:42:00.000000Z,27.03125,27.015625,1.0,27.03125
2015-08-13T16:43:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T16:44:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T16:45:00.000000Z,27.03125,27.015625,1.0,27.03125
2015-08-13T16:46:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T16:47:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T16:48:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T16:49:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T16:50:00.000000Z,27.03125,27.015625,4.0,27.03125
2015-08-13T16:51:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T16:52:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T16:54:00.000000Z,27.03125,27.015625,1.0,27.03125
2015-08-13T16:55:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T16:56:00.000000Z,27.03125,27.015625,1.0,27.03125
2015-08-13T16:57:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T16:58:00.000000Z,27.03125,27.015625,1.0,27.03125
2015-08-13T16:59:00.000000Z,27.03125,27.015625,1.0,27.03125
2015-08-13T17:00:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T17:01:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T17:02:00.000000Z,27.03125,27.0,4.0,27.015625
2015-08-13T17:03:00.000000Z,27.03125,27.0,1.0,27.015625
2015-08-13T17:04:00.000000Z,27.03125,27.0,2.0,27.015625
2015-08-13T17:05:00.000000Z,27.03125,27.0,1.0,27.015625
2015-08-13T17:06:00.000000Z,27.03125,27.0,1.0,27.015625
2015-08-13T17:07:00.000000Z,27.03125,27.015625,1.0,27.03125
2015-08-13T17:08:00.000000Z,27.03125,27.0,2.0,27.015625
2015-08-13T17:10:00.000000Z,27.03125,27.0,2.0,27.015625
2015-08-13T17:11:00.000000Z,27.03125,27.0,2.0,27.015625
2015-08-13T17:12:00.000000Z,27.03125,27.0,2.0,27.015625
2015-08-13T17:13:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T17:14:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T17:15:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T17:16:00.000000Z,27.03125,27.015625,1.0,27.03125
2015-08-13T17:18:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T17:19:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T17:21:00.000000Z,27.03125,27.015625,1.0,27.03125
2015-08-13T17:22:00.000000Z,27.03125,27.015625,1.0,27.03125
2015-08-13T17:23:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T17:24:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T17:25:00.000000Z,27.03125,27.015625,1.0,27.03125
2015-08-13T17:26:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T17:27:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T17:28:00.000000Z,27.03125,27.015625,1.0,27.03125
2015-08-13T17:29:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T17:31:00.000000Z,27.03125,27.015625,1.0,27.03125
2015-08-13T17:32:00.000000Z,27.03125,27.0,3.0,27.015625
2015-08-13T17:33:00.000000Z,27.03125,27.0,1.0,27.015625
2015-08-13T17:34:00.000000Z,27.03125,27.0,1.0,27.015625
2015-08-13T17:35:00.000000Z,27.03125,27.0,2.0,27.015625
2015-08-13T17:36:00.000000Z,27.03125,27.0,3.0,27.015625
2015-08-13T17:38:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T17:39:00.000000Z,27.03125,27.015625,1.0,27.03125
2015-08-13T17:41:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T17:42:00.000000Z,27.03125,27.015625,1.0,27.03125
2015-08-13T17:43:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T17:44:00.000000Z,27.03125,27.015625,1.0,27.03125
2015-08-13T17:45:00.000000Z,27.03125,27.015625,1.0,27.03125
2015-08-13T17:46:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T17:47:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T17:48:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T17:49:00.000000Z,27.03125,27.015625,1.0,27.03125
2015-08-13T17:50:00.000000Z,27.03125,27.0,3.0,27.015625
2015-08-13T17:51:00.000000Z,27.03125,27.0,1.0,27.015625
2015-08-13T17:52:00.000000Z,27.03125,27.0,2.0,27.015625
2015-08-13T17:53:00.000000Z,27.03125,27.0,2.0,27.015625
2015-08-13T17:54:00.000000Z,27.03125,27.0,2.0,27.015625
2015-08-13T17:56:00.000000Z,27.03125,27.0,1.0,27.015625
2015-08-13T17:57:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T17:58:00.000000Z,27.03125,27.015625,4.0,27.03125
2015-08-13T17:59:00.000000Z,27.03125,27.015625,1.0,27.03125
2015-08-13T18:00:00.000000Z,27.03125,27.015625,1.0,27.03125
2015-08-13T18:01:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T18:03:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T18:04:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T18:05:00.000000Z,27.03125,27.015625,1.0,27.03125
2015-08-13T18:06:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T18:07:00.000000Z,27.03125,27.015625,1.0,27.03125
2015-08-13T18:09:00.000000Z,27.03125,27.015625,1.0,27.03125
2015-08-13T18:10:00.000000Z,27.03125,27.015625,1.0,27.03125
2015-08-13T18:11:00.000000Z,27.03125,27.015625,8.0,27.03125
2015-08-13T18:12:00.000000Z,27.03125,27.015625,12.0,27.03125
2015-08-13T18:13:00.000000Z,27.03125,27.015625,14.0,27.03125
2015-08-13T18:14:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T18:15:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T18:16:00.000000Z,27.03125,27.015625,8.0,27.03125
2015-08-13T18:17:00.000000Z,27.03125,27.015625,7.0,27.03125
2015-08-13T18:18:00.000000Z,27.03125,27.015625,1.0,27.03125
2015-08-13T18:19:00.000000Z,27.03125,27.015625,1.0,27.03125
2015-08-13T18:20:00.000000Z,27.03125,27.015625,1.0,27.03125
2015-08-13T18:21:00.000000Z,27.03125,27.015625,1.0,27.03125
2015-08-13T18:22:00.000000Z,27.03125,27.015625,1.0,27.03125
2015-08-13T18:24:00.000000Z,27.03125,27.015625,1.0,27.03125
2015-08-13T18:25:00.000000Z,27.03125,27.015625,1.0,27.03125
2015-08-13T18:26:00.000000Z,27.03125,27.015625,1.0,27.03125
2015-08-13T18:27:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T18:28:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T18:29:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T18:33:00.000000Z,27.03125,27.015625,1.0,27.03125
2015-08-13T18:37:00.000000Z,27.03125,27.015625,8.0,27.03125
2015-08-13T18:38:00.000000Z,27.03125,27.015625,1.0,27.03125
2015-08-13T18:39:00.000000Z,27.03125,27.015625,1.0,27.03125
2015-08-13T18:41:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T18:48:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T18:50:00.000000Z,27.03125,27.015625,1.0,27.03125
2015-08-13T18:52:00.000000Z,27.03125,27.015625,1.0,27.03125
2015-08-13T18:55:00.000000Z,27.03125,27.015625,1.0,27.03125
2015-08-13T18:57:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T18:58:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T18:59:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T19:00:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T19:01:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T19:02:00.000000Z,27.03125,27.015625,1.0,27.03125
2015-08-13T19:03:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T19:06:00.000000Z,27.03125,27.015625,1.0,27.03125
2015-08-13T19:07:00.000000Z,27.03125,27.015625,1.0,27.03125
2015-08-13T19:08:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T19:09:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T19:10:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T19:13:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T19:14:00.000000Z,27.03125,27.015625,1.0,27.03125
2015-08-13T19:16:00.000000Z,27.03125,27.015625,5.0,27.03125
2015-08-13T19:18:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T19:19:00.000000Z,27.03125,27.015625,1.0,27.03125
2015-08-13T19:20:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T19:21:00.000000Z,27.03125,27.015625,1.0,27.03125
2015-08-13T19:22:00.000000Z,27.03125,27.015625,1.0,27.03125
2015-08-13T19:23:00.000000Z,27.03125,27.015625,1.0,27.03125
2015-08-13T19:28:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T19:29:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T19:31:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T19:32:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T19:33:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T19:36:00.000000Z,27.03125,27.015625,3.0,27.03125
2015-08-13T19:37:00.000000Z,27.03125,27.015625,6.0,27.03125
2015-08-13T19:39:00.000000Z,27.03125,27.015625,1.0,27.03125
2015-08-13T19:40:00.000000Z,27.03125,27.015625,1.0,27.03125
2015-08-13T19:41:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T19:42:00.000000Z,27.03125,27.015625,1.0,27.03125
2015-08-13T19:43:00.000000Z,27.03125,27.015625,2.0,27.03125
2015-08-13T19:44:00.000000Z,27.03125,27.015625,1.0,27.03125
