time,BNP.EURCZK - EUR/CZK_x,closeAsk,closeBid,volume
2015-03-13T12:00:00.000000Z,27.2890625,27.296875,27.28125,1680.0
2015-03-13T12:30:00.000000Z,27.3125,27.328125,27.296875,814.0
2015-03-13T13:00:00.000000Z,27.3125,27.328125,27.296875,1635.0
2015-03-13T13:30:00.000000Z,27.3046875,27.3125,27.296875,1421.0
2015-03-13T14:00:00.000000Z,27.3203125,27.328125,27.3125,1809.0
2015-03-13T14:30:00.000000Z,27.3203125,27.328125,27.3125,1140.0
2015-03-13T15:00:00.000000Z,27.3125,27.328125,27.296875,614.0
2015-03-13T15:30:00.000000Z,27.3125,27.328125,27.296875,1287.0
2015-03-13T16:00:00.000000Z,27.3125,27.328125,27.296875,747.0
2015-03-13T16:30:00.000000Z,27.296875,27.3125,27.28125,169.0
2015-03-13T17:00:00.000000Z,27.296875,27.3125,27.28125,159.0
2015-03-13T17:30:00.000000Z,27.296875,27.3125,27.28125,155.0
2015-03-13T18:00:00.000000Z,27.296875,27.3125,27.28125,53.0
2015-03-13T18:30:00.000000Z,27.296875,27.3125,27.28125,72.0
2015-03-13T19:00:00.000000Z,27.296875,27.3125,27.28125,61.0
2015-03-13T19:30:00.000000Z,27.296875,27.3125,27.28125,54.0
2015-03-13T20:00:00.000000Z,27.296875,27.3125,27.28125,34.0
2015-03-13T20:30:00.000000Z,27.296875,27.328125,27.265625,70.0
2015-03-15T21:00:00.000000Z,27.3125,27.34375,27.28125,43.0
2015-03-15T21:30:00.000000Z,27.3125,27.34375,27.28125,32.0
2015-03-15T22:00:00.000000Z,27.3125,27.34375,27.28125,33.0
2015-03-15T22:30:00.000000Z,27.3125,27.359375,27.265625,39.0
2015-03-15T23:00:00.000000Z,27.3125,27.34375,27.28125,38.0
2015-03-15T23:30:00.000000Z,27.3125,27.34375,27.28125,32.0
2015-03-16T00:00:00.000000Z,27.3125,27.34375,27.28125,38.0
2015-03-16T00:30:00.000000Z,27.3125,27.34375,27.28125,33.0
2015-03-16T01:00:00.000000Z,27.3125,27.34375,27.28125,41.0
2015-03-16T01:30:00.000000Z,27.3125,27.34375,27.28125,45.0
2015-03-16T02:00:00.000000Z,27.3125,27.34375,27.28125,20.0
2015-03-16T02:30:00.000000Z,27.3125,27.34375,27.28125,41.0
2015-03-16T03:00:00.000000Z,27.3125,27.34375,27.28125,29.0
2015-03-16T03:30:00.000000Z,27.3125,27.34375,27.28125,29.0
2015-03-16T04:00:00.000000Z,27.3125,27.34375,27.28125,33.0
2015-03-16T04:30:00.000000Z,27.3125,27.328125,27.296875,152.0
2015-03-16T05:00:00.000000Z,27.3046875,27.328125,27.28125,393.0
2015-03-16T05:30:00.000000Z,27.3046875,27.328125,27.28125,38.0
2015-03-16T06:00:00.000000Z,27.3125,27.34375,27.28125,35.0
