time,BNP.EURJPY - EUR/JPY_x,closeAsk,closeBid,volume
2015-05-18T19:00:00.000000Z,135.644,135.65200000000002,135.636,
2015-05-18T19:15:00.000000Z,135.73700000000002,135.747,135.727,
2015-05-18T19:30:00.000000Z,135.73000000000002,135.741,135.719,
2015-05-18T19:45:00.000000Z,135.7025,135.713,135.692,
2015-05-18T20:00:00.000000Z,135.74399999999997,135.75799999999998,135.73,
2015-05-18T20:15:00.000000Z,135.7705,135.785,135.756,
2015-05-18T20:30:00.000000Z,135.75799999999998,135.77100000000002,135.745,
2015-05-18T20:45:00.000000Z,135.7545,135.774,135.735,
2015-05-18T21:00:00.000000Z,135.73950000000002,135.768,135.711,
2015-05-18T21:15:00.000000Z,135.7655,135.791,135.74,
2015-05-18T21:30:00.000000Z,135.75799999999998,135.784,135.732,
2015-05-18T21:45:00.000000Z,135.759,135.781,135.737,
2015-05-18T22:00:00.000000Z,135.7385,135.754,135.72299999999998,
2015-05-18T22:15:00.000000Z,135.755,135.77,135.74,
2015-05-18T22:30:00.000000Z,135.778,135.79399999999998,135.762,
2015-05-18T22:45:00.000000Z,135.7805,135.796,135.765,
2015-05-18T23:00:00.000000Z,135.7395,135.753,135.726,
2015-05-18T23:15:00.000000Z,135.79000000000002,135.80200000000002,135.778,
2015-05-18T23:30:00.000000Z,135.7765,135.79,135.763,
2015-05-18T23:45:00.000000Z,135.797,135.809,135.785,
2015-05-19T00:00:00.000000Z,135.8215,135.832,135.811,
2015-05-19T00:15:00.000000Z,135.7495,135.761,135.738,
2015-05-19T00:30:00.000000Z,135.757,135.768,135.746,
2015-05-19T00:45:00.000000Z,135.648,135.661,135.635,
2015-05-19T01:00:00.000000Z,135.5805,135.591,135.57,
2015-05-19T01:15:00.000000Z,135.60299999999998,135.614,135.592,
2015-05-19T01:30:00.000000Z,135.59550000000002,135.607,135.584,
2015-05-19T01:45:00.000000Z,135.494,135.505,135.483,
2015-05-19T02:00:00.000000Z,135.474,135.484,135.464,
2015-05-19T02:15:00.000000Z,135.48899999999998,135.5,135.47799999999998,
2015-05-19T02:30:00.000000Z,135.54250000000002,135.553,135.532,
2015-05-19T02:45:00.000000Z,135.541,135.55200000000002,135.53,
2015-05-19T03:00:00.000000Z,135.53300000000002,135.543,135.523,
2015-05-19T03:15:00.000000Z,135.541,135.553,135.529,
2015-05-19T03:30:00.000000Z,135.5675,135.58,135.555,
2015-05-19T03:45:00.000000Z,135.6085,135.62,135.597,
2015-05-19T04:00:00.000000Z,135.567,135.578,135.556,
2015-05-19T04:15:00.000000Z,135.61849999999998,135.631,135.606,
2015-05-19T04:30:00.000000Z,135.59449999999998,135.605,135.584,
2015-05-19T04:45:00.000000Z,135.593,135.60399999999998,135.582,
2015-05-19T05:00:00.000000Z,135.73000000000002,135.741,135.719,
2015-05-19T05:15:00.000000Z,135.72449999999998,135.736,135.713,
2015-05-19T05:30:00.000000Z,135.7465,135.759,135.734,
2015-05-19T05:45:00.000000Z,135.7175,135.73,135.705,
2015-05-19T06:00:00.000000Z,135.45350000000002,135.465,135.442,
2015-05-19T06:15:00.000000Z,135.39,135.401,135.379,
2015-05-19T06:30:00.000000Z,135.4385,135.45,135.42700000000002,
2015-05-19T06:45:00.000000Z,135.5925,135.60399999999998,135.58100000000002,
2015-05-19T07:00:00.000000Z,134.485,134.495,134.475,
2015-05-19T07:15:00.000000Z,134.26600000000002,134.27700000000002,134.255,
2015-05-19T07:30:00.000000Z,134.14499999999998,134.158,134.132,
2015-05-19T07:45:00.000000Z,134.17149999999998,134.183,134.16,
2015-05-19T08:00:00.000000Z,134.15699999999998,134.16899999999998,134.145,
2015-05-19T08:15:00.000000Z,134.22299999999998,134.233,134.213,
2015-05-19T08:30:00.000000Z,134.313,134.32299999999998,134.303,
2015-05-19T08:45:00.000000Z,134.3615,134.401,134.322,
2015-05-19T09:00:00.000000Z,134.491,134.5,134.482,
2015-05-19T09:15:00.000000Z,134.2575,134.268,134.247,
2015-05-19T09:30:00.000000Z,134.327,134.336,134.31799999999998,
2015-05-19T09:45:00.000000Z,134.5335,134.543,134.524,
2015-05-19T10:00:00.000000Z,134.47299999999998,134.483,134.463,
2015-05-19T10:15:00.000000Z,134.615,134.624,134.606,
2015-05-19T10:30:00.000000Z,134.619,134.63,134.608,
2015-05-19T10:45:00.000000Z,134.648,134.66,134.636,
2015-05-19T11:00:00.000000Z,134.4895,134.498,134.481,
2015-05-19T11:15:00.000000Z,134.387,134.39600000000002,134.378,
2015-05-19T11:30:00.000000Z,134.3655,134.372,134.359,
2015-05-19T11:45:00.000000Z,134.4315,134.442,134.421,
2015-05-19T12:00:00.000000Z,134.3645,134.374,134.355,
2015-05-19T12:15:00.000000Z,134.48850000000002,134.55100000000002,134.42600000000002,
2015-05-19T12:30:00.000000Z,134.3135,134.322,134.305,
2015-05-19T12:45:00.000000Z,134.09,134.1,134.08,
2015-05-19T13:00:00.000000Z,134.1335,134.142,134.125,
2015-05-19T13:15:00.000000Z,134.15699999999998,134.166,134.148,
2015-05-19T13:30:00.000000Z,134.42399999999998,134.433,134.415,
2015-05-19T13:45:00.000000Z,134.33350000000002,134.342,134.325,
2015-05-19T14:00:00.000000Z,134.31349999999998,134.32399999999998,134.303,
2015-05-19T14:15:00.000000Z,134.3105,134.32,134.30100000000002,
2015-05-19T14:30:00.000000Z,134.349,134.36,134.338,
2015-05-19T14:45:00.000000Z,134.3025,134.311,134.29399999999998,
2015-05-19T15:00:00.000000Z,134.2535,134.263,134.244,
2015-05-19T15:15:00.000000Z,134.3755,134.387,134.364,
2015-05-19T15:30:00.000000Z,134.376,134.387,134.365,
2015-05-19T15:45:00.000000Z,134.4565,134.466,134.447,
2015-05-19T16:00:00.000000Z,134.3745,134.385,134.364,
2015-05-19T16:15:00.000000Z,134.34799999999998,134.358,134.338,
2015-05-19T16:30:00.000000Z,134.249,134.26,134.238,
2015-05-19T16:45:00.000000Z,134.4285,134.439,134.418,
2015-05-19T17:00:00.000000Z,134.369,134.378,134.36,
2015-05-19T17:15:00.000000Z,134.4035,134.41299999999998,134.394,
2015-05-19T17:30:00.000000Z,134.40800000000002,134.418,134.398,
2015-05-19T17:45:00.000000Z,134.488,134.496,134.48,
2015-05-19T18:00:00.000000Z,134.62099999999998,134.63,134.612,
2015-05-19T18:15:00.000000Z,134.65949999999998,134.67,134.649,
2015-05-19T18:30:00.000000Z,134.659,134.668,134.65,
2015-05-19T18:45:00.000000Z,134.64600000000002,134.656,134.636,
2015-05-19T19:00:00.000000Z,134.6745,134.685,134.664,
2015-05-19T19:15:00.000000Z,134.6645,134.674,134.655,
2015-05-19T19:30:00.000000Z,134.599,134.608,134.59,
2015-05-19T19:45:00.000000Z,134.59,134.6,134.58,
2015-05-19T20:00:00.000000Z,134.579,134.59,134.56799999999998,
2015-05-19T20:15:00.000000Z,134.56600000000003,134.58,134.55200000000002,
2015-05-19T20:30:00.000000Z,134.53799999999998,134.55,134.526,
2015-05-19T20:45:00.000000Z,134.5535,134.56799999999998,134.539,
2015-05-19T21:00:00.000000Z,134.56,134.586,134.534,
2015-05-19T21:15:00.000000Z,134.5095,134.535,134.484,
2015-05-19T21:30:00.000000Z,134.49599999999998,134.516,134.476,
2015-05-19T21:45:00.000000Z,134.4665,134.489,134.444,
2015-05-19T22:00:00.000000Z,134.5115,134.52700000000002,134.496,
2015-05-19T22:15:00.000000Z,134.511,134.523,134.499,
2015-05-19T22:30:00.000000Z,134.469,134.482,134.45600000000002,
2015-05-19T22:45:00.000000Z,134.52200000000002,134.53799999999998,134.506,
2015-05-19T23:00:00.000000Z,134.5,134.511,134.489,
2015-05-19T23:15:00.000000Z,134.51600000000002,134.52700000000002,134.505,
2015-05-19T23:30:00.000000Z,134.434,134.445,134.423,
2015-05-19T23:45:00.000000Z,134.43349999999998,134.446,134.421,
2015-05-20T00:00:00.000000Z,134.4,134.411,134.389,
2015-05-20T00:15:00.000000Z,134.48200000000003,134.49200000000002,134.472,
2015-05-20T00:30:00.000000Z,134.5045,134.516,134.493,
2015-05-20T00:45:00.000000Z,134.57799999999997,134.588,134.56799999999998,
2015-05-20T01:00:00.000000Z,134.6165,134.627,134.606,
2015-05-20T01:15:00.000000Z,134.5795,134.589,134.57,
2015-05-20T01:30:00.000000Z,134.66700000000003,134.67700000000002,134.657,
2015-05-20T01:45:00.000000Z,134.642,134.65200000000002,134.632,
2015-05-20T02:00:00.000000Z,134.674,134.686,134.662,
2015-05-20T02:15:00.000000Z,134.67899999999997,134.689,134.66899999999998,
2015-05-20T02:30:00.000000Z,134.71550000000002,134.726,134.705,
2015-05-20T02:45:00.000000Z,134.72050000000002,134.732,134.709,
2015-05-20T03:00:00.000000Z,134.702,134.71200000000002,134.692,
2015-05-20T03:15:00.000000Z,134.7215,134.72899999999998,134.714,
2015-05-20T03:30:00.000000Z,134.67700000000002,134.685,134.66899999999998,
2015-05-20T03:45:00.000000Z,134.6455,134.655,134.636,
2015-05-20T04:00:00.000000Z,134.625,134.636,134.614,
2015-05-20T04:15:00.000000Z,134.6715,134.68200000000002,134.661,
2015-05-20T04:30:00.000000Z,134.6605,134.673,134.648,
2015-05-20T04:45:00.000000Z,134.6535,134.66299999999998,134.644,
2015-05-20T05:00:00.000000Z,134.672,134.683,134.661,
2015-05-20T05:15:00.000000Z,134.70100000000002,134.711,134.691,
2015-05-20T05:30:00.000000Z,134.703,134.71200000000002,134.694,
2015-05-20T05:45:00.000000Z,134.3015,134.321,134.282,
2015-05-20T06:00:00.000000Z,134.20499999999998,134.216,134.194,
2015-05-20T06:15:00.000000Z,134.132,134.144,134.12,
2015-05-20T06:30:00.000000Z,134.1115,134.121,134.102,
2015-05-20T06:45:00.000000Z,134.0985,134.108,134.089,
2015-05-20T07:00:00.000000Z,134.082,134.092,134.072,
2015-05-20T07:15:00.000000Z,134.09799999999998,134.109,134.08700000000002,
2015-05-20T07:30:00.000000Z,134.20600000000002,134.214,134.19799999999998,
2015-05-20T07:45:00.000000Z,134.27749999999997,134.28799999999998,134.267,
2015-05-20T08:00:00.000000Z,134.4755,134.487,134.464,
2015-05-20T08:15:00.000000Z,134.33350000000002,134.345,134.322,
