time,BNP.EURJPY - EUR/JPY_x,closeAsk,closeBid,volume
2015-03-16T03:30:00.000000Z,127.65625,127.6875,127.625,365.0
2015-03-16T04:00:00.000000Z,127.625,127.625,127.625,244.0
2015-03-16T04:30:00.000000Z,127.46875,127.5,127.4375,311.0
2015-03-16T05:00:00.000000Z,127.5,127.5,127.5,274.0
2015-03-16T05:30:00.000000Z,127.53125,127.5625,127.5,482.0
2015-03-16T06:00:00.000000Z,127.59375,127.625,127.5625,843.0
2015-03-16T06:30:00.000000Z,127.65625,127.6875,127.625,655.0
2015-03-16T07:00:00.000000Z,127.53125,127.5625,127.5,1147.0
2015-03-16T07:30:00.000000Z,127.6875,127.6875,127.6875,1128.0
2015-03-16T08:00:00.000000Z,127.78125,127.8125,127.75,1357.0
2015-03-16T08:30:00.000000Z,127.84375,127.875,127.8125,951.0
2015-03-16T09:00:00.000000Z,127.84375,127.875,127.8125,1063.0
2015-03-16T09:30:00.000000Z,127.875,127.875,127.875,613.0
2015-03-16T10:00:00.000000Z,127.9375,127.9375,127.9375,592.0
2015-03-16T10:30:00.000000Z,127.75,127.75,127.75,506.0
2015-03-16T11:00:00.000000Z,127.75,127.75,127.75,449.0
2015-03-16T11:30:00.000000Z,127.71875,127.75,127.6875,537.0
2015-03-16T12:00:00.000000Z,127.875,127.875,127.875,752.0
2015-03-16T12:30:00.000000Z,127.875,127.875,127.875,1217.0
2015-03-16T13:00:00.000000Z,128.125,128.125,128.125,1678.0
2015-03-16T13:30:00.000000Z,128.4375,128.5,128.375,2006.0
2015-03-16T14:00:00.000000Z,128.3125,128.375,128.25,1754.0
2015-03-16T14:30:00.000000Z,128.125,128.125,128.125,989.0
2015-03-16T15:00:00.000000Z,128.25,128.25,128.25,977.0
2015-03-16T15:30:00.000000Z,128.25,128.25,128.25,822.0
2015-03-16T16:00:00.000000Z,128.375,128.375,128.375,491.0
2015-03-16T16:30:00.000000Z,128.75,128.75,128.75,804.0
2015-03-16T17:00:00.000000Z,128.5,128.5,128.5,706.0
2015-03-16T17:30:00.000000Z,128.5,128.5,128.5,635.0
2015-03-16T18:00:00.000000Z,128.5,128.5,128.5,545.0
2015-03-16T18:30:00.000000Z,128.5,128.5,128.5,597.0
2015-03-16T19:00:00.000000Z,128.5,128.5,128.5,316.0
