time,BNP.EURSEK - EUR/SEK_x,closeAsk,closeBid,volume
2002-05-06T21:00:00.000000Z,9.3669,9.3694,9.3644,
2002-05-07T21:00:00.000000Z,9.294,9.2965,9.2915,
2002-05-08T21:00:00.000000Z,9.3231,9.3256,9.3206,
2002-05-09T21:00:00.000000Z,9.337,9.3395,9.3345,
2002-05-10T21:00:00.000000Z,9.339,9.3415,9.3365,
2002-05-12T21:00:00.000000Z,9.3387,9.3412,9.3362,
2002-05-13T21:00:00.000000Z,9.2467,9.2492,9.2442,
2002-05-14T21:00:00.000000Z,9.238,9.2405,9.2355,
2002-05-15T21:00:00.000000Z,9.225,9.2275,9.2225,
2002-05-16T21:00:00.000000Z,9.2123,9.2223,9.2023,
2002-05-18T21:00:00.000000Z,9.2052,9.2152,9.1952,
2002-05-19T21:00:00.000000Z,9.20415,9.2059,9.2024,
2002-05-20T21:00:00.000000Z,9.18305,9.1848,9.1813,
2002-05-21T21:00:00.000000Z,9.13255,9.1343,9.1308,
2002-05-22T21:00:00.000000Z,9.115749999999998,9.1175,9.113999999999999,
2002-05-23T21:00:00.000000Z,9.1258,9.1358,9.1158,
2002-05-24T21:00:00.000000Z,9.1268,9.1368,9.1168,
2002-05-26T21:00:00.000000Z,9.141,9.1435,9.1385,
2002-05-27T21:00:00.000000Z,9.1575,9.16,9.155,
2002-05-28T21:00:00.000000Z,9.1592,9.1617,9.1567,
2002-05-29T21:00:00.000000Z,9.1229,9.1254,9.1204,
2002-05-30T21:00:00.000000Z,9.1,9.11,9.09,
2002-06-01T21:00:00.000000Z,9.0887,9.0987,9.0787,
2002-06-02T21:00:00.000000Z,9.1127,9.1152,9.1102,
2002-06-03T21:00:00.000000Z,9.1265,9.129,9.124,
2002-06-04T21:00:00.000000Z,9.1235,9.126,9.121,
2002-06-05T21:00:00.000000Z,9.175,9.1775,9.1725,
2002-06-06T21:00:00.000000Z,9.21,9.22,9.2,
2002-06-08T21:00:00.000000Z,9.2027,9.2127,9.1927,
2002-06-09T21:00:00.000000Z,9.181000000000001,9.1835,9.1785,
2002-06-10T21:00:00.000000Z,9.1607,9.1632,9.1582,
2002-06-11T21:00:00.000000Z,9.1545,9.157,9.152000000000001,
2002-06-12T21:00:00.000000Z,9.147,9.1495,9.1445,
2002-06-13T21:00:00.000000Z,9.1248,9.1348,9.1148,
