time,closeAsk,closeBid,volume,BNP.EURSEK - EUR/SEK_x
2015-08-14T10:30:00.000000Z,9.421875,9.4140625,133.0,9.421875
2015-08-14T10:31:00.000000Z,9.421875,9.4140625,155.0,9.421875
2015-08-14T10:32:00.000000Z,9.421875,9.421875,229.0,9.421875
2015-08-14T10:33:00.000000Z,9.421875,9.421875,225.0,9.421875
2015-08-14T10:34:00.000000Z,9.421875,9.421875,114.0,9.421875
2015-08-14T10:35:00.000000Z,9.421875,9.421875,71.0,9.421875
2015-08-14T10:36:00.000000Z,9.421875,9.421875,95.0,9.421875
2015-08-14T10:37:00.000000Z,9.421875,9.4140625,348.0,9.421875
2015-08-14T10:38:00.000000Z,9.421875,9.4140625,248.0,9.421875
2015-08-14T10:39:00.000000Z,9.421875,9.421875,371.0,9.421875
2015-08-14T10:40:00.000000Z,9.421875,9.421875,104.0,9.421875
2015-08-14T10:41:00.000000Z,9.421875,9.421875,122.0,9.421875
2015-08-14T10:42:00.000000Z,9.421875,9.421875,615.0,9.421875
2015-08-14T10:43:00.000000Z,9.421875,9.421875,511.0,9.421875
2015-08-14T10:44:00.000000Z,9.421875,9.4140625,652.0,9.421875
2015-08-14T10:45:00.000000Z,9.421875,9.421875,575.0,9.421875
2015-08-14T10:46:00.000000Z,9.421875,9.421875,291.0,9.421875
2015-08-14T10:47:00.000000Z,9.421875,9.4140625,114.0,9.421875
2015-08-14T10:48:00.000000Z,9.421875,9.421875,393.0,9.421875
2015-08-14T10:49:00.000000Z,9.421875,9.421875,290.0,9.421875
2015-08-14T10:50:00.000000Z,9.421875,9.421875,248.0,9.421875
2015-08-14T10:51:00.000000Z,9.421875,9.421875,324.0,9.421875
2015-08-14T10:52:00.000000Z,9.421875,9.421875,510.0,9.421875
2015-08-14T10:53:00.000000Z,9.421875,9.421875,608.0,9.421875
2015-08-14T10:54:00.000000Z,9.421875,9.421875,465.0,9.421875
2015-08-14T10:55:00.000000Z,9.421875,9.421875,207.0,9.421875
2015-08-14T10:56:00.000000Z,9.4296875,9.421875,438.0,9.421875
2015-08-14T10:57:00.000000Z,9.421875,9.421875,420.0,9.421875
2015-08-14T10:58:00.000000Z,9.421875,9.421875,312.0,9.421875
2015-08-14T10:59:00.000000Z,9.421875,9.421875,767.0,9.421875
2015-08-14T11:00:00.000000Z,9.4296875,9.421875,882.0,9.421875
2015-08-14T11:01:00.000000Z,9.421875,9.421875,315.0,9.421875
2015-08-14T11:02:00.000000Z,9.421875,9.421875,591.0,9.421875
2015-08-14T11:03:00.000000Z,9.4296875,9.421875,554.0,9.421875
2015-08-14T11:04:00.000000Z,9.4296875,9.421875,229.0,9.421875
2015-08-14T11:05:00.000000Z,9.4296875,9.421875,282.0,9.421875
2015-08-14T11:06:00.000000Z,9.4296875,9.421875,318.0,9.421875
2015-08-14T11:07:00.000000Z,9.421875,9.421875,245.0,9.421875
2015-08-14T11:08:00.000000Z,9.4296875,9.421875,243.0,9.421875
2015-08-14T11:09:00.000000Z,9.4296875,9.421875,352.0,9.421875
2015-08-14T11:10:00.000000Z,9.4296875,9.421875,283.0,9.421875
2015-08-14T11:11:00.000000Z,9.421875,9.421875,620.0,9.421875
2015-08-14T11:12:00.000000Z,9.421875,9.421875,118.0,9.421875
2015-08-14T11:13:00.000000Z,9.421875,9.4140625,186.0,9.421875
2015-08-14T11:14:00.000000Z,9.421875,9.4140625,219.0,9.421875
2015-08-14T11:15:00.000000Z,9.421875,9.4140625,67.0,9.421875
2015-08-14T11:16:00.000000Z,9.421875,9.4140625,240.0,9.421875
2015-08-14T11:17:00.000000Z,9.421875,9.4140625,178.0,9.421875
2015-08-14T11:18:00.000000Z,9.421875,9.4140625,77.0,9.421875
2015-08-14T11:19:00.000000Z,9.421875,9.421875,238.0,9.421875
2015-08-14T11:20:00.000000Z,9.421875,9.421875,592.0,9.421875
2015-08-14T11:21:00.000000Z,9.421875,9.421875,373.0,9.421875
2015-08-14T11:22:00.000000Z,9.421875,9.421875,397.0,9.421875
2015-08-14T11:23:00.000000Z,9.421875,9.421875,132.0,9.421875
2015-08-14T11:24:00.000000Z,9.421875,9.421875,282.0,9.421875
2015-08-14T11:25:00.000000Z,9.421875,9.421875,207.0,9.421875
2015-08-14T11:26:00.000000Z,9.421875,9.421875,502.0,9.421875
2015-08-14T11:27:00.000000Z,9.421875,9.421875,406.0,9.421875
2015-08-14T11:28:00.000000Z,9.421875,9.421875,436.0,9.421875
2015-08-14T11:29:00.000000Z,9.421875,9.421875,336.0,9.421875
2015-08-14T11:30:00.000000Z,9.421875,9.421875,166.0,9.421875
2015-08-14T11:31:00.000000Z,9.4296875,9.421875,794.0,9.421875
2015-08-14T11:32:00.000000Z,9.4296875,9.421875,953.0,9.421875
2015-08-14T11:33:00.000000Z,9.4296875,9.421875,515.0,9.421875
2015-08-14T11:34:00.000000Z,9.4296875,9.4296875,261.0,9.4296875
2015-08-14T11:35:00.000000Z,9.4296875,9.4296875,486.0,9.4296875
2015-08-14T11:36:00.000000Z,9.4296875,9.4296875,423.0,9.4296875
2015-08-14T11:37:00.000000Z,9.4296875,9.4296875,269.0,9.4296875
2015-08-14T11:38:00.000000Z,9.4296875,9.421875,497.0,9.421875
2015-08-14T11:39:00.000000Z,9.4296875,9.4296875,466.0,9.4296875
2015-08-14T11:40:00.000000Z,9.4296875,9.4296875,229.0,9.4296875
2015-08-14T11:41:00.000000Z,9.4296875,9.421875,586.0,9.421875
2015-08-14T11:42:00.000000Z,9.4296875,9.4296875,451.0,9.4296875
2015-08-14T11:43:00.000000Z,9.4296875,9.421875,318.0,9.421875
2015-08-14T11:44:00.000000Z,9.4296875,9.421875,411.0,9.421875
2015-08-14T11:45:00.000000Z,9.4296875,9.421875,344.0,9.421875
2015-08-14T11:46:00.000000Z,9.4296875,9.421875,195.0,9.421875
2015-08-14T11:47:00.000000Z,9.4296875,9.421875,402.0,9.421875
2015-08-14T11:48:00.000000Z,9.4296875,9.421875,241.0,9.421875
2015-08-14T11:49:00.000000Z,9.4296875,9.421875,105.0,9.421875
2015-08-14T11:50:00.000000Z,9.4296875,9.421875,128.0,9.421875
2015-08-14T11:51:00.000000Z,9.4296875,9.4296875,135.0,9.4296875
2015-08-14T11:52:00.000000Z,9.4296875,9.4296875,70.0,9.4296875
2015-08-14T11:53:00.000000Z,9.4296875,9.4296875,184.0,9.4296875
2015-08-14T11:54:00.000000Z,9.4296875,9.4296875,202.0,9.4296875
2015-08-14T11:55:00.000000Z,9.4296875,9.4296875,114.0,9.4296875
2015-08-14T11:56:00.000000Z,9.4296875,9.4296875,56.0,9.4296875
2015-08-14T11:57:00.000000Z,9.4296875,9.4296875,250.0,9.4296875
2015-08-14T11:58:00.000000Z,9.4296875,9.4296875,192.0,9.4296875
2015-08-14T11:59:00.000000Z,9.4296875,9.4296875,211.0,9.4296875
2015-08-14T12:00:00.000000Z,9.4296875,9.4296875,52.0,9.4296875
2015-08-14T12:01:00.000000Z,9.4296875,9.4296875,196.0,9.4296875
2015-08-14T12:02:00.000000Z,9.4296875,9.4296875,108.0,9.4296875
2015-08-14T12:03:00.000000Z,9.4296875,9.4296875,169.0,9.4296875
2015-08-14T12:04:00.000000Z,9.4296875,9.4296875,79.0,9.4296875
2015-08-14T12:05:00.000000Z,9.4296875,9.4296875,128.0,9.4296875
2015-08-14T12:06:00.000000Z,9.4296875,9.4296875,64.0,9.4296875
2015-08-14T12:07:00.000000Z,9.4296875,9.4296875,98.0,9.4296875
2015-08-14T12:08:00.000000Z,9.4296875,9.4296875,37.0,9.4296875
2015-08-14T12:09:00.000000Z,9.4296875,9.4296875,190.0,9.4296875
2015-08-14T12:10:00.000000Z,9.4296875,9.4296875,171.0,9.4296875
2015-08-14T12:11:00.000000Z,9.4296875,9.4296875,197.0,9.4296875
2015-08-14T12:12:00.000000Z,9.4296875,9.4296875,339.0,9.4296875
2015-08-14T12:13:00.000000Z,9.4296875,9.4296875,181.0,9.4296875
2015-08-14T12:14:00.000000Z,9.4296875,9.4296875,370.0,9.4296875
2015-08-14T12:15:00.000000Z,9.4296875,9.4296875,188.0,9.4296875
2015-08-14T12:16:00.000000Z,9.4296875,9.4296875,144.0,9.4296875
2015-08-14T12:17:00.000000Z,9.4296875,9.4296875,214.0,9.4296875
2015-08-14T12:18:00.000000Z,9.4296875,9.4296875,213.0,9.4296875
2015-08-14T12:19:00.000000Z,9.4296875,9.4296875,119.0,9.4296875
2015-08-14T12:20:00.000000Z,9.4296875,9.4296875,195.0,9.4296875
2015-08-14T12:21:00.000000Z,9.4296875,9.4296875,72.0,9.4296875
2015-08-14T12:22:00.000000Z,9.4296875,9.4296875,103.0,9.4296875
2015-08-14T12:23:00.000000Z,9.4296875,9.4296875,55.0,9.4296875
2015-08-14T12:24:00.000000Z,9.4296875,9.4296875,166.0,9.4296875
2015-08-14T12:25:00.000000Z,9.4375,9.4296875,223.0,9.4375
2015-08-14T12:26:00.000000Z,9.4375,9.4296875,185.0,9.4375
2015-08-14T12:27:00.000000Z,9.4296875,9.4296875,359.0,9.4296875
2015-08-14T12:28:00.000000Z,9.4375,9.4296875,512.0,9.4375
2015-08-14T12:29:00.000000Z,9.4375,9.4296875,446.0,9.4375
2015-08-14T12:30:00.000000Z,9.4375,9.4296875,686.0,9.4375
2015-08-14T12:31:00.000000Z,9.4296875,9.4296875,965.0,9.4296875
2015-08-14T12:32:00.000000Z,9.4375,9.4296875,1010.0,9.4375
2015-08-14T12:33:00.000000Z,9.4375,9.4296875,107.0,9.4375
2015-08-14T12:34:00.000000Z,9.4296875,9.4296875,272.0,9.4296875
2015-08-14T12:35:00.000000Z,9.4296875,9.4296875,475.0,9.4296875
2015-08-14T12:36:00.000000Z,9.4296875,9.4296875,447.0,9.4296875
2015-08-14T12:37:00.000000Z,9.4296875,9.4296875,329.0,9.4296875
2015-08-14T12:38:00.000000Z,9.4296875,9.4296875,322.0,9.4296875
2015-08-14T12:39:00.000000Z,9.421875,9.421875,439.0,9.421875
2015-08-14T12:40:00.000000Z,9.4296875,9.4296875,587.0,9.4296875
2015-08-14T12:41:00.000000Z,9.4296875,9.4296875,401.0,9.4296875
2015-08-14T12:42:00.000000Z,9.4296875,9.421875,600.0,9.421875
2015-08-14T12:43:00.000000Z,9.4296875,9.421875,387.0,9.421875
2015-08-14T12:44:00.000000Z,9.4296875,9.421875,478.0,9.421875
2015-08-14T12:45:00.000000Z,9.4296875,9.421875,486.0,9.421875
2015-08-14T12:46:00.000000Z,9.4296875,9.421875,497.0,9.421875
2015-08-14T12:47:00.000000Z,9.4296875,9.421875,260.0,9.421875
2015-08-14T12:48:00.000000Z,9.421875,9.421875,466.0,9.421875
2015-08-14T12:49:00.000000Z,9.4296875,9.421875,254.0,9.421875
2015-08-14T12:50:00.000000Z,9.4296875,9.421875,145.0,9.421875
2015-08-14T12:51:00.000000Z,9.4296875,9.421875,119.0,9.421875
2015-08-14T12:52:00.000000Z,9.4296875,9.421875,151.0,9.421875
2015-08-14T12:53:00.000000Z,9.421875,9.421875,208.0,9.421875
2015-08-14T12:54:00.000000Z,9.421875,9.421875,256.0,9.421875
2015-08-14T12:55:00.000000Z,9.421875,9.421875,282.0,9.421875
2015-08-14T12:56:00.000000Z,9.421875,9.421875,75.0,9.421875
2015-08-14T12:57:00.000000Z,9.421875,9.421875,138.0,9.421875
2015-08-14T12:58:00.000000Z,9.421875,9.421875,208.0,9.421875
2015-08-14T12:59:00.000000Z,9.421875,9.421875,173.0,9.421875
2015-08-14T13:00:00.000000Z,9.421875,9.4140625,284.0,9.421875
2015-08-14T13:01:00.000000Z,9.421875,9.4140625,290.0,9.421875
2015-08-14T13:02:00.000000Z,9.421875,9.4140625,191.0,9.421875
2015-08-14T13:03:00.000000Z,9.421875,9.421875,224.0,9.421875
2015-08-14T13:04:00.000000Z,9.421875,9.421875,343.0,9.421875
2015-08-14T13:05:00.000000Z,9.421875,9.421875,501.0,9.421875
2015-08-14T13:06:00.000000Z,9.421875,9.421875,423.0,9.421875
2015-08-14T13:07:00.000000Z,9.4296875,9.421875,362.0,9.421875
2015-08-14T13:08:00.000000Z,9.4296875,9.4296875,371.0,9.4296875
2015-08-14T13:09:00.000000Z,9.4296875,9.4296875,265.0,9.4296875
2015-08-14T13:10:00.000000Z,9.4296875,9.4296875,143.0,9.4296875
2015-08-14T13:11:00.000000Z,9.4296875,9.4296875,200.0,9.4296875
2015-08-14T13:12:00.000000Z,9.4296875,9.4296875,59.0,9.4296875
2015-08-14T13:13:00.000000Z,9.4296875,9.4296875,124.0,9.4296875
2015-08-14T13:14:00.000000Z,9.4375,9.421875,769.0,9.4296875
2015-08-14T13:15:00.000000Z,9.4296875,9.421875,607.0,9.421875
2015-08-14T13:16:00.000000Z,9.4296875,9.421875,285.0,9.421875
2015-08-14T13:17:00.000000Z,9.4296875,9.421875,206.0,9.421875
2015-08-14T13:18:00.000000Z,9.421875,9.421875,603.0,9.421875
2015-08-14T13:19:00.000000Z,9.421875,9.421875,75.0,9.421875
2015-08-14T13:20:00.000000Z,9.4296875,9.421875,106.0,9.421875
2015-08-14T13:21:00.000000Z,9.4296875,9.421875,227.0,9.421875
2015-08-14T13:22:00.000000Z,9.421875,9.421875,385.0,9.421875
2015-08-14T13:23:00.000000Z,9.4296875,9.421875,382.0,9.421875
2015-08-14T13:24:00.000000Z,9.4296875,9.421875,38.0,9.421875
2015-08-14T13:25:00.000000Z,9.421875,9.421875,98.0,9.421875
2015-08-14T13:26:00.000000Z,9.4296875,9.421875,346.0,9.421875
2015-08-14T13:27:00.000000Z,9.4296875,9.4296875,449.0,9.4296875
2015-08-14T13:28:00.000000Z,9.4296875,9.4296875,193.0,9.4296875
2015-08-14T13:29:00.000000Z,9.4296875,9.4296875,375.0,9.4296875
2015-08-14T13:30:00.000000Z,9.4296875,9.4296875,244.0,9.4296875
2015-08-14T13:31:00.000000Z,9.4296875,9.4296875,401.0,9.4296875
2015-08-14T13:32:00.000000Z,9.4296875,9.4296875,501.0,9.4296875
2015-08-14T13:33:00.000000Z,9.4296875,9.4296875,470.0,9.4296875
2015-08-14T13:34:00.000000Z,9.4296875,9.4296875,287.0,9.4296875
2015-08-14T13:35:00.000000Z,9.4375,9.4296875,177.0,9.4375
2015-08-14T13:36:00.000000Z,9.4375,9.4296875,274.0,9.4375
2015-08-14T13:37:00.000000Z,9.4375,9.4296875,384.0,9.4375
2015-08-14T13:38:00.000000Z,9.4375,9.4296875,503.0,9.4375
2015-08-14T13:39:00.000000Z,9.4375,9.4375,438.0,9.4375
2015-08-14T13:40:00.000000Z,9.4375,9.4375,640.0,9.4375
2015-08-14T13:41:00.000000Z,9.4375,9.4375,769.0,9.4375
2015-08-14T13:42:00.000000Z,9.4375,9.4375,135.0,9.4375
2015-08-14T13:43:00.000000Z,9.4375,9.4375,99.0,9.4375
2015-08-14T13:44:00.000000Z,9.4375,9.4296875,330.0,9.4375
2015-08-14T13:45:00.000000Z,9.4375,9.4296875,106.0,9.4375
2015-08-14T13:46:00.000000Z,9.4375,9.4296875,335.0,9.4375
2015-08-14T13:47:00.000000Z,9.4296875,9.4296875,147.0,9.4296875
2015-08-14T13:48:00.000000Z,9.4296875,9.4296875,85.0,9.4296875
2015-08-14T13:49:00.000000Z,9.4296875,9.4296875,159.0,9.4296875
2015-08-14T13:50:00.000000Z,9.4296875,9.4296875,169.0,9.4296875
2015-08-14T13:51:00.000000Z,9.4375,9.4296875,135.0,9.4375
2015-08-14T13:52:00.000000Z,9.4375,9.4296875,295.0,9.4375
2015-08-14T13:53:00.000000Z,9.4375,9.4296875,86.0,9.4375
2015-08-14T13:54:00.000000Z,9.4296875,9.4296875,289.0,9.4296875
2015-08-14T13:55:00.000000Z,9.4296875,9.4296875,143.0,9.4296875
2015-08-14T13:56:00.000000Z,9.4296875,9.4296875,110.0,9.4296875
2015-08-14T13:57:00.000000Z,9.4375,9.4296875,153.0,9.4375
2015-08-14T13:58:00.000000Z,9.4375,9.4296875,176.0,9.4375
2015-08-14T13:59:00.000000Z,9.4375,9.4296875,115.0,9.4375
2015-08-14T14:00:00.000000Z,9.4375,9.4375,227.0,9.4375
2015-08-14T14:01:00.000000Z,9.4375,9.4375,209.0,9.4375
2015-08-14T14:02:00.000000Z,9.4375,9.4375,127.0,9.4375
2015-08-14T14:03:00.000000Z,9.4375,9.4375,173.0,9.4375
2015-08-14T14:04:00.000000Z,9.4453125,9.4375,663.0,9.4375
2015-08-14T14:05:00.000000Z,9.4375,9.4375,513.0,9.4375
2015-08-14T14:06:00.000000Z,9.4453125,9.4375,625.0,9.4375
2015-08-14T14:07:00.000000Z,9.4453125,9.4375,459.0,9.4375
2015-08-14T14:08:00.000000Z,9.4453125,9.4453125,238.0,9.4453125
2015-08-14T14:09:00.000000Z,9.4453125,9.4453125,246.0,9.4453125
2015-08-14T14:10:00.000000Z,9.4453125,9.4453125,300.0,9.4453125
2015-08-14T14:11:00.000000Z,9.4453125,9.4453125,172.0,9.4453125
2015-08-14T14:12:00.000000Z,9.4453125,9.4375,224.0,9.4375
2015-08-14T14:13:00.000000Z,9.4453125,9.4375,314.0,9.4375
2015-08-14T14:14:00.000000Z,9.4453125,9.4375,293.0,9.4375
2015-08-14T14:15:00.000000Z,9.4453125,9.4375,124.0,9.4375
2015-08-14T14:16:00.000000Z,9.4453125,9.4375,259.0,9.4375
2015-08-14T14:17:00.000000Z,9.4453125,9.4375,146.0,9.4375
2015-08-14T14:18:00.000000Z,9.4453125,9.4375,82.0,9.4375
2015-08-14T14:19:00.000000Z,9.4453125,9.4375,38.0,9.4375
2015-08-14T14:20:00.000000Z,9.4453125,9.4375,102.0,9.4375
2015-08-14T14:21:00.000000Z,9.4453125,9.4375,168.0,9.4375
2015-08-14T14:22:00.000000Z,9.4453125,9.4375,138.0,9.4375
2015-08-14T14:23:00.000000Z,9.4453125,9.4453125,314.0,9.4453125
2015-08-14T14:24:00.000000Z,9.4453125,9.4453125,125.0,9.4453125
2015-08-14T14:25:00.000000Z,9.4453125,9.4453125,470.0,9.4453125
2015-08-14T14:26:00.000000Z,9.4453125,9.4453125,433.0,9.4453125
2015-08-14T14:27:00.000000Z,9.4453125,9.4453125,167.0,9.4453125
2015-08-14T14:28:00.000000Z,9.4453125,9.4453125,210.0,9.4453125
2015-08-14T14:29:00.000000Z,9.4453125,9.4453125,277.0,9.4453125
2015-08-14T14:30:00.000000Z,9.4453125,9.4453125,235.0,9.4453125
2015-08-14T14:31:00.000000Z,9.4453125,9.4453125,226.0,9.4453125
