time,BNP.USDNOK - USD/NOK_x,closeAsk,closeBid,volume
2015-03-16T02:30:00.000000Z,8.19921875,8.203125,8.1953125,3568.0
2015-03-16T03:00:00.000000Z,8.19921875,8.203125,8.1953125,1989.0
2015-03-16T03:30:00.000000Z,8.19921875,8.203125,8.1953125,2382.0
2015-03-16T04:00:00.000000Z,8.19140625,8.1953125,8.1875,2174.0
2015-03-16T04:30:00.000000Z,8.20703125,8.2109375,8.203125,2446.0
2015-03-16T05:00:00.000000Z,8.19921875,8.203125,8.1953125,2492.0
2015-03-16T05:30:00.000000Z,8.19140625,8.1953125,8.1875,3036.0
2015-03-16T06:00:00.000000Z,8.1875,8.1875,8.1875,6216.0
2015-03-16T06:30:00.000000Z,8.1953125,8.1953125,8.1953125,6464.0
2015-03-16T07:00:00.000000Z,8.20703125,8.2109375,8.203125,9856.0
2015-03-16T07:30:00.000000Z,8.2109375,8.2109375,8.2109375,9648.0
2015-03-16T08:00:00.000000Z,8.21484375,8.21875,8.2109375,14056.0
2015-03-16T08:30:00.000000Z,8.22265625,8.2265625,8.21875,9720.0
2015-03-16T09:00:00.000000Z,8.21875,8.21875,8.21875,9120.0
2015-03-16T09:30:00.000000Z,8.21484375,8.21875,8.2109375,6088.0
2015-03-16T10:00:00.000000Z,8.20703125,8.2109375,8.203125,6752.0
2015-03-16T10:30:00.000000Z,8.21875,8.21875,8.21875,6432.0
2015-03-16T11:00:00.000000Z,8.20703125,8.2109375,8.203125,6368.0
2015-03-16T11:30:00.000000Z,8.21875,8.21875,8.21875,7248.0
2015-03-16T12:00:00.000000Z,8.21484375,8.21875,8.2109375,9680.0
2015-03-16T12:30:00.000000Z,8.23046875,8.234375,8.2265625,15392.0
2015-03-16T13:00:00.000000Z,8.21484375,8.21875,8.2109375,22288.0
2015-03-16T13:30:00.000000Z,8.203125,8.203125,8.203125,21488.0
2015-03-16T14:00:00.000000Z,8.24609375,8.25,8.2421875,21600.0
2015-03-16T14:30:00.000000Z,8.2734375,8.2734375,8.2734375,12480.0
2015-03-16T15:00:00.000000Z,8.26953125,8.2734375,8.265625,13384.0
2015-03-16T15:30:00.000000Z,8.26171875,8.265625,8.2578125,12040.0
2015-03-16T16:00:00.000000Z,8.26171875,8.265625,8.2578125,9576.0
2015-03-16T16:30:00.000000Z,8.2421875,8.2421875,8.2421875,10232.0
2015-03-16T17:00:00.000000Z,8.25390625,8.2578125,8.25,6932.0
2015-03-16T17:30:00.000000Z,8.2578125,8.2578125,8.2578125,5400.0
2015-03-16T18:00:00.000000Z,8.265625,8.265625,8.265625,4928.0
2015-03-16T18:30:00.000000Z,8.265625,8.265625,8.265625,6544.0
