time,BNP.EURNOK - EUR/NOK_x,closeAsk,closeBid,volume
2015-03-16T03:30:00.000000Z,8.62109375,8.625,8.6171875,809.0
2015-03-16T04:00:00.000000Z,8.62109375,8.625,8.6171875,819.0
2015-03-16T04:30:00.000000Z,8.62109375,8.625,8.6171875,422.0
2015-03-16T05:00:00.000000Z,8.62109375,8.625,8.6171875,758.0
2015-03-16T05:30:00.000000Z,8.62109375,8.625,8.6171875,795.0
2015-03-16T06:00:00.000000Z,8.62109375,8.625,8.6171875,1621.0
2015-03-16T06:30:00.000000Z,8.62890625,8.6328125,8.625,2966.0
2015-03-16T07:00:00.000000Z,8.63671875,8.640625,8.6328125,4296.0
2015-03-16T07:30:00.000000Z,8.64453125,8.6484375,8.640625,3596.0
2015-03-16T08:00:00.000000Z,8.65234375,8.65625,8.6484375,5636.0
2015-03-16T08:30:00.000000Z,8.6640625,8.6640625,8.6640625,3944.0
2015-03-16T09:00:00.000000Z,8.66015625,8.6640625,8.65625,3982.0
2015-03-16T09:30:00.000000Z,8.65625,8.65625,8.65625,3930.0
2015-03-16T10:00:00.000000Z,8.65234375,8.65625,8.6484375,2326.0
2015-03-16T10:30:00.000000Z,8.65625,8.65625,8.65625,2410.0
2015-03-16T11:00:00.000000Z,8.64453125,8.6484375,8.640625,4692.0
2015-03-16T11:30:00.000000Z,8.65234375,8.65625,8.6484375,3700.0
2015-03-16T12:00:00.000000Z,8.66015625,8.6640625,8.65625,3952.0
2015-03-16T12:30:00.000000Z,8.6796875,8.6796875,8.6796875,7556.0
2015-03-16T13:00:00.000000Z,8.6875,8.6875,8.6875,9584.0
2015-03-16T13:30:00.000000Z,8.6953125,8.6953125,8.6953125,8968.0
2015-03-16T14:00:00.000000Z,8.7265625,8.7265625,8.7265625,9416.0
2015-03-16T14:30:00.000000Z,8.73828125,8.7421875,8.734375,6988.0
2015-03-16T15:00:00.000000Z,8.74609375,8.75,8.7421875,7184.0
2015-03-16T15:30:00.000000Z,8.734375,8.734375,8.734375,6848.0
2015-03-16T16:00:00.000000Z,8.74609375,8.75,8.7421875,4964.0
2015-03-16T16:30:00.000000Z,8.75,8.75,8.75,2950.0
2015-03-16T17:00:00.000000Z,8.74609375,8.75,8.7421875,1122.0
