time,BNP.EURNOK - EUR/NOK_x,closeAsk,closeBid,volume
2003-09-01T21:00:00.000000Z,8.248899999999999,8.2514,8.2464,
2003-09-02T21:00:00.000000Z,8.23245,8.2362,8.2287,
2003-09-03T21:00:00.000000Z,8.2271,8.2296,8.2246,
2003-09-04T21:00:00.000000Z,8.2475,8.255,8.24,
2003-09-06T21:00:00.000000Z,8.2456,8.2531,8.2381,
2003-09-07T21:00:00.000000Z,8.2588,8.2613,8.2563,
2003-09-08T21:00:00.000000Z,8.26095,8.2647,8.2572,
2003-09-09T21:00:00.000000Z,8.28575,8.2895,8.282,
2003-09-10T21:00:00.000000Z,8.28125,8.285,8.2775,
2003-09-11T21:00:00.000000Z,8.285,8.2925,8.2775,
2003-09-13T21:00:00.000000Z,8.282499999999999,8.29,8.275,
2003-09-14T21:00:00.000000Z,8.26875,8.2725,8.265,
2003-09-15T21:00:00.000000Z,8.27605,8.2798,8.2723,
2003-09-16T21:00:00.000000Z,8.188500000000001,8.191,8.186,
2003-09-17T21:00:00.000000Z,8.1319,8.1344,8.1294,
2003-09-18T21:00:00.000000Z,8.1423,8.1498,8.1348,
2003-09-20T21:00:00.000000Z,8.1517,8.1592,8.1442,
2003-09-21T21:00:00.000000Z,8.17115,8.1749,8.1674,
2003-09-22T21:00:00.000000Z,8.08605,8.0898,8.0823,
2003-09-23T21:00:00.000000Z,8.02125,8.025,8.0175,
2003-09-24T21:00:00.000000Z,8.0704,8.0729,8.0679,
2003-09-25T21:00:00.000000Z,8.1105,8.118,8.103,
2003-09-27T21:00:00.000000Z,8.1058,8.1133,8.0983,
2003-09-28T21:00:00.000000Z,8.13625,8.14,8.1325,
2003-09-29T21:00:00.000000Z,8.21105,8.2148,8.2073,
2003-09-30T21:00:00.000000Z,8.21105,8.2148,8.2073,
2003-10-01T21:00:00.000000Z,8.179549999999999,8.1813,8.1778,
2003-10-02T21:00:00.000000Z,8.1848,8.1923,8.1773,
2003-10-04T21:00:00.000000Z,8.158100000000001,8.1656,8.1506,
2003-10-05T21:00:00.000000Z,8.18975,8.1935,8.186,
2003-10-06T21:00:00.000000Z,8.22935,8.2331,8.2256,
2003-10-07T21:00:00.000000Z,8.21755,8.2213,8.2138,
2003-10-08T21:00:00.000000Z,8.22905,8.2328,8.2253,
2003-10-09T21:00:00.000000Z,8.2265,8.234,8.219,
2003-10-11T21:00:00.000000Z,8.2349,8.2424,8.2274,
2003-10-12T21:00:00.000000Z,8.24725,8.251,8.2435,
2003-10-13T21:00:00.000000Z,8.25505,8.2588,8.2513,
2003-10-14T21:00:00.000000Z,8.261050000000001,8.2628,8.2593,
2003-10-15T21:00:00.000000Z,8.243,8.2455,8.2405,
2003-10-16T21:00:00.000000Z,8.2673,8.2748,8.2598,
2003-10-18T21:00:00.000000Z,8.2607,8.2682,8.2532,
2003-10-19T21:00:00.000000Z,8.29975,8.3035,8.296,
2003-10-20T21:00:00.000000Z,8.28475,8.2885,8.281,
2003-10-21T21:00:00.000000Z,8.23345,8.2372,8.2297,
2003-10-22T21:00:00.000000Z,8.25125,8.255,8.2475,
2003-10-23T21:00:00.000000Z,8.2727,8.2802,8.2652,
2003-10-25T21:00:00.000000Z,8.2693,8.2768,8.2618,
2003-10-26T22:00:00.000000Z,8.25705,8.2608,8.2533,
2003-10-27T22:00:00.000000Z,8.22385,8.2276,8.2201,
2003-10-28T22:00:00.000000Z,8.234549999999999,8.2363,8.2328,
2003-10-29T22:00:00.000000Z,8.208,8.2105,8.2055,
2003-10-30T22:00:00.000000Z,8.2348,8.2423,8.2273,
2003-11-01T22:00:00.000000Z,8.236,8.2435,8.2285,
2003-11-02T22:00:00.000000Z,8.232050000000001,8.2358,8.2283,
2003-11-03T22:00:00.000000Z,8.25305,8.2568,8.2493,
2003-11-04T22:00:00.000000Z,8.25005,8.2538,8.2463,
2003-11-05T22:00:00.000000Z,8.253499999999999,8.256,8.251,
2003-11-06T22:00:00.000000Z,8.241299999999999,8.2488,8.2338,
2003-11-08T22:00:00.000000Z,8.241299999999999,8.2488,8.2338,
2003-11-09T22:00:00.000000Z,8.201,8.2035,8.1985,
2003-11-10T22:00:00.000000Z,8.2219,8.2244,8.2194,
2003-11-11T22:00:00.000000Z,8.188500000000001,8.191,8.186,
2003-11-12T22:00:00.000000Z,8.19955,8.2013,8.1978,
2003-11-13T22:00:00.000000Z,8.212,8.2195,8.2045,
2003-11-15T22:00:00.000000Z,8.21,8.2175,8.2025,
2003-11-16T22:00:00.000000Z,8.213049999999999,8.2148,8.2113,
2003-11-17T22:00:00.000000Z,8.193850000000001,8.1956,8.1921,
2003-11-18T22:00:00.000000Z,8.17755,8.1793,8.1758,
2003-11-19T22:00:00.000000Z,8.175550000000001,8.1773,8.1738,
2003-11-20T22:00:00.000000Z,8.1665,8.174,8.158999999999999,
2003-11-22T22:00:00.000000Z,8.17,8.1775,8.1625,
2003-11-23T22:00:00.000000Z,8.16,8.1625,8.1575,
2003-11-24T22:00:00.000000Z,8.160599999999999,8.1631,8.1581,
2003-11-25T22:00:00.000000Z,8.16935,8.1731,8.1656,
2003-11-26T22:00:00.000000Z,8.168700000000001,8.1712,8.1662,
2003-11-27T22:00:00.000000Z,8.176,8.1835,8.1685,
2003-11-29T22:00:00.000000Z,8.1755,8.183,8.168,
2003-11-30T22:00:00.000000Z,8.169799999999999,8.1723,8.1673,
2003-12-01T22:00:00.000000Z,8.168050000000001,8.1718,8.1643,
2003-12-02T22:00:00.000000Z,8.1237,8.1262,8.1212,
2003-12-03T22:00:00.000000Z,8.08175,8.0835,8.08,
2003-12-04T22:00:00.000000Z,8.092500000000001,8.1,8.085,
2003-12-06T22:00:00.000000Z,8.091000000000001,8.0985,8.0835,
2003-12-07T22:00:00.000000Z,8.1278,8.1303,8.1253,
2003-12-08T22:00:00.000000Z,8.1207,8.1232,8.1182,
2003-12-09T22:00:00.000000Z,8.1373,8.1398,8.1348,
2003-12-10T22:00:00.000000Z,8.17075,8.1725,8.169,
2003-12-11T22:00:00.000000Z,8.1903,8.1978,8.1828,
2003-12-13T22:00:00.000000Z,8.1845,8.192,8.177,
2003-12-14T22:00:00.000000Z,8.2245,8.227,8.222000000000001,
2003-12-15T22:00:00.000000Z,8.2225,8.225,8.22,
2003-12-16T22:00:00.000000Z,8.3157,8.3182,8.3132,
2003-12-17T22:00:00.000000Z,8.3513,8.3538,8.3488,
2003-12-18T22:00:00.000000Z,8.3298,8.3373,8.3223,
2003-12-20T22:00:00.000000Z,8.3293,8.3368,8.3218,
2003-12-21T22:00:00.000000Z,8.3535,8.356,8.351,
2003-12-22T22:00:00.000000Z,8.38555,8.3893,8.3818,
2003-12-23T22:00:00.000000Z,8.405000000000001,8.4125,8.3975,
2003-12-24T22:00:00.000000Z,8.407499999999999,8.415,8.4,
2003-12-25T22:00:00.000000Z,8.445,8.4525,8.4375,
2003-12-27T22:00:00.000000Z,8.443999999999999,8.4515,8.4365,
2003-12-28T22:00:00.000000Z,8.42885,8.4306,8.4271,
2003-12-29T22:00:00.000000Z,8.42235,8.4261,8.4186,
2003-12-30T22:00:00.000000Z,8.42235,8.4261,8.4186,
2003-12-31T22:00:00.000000Z,8.3975,8.405,8.39,
2004-01-01T22:00:00.000000Z,8.3975,8.405,8.39,
2004-01-03T22:00:00.000000Z,8.3942,8.4017,8.3867,
2004-01-04T22:00:00.000000Z,8.4435,8.446,8.441,
2004-01-05T22:00:00.000000Z,8.55055,8.5543,8.5468,
2004-01-06T22:00:00.000000Z,8.61225,8.616,8.6085,
2004-01-07T22:00:00.000000Z,8.65,8.6525,8.6475,
2004-01-08T22:00:00.000000Z,8.644,8.6515,8.6365,
2004-01-10T22:00:00.000000Z,8.6425,8.65,8.635,
2004-01-11T22:00:00.000000Z,8.614799999999999,8.6173,8.6123,
2004-01-12T22:00:00.000000Z,8.57275,8.5765,8.568999999999999,
