time,BNP.NZDCAD - NZD/CAD_x,closeAsk,closeBid,volume
2015-05-29T16:15:00.000000Z,0.88671875,0.88671875,0.88623046875,890.0
2015-05-29T16:30:00.000000Z,0.88623046875,0.88623046875,0.88623046875,749.0
2015-05-29T16:45:00.000000Z,0.88525390625,0.88525390625,0.88525390625,681.0
2015-05-29T17:00:00.000000Z,0.8857421875,0.8857421875,0.88525390625,930.0
2015-05-29T17:15:00.000000Z,0.88525390625,0.88525390625,0.88525390625,688.0
2015-05-29T17:30:00.000000Z,0.884765625,0.88525390625,0.884765625,662.0
2015-05-29T17:45:00.000000Z,0.8857421875,0.8857421875,0.88525390625,797.0
2015-05-29T18:00:00.000000Z,0.884765625,0.884765625,0.88427734375,856.0
2015-05-29T18:15:00.000000Z,0.884765625,0.884765625,0.88427734375,862.0
2015-05-29T18:30:00.000000Z,0.8837890625,0.88427734375,0.8837890625,672.0
2015-05-29T18:45:00.000000Z,0.884765625,0.884765625,0.88427734375,1050.0
2015-05-29T19:00:00.000000Z,0.88427734375,0.88427734375,0.88427734375,512.0
2015-05-29T19:15:00.000000Z,0.884765625,0.884765625,0.88427734375,442.0
2015-05-29T19:30:00.000000Z,0.8837890625,0.88427734375,0.8837890625,834.0
2015-05-29T19:45:00.000000Z,0.8828125,0.8828125,0.88232421875,1002.0
2015-05-29T20:00:00.000000Z,0.8828125,0.8828125,0.88232421875,666.0
2015-05-29T20:15:00.000000Z,0.8837890625,0.8837890625,0.88330078125,468.0
2015-05-29T20:30:00.000000Z,0.8837890625,0.8837890625,0.88330078125,482.0
2015-05-29T20:45:00.000000Z,0.884765625,0.8857421875,0.88427734375,1114.0
2015-05-31T21:00:00.000000Z,0.8818359375,0.88232421875,0.88134765625,252.0
2015-05-31T21:15:00.000000Z,0.8828125,0.8837890625,0.88232421875,176.0
2015-05-31T21:30:00.000000Z,0.8828125,0.8837890625,0.88232421875,50.0
2015-05-31T21:45:00.000000Z,0.8828125,0.88330078125,0.88232421875,24.0
2015-05-31T22:00:00.000000Z,0.8828125,0.88330078125,0.8828125,434.0
2015-05-31T22:15:00.000000Z,0.8837890625,0.8837890625,0.88330078125,281.0
2015-05-31T22:30:00.000000Z,0.8837890625,0.8837890625,0.88330078125,239.0
2015-05-31T22:45:00.000000Z,0.8837890625,0.88427734375,0.8837890625,238.0
2015-05-31T23:00:00.000000Z,0.884765625,0.884765625,0.88427734375,240.0
2015-05-31T23:15:00.000000Z,0.884765625,0.884765625,0.88427734375,540.0
2015-05-31T23:30:00.000000Z,0.8837890625,0.8837890625,0.88330078125,697.0
2015-05-31T23:45:00.000000Z,0.8837890625,0.8837890625,0.88330078125,716.0
2015-06-01T00:00:00.000000Z,0.884765625,0.884765625,0.88427734375,810.0
2015-06-01T00:15:00.000000Z,0.884765625,0.884765625,0.88427734375,637.0
2015-06-01T00:30:00.000000Z,0.8837890625,0.88427734375,0.8837890625,759.0
2015-06-01T00:45:00.000000Z,0.8837890625,0.88427734375,0.88330078125,998.0
2015-06-01T01:00:00.000000Z,0.8837890625,0.88427734375,0.8837890625,641.0
