,BNP.AUDJPY - AUD/JPY_x,BNP.CADJPY - CAD/JPY_x,BNP.CHFJPY - CHF/JPY_x,BNP.EURGBP - EUR/GBP_x,BNP.EURJPY - EUR/JPY_x,BNP.GBPAUD - GBP/AUD_x,BNP.GBPCAD - GBP/CAD_x,BNP.GBPCHF - GBP/CHF_x,BNP.GBPHKD - GBP/HKD_x,BNP.GBPJPY - GBP/JPY_x,BNP.GBPNZD - GBP/NZD_x,BNP.GBPPLN - GBP/PLN_x,BNP.GBPSGD - GBP/SGD_x,BNP.GBPUSD - GBP/USD_x,BNP.GBPZAR - GBP/ZAR_x,BNP.HKDJPY - HKD/JPY_x,BNP.NZDJPY - NZD/JPY_x,BNP.SGDJPY - SGD/JPY_x,BNP.TRYJPY - TRY/JPY_x,BNP.USDJPY - USD/JPY_x,BNP.ZARJPY - ZAR/JPY_x
14739,-0.29556349730303244,0.0309263442898236,-0.027441691764697258,-0.021294780337001325,-0.08016119984571933,0.13290387003727352,-0.017324492359340023,-0.018655227421194794,0.024433074130802725,0.2956056410840481,-0.04332404737849592,0.02464955906150398,0.19054346484444767,0.35816309601228835,0.18683890901715,0.20681674600752645,-0.0723736883676033,0.15675658109495508,0.02591510385428788,0.16809616366855457,0.07208226937098186
