,BNP.AUDNZD - AUD/NZD_x,BNP.AUDUSD - AUD/USD_x,BNP.EURNZD - EUR/NZD_x,BNP.EURUSD - EUR/USD_x,BNP.GBPNZD - GBP/NZD_x,BNP.GBPUSD - GBP/USD_x,BNP.NZDCAD - NZD/CAD_x,BNP.NZDCHF - NZD/CHF_x,BNP.NZDHKD - NZD/HKD_x,BNP.NZDJPY - NZD/JPY_x,BNP.NZDSGD - NZD/SGD_x,BNP.NZDUSD - NZD/USD_x,BNP.USDCAD - USD/CAD_x,BNP.USDCHF - USD/CHF_x,BNP.USDCNH - USD/CNH_x,BNP.USDCZK - USD/CZK_x,BNP.USDDKK - USD/DKK_x,BNP.USDHKD - USD/HKD_x,BNP.USDHUF - USD/HUF_x,BNP.USDJPY - USD/JPY_x,BNP.USDMXN - USD/MXN_x,BNP.USDNOK - USD/NOK_x,BNP.USDPLN - USD/PLN_x,BNP.USDSAR - USD/SAR_x,BNP.USDSEK - USD/SEK_x,BNP.USDSGD - USD/SGD_x,BNP.USDTHB - USD/THB_x,BNP.USDTRY - USD/TRY_x,BNP.USDZAR - USD/ZAR_x
37388,0.12945372311905162,0.01981683983914231,0.09621762536624172,-0.06163499840932375,0.12527341340629244,-0.03916956917343173,0.032285070417064465,-0.010828713824348928,0.11948409157098845,0.4406519116425006,-0.06186489581005871,0.14238521342839566,0.05595807502422458,-0.07218288519948136,0.018426977723769302,0.028022656390700867,0.07383473997216931,-0.017810864642786327,-0.05311152960576186,0.08446870504990077,-0.0344186396262083,0.07999233921615401,-0.08383548517382935,0.0003436109867793513,-0.11581566311340985,-0.11463726338314167,-0.009197959818773116,0.04103350982229556,0.05680020083971056
1992617,-0.011535421457264269,-0.03518113003396999,0.06725849805952838,-0.1283350328421259,0.21346984519197176,0.05925086340249989,-0.053812714902855385,-0.10937854220941545,-0.0018341358097944023,0.8459852072189937,-0.2026914376892218,0.10920009792034908,0.1292116863773406,0.010113642753832502,0.010152679447936032,0.06455408552831378,-0.021003314043393333,-0.015601030706995516,-0.04816494263582444,0.2153719615723074,-0.005344984354335606,0.01746954148601185,-0.008311160853288566,0.016641806922051593,-0.07377422712748032,-0.09859842042692023,-0.00023792078629109565,0.043128552899507976,0.025314590870128183
