,BNP.AUDUSD - AUD/USD_x,BNP.EURGBP - EUR/GBP_x,BNP.EURUSD - EUR/USD_x,BNP.GBPAUD - GBP/AUD_x,BNP.GBPCAD - GBP/CAD_x,BNP.GBPCHF - GBP/CHF_x,BNP.GBPHKD - GBP/HKD_x,BNP.GBPJPY - GBP/JPY_x,BNP.GBPNZD - GBP/NZD_x,BNP.GBPPLN - GBP/PLN_x,BNP.GBPSGD - GBP/SGD_x,BNP.GBPUSD - GBP/USD_x,BNP.GBPZAR - GBP/ZAR_x,BNP.NZDUSD - NZD/USD_x,BNP.USDCAD - USD/CAD_x,BNP.USDCHF - USD/CHF_x,BNP.USDCNH - USD/CNH_x,BNP.USDCZK - USD/CZK_x,BNP.USDDKK - USD/DKK_x,BNP.USDHKD - USD/HKD_x,BNP.USDHUF - USD/HUF_x,BNP.USDJPY - USD/JPY_x,BNP.USDMXN - USD/MXN_x,BNP.USDNOK - USD/NOK_x,BNP.USDPLN - USD/PLN_x,BNP.USDSAR - USD/SAR_x,BNP.USDSEK - USD/SEK_x,BNP.USDSGD - USD/SGD_x,BNP.USDTHB - USD/THB_x,BNP.USDTRY - USD/TRY_x,BNP.USDZAR - USD/ZAR_x
80661,-0.04544277255375635,-0.06247636112893591,-0.31799173248102114,0.5654774647716263,-0.006966509864216202,-0.015970454722933392,0.4310281071812727,0.0713092598031837,0.6061929842594695,0.13371471016980446,0.0716130451348434,-0.07928867404608526,0.0489475924141273,0.13933940576701614,0.050181035000921866,-0.21704752793999185,0.01633275619868089,0.06905910666979233,0.16198296932661926,0.02612436383190996,0.03900399139474517,-0.4219811573720043,0.006330866697164482,-0.059761743129020925,-0.07406640535821779,0.02335153305765681,0.014647327195590287,-0.18400613058082696,0.11207278201968662,-0.004826385927947622,-0.07419196441787024
100113,-0.13984219331806305,0.04636974591588948,-0.14537699030636006,0.16874938002860967,0.2726890320372529,-0.09200988066959408,0.3006748556646304,0.1339689761916702,0.5371445240162622,0.2723257978992301,0.07965622301292832,-0.04283459546903934,0.026672164807133608,0.3318756107569239,0.02874407047162272,-0.25166403019929845,0.024537400007874674,0.10241356041067304,-0.005311102681992247,0.04937766765322113,0.03025179560409875,-0.3214936370844203,0.08331005205964366,-0.1595767315606979,-0.12467208053539244,0.014078650847154938,0.10223866197315473,-0.2633720215007474,0.18987388798323274,-0.07877747233941372,-0.05603052412579285
161607,-0.06396922665606868,-0.13819899708938935,-0.19408686379370896,0.35501372821341537,-0.06733763442112835,0.03510442721542964,0.4106721474662355,-0.013347083141320005,0.6791168431411365,0.3293689468876556,0.16144136497710113,-0.030801113205504826,0.00564689093406504,0.33240545474270144,-0.00505985187065236,-0.2466307500352461,0.032542437350857184,0.06979717644209239,0.10077372828915787,0.03790161407286485,0.02909938748984828,-0.4414636695421032,0.03915936154193698,-0.09099184345259002,-0.15213437299400764,0.020464650316021696,0.04606618891239013,-0.28417557436933544,0.1571594989405863,-0.05641598384651756,-0.017611886705504547
267226,-0.10732982814539592,-0.1368873929740672,-0.17573666540202068,0.4450086240490014,-0.09368676547519664,-0.0806425269757448,0.4864793790623539,0.058849834427897936,0.6893903650716454,0.24498128355695395,0.17553492100312973,-0.005377033777199654,0.02794480730720949,0.2422360627973041,0.09597139811826257,-0.2726706186543289,0.024837203569050826,0.06205796293913631,0.17658691601899462,0.028635564738157808,0.025260813700706646,-0.470781285590689,0.01434173739892042,-0.07330123194653401,-0.1525131774772485,0.02342991778257016,0.03015219068572315,-0.25959632754099204,0.12327922851401238,-0.013463426669468186,-0.04651928602866304
324739,-0.1612958805880184,-0.06114671769641875,-0.1882985196882779,0.4015638691211568,0.023813631643244796,-0.12200526580256868,0.393760088373422,0.05851915978776018,0.6547349774851137,0.26706700785997584,0.16962521714030207,0.008505038134640668,0.021463539184216642,0.2821985118967049,0.11238000136953452,-0.21920662077951625,0.027369772830851756,0.0734423316262541,0.13111557155465936,0.03642215684558158,0.03052355365388262,-0.4267854048157202,0.03998643457234904,-0.08898114137699306,-0.15774611471940952,0.02309021300855492,0.045508702420583434,-0.3025425703719933,0.15320873791278838,-0.04653761773756295,-0.040836037411794174
438875,-0.09706166485190423,-0.13573905752876952,-0.19161499171007268,0.46672816981825777,-0.09658180789063088,-0.08383626661528822,0.41984923347850583,0.05239838943282874,0.7418128204448914,0.2297096481311182,0.17458171195636696,0.018661108722660663,0.02818638126009854,0.2256840533338322,0.10035412483137322,-0.221096205523947,0.020938607509033022,0.05767343822321183,0.1849912348679519,0.027649667560488544,0.023474522999740174,-0.5071346892445364,0.010714809089421672,-0.0725241197603687,-0.14834176843681843,0.024631052098260844,0.027653591812286632,-0.2649773581052366,0.11700819911362871,-0.00935220356311222,-0.04745140316216461
