,BNP.AUDJPY - AUD/JPY_x,BNP.CADJPY - CAD/JPY_x,BNP.CHFJPY - CHF/JPY_x,BNP.EURAUD - EUR/AUD_x,BNP.EURCAD - EUR/CAD_x,BNP.EURCHF - EUR/CHF_x,BNP.EURCZK - EUR/CZK_x,BNP.EURDKK - EUR/DKK_x,BNP.EURGBP - EUR/GBP_x,BNP.EURHKD - EUR/HKD_x,BNP.EURHUF - EUR/HUF_x,BNP.EURJPY - EUR/JPY_x,BNP.EURNOK - EUR/NOK_x,BNP.EURNZD - EUR/NZD_x,BNP.EURPLN - EUR/PLN_x,BNP.EURSEK - EUR/SEK_x,BNP.EURSGD - EUR/SGD_x,BNP.EURTRY - EUR/TRY_x,BNP.EURUSD - EUR/USD_x,BNP.EURZAR - EUR/ZAR_x,BNP.GBPJPY - GBP/JPY_x,BNP.HKDJPY - HKD/JPY_x,BNP.NZDJPY - NZD/JPY_x,BNP.SGDJPY - SGD/JPY_x,BNP.TRYJPY - TRY/JPY_x,BNP.USDJPY - USD/JPY_x,BNP.ZARJPY - ZAR/JPY_x
223736,-0.47763976178732725,0.22929515928535674,0.034893214645410786,0.028561470816377103,0.1933051149670222,-0.06822311891285028,0.023422917211999843,-0.01614695844264283,0.020998252795030287,0.05368816776218835,0.02467157866676966,0.02416334991837317,0.031287063514231245,0.005344157253134784,-0.021073581003170416,0.021040816309852634,0.2611328953608181,0.3861925779999663,0.25701610777172884,-0.1095336141763382,0.05052589888398053,-0.2576752265253638,-0.02023868249464926,0.18796040437775238,0.2682505999595886,0.39718864121755626,-0.065864483579625
