,BNP.AUDCHF - AUD/CHF_x,BNP.AUDUSD - AUD/USD_x,BNP.CADCHF - CAD/CHF_x,BNP.CHFHKD - CHF/HKD_x,BNP.CHFJPY - CHF/JPY_x,BNP.CHFZAR - CHF/ZAR_x,BNP.EURCHF - EUR/CHF_x,BNP.EURUSD - EUR/USD_x,BNP.GBPCHF - GBP/CHF_x,BNP.GBPUSD - GBP/USD_x,BNP.NZDCHF - NZD/CHF_x,BNP.NZDUSD - NZD/USD_x,BNP.SGDCHF - SGD/CHF_x,BNP.USDCAD - USD/CAD_x,BNP.USDCHF - USD/CHF_x,BNP.USDCNH - USD/CNH_x,BNP.USDCZK - USD/CZK_x,BNP.USDDKK - USD/DKK_x,BNP.USDHKD - USD/HKD_x,BNP.USDHUF - USD/HUF_x,BNP.USDJPY - USD/JPY_x,BNP.USDMXN - USD/MXN_x,BNP.USDNOK - USD/NOK_x,BNP.USDPLN - USD/PLN_x,BNP.USDSAR - USD/SAR_x,BNP.USDSEK - USD/SEK_x,BNP.USDSGD - USD/SGD_x,BNP.USDTHB - USD/THB_x,BNP.USDTRY - USD/TRY_x,BNP.USDZAR - USD/ZAR_x
1429542,0.9191484979237282,-0.008683374984680631,0.01714227367544384,-0.6152592516557722,-0.9080230101007574,0.18703254560375548,0.08537904277023788,0.08454162056088385,0.3471791920835698,0.023724124463621897,-0.009213176121753692,0.1836176393339692,-0.25921315098059333,0.23786364003533583,-0.5621513201002988,0.0053442275444838625,-0.00601330623248932,0.3506903652573402,0.03014774882719958,0.027839257782598874,-0.19048857244680523,0.02970661544367001,-0.035101634561417724,-0.012054335173727742,-0.001118411264719526,0.07516521971650028,0.2615367687474372,-0.03244848370828929,0.02261565705183194,-0.1762176207279314
