,BNP.AUDJPY - AUD/JPY_x,BNP.CADJPY - CAD/JPY_x,BNP.CHFJPY - CHF/JPY_x,BNP.EURAUD - EUR/AUD_x,BNP.EURCAD - EUR/CAD_x,BNP.EURCHF - EUR/CHF_x,BNP.EURCZK - EUR/CZK_x,BNP.EURDKK - EUR/DKK_x,BNP.EURGBP - EUR/GBP_x,BNP.EURHKD - EUR/HKD_x,BNP.EURHUF - EUR/HUF_x,BNP.EURJPY - EUR/JPY_x,BNP.EURNOK - EUR/NOK_x,BNP.EURNZD - EUR/NZD_x,BNP.EURPLN - EUR/PLN_x,BNP.EURSEK - EUR/SEK_x,BNP.EURSGD - EUR/SGD_x,BNP.EURTRY - EUR/TRY_x,BNP.EURUSD - EUR/USD_x,BNP.EURZAR - EUR/ZAR_x,BNP.GBPJPY - GBP/JPY_x,BNP.HKDJPY - HKD/JPY_x,BNP.NZDJPY - NZD/JPY_x,BNP.SGDJPY - SGD/JPY_x,BNP.TRYJPY - TRY/JPY_x,BNP.USDJPY - USD/JPY_x,BNP.ZARJPY - ZAR/JPY_x
97061,-0.12529219812482933,0.15802703845058,0.2100385795462738,0.2694452537189209,0.20965951405003103,0.19978534877694196,0.17058313330145305,0.005217974213403408,-0.015464386768453152,0.007935933276597024,-0.014132631387860927,-0.02214678201009841,0.005069254647155021,0.01289170941781353,0.008404413516666077,-0.04087604927499819,0.0009217873569153745,-0.05937763159373163,-0.02132845840708107,0.05256661989983729,0.14320152526533902,-0.06882657591784161,0.04913826542897396,0.06866819020575977,-0.055523715006565125,-0.04995258295379195,0.02957276181588322
