,BNP.AUDJPY - AUD/JPY_x,BNP.AUDUSD - AUD/USD_x,BNP.CADJPY - CAD/JPY_x,BNP.CHFJPY - CHF/JPY_x,BNP.EURJPY - EUR/JPY_x,BNP.EURUSD - EUR/USD_x,BNP.GBPJPY - GBP/JPY_x,BNP.GBPUSD - GBP/USD_x,BNP.HKDJPY - HKD/JPY_x,BNP.NZDJPY - NZD/JPY_x,BNP.NZDUSD - NZD/USD_x,BNP.SGDJPY - SGD/JPY_x,BNP.TRYJPY - TRY/JPY_x,BNP.USDCAD - USD/CAD_x,BNP.USDCHF - USD/CHF_x,BNP.USDCNH - USD/CNH_x,BNP.USDCZK - USD/CZK_x,BNP.USDDKK - USD/DKK_x,BNP.USDHKD - USD/HKD_x,BNP.USDHUF - USD/HUF_x,BNP.USDJPY - USD/JPY_x,BNP.USDMXN - USD/MXN_x,BNP.USDNOK - USD/NOK_x,BNP.USDPLN - USD/PLN_x,BNP.USDSAR - USD/SAR_x,BNP.USDSEK - USD/SEK_x,BNP.USDSGD - USD/SGD_x,BNP.USDTHB - USD/THB_x,BNP.USDTRY - USD/TRY_x,BNP.USDZAR - USD/ZAR_x,BNP.ZARJPY - ZAR/JPY_x
1076,-0.008485554247233079,0.020867761444347488,-0.07031182553905155,0.06776812625215237,0.06922963134552834,0.07404031954283273,-0.04616167415339405,0.11280015492673291,-0.0419191785989912,0.11612384298292072,0.04087338729350608,-0.06882506915262904,0.12343614085070366,0.02112771527382746,0.03965837269943759,0.0668682640189914,0.013188468422275426,0.025160752807581316,0.03944300363030044,0.02016525565144561,0.024419222791302243,0.04033247340815444,0.044031288854835836,0.027979381842038017,-0.02185055172360178,0.024919229891225653,0.07213848744720894,0.04350106704683355,0.033993978614399095,0.059475214836098377,0.06610805595886539
