,BNP.AUDCAD - AUD/CAD_x,BNP.AUDCHF - AUD/CHF_x,BNP.AUDHKD - AUD/HKD_x,BNP.AUDJPY - AUD/JPY_x,BNP.AUDNZD - AUD/NZD_x,BNP.AUDSGD - AUD/SGD_x,BNP.AUDUSD - AUD/USD_x,BNP.EURAUD - EUR/AUD_x,BNP.EURUSD - EUR/USD_x,BNP.GBPAUD - GBP/AUD_x,BNP.GBPUSD - GBP/USD_x,BNP.NZDUSD - NZD/USD_x,BNP.USDCAD - USD/CAD_x,BNP.USDCHF - USD/CHF_x,BNP.USDCNH - USD/CNH_x,BNP.USDCZK - USD/CZK_x,BNP.USDDKK - USD/DKK_x,BNP.USDHKD - USD/HKD_x,BNP.USDHUF - USD/HUF_x,BNP.USDJPY - USD/JPY_x,BNP.USDMXN - USD/MXN_x,BNP.USDNOK - USD/NOK_x,BNP.USDPLN - USD/PLN_x,BNP.USDSAR - USD/SAR_x,BNP.USDSEK - USD/SEK_x,BNP.USDSGD - USD/SGD_x,BNP.USDTHB - USD/THB_x,BNP.USDTRY - USD/TRY_x,BNP.USDZAR - USD/ZAR_x
51000,0.12415960655937651,0.02888985792842347,0.07008002878196146,0.5599362533999863,0.09103909058540074,0.03602590037622434,0.13827643740203072,-0.009544714216095072,0.03650002340164497,0.032242286466384516,-0.004017784381362584,0.05768633018205883,-0.07014558965867596,-0.04791865214414049,-0.010780098756394402,0.00997290422618329,0.018151734708280402,-0.008395040067814018,0.003474700541267957,-0.05526679135645697,-0.0075908404661402884,-0.0029225805151435608,-0.023483627700082582,-0.0018725895442233823,-0.008863240739029386,-0.06620034896132866,-0.013745079048245368,0.033499960655862714,-0.03421580380581711
