time,BNP.GBPSGD - GBP/SGD_x,closeAsk,closeBid,volume
2004-07-13T21:00:00.000000Z,3.16015625,3.16015625,3.16015625,2.0
2004-07-14T21:00:00.000000Z,3.1630859375,3.1640625,3.162109375,2.0
2004-07-15T21:00:00.000000Z,3.1845703125,3.185546875,3.18359375,2.0
2004-07-17T21:00:00.000000Z,3.18359375,3.18359375,3.18359375,2.0
2004-07-18T21:00:00.000000Z,3.173828125,3.173828125,3.173828125,2.0
2004-07-19T21:00:00.000000Z,3.1611328125,3.162109375,3.16015625,2.0
2004-07-20T21:00:00.000000Z,3.1572265625,3.158203125,3.15625,2.0
2004-07-21T21:00:00.000000Z,3.1650390625,3.166015625,3.1640625,2.0
2004-07-22T21:00:00.000000Z,3.1591796875,3.16015625,3.158203125,2.0
2004-07-23T21:00:00.000000Z,3.1611328125,3.162109375,3.16015625,2.0
2004-07-25T21:00:00.000000Z,3.169921875,3.169921875,3.169921875,2.0
2004-07-26T21:00:00.000000Z,3.1416015625,3.142578125,3.140625,2.0
2004-07-27T21:00:00.000000Z,3.154296875,3.154296875,3.154296875,2.0
2004-07-28T21:00:00.000000Z,3.1328125,3.1328125,3.1328125,2.0
2004-07-29T21:00:00.000000Z,3.126953125,3.126953125,3.126953125,2.0
2004-07-31T21:00:00.000000Z,3.1318359375,3.1328125,3.130859375,2.0
2004-08-01T21:00:00.000000Z,3.13671875,3.13671875,3.13671875,2.0
2004-08-02T21:00:00.000000Z,3.1396484375,3.140625,3.138671875,2.0
2004-08-03T21:00:00.000000Z,3.1435546875,3.14453125,3.142578125,2.0
2004-08-04T21:00:00.000000Z,3.1435546875,3.14453125,3.142578125,2.0
2004-08-05T21:00:00.000000Z,3.1630859375,3.1640625,3.162109375,2.0
2004-08-07T21:00:00.000000Z,3.1669921875,3.16796875,3.166015625,2.0
2004-08-08T21:00:00.000000Z,3.1591796875,3.16015625,3.158203125,2.0
2004-08-09T21:00:00.000000Z,3.1328125,3.1328125,3.1328125,2.0
2004-08-10T21:00:00.000000Z,3.1328125,3.1328125,3.1328125,2.0
2004-08-11T21:00:00.000000Z,3.1259765625,3.126953125,3.125,2.0
2004-08-12T21:00:00.000000Z,3.158203125,3.158203125,3.158203125,2.0
2004-08-14T21:00:00.000000Z,3.15625,3.15625,3.15625,2.0
2004-08-15T21:00:00.000000Z,3.154296875,3.154296875,3.154296875,2.0
2004-08-16T21:00:00.000000Z,3.1318359375,3.1328125,3.130859375,2.0
2004-08-17T21:00:00.000000Z,3.123046875,3.123046875,3.123046875,2.0
2004-08-18T21:00:00.000000Z,3.1328125,3.1328125,3.1328125,2.0
2004-08-19T21:00:00.000000Z,3.1064453125,3.107421875,3.10546875,2.0
2004-08-21T21:00:00.000000Z,3.1064453125,3.107421875,3.10546875,2.0
2004-08-22T21:00:00.000000Z,3.0947265625,3.095703125,3.09375,2.0
2004-08-23T21:00:00.000000Z,3.0693359375,3.0703125,3.068359375,2.0
2004-08-24T21:00:00.000000Z,3.07421875,3.07421875,3.07421875,2.0
2004-08-25T21:00:00.000000Z,3.078125,3.078125,3.078125,2.0
2004-08-26T21:00:00.000000Z,3.064453125,3.064453125,3.064453125,2.0
2004-08-28T21:00:00.000000Z,3.0654296875,3.06640625,3.064453125,2.0
2004-08-29T21:00:00.000000Z,3.0771484375,3.078125,3.076171875,2.0
2004-08-30T21:00:00.000000Z,3.0830078125,3.083984375,3.08203125,2.0
2004-08-31T21:00:00.000000Z,3.0595703125,3.060546875,3.05859375,2.0
2004-09-01T21:00:00.000000Z,3.048828125,3.048828125,3.048828125,2.0
2004-09-02T21:00:00.000000Z,3.0263671875,3.02734375,3.025390625,2.0
2004-09-03T21:00:00.000000Z,3.0263671875,3.02734375,3.025390625,2.0
2004-09-05T21:00:00.000000Z,3.03515625,3.03515625,3.03515625,2.0
2004-09-06T21:00:00.000000Z,3.0126953125,3.013671875,3.01171875,2.0
2004-09-07T21:00:00.000000Z,3.03125,3.03125,3.03125,2.0
2004-09-08T21:00:00.000000Z,3.033203125,3.033203125,3.033203125,2.0
2004-09-09T21:00:00.000000Z,3.0498046875,3.05078125,3.048828125,2.0
2004-09-11T21:00:00.000000Z,3.0517578125,3.052734375,3.05078125,2.0
2004-09-12T21:00:00.000000Z,3.048828125,3.048828125,3.048828125,2.0
2004-09-13T21:00:00.000000Z,3.0390625,3.0390625,3.0390625,2.0
2004-09-14T21:00:00.000000Z,3.005859375,3.005859375,3.005859375,2.0
2004-09-15T21:00:00.000000Z,3.02734375,3.02734375,3.02734375,2.0
2004-09-16T21:00:00.000000Z,3.0302734375,3.03125,3.029296875,2.0
2004-09-17T21:00:00.000000Z,3.0283203125,3.029296875,3.02734375,2.0
2004-09-19T21:00:00.000000Z,3.017578125,3.017578125,3.017578125,2.0
2004-09-20T21:00:00.000000Z,3.0341796875,3.03515625,3.033203125,2.0
2004-09-21T21:00:00.000000Z,3.0390625,3.0390625,3.0390625,2.0
2004-09-22T21:00:00.000000Z,3.0439453125,3.044921875,3.04296875,2.0
2004-09-23T21:00:00.000000Z,3.0537109375,3.0546875,3.052734375,2.0
2004-09-25T21:00:00.000000Z,3.0537109375,3.0546875,3.052734375,2.0
2004-09-26T21:00:00.000000Z,3.060546875,3.060546875,3.060546875,2.0
2004-09-27T21:00:00.000000Z,3.0751953125,3.076171875,3.07421875,2.0
2004-09-28T21:00:00.000000Z,3.04296875,3.04296875,3.04296875,2.0
2004-09-29T21:00:00.000000Z,3.05078125,3.05078125,3.05078125,2.0
2004-09-30T21:00:00.000000Z,3.0224609375,3.0234375,3.021484375,2.0
2004-10-02T21:00:00.000000Z,3.021484375,3.021484375,3.021484375,2.0
2004-10-03T21:00:00.000000Z,3.009765625,3.009765625,3.009765625,2.0
2004-10-04T21:00:00.000000Z,3.00390625,3.00390625,3.00390625,2.0
2004-10-05T21:00:00.000000Z,3.009765625,3.009765625,3.009765625,2.0
2004-10-06T21:00:00.000000Z,3.01171875,3.01171875,3.01171875,2.0
2004-10-07T21:00:00.000000Z,3.0185546875,3.01953125,3.017578125,2.0
2004-10-09T21:00:00.000000Z,3.0185546875,3.01953125,3.017578125,2.0
2004-10-10T21:00:00.000000Z,3.0234375,3.0234375,3.0234375,2.0
2004-10-11T21:00:00.000000Z,3.0205078125,3.021484375,3.01953125,2.0
2004-10-12T21:00:00.000000Z,3.0224609375,3.0234375,3.021484375,2.0
2004-10-13T21:00:00.000000Z,3.025390625,3.025390625,3.025390625,2.0
2004-10-14T21:00:00.000000Z,3.0283203125,3.029296875,3.02734375,2.0
2004-10-16T21:00:00.000000Z,3.0283203125,3.029296875,3.02734375,2.0
2004-10-17T21:00:00.000000Z,3.017578125,3.017578125,3.017578125,2.0
2004-10-18T21:00:00.000000Z,3.01953125,3.01953125,3.01953125,2.0
2004-10-19T21:00:00.000000Z,3.04296875,3.04296875,3.04296875,2.0
2004-10-20T21:00:00.000000Z,3.0576171875,3.05859375,3.056640625,2.0
2004-10-21T21:00:00.000000Z,3.0458984375,3.046875,3.044921875,2.0
2004-10-23T21:00:00.000000Z,3.0458984375,3.046875,3.044921875,2.0
2004-10-24T21:00:00.000000Z,3.064453125,3.064453125,3.064453125,2.0
2004-10-25T21:00:00.000000Z,3.052734375,3.052734375,3.052734375,2.0
2004-10-26T21:00:00.000000Z,3.041015625,3.041015625,3.041015625,2.0
2004-10-27T21:00:00.000000Z,3.04296875,3.04296875,3.04296875,2.0
2004-10-28T21:00:00.000000Z,3.0556640625,3.056640625,3.0546875,2.0
2004-10-30T21:00:00.000000Z,3.0576171875,3.05859375,3.056640625,2.0
2004-10-31T22:00:00.000000Z,3.056640625,3.056640625,3.056640625,2.0
2004-11-01T22:00:00.000000Z,3.06640625,3.06640625,3.06640625,2.0
2004-11-02T22:00:00.000000Z,3.0791015625,3.080078125,3.078125,2.0
2004-11-03T22:00:00.000000Z,3.0517578125,3.052734375,3.05078125,2.0
2004-11-04T22:00:00.000000Z,3.0673828125,3.068359375,3.06640625,2.0
2004-11-06T22:00:00.000000Z,3.0693359375,3.0703125,3.068359375,2.0
2004-11-07T22:00:00.000000Z,3.0625,3.0625,3.0625,2.0
2004-11-08T22:00:00.000000Z,3.072265625,3.072265625,3.072265625,2.0
2004-11-09T22:00:00.000000Z,3.0625,3.0625,3.0625,2.0
2004-11-10T22:00:00.000000Z,3.052734375,3.052734375,3.052734375,2.0
2004-11-11T22:00:00.000000Z,3.0654296875,3.06640625,3.064453125,2.0
2004-11-13T22:00:00.000000Z,3.06640625,3.06640625,3.06640625,2.0
2004-11-14T22:00:00.000000Z,3.048828125,3.048828125,3.048828125,2.0
2004-11-15T22:00:00.000000Z,3.0576171875,3.05859375,3.056640625,2.0
2004-11-16T22:00:00.000000Z,3.0595703125,3.060546875,3.05859375,2.0
2004-11-17T22:00:00.000000Z,3.0615234375,3.0625,3.060546875,2.0
2004-11-18T22:00:00.000000Z,3.0576171875,3.05859375,3.056640625,2.0
2004-11-20T22:00:00.000000Z,3.0595703125,3.060546875,3.05859375,2.0
2004-11-21T22:00:00.000000Z,3.05859375,3.05859375,3.05859375,2.0
2004-11-22T22:00:00.000000Z,3.068359375,3.068359375,3.068359375,2.0
2004-11-23T22:00:00.000000Z,3.0869140625,3.087890625,3.0859375,2.0
2004-11-24T22:00:00.000000Z,3.0986328125,3.099609375,3.09765625,2.0
2004-11-25T22:00:00.000000Z,3.0986328125,3.099609375,3.09765625,2.0
2004-11-27T22:00:00.000000Z,3.0947265625,3.095703125,3.09375,2.0
2004-11-28T22:00:00.000000Z,3.1005859375,3.1015625,3.099609375,2.0
2004-11-29T22:00:00.000000Z,3.1298828125,3.130859375,3.12890625,2.0
2004-11-30T22:00:00.000000Z,3.15234375,3.15234375,3.15234375,2.0
2004-12-01T22:00:00.000000Z,3.1533203125,3.154296875,3.15234375,2.0
2004-12-02T22:00:00.000000Z,3.1767578125,3.177734375,3.17578125,2.0
2004-12-04T22:00:00.000000Z,3.1748046875,3.17578125,3.173828125,2.0
2004-12-05T22:00:00.000000Z,3.177734375,3.177734375,3.177734375,2.0
2004-12-06T22:00:00.000000Z,3.18359375,3.18359375,3.18359375,2.0
2004-12-07T22:00:00.000000Z,3.1806640625,3.181640625,3.1796875,2.0
2004-12-08T22:00:00.000000Z,3.1748046875,3.17578125,3.173828125,2.0
2004-12-09T22:00:00.000000Z,3.1689453125,3.169921875,3.16796875,2.0
2004-12-11T22:00:00.000000Z,3.1630859375,3.1640625,3.162109375,2.0
2004-12-12T22:00:00.000000Z,3.1708984375,3.171875,3.169921875,2.0
2004-12-13T22:00:00.000000Z,3.1845703125,3.185546875,3.18359375,2.0
2004-12-14T22:00:00.000000Z,3.185546875,3.185546875,3.185546875,2.0
2004-12-15T22:00:00.000000Z,3.18359375,3.18359375,3.18359375,2.0
2004-12-16T22:00:00.000000Z,3.1923828125,3.193359375,3.19140625,2.0
2004-12-18T22:00:00.000000Z,3.1982421875,3.19921875,3.197265625,2.0
2004-12-19T22:00:00.000000Z,3.19140625,3.19140625,3.19140625,2.0
2004-12-20T22:00:00.000000Z,3.1630859375,3.1640625,3.162109375,2.0
2004-12-21T22:00:00.000000Z,3.138671875,3.138671875,3.138671875,2.0
2004-12-22T22:00:00.000000Z,3.1513671875,3.15234375,3.150390625,2.0
2004-12-23T22:00:00.000000Z,3.15625,3.15625,3.15625,2.0
2004-12-25T22:00:00.000000Z,3.1533203125,3.154296875,3.15234375,2.0
2004-12-26T22:00:00.000000Z,3.16796875,3.16796875,3.16796875,2.0
2004-12-27T22:00:00.000000Z,3.1533203125,3.154296875,3.15234375,2.0
2004-12-28T22:00:00.000000Z,3.1435546875,3.14453125,3.142578125,2.0
2004-12-29T22:00:00.000000Z,3.1533203125,3.154296875,3.15234375,2.0
2004-12-30T22:00:00.000000Z,3.1318359375,3.1328125,3.130859375,2.0
2005-01-01T22:00:00.000000Z,3.1337890625,3.134765625,3.1328125,181.0
2005-01-02T22:00:00.000000Z,3.1220703125,3.123046875,3.12109375,28320.0
2005-01-03T22:00:00.000000Z,3.107421875,3.107421875,3.107421875,37696.0
2005-01-04T22:00:00.000000Z,3.1005859375,3.1015625,3.099609375,39680.0
2005-01-05T22:00:00.000000Z,3.0947265625,3.095703125,3.09375,36224.0
2005-01-06T22:00:00.000000Z,3.083984375,3.083984375,3.083984375,37568.0
2005-01-08T22:00:00.000000Z,3.0849609375,3.0859375,3.083984375,165.0
2005-01-09T22:00:00.000000Z,3.08203125,3.08203125,3.08203125,33024.0
2005-01-10T22:00:00.000000Z,3.078125,3.078125,3.078125,35072.0
2005-01-11T22:00:00.000000Z,3.091796875,3.091796875,3.091796875,35424.0
2005-01-12T22:00:00.000000Z,3.0693359375,3.0703125,3.068359375,38176.0
2005-01-13T22:00:00.000000Z,3.0634765625,3.064453125,3.0625,37600.0
2005-01-15T22:00:00.000000Z,3.0634765625,3.064453125,3.0625,134.0
2005-01-16T22:00:00.000000Z,3.037109375,3.037109375,3.037109375,23088.0
2005-01-17T22:00:00.000000Z,3.052734375,3.052734375,3.052734375,37600.0
2005-01-18T22:00:00.000000Z,3.056640625,3.056640625,3.056640625,43936.0
2005-01-19T22:00:00.000000Z,3.0673828125,3.068359375,3.06640625,39520.0
2005-01-20T22:00:00.000000Z,3.0673828125,3.068359375,3.06640625,35808.0
2005-01-21T22:00:00.000000Z,3.0673828125,3.068359375,3.06640625,14.0
2005-01-22T22:00:00.000000Z,3.0693359375,3.0703125,3.068359375,54.0
2005-01-23T22:00:00.000000Z,3.0703125,3.0703125,3.0703125,32416.0
2005-01-24T22:00:00.000000Z,3.05859375,3.05859375,3.05859375,35584.0
2005-01-25T22:00:00.000000Z,3.0732421875,3.07421875,3.072265625,35936.0
2005-01-26T22:00:00.000000Z,3.08203125,3.08203125,3.08203125,41728.0
2005-01-27T22:00:00.000000Z,3.0869140625,3.087890625,3.0859375,38976.0
2005-01-28T22:00:00.000000Z,3.0869140625,3.087890625,3.0859375,4.0
2005-01-29T22:00:00.000000Z,3.083984375,3.083984375,3.083984375,188.0
2005-01-30T22:00:00.000000Z,3.08203125,3.08203125,3.08203125,33856.0
2005-01-31T22:00:00.000000Z,3.0869140625,3.087890625,3.0859375,32864.0
2005-02-01T22:00:00.000000Z,3.083984375,3.083984375,3.083984375,32608.0
2005-02-02T22:00:00.000000Z,3.0830078125,3.083984375,3.08203125,37120.0
2005-02-03T22:00:00.000000Z,3.06640625,3.06640625,3.06640625,33344.0
2005-02-04T22:00:00.000000Z,3.0615234375,3.0625,3.060546875,96.0
2005-02-05T22:00:00.000000Z,3.0673828125,3.068359375,3.06640625,203.0
2005-02-06T22:00:00.000000Z,3.0498046875,3.05078125,3.048828125,34432.0
2005-02-07T22:00:00.000000Z,3.0556640625,3.056640625,3.0546875,33888.0
2005-02-08T22:00:00.000000Z,3.060546875,3.060546875,3.060546875,34112.0
2005-02-09T22:00:00.000000Z,3.0869140625,3.087890625,3.0859375,32624.0
2005-02-10T22:00:00.000000Z,3.078125,3.078125,3.078125,27936.0
2005-02-11T22:00:00.000000Z,3.078125,3.078125,3.078125,2.0
2005-02-12T22:00:00.000000Z,3.0791015625,3.080078125,3.078125,76.0
2005-02-13T22:00:00.000000Z,3.09375,3.09375,3.09375,33184.0
2005-02-14T22:00:00.000000Z,3.1064453125,3.107421875,3.10546875,35808.0
2005-02-15T22:00:00.000000Z,3.0947265625,3.095703125,3.09375,36864.0
2005-02-16T22:00:00.000000Z,3.1083984375,3.109375,3.107421875,35072.0
2005-02-17T22:00:00.000000Z,3.1044921875,3.10546875,3.103515625,28848.0
2005-02-19T22:00:00.000000Z,3.1044921875,3.10546875,3.103515625,287.0
2005-02-20T22:00:00.000000Z,3.107421875,3.107421875,3.107421875,20864.0
2005-02-21T22:00:00.000000Z,3.1083984375,3.109375,3.107421875,37216.0
2005-02-22T22:00:00.000000Z,3.107421875,3.107421875,3.107421875,36448.0
2005-02-23T22:00:00.000000Z,3.1171875,3.1171875,3.1171875,38208.0
2005-02-24T22:00:00.000000Z,3.130859375,3.130859375,3.130859375,35008.0
2005-02-25T22:00:00.000000Z,3.130859375,3.130859375,3.130859375,1.0
2005-02-26T22:00:00.000000Z,3.1298828125,3.130859375,3.12890625,35.0
2005-02-27T22:00:00.000000Z,3.115234375,3.115234375,3.115234375,32592.0
2005-02-28T22:00:00.000000Z,3.1171875,3.1171875,3.1171875,32656.0
2005-03-01T22:00:00.000000Z,3.111328125,3.111328125,3.111328125,34976.0
2005-03-02T22:00:00.000000Z,3.1064453125,3.107421875,3.10546875,31920.0
2005-03-03T22:00:00.000000Z,3.1259765625,3.126953125,3.125,30592.0
2005-03-05T22:00:00.000000Z,3.126953125,3.126953125,3.126953125,113.0
2005-03-06T22:00:00.000000Z,3.11328125,3.11328125,3.11328125,30704.0
2005-03-07T22:00:00.000000Z,3.12890625,3.12890625,3.12890625,33952.0
2005-03-08T22:00:00.000000Z,3.119140625,3.119140625,3.119140625,34176.0
2005-03-09T22:00:00.000000Z,3.11328125,3.11328125,3.11328125,36224.0
2005-03-10T22:00:00.000000Z,3.1181640625,3.119140625,3.1171875,31552.0
2005-03-11T22:00:00.000000Z,3.1181640625,3.119140625,3.1171875,1.0
2005-03-12T22:00:00.000000Z,3.1181640625,3.119140625,3.1171875,126.0
2005-03-13T22:00:00.000000Z,3.10546875,3.10546875,3.10546875,31248.0
2005-03-14T22:00:00.000000Z,3.111328125,3.111328125,3.111328125,34016.0
2005-03-15T22:00:00.000000Z,3.12109375,3.12109375,3.12109375,33120.0
2005-03-16T22:00:00.000000Z,3.1259765625,3.126953125,3.125,33888.0
2005-03-17T22:00:00.000000Z,3.123046875,3.123046875,3.123046875,30896.0
2005-03-19T22:00:00.000000Z,3.1201171875,3.12109375,3.119140625,252.0
2005-03-20T22:00:00.000000Z,3.08984375,3.08984375,3.08984375,34688.0
2005-03-21T22:00:00.000000Z,3.091796875,3.091796875,3.091796875,35680.0
2005-03-22T22:00:00.000000Z,3.072265625,3.072265625,3.072265625,38592.0
2005-03-23T22:00:00.000000Z,3.072265625,3.072265625,3.072265625,32704.0
2005-03-24T22:00:00.000000Z,3.0751953125,3.076171875,3.07421875,9672.0
2005-03-27T22:00:00.000000Z,3.08203125,3.08203125,3.08203125,13592.0
2005-03-28T22:00:00.000000Z,3.09765625,3.09765625,3.09765625,34944.0
2005-03-29T22:00:00.000000Z,3.1025390625,3.103515625,3.1015625,35968.0
2005-03-30T22:00:00.000000Z,3.12109375,3.12109375,3.12109375,37728.0
2005-03-31T22:00:00.000000Z,3.12109375,3.12109375,3.12109375,34912.0
2005-04-02T22:00:00.000000Z,3.1181640625,3.119140625,3.1171875,79.0
2005-04-03T21:00:00.000000Z,3.123046875,3.123046875,3.123046875,32672.0
2005-04-04T21:00:00.000000Z,3.125,3.125,3.125,32624.0
2005-04-05T21:00:00.000000Z,3.12109375,3.12109375,3.12109375,34432.0
2005-04-06T21:00:00.000000Z,3.103515625,3.103515625,3.103515625,36736.0
2005-04-07T21:00:00.000000Z,3.1162109375,3.1171875,3.115234375,33440.0
2005-04-08T21:00:00.000000Z,3.1162109375,3.1171875,3.115234375,2.0
2005-04-09T21:00:00.000000Z,3.1181640625,3.119140625,3.1171875,182.0
2005-04-10T21:00:00.000000Z,3.12109375,3.12109375,3.12109375,31232.0
2005-04-11T21:00:00.000000Z,3.115234375,3.115234375,3.115234375,35360.0
2005-04-12T21:00:00.000000Z,3.11328125,3.11328125,3.11328125,34240.0
2005-04-13T21:00:00.000000Z,3.11328125,3.11328125,3.11328125,34240.0
2005-04-14T21:00:00.000000Z,3.1337890625,3.134765625,3.1328125,33984.0
2005-04-16T21:00:00.000000Z,3.134765625,3.134765625,3.134765625,232.0
2005-04-17T21:00:00.000000Z,3.146484375,3.146484375,3.146484375,35328.0
2005-04-18T21:00:00.000000Z,3.1611328125,3.162109375,3.16015625,37568.0
2005-04-19T21:00:00.000000Z,3.1591796875,3.16015625,3.158203125,36576.0
2005-04-20T21:00:00.000000Z,3.146484375,3.146484375,3.146484375,37664.0
2005-04-21T21:00:00.000000Z,3.1533203125,3.154296875,3.15234375,35552.0
2005-04-22T21:00:00.000000Z,3.1533203125,3.154296875,3.15234375,2.0
2005-04-23T21:00:00.000000Z,3.1474609375,3.1484375,3.146484375,247.0
2005-04-24T21:00:00.000000Z,3.146484375,3.146484375,3.146484375,35136.0
2005-04-25T21:00:00.000000Z,3.1396484375,3.140625,3.138671875,35296.0
2005-04-26T21:00:00.000000Z,3.1376953125,3.138671875,3.13671875,35968.0
2005-04-27T21:00:00.000000Z,3.1376953125,3.138671875,3.13671875,36928.0
2005-04-28T21:00:00.000000Z,3.1259765625,3.126953125,3.125,40160.0
2005-04-30T21:00:00.000000Z,3.123046875,3.123046875,3.123046875,145.0
2005-05-01T21:00:00.000000Z,3.1015625,3.1015625,3.1015625,14280.0
2005-05-02T21:00:00.000000Z,3.103515625,3.103515625,3.103515625,35328.0
2005-05-03T21:00:00.000000Z,3.109375,3.109375,3.109375,36608.0
2005-05-04T21:00:00.000000Z,3.119140625,3.119140625,3.119140625,35616.0
2005-05-05T21:00:00.000000Z,3.1005859375,3.1015625,3.099609375,33408.0
2005-05-07T21:00:00.000000Z,3.1025390625,3.103515625,3.1015625,166.0
2005-05-08T21:00:00.000000Z,3.09765625,3.09765625,3.09765625,33824.0
2005-05-09T21:00:00.000000Z,3.09765625,3.09765625,3.09765625,34752.0
2005-05-10T21:00:00.000000Z,3.080078125,3.080078125,3.080078125,35840.0
2005-05-11T21:00:00.000000Z,3.0859375,3.0859375,3.0859375,34112.0
2005-05-12T21:00:00.000000Z,3.068359375,3.068359375,3.068359375,32304.0
2005-05-13T21:00:00.000000Z,3.068359375,3.068359375,3.068359375,2.0
2005-05-14T21:00:00.000000Z,3.0693359375,3.0703125,3.068359375,1044.0
2005-05-15T21:00:00.000000Z,3.041015625,3.041015625,3.041015625,36448.0
2005-05-16T21:00:00.000000Z,3.0380859375,3.0390625,3.037109375,38016.0
2005-05-17T21:00:00.000000Z,3.03515625,3.03515625,3.03515625,36736.0
2005-05-18T21:00:00.000000Z,3.0419921875,3.04296875,3.041015625,32400.0
2005-05-19T21:00:00.000000Z,3.0380859375,3.0390625,3.037109375,31408.0
2005-05-20T21:00:00.000000Z,3.0380859375,3.0390625,3.037109375,1.0
2005-05-21T21:00:00.000000Z,3.0341796875,3.03515625,3.033203125,694.0
2005-05-22T21:00:00.000000Z,3.0361328125,3.037109375,3.03515625,33312.0
2005-05-23T21:00:00.000000Z,3.025390625,3.025390625,3.025390625,39712.0
2005-05-24T21:00:00.000000Z,3.033203125,3.033203125,3.033203125,36640.0
2005-05-25T21:00:00.000000Z,3.0224609375,3.0234375,3.021484375,36448.0
2005-05-26T21:00:00.000000Z,3.0283203125,3.029296875,3.02734375,32528.0
2005-05-27T21:00:00.000000Z,3.0283203125,3.029296875,3.02734375,6.0
2005-05-28T21:00:00.000000Z,3.0263671875,3.02734375,3.025390625,1247.0
2005-05-29T21:00:00.000000Z,3.029296875,3.029296875,3.029296875,20848.0
2005-05-30T21:00:00.000000Z,3.0283203125,3.029296875,3.02734375,39968.0
2005-05-31T21:00:00.000000Z,3.037109375,3.037109375,3.037109375,35616.0
2005-06-01T21:00:00.000000Z,3.037109375,3.037109375,3.037109375,40512.0
2005-06-02T21:00:00.000000Z,3.0302734375,3.03125,3.029296875,28576.0
2005-06-03T21:00:00.000000Z,3.0302734375,3.03125,3.029296875,2.0
2005-06-04T21:00:00.000000Z,3.025390625,3.025390625,3.025390625,955.0
2005-06-05T21:00:00.000000Z,3.0341796875,3.03515625,3.033203125,34080.0
2005-06-06T21:00:00.000000Z,3.046875,3.046875,3.046875,36608.0
2005-06-07T21:00:00.000000Z,3.0322265625,3.033203125,3.03125,39424.0
2005-06-08T21:00:00.000000Z,3.03125,3.03125,3.03125,37376.0
2005-06-09T21:00:00.000000Z,3.0302734375,3.03125,3.029296875,38048.0
2005-06-10T21:00:00.000000Z,3.0302734375,3.03125,3.029296875,4.0
2005-06-11T21:00:00.000000Z,3.0302734375,3.03125,3.029296875,1003.0
2005-06-12T21:00:00.000000Z,3.0341796875,3.03515625,3.033203125,38176.0
2005-06-13T21:00:00.000000Z,3.03125,3.03125,3.03125,40416.0
2005-06-14T21:00:00.000000Z,3.0458984375,3.046875,3.044921875,39552.0
2005-06-15T21:00:00.000000Z,3.052734375,3.052734375,3.052734375,39872.0
2005-06-16T21:00:00.000000Z,3.0556640625,3.056640625,3.0546875,38720.0
2005-06-17T21:00:00.000000Z,3.0556640625,3.056640625,3.0546875,4.0
2005-06-18T21:00:00.000000Z,3.046875,3.046875,3.046875,1057.0
2005-06-19T21:00:00.000000Z,3.0546875,3.0546875,3.0546875,36512.0
