time,closeAsk,closeBid,volume,BNP.EURNZD - EUR/NZD_x
2015-08-14T09:44:00.000000Z,1.7021484375,1.701171875,225.0,1.701171875
2015-08-14T09:45:00.000000Z,1.701171875,1.701171875,212.0,1.701171875
2015-08-14T09:46:00.000000Z,1.7021484375,1.701171875,215.0,1.701171875
2015-08-14T09:47:00.000000Z,1.701171875,1.701171875,136.0,1.701171875
2015-08-14T09:48:00.000000Z,1.701171875,1.701171875,132.0,1.701171875
2015-08-14T09:49:00.000000Z,1.7021484375,1.701171875,169.0,1.701171875
2015-08-14T09:50:00.000000Z,1.7021484375,1.701171875,175.0,1.701171875
2015-08-14T09:51:00.000000Z,1.7021484375,1.701171875,94.0,1.701171875
2015-08-14T09:52:00.000000Z,1.7021484375,1.701171875,192.0,1.701171875
2015-08-14T09:53:00.000000Z,1.7021484375,1.7021484375,197.0,1.7021484375
2015-08-14T09:54:00.000000Z,1.703125,1.7021484375,189.0,1.703125
2015-08-14T09:55:00.000000Z,1.703125,1.7021484375,178.0,1.703125
2015-08-14T09:56:00.000000Z,1.703125,1.7021484375,123.0,1.703125
2015-08-14T09:57:00.000000Z,1.7021484375,1.7021484375,205.0,1.7021484375
2015-08-14T09:58:00.000000Z,1.7021484375,1.701171875,153.0,1.701171875
2015-08-14T09:59:00.000000Z,1.701171875,1.7001953125,147.0,1.701171875
2015-08-14T10:00:00.000000Z,1.701171875,1.701171875,110.0,1.701171875
2015-08-14T10:01:00.000000Z,1.701171875,1.701171875,123.0,1.701171875
2015-08-14T10:02:00.000000Z,1.701171875,1.701171875,133.0,1.701171875
2015-08-14T10:03:00.000000Z,1.701171875,1.701171875,114.0,1.701171875
2015-08-14T10:04:00.000000Z,1.7021484375,1.701171875,99.0,1.701171875
2015-08-14T10:05:00.000000Z,1.7021484375,1.7021484375,98.0,1.7021484375
2015-08-14T10:06:00.000000Z,1.7021484375,1.7021484375,98.0,1.7021484375
2015-08-14T10:07:00.000000Z,1.703125,1.7021484375,172.0,1.703125
2015-08-14T10:08:00.000000Z,1.703125,1.7021484375,68.0,1.703125
2015-08-14T10:09:00.000000Z,1.703125,1.7021484375,170.0,1.703125
2015-08-14T10:10:00.000000Z,1.703125,1.7021484375,74.0,1.703125
2015-08-14T10:11:00.000000Z,1.703125,1.7021484375,61.0,1.703125
2015-08-14T10:12:00.000000Z,1.703125,1.7021484375,53.0,1.703125
2015-08-14T10:13:00.000000Z,1.703125,1.703125,133.0,1.703125
2015-08-14T10:14:00.000000Z,1.7041015625,1.703125,72.0,1.703125
2015-08-14T10:15:00.000000Z,1.703125,1.7021484375,191.0,1.703125
2015-08-14T10:16:00.000000Z,1.703125,1.703125,199.0,1.703125
2015-08-14T10:17:00.000000Z,1.7041015625,1.7041015625,180.0,1.7041015625
2015-08-14T10:18:00.000000Z,1.7041015625,1.703125,122.0,1.703125
2015-08-14T10:19:00.000000Z,1.7041015625,1.703125,58.0,1.703125
2015-08-14T10:20:00.000000Z,1.7041015625,1.703125,130.0,1.703125
2015-08-14T10:21:00.000000Z,1.7041015625,1.7041015625,169.0,1.7041015625
2015-08-14T10:22:00.000000Z,1.7041015625,1.703125,117.0,1.703125
2015-08-14T10:23:00.000000Z,1.7021484375,1.7021484375,137.0,1.7021484375
2015-08-14T10:24:00.000000Z,1.703125,1.7021484375,133.0,1.703125
2015-08-14T10:25:00.000000Z,1.703125,1.7021484375,91.0,1.703125
2015-08-14T10:26:00.000000Z,1.703125,1.7021484375,85.0,1.703125
2015-08-14T10:27:00.000000Z,1.703125,1.703125,150.0,1.703125
2015-08-14T10:28:00.000000Z,1.703125,1.703125,165.0,1.703125
2015-08-14T10:29:00.000000Z,1.703125,1.703125,97.0,1.703125
2015-08-14T10:30:00.000000Z,1.7041015625,1.703125,226.0,1.703125
2015-08-14T10:31:00.000000Z,1.7041015625,1.703125,170.0,1.703125
2015-08-14T10:32:00.000000Z,1.703125,1.703125,168.0,1.703125
2015-08-14T10:33:00.000000Z,1.703125,1.703125,84.0,1.703125
2015-08-14T10:34:00.000000Z,1.7041015625,1.703125,129.0,1.703125
2015-08-14T10:35:00.000000Z,1.7041015625,1.7041015625,138.0,1.7041015625
2015-08-14T10:36:00.000000Z,1.7041015625,1.7041015625,59.0,1.7041015625
2015-08-14T10:37:00.000000Z,1.7041015625,1.7041015625,211.0,1.7041015625
2015-08-14T10:38:00.000000Z,1.7041015625,1.7041015625,242.0,1.7041015625
2015-08-14T10:39:00.000000Z,1.7041015625,1.7041015625,104.0,1.7041015625
2015-08-14T10:40:00.000000Z,1.7041015625,1.7041015625,119.0,1.7041015625
2015-08-14T10:41:00.000000Z,1.7041015625,1.703125,170.0,1.703125
2015-08-14T10:42:00.000000Z,1.7041015625,1.703125,94.0,1.703125
2015-08-14T10:43:00.000000Z,1.7041015625,1.703125,141.0,1.703125
2015-08-14T10:44:00.000000Z,1.703125,1.703125,133.0,1.703125
2015-08-14T10:45:00.000000Z,1.703125,1.703125,20.0,1.703125
2015-08-14T10:46:00.000000Z,1.7041015625,1.703125,113.0,1.703125
2015-08-14T10:47:00.000000Z,1.703125,1.703125,179.0,1.703125
2015-08-14T10:48:00.000000Z,1.7041015625,1.703125,72.0,1.703125
2015-08-14T10:49:00.000000Z,1.7041015625,1.703125,112.0,1.703125
2015-08-14T10:50:00.000000Z,1.7041015625,1.703125,119.0,1.703125
2015-08-14T10:51:00.000000Z,1.7041015625,1.703125,194.0,1.703125
2015-08-14T10:52:00.000000Z,1.7041015625,1.703125,129.0,1.703125
2015-08-14T10:53:00.000000Z,1.7041015625,1.703125,157.0,1.703125
2015-08-14T10:54:00.000000Z,1.7041015625,1.7041015625,143.0,1.7041015625
2015-08-14T10:55:00.000000Z,1.7041015625,1.703125,78.0,1.703125
2015-08-14T10:56:00.000000Z,1.705078125,1.7041015625,223.0,1.705078125
2015-08-14T10:57:00.000000Z,1.7041015625,1.7041015625,86.0,1.7041015625
2015-08-14T10:58:00.000000Z,1.7041015625,1.703125,131.0,1.703125
2015-08-14T10:59:00.000000Z,1.7041015625,1.7041015625,217.0,1.7041015625
2015-08-14T11:00:00.000000Z,1.7041015625,1.7041015625,214.0,1.7041015625
2015-08-14T11:01:00.000000Z,1.7041015625,1.7041015625,119.0,1.7041015625
2015-08-14T11:02:00.000000Z,1.705078125,1.7041015625,171.0,1.705078125
2015-08-14T11:03:00.000000Z,1.705078125,1.7041015625,160.0,1.705078125
2015-08-14T11:04:00.000000Z,1.705078125,1.705078125,139.0,1.705078125
2015-08-14T11:05:00.000000Z,1.705078125,1.705078125,131.0,1.705078125
2015-08-14T11:06:00.000000Z,1.7060546875,1.705078125,138.0,1.705078125
2015-08-14T11:07:00.000000Z,1.705078125,1.705078125,238.0,1.705078125
2015-08-14T11:08:00.000000Z,1.7060546875,1.705078125,176.0,1.705078125
2015-08-14T11:09:00.000000Z,1.7060546875,1.705078125,146.0,1.705078125
2015-08-14T11:10:00.000000Z,1.7060546875,1.705078125,202.0,1.705078125
2015-08-14T11:11:00.000000Z,1.7060546875,1.705078125,296.0,1.705078125
2015-08-14T11:12:00.000000Z,1.705078125,1.705078125,157.0,1.705078125
2015-08-14T11:13:00.000000Z,1.705078125,1.7041015625,165.0,1.705078125
2015-08-14T11:14:00.000000Z,1.705078125,1.7041015625,131.0,1.705078125
2015-08-14T11:15:00.000000Z,1.705078125,1.705078125,114.0,1.705078125
2015-08-14T11:16:00.000000Z,1.705078125,1.7041015625,149.0,1.705078125
2015-08-14T11:17:00.000000Z,1.705078125,1.705078125,127.0,1.705078125
2015-08-14T11:18:00.000000Z,1.705078125,1.705078125,150.0,1.705078125
2015-08-14T11:19:00.000000Z,1.7060546875,1.705078125,160.0,1.705078125
2015-08-14T11:20:00.000000Z,1.705078125,1.705078125,112.0,1.705078125
2015-08-14T11:21:00.000000Z,1.705078125,1.7041015625,147.0,1.705078125
2015-08-14T11:22:00.000000Z,1.705078125,1.705078125,199.0,1.705078125
2015-08-14T11:23:00.000000Z,1.7041015625,1.7041015625,132.0,1.7041015625
2015-08-14T11:24:00.000000Z,1.705078125,1.7041015625,123.0,1.705078125
2015-08-14T11:25:00.000000Z,1.7041015625,1.7041015625,121.0,1.7041015625
2015-08-14T11:26:00.000000Z,1.7041015625,1.7041015625,129.0,1.7041015625
2015-08-14T11:27:00.000000Z,1.7041015625,1.7041015625,123.0,1.7041015625
2015-08-14T11:28:00.000000Z,1.7041015625,1.7041015625,124.0,1.7041015625
2015-08-14T11:29:00.000000Z,1.7041015625,1.7041015625,130.0,1.7041015625
2015-08-14T11:30:00.000000Z,1.7041015625,1.703125,54.0,1.703125
2015-08-14T11:31:00.000000Z,1.7041015625,1.703125,100.0,1.703125
2015-08-14T11:32:00.000000Z,1.7041015625,1.703125,118.0,1.703125
2015-08-14T11:33:00.000000Z,1.7041015625,1.703125,153.0,1.703125
2015-08-14T11:34:00.000000Z,1.7041015625,1.703125,166.0,1.703125
2015-08-14T11:35:00.000000Z,1.7041015625,1.703125,86.0,1.703125
2015-08-14T11:36:00.000000Z,1.7041015625,1.703125,77.0,1.703125
2015-08-14T11:37:00.000000Z,1.7041015625,1.703125,129.0,1.703125
2015-08-14T11:38:00.000000Z,1.7041015625,1.703125,99.0,1.703125
2015-08-14T11:39:00.000000Z,1.7041015625,1.703125,143.0,1.703125
2015-08-14T11:40:00.000000Z,1.703125,1.703125,156.0,1.703125
2015-08-14T11:41:00.000000Z,1.703125,1.703125,156.0,1.703125
2015-08-14T11:42:00.000000Z,1.703125,1.703125,114.0,1.703125
2015-08-14T11:43:00.000000Z,1.703125,1.703125,82.0,1.703125
2015-08-14T11:44:00.000000Z,1.703125,1.703125,143.0,1.703125
2015-08-14T11:45:00.000000Z,1.703125,1.7021484375,177.0,1.703125
2015-08-14T11:46:00.000000Z,1.7021484375,1.7021484375,192.0,1.7021484375
2015-08-14T11:47:00.000000Z,1.7021484375,1.7021484375,124.0,1.7021484375
2015-08-14T11:48:00.000000Z,1.703125,1.7021484375,138.0,1.703125
2015-08-14T11:49:00.000000Z,1.7021484375,1.7021484375,172.0,1.7021484375
2015-08-14T11:50:00.000000Z,1.7021484375,1.7021484375,150.0,1.7021484375
2015-08-14T11:51:00.000000Z,1.7021484375,1.7021484375,73.0,1.7021484375
2015-08-14T11:52:00.000000Z,1.7021484375,1.7021484375,87.0,1.7021484375
2015-08-14T11:53:00.000000Z,1.7021484375,1.7021484375,118.0,1.7021484375
2015-08-14T11:54:00.000000Z,1.7021484375,1.7021484375,72.0,1.7021484375
2015-08-14T11:55:00.000000Z,1.7021484375,1.701171875,134.0,1.701171875
2015-08-14T11:56:00.000000Z,1.7021484375,1.701171875,85.0,1.701171875
2015-08-14T11:57:00.000000Z,1.7021484375,1.7021484375,105.0,1.7021484375
2015-08-14T11:58:00.000000Z,1.7021484375,1.7021484375,122.0,1.7021484375
2015-08-14T11:59:00.000000Z,1.703125,1.7021484375,123.0,1.703125
2015-08-14T12:00:00.000000Z,1.703125,1.7021484375,195.0,1.703125
2015-08-14T12:01:00.000000Z,1.703125,1.7021484375,113.0,1.703125
2015-08-14T12:02:00.000000Z,1.703125,1.7021484375,118.0,1.703125
2015-08-14T12:03:00.000000Z,1.703125,1.703125,66.0,1.703125
2015-08-14T12:04:00.000000Z,1.703125,1.703125,114.0,1.703125
2015-08-14T12:05:00.000000Z,1.7041015625,1.703125,77.0,1.703125
2015-08-14T12:06:00.000000Z,1.7041015625,1.703125,164.0,1.703125
2015-08-14T12:07:00.000000Z,1.703125,1.703125,109.0,1.703125
2015-08-14T12:08:00.000000Z,1.703125,1.703125,100.0,1.703125
2015-08-14T12:09:00.000000Z,1.703125,1.703125,149.0,1.703125
2015-08-14T12:10:00.000000Z,1.703125,1.703125,109.0,1.703125
2015-08-14T12:11:00.000000Z,1.703125,1.703125,119.0,1.703125
2015-08-14T12:12:00.000000Z,1.703125,1.703125,130.0,1.703125
2015-08-14T12:13:00.000000Z,1.7041015625,1.703125,135.0,1.703125
2015-08-14T12:14:00.000000Z,1.7041015625,1.703125,217.0,1.703125
2015-08-14T12:15:00.000000Z,1.7041015625,1.703125,146.0,1.703125
2015-08-14T12:16:00.000000Z,1.7041015625,1.703125,140.0,1.703125
2015-08-14T12:17:00.000000Z,1.703125,1.7021484375,99.0,1.703125
2015-08-14T12:18:00.000000Z,1.703125,1.7021484375,132.0,1.703125
2015-08-14T12:19:00.000000Z,1.7021484375,1.7021484375,120.0,1.7021484375
2015-08-14T12:20:00.000000Z,1.7021484375,1.7021484375,90.0,1.7021484375
2015-08-14T12:21:00.000000Z,1.7021484375,1.7021484375,86.0,1.7021484375
2015-08-14T12:22:00.000000Z,1.7021484375,1.7021484375,97.0,1.7021484375
2015-08-14T12:23:00.000000Z,1.7021484375,1.7021484375,42.0,1.7021484375
2015-08-14T12:24:00.000000Z,1.7021484375,1.7021484375,169.0,1.7021484375
2015-08-14T12:25:00.000000Z,1.7021484375,1.7021484375,154.0,1.7021484375
2015-08-14T12:26:00.000000Z,1.703125,1.7021484375,135.0,1.703125
2015-08-14T12:27:00.000000Z,1.7021484375,1.7021484375,124.0,1.7021484375
2015-08-14T12:28:00.000000Z,1.7021484375,1.7021484375,119.0,1.7021484375
2015-08-14T12:29:00.000000Z,1.703125,1.701171875,211.0,1.7021484375
2015-08-14T12:30:00.000000Z,1.703125,1.7021484375,443.0,1.703125
2015-08-14T12:31:00.000000Z,1.703125,1.7021484375,267.0,1.703125
2015-08-14T12:32:00.000000Z,1.7021484375,1.7021484375,306.0,1.7021484375
2015-08-14T12:33:00.000000Z,1.7021484375,1.7021484375,220.0,1.7021484375
2015-08-14T12:34:00.000000Z,1.7021484375,1.701171875,230.0,1.701171875
2015-08-14T12:35:00.000000Z,1.7021484375,1.701171875,245.0,1.701171875
2015-08-14T12:36:00.000000Z,1.7021484375,1.7021484375,208.0,1.7021484375
2015-08-14T12:37:00.000000Z,1.7021484375,1.7021484375,207.0,1.7021484375
2015-08-14T12:38:00.000000Z,1.7021484375,1.7021484375,232.0,1.7021484375
2015-08-14T12:39:00.000000Z,1.703125,1.703125,258.0,1.703125
2015-08-14T12:40:00.000000Z,1.7041015625,1.703125,221.0,1.703125
2015-08-14T12:41:00.000000Z,1.703125,1.703125,149.0,1.703125
2015-08-14T12:42:00.000000Z,1.7041015625,1.703125,231.0,1.703125
2015-08-14T12:43:00.000000Z,1.7041015625,1.703125,182.0,1.703125
2015-08-14T12:44:00.000000Z,1.7041015625,1.7041015625,206.0,1.7041015625
2015-08-14T12:45:00.000000Z,1.7041015625,1.7041015625,163.0,1.7041015625
2015-08-14T12:46:00.000000Z,1.7041015625,1.703125,139.0,1.703125
2015-08-14T12:47:00.000000Z,1.703125,1.703125,153.0,1.703125
2015-08-14T12:48:00.000000Z,1.703125,1.703125,159.0,1.703125
2015-08-14T12:49:00.000000Z,1.703125,1.703125,114.0,1.703125
2015-08-14T12:50:00.000000Z,1.703125,1.703125,128.0,1.703125
2015-08-14T12:51:00.000000Z,1.703125,1.7021484375,182.0,1.703125
2015-08-14T12:52:00.000000Z,1.703125,1.703125,182.0,1.703125
2015-08-14T12:53:00.000000Z,1.703125,1.703125,131.0,1.703125
2015-08-14T12:54:00.000000Z,1.7041015625,1.703125,143.0,1.703125
2015-08-14T12:55:00.000000Z,1.7041015625,1.703125,188.0,1.703125
2015-08-14T12:56:00.000000Z,1.7041015625,1.7041015625,184.0,1.7041015625
2015-08-14T12:57:00.000000Z,1.7041015625,1.7041015625,111.0,1.7041015625
2015-08-14T12:58:00.000000Z,1.7041015625,1.7041015625,152.0,1.7041015625
2015-08-14T12:59:00.000000Z,1.705078125,1.7041015625,125.0,1.705078125
2015-08-14T13:00:00.000000Z,1.7041015625,1.7041015625,131.0,1.7041015625
2015-08-14T13:01:00.000000Z,1.7041015625,1.703125,160.0,1.703125
2015-08-14T13:02:00.000000Z,1.7041015625,1.703125,133.0,1.703125
2015-08-14T13:03:00.000000Z,1.7041015625,1.703125,151.0,1.703125
2015-08-14T13:04:00.000000Z,1.7041015625,1.703125,146.0,1.703125
2015-08-14T13:05:00.000000Z,1.703125,1.703125,125.0,1.703125
2015-08-14T13:06:00.000000Z,1.703125,1.703125,131.0,1.703125
2015-08-14T13:07:00.000000Z,1.703125,1.703125,153.0,1.703125
2015-08-14T13:08:00.000000Z,1.703125,1.703125,116.0,1.703125
2015-08-14T13:09:00.000000Z,1.703125,1.703125,109.0,1.703125
2015-08-14T13:10:00.000000Z,1.703125,1.703125,94.0,1.703125
2015-08-14T13:11:00.000000Z,1.703125,1.703125,125.0,1.703125
2015-08-14T13:12:00.000000Z,1.703125,1.7021484375,130.0,1.703125
2015-08-14T13:13:00.000000Z,1.7021484375,1.701171875,205.0,1.701171875
2015-08-14T13:14:00.000000Z,1.703125,1.7001953125,287.0,1.701171875
2015-08-14T13:15:00.000000Z,1.7021484375,1.701171875,480.0,1.701171875
2015-08-14T13:16:00.000000Z,1.7021484375,1.701171875,302.0,1.701171875
2015-08-14T13:17:00.000000Z,1.701171875,1.701171875,178.0,1.701171875
2015-08-14T13:18:00.000000Z,1.7021484375,1.701171875,218.0,1.701171875
2015-08-14T13:19:00.000000Z,1.7021484375,1.701171875,220.0,1.701171875
2015-08-14T13:20:00.000000Z,1.701171875,1.701171875,196.0,1.701171875
2015-08-14T13:21:00.000000Z,1.7001953125,1.7001953125,204.0,1.7001953125
2015-08-14T13:22:00.000000Z,1.7001953125,1.69921875,397.0,1.69921875
2015-08-14T13:23:00.000000Z,1.701171875,1.7001953125,256.0,1.701171875
2015-08-14T13:24:00.000000Z,1.701171875,1.7001953125,214.0,1.701171875
2015-08-14T13:25:00.000000Z,1.7001953125,1.7001953125,213.0,1.7001953125
2015-08-14T13:26:00.000000Z,1.701171875,1.7001953125,185.0,1.701171875
2015-08-14T13:27:00.000000Z,1.701171875,1.7001953125,206.0,1.701171875
2015-08-14T13:28:00.000000Z,1.7001953125,1.7001953125,139.0,1.7001953125
2015-08-14T13:29:00.000000Z,1.7001953125,1.69921875,172.0,1.69921875
2015-08-14T13:30:00.000000Z,1.69921875,1.6982421875,258.0,1.69921875
2015-08-14T13:31:00.000000Z,1.69921875,1.6982421875,230.0,1.69921875
2015-08-14T13:32:00.000000Z,1.69921875,1.69921875,217.0,1.69921875
2015-08-14T13:33:00.000000Z,1.69921875,1.6982421875,206.0,1.69921875
2015-08-14T13:34:00.000000Z,1.6982421875,1.6982421875,203.0,1.6982421875
2015-08-14T13:35:00.000000Z,1.6982421875,1.6982421875,268.0,1.6982421875
2015-08-14T13:36:00.000000Z,1.6982421875,1.697265625,287.0,1.697265625
2015-08-14T13:37:00.000000Z,1.6982421875,1.697265625,273.0,1.697265625
2015-08-14T13:38:00.000000Z,1.6982421875,1.6982421875,261.0,1.6982421875
2015-08-14T13:39:00.000000Z,1.6982421875,1.6982421875,256.0,1.6982421875
2015-08-14T13:40:00.000000Z,1.69921875,1.6982421875,231.0,1.69921875
2015-08-14T13:41:00.000000Z,1.69921875,1.6982421875,203.0,1.69921875
2015-08-14T13:42:00.000000Z,1.69921875,1.6982421875,241.0,1.69921875
2015-08-14T13:43:00.000000Z,1.69921875,1.6982421875,248.0,1.69921875
2015-08-14T13:44:00.000000Z,1.69921875,1.6982421875,183.0,1.69921875
2015-08-14T13:45:00.000000Z,1.69921875,1.6982421875,150.0,1.69921875
2015-08-14T13:46:00.000000Z,1.69921875,1.6982421875,114.0,1.69921875
2015-08-14T13:47:00.000000Z,1.6982421875,1.6982421875,143.0,1.6982421875
2015-08-14T13:48:00.000000Z,1.6982421875,1.697265625,156.0,1.697265625
2015-08-14T13:49:00.000000Z,1.697265625,1.697265625,193.0,1.697265625
2015-08-14T13:50:00.000000Z,1.697265625,1.697265625,172.0,1.697265625
2015-08-14T13:51:00.000000Z,1.697265625,1.6962890625,161.0,1.697265625
2015-08-14T13:52:00.000000Z,1.697265625,1.6962890625,153.0,1.697265625
2015-08-14T13:53:00.000000Z,1.697265625,1.697265625,225.0,1.697265625
2015-08-14T13:54:00.000000Z,1.6982421875,1.697265625,188.0,1.697265625
2015-08-14T13:55:00.000000Z,1.6982421875,1.697265625,126.0,1.697265625
2015-08-14T13:56:00.000000Z,1.6982421875,1.6982421875,90.0,1.6982421875
2015-08-14T13:57:00.000000Z,1.69921875,1.6982421875,147.0,1.69921875
2015-08-14T13:58:00.000000Z,1.6982421875,1.697265625,197.0,1.697265625
2015-08-14T13:59:00.000000Z,1.7001953125,1.697265625,325.0,1.69921875
2015-08-14T14:00:00.000000Z,1.6982421875,1.697265625,358.0,1.697265625
2015-08-14T14:01:00.000000Z,1.6982421875,1.6982421875,304.0,1.6982421875
2015-08-14T14:02:00.000000Z,1.6982421875,1.6982421875,262.0,1.6982421875
2015-08-14T14:03:00.000000Z,1.69921875,1.6982421875,265.0,1.69921875
2015-08-14T14:04:00.000000Z,1.6982421875,1.6982421875,342.0,1.6982421875
2015-08-14T14:05:00.000000Z,1.6982421875,1.6982421875,267.0,1.6982421875
2015-08-14T14:06:00.000000Z,1.6982421875,1.6982421875,297.0,1.6982421875
2015-08-14T14:07:00.000000Z,1.6982421875,1.6982421875,246.0,1.6982421875
2015-08-14T14:08:00.000000Z,1.6982421875,1.6982421875,204.0,1.6982421875
2015-08-14T14:09:00.000000Z,1.69921875,1.6982421875,215.0,1.69921875
2015-08-14T14:10:00.000000Z,1.6982421875,1.697265625,148.0,1.697265625
2015-08-14T14:11:00.000000Z,1.6982421875,1.697265625,200.0,1.697265625
2015-08-14T14:12:00.000000Z,1.697265625,1.697265625,199.0,1.697265625
2015-08-14T14:13:00.000000Z,1.6982421875,1.697265625,215.0,1.697265625
2015-08-14T14:14:00.000000Z,1.6982421875,1.6982421875,274.0,1.6982421875
2015-08-14T14:15:00.000000Z,1.6982421875,1.697265625,232.0,1.697265625
2015-08-14T14:16:00.000000Z,1.6982421875,1.697265625,141.0,1.697265625
2015-08-14T14:17:00.000000Z,1.6982421875,1.697265625,129.0,1.697265625
2015-08-14T14:18:00.000000Z,1.6982421875,1.697265625,210.0,1.697265625
2015-08-14T14:19:00.000000Z,1.6982421875,1.6982421875,117.0,1.6982421875
2015-08-14T14:20:00.000000Z,1.6982421875,1.6982421875,195.0,1.6982421875
2015-08-14T14:21:00.000000Z,1.6982421875,1.6982421875,125.0,1.6982421875
2015-08-14T14:22:00.000000Z,1.6982421875,1.6982421875,129.0,1.6982421875
2015-08-14T14:23:00.000000Z,1.6982421875,1.697265625,191.0,1.697265625
2015-08-14T14:24:00.000000Z,1.6982421875,1.697265625,102.0,1.697265625
2015-08-14T14:25:00.000000Z,1.6982421875,1.697265625,162.0,1.697265625
2015-08-14T14:26:00.000000Z,1.697265625,1.697265625,217.0,1.697265625
2015-08-14T14:27:00.000000Z,1.697265625,1.6962890625,219.0,1.697265625
2015-08-14T14:28:00.000000Z,1.697265625,1.6962890625,154.0,1.697265625
2015-08-14T14:29:00.000000Z,1.697265625,1.697265625,247.0,1.697265625
2015-08-14T14:30:00.000000Z,1.697265625,1.6962890625,154.0,1.697265625
2015-08-14T14:31:00.000000Z,1.697265625,1.6962890625,149.0,1.697265625
2015-08-14T14:32:00.000000Z,1.697265625,1.6962890625,158.0,1.697265625
2015-08-14T14:33:00.000000Z,1.697265625,1.6962890625,117.0,1.697265625
2015-08-14T14:34:00.000000Z,1.697265625,1.697265625,207.0,1.697265625
2015-08-14T14:35:00.000000Z,1.697265625,1.697265625,165.0,1.697265625
2015-08-14T14:36:00.000000Z,1.6982421875,1.697265625,218.0,1.697265625
2015-08-14T14:37:00.000000Z,1.6982421875,1.697265625,115.0,1.697265625
2015-08-14T14:38:00.000000Z,1.6982421875,1.697265625,95.0,1.697265625
2015-08-14T14:39:00.000000Z,1.697265625,1.6962890625,153.0,1.697265625
2015-08-14T14:40:00.000000Z,1.697265625,1.697265625,159.0,1.697265625
2015-08-14T14:41:00.000000Z,1.6982421875,1.6982421875,160.0,1.6982421875
2015-08-14T14:42:00.000000Z,1.6982421875,1.697265625,163.0,1.697265625
2015-08-14T14:43:00.000000Z,1.697265625,1.697265625,127.0,1.697265625
2015-08-14T14:44:00.000000Z,1.697265625,1.697265625,173.0,1.697265625
2015-08-14T14:45:00.000000Z,1.697265625,1.697265625,118.0,1.697265625
2015-08-14T14:46:00.000000Z,1.6982421875,1.697265625,163.0,1.697265625
2015-08-14T14:47:00.000000Z,1.697265625,1.697265625,173.0,1.697265625
2015-08-14T14:48:00.000000Z,1.6982421875,1.697265625,103.0,1.697265625
2015-08-14T14:49:00.000000Z,1.697265625,1.697265625,234.0,1.697265625
2015-08-14T14:50:00.000000Z,1.697265625,1.6962890625,278.0,1.697265625
2015-08-14T14:51:00.000000Z,1.6962890625,1.6962890625,189.0,1.6962890625
2015-08-14T14:52:00.000000Z,1.697265625,1.6962890625,354.0,1.697265625
2015-08-14T14:53:00.000000Z,1.697265625,1.6962890625,246.0,1.697265625
2015-08-14T14:54:00.000000Z,1.6982421875,1.697265625,299.0,1.697265625
2015-08-14T14:55:00.000000Z,1.697265625,1.697265625,237.0,1.697265625
2015-08-14T14:56:00.000000Z,1.6982421875,1.697265625,196.0,1.697265625
2015-08-14T14:57:00.000000Z,1.697265625,1.6962890625,397.0,1.697265625
2015-08-14T14:58:00.000000Z,1.697265625,1.6962890625,435.0,1.697265625
2015-08-14T14:59:00.000000Z,1.6962890625,1.6962890625,416.0,1.6962890625
2015-08-14T15:00:00.000000Z,1.6962890625,1.6962890625,407.0,1.6962890625
2015-08-14T15:01:00.000000Z,1.697265625,1.697265625,437.0,1.697265625
