time,closeAsk,closeBid,volume,BNP.AUDUSD - AUD/USD_x
2015-08-05T11:15:00.000000Z,0.736328125,0.736328125,9.0,0.736328125
2015-08-05T11:16:00.000000Z,0.736328125,0.736328125,9.0,0.736328125
2015-08-05T11:17:00.000000Z,0.736328125,0.736328125,5.0,0.736328125
2015-08-05T11:18:00.000000Z,0.736328125,0.736328125,2.0,0.736328125
2015-08-05T11:20:00.000000Z,0.73681640625,0.73681640625,16.0,0.73681640625
2015-08-05T11:21:00.000000Z,0.73681640625,0.736328125,3.0,0.736572265625
2015-08-05T11:22:00.000000Z,0.73681640625,0.73681640625,8.0,0.73681640625
2015-08-05T11:23:00.000000Z,0.73681640625,0.73681640625,27.0,0.73681640625
2015-08-05T11:24:00.000000Z,0.73681640625,0.73681640625,5.0,0.73681640625
2015-08-05T11:25:00.000000Z,0.7373046875,0.73681640625,14.0,0.737060546875
2015-08-05T11:26:00.000000Z,0.73681640625,0.73681640625,17.0,0.73681640625
2015-08-05T11:27:00.000000Z,0.73681640625,0.736328125,10.0,0.736572265625
2015-08-05T11:28:00.000000Z,0.736328125,0.736328125,8.0,0.736328125
2015-08-05T11:29:00.000000Z,0.736328125,0.736328125,7.0,0.736328125
2015-08-05T11:30:00.000000Z,0.736328125,0.736328125,7.0,0.736328125
2015-08-05T11:31:00.000000Z,0.73681640625,0.736328125,5.0,0.736572265625
2015-08-05T11:32:00.000000Z,0.73681640625,0.73681640625,10.0,0.73681640625
2015-08-05T11:33:00.000000Z,0.73681640625,0.73681640625,13.0,0.73681640625
2015-08-05T11:34:00.000000Z,0.73681640625,0.73681640625,24.0,0.73681640625
2015-08-05T11:35:00.000000Z,0.73681640625,0.73681640625,15.0,0.73681640625
2015-08-05T11:36:00.000000Z,0.73681640625,0.73681640625,15.0,0.73681640625
2015-08-05T11:37:00.000000Z,0.7373046875,0.73681640625,10.0,0.737060546875
2015-08-05T11:38:00.000000Z,0.7373046875,0.73681640625,12.0,0.737060546875
2015-08-05T11:39:00.000000Z,0.7373046875,0.73681640625,7.0,0.737060546875
2015-08-05T11:40:00.000000Z,0.7373046875,0.7373046875,9.0,0.7373046875
2015-08-05T11:41:00.000000Z,0.7373046875,0.7373046875,9.0,0.7373046875
2015-08-05T11:42:00.000000Z,0.7373046875,0.7373046875,7.0,0.7373046875
2015-08-05T11:43:00.000000Z,0.7373046875,0.7373046875,11.0,0.7373046875
2015-08-05T11:44:00.000000Z,0.7373046875,0.7373046875,11.0,0.7373046875
2015-08-05T11:45:00.000000Z,0.73681640625,0.73681640625,4.0,0.73681640625
2015-08-05T11:46:00.000000Z,0.7373046875,0.73681640625,9.0,0.737060546875
2015-08-05T11:47:00.000000Z,0.7373046875,0.7373046875,17.0,0.7373046875
2015-08-05T11:48:00.000000Z,0.7373046875,0.7373046875,13.0,0.7373046875
2015-08-05T11:49:00.000000Z,0.7373046875,0.7373046875,21.0,0.7373046875
2015-08-05T11:50:00.000000Z,0.7373046875,0.7373046875,21.0,0.7373046875
