time,closeAsk,closeBid,volume,BNP.EURDKK - EUR/DKK_x
2015-08-07T11:09:00.000000Z,7.4609375,7.4609375,3.0,7.4609375
2015-08-07T11:10:00.000000Z,7.4609375,7.4609375,7.0,7.4609375
2015-08-07T11:11:00.000000Z,7.4609375,7.4609375,1.0,7.4609375
2015-08-07T11:15:00.000000Z,7.4609375,7.4609375,2.0,7.4609375
2015-08-07T11:16:00.000000Z,7.4609375,7.4609375,2.0,7.4609375
2015-08-07T11:17:00.000000Z,7.4609375,7.4609375,4.0,7.4609375
2015-08-07T11:20:00.000000Z,7.4609375,7.4609375,6.0,7.4609375
2015-08-07T11:21:00.000000Z,7.4609375,7.4609375,2.0,7.4609375
2015-08-07T11:22:00.000000Z,7.4609375,7.4609375,3.0,7.4609375
2015-08-07T11:23:00.000000Z,7.4609375,7.4609375,6.0,7.4609375
2015-08-07T11:24:00.000000Z,7.4609375,7.4609375,14.0,7.4609375
2015-08-07T11:25:00.000000Z,7.4609375,7.4609375,2.0,7.4609375
2015-08-07T11:26:00.000000Z,7.4609375,7.4609375,7.0,7.4609375
2015-08-07T11:27:00.000000Z,7.4609375,7.4609375,9.0,7.4609375
2015-08-07T11:28:00.000000Z,7.4609375,7.4609375,1.0,7.4609375
2015-08-07T11:29:00.000000Z,7.4609375,7.4609375,2.0,7.4609375
2015-08-07T11:30:00.000000Z,7.4609375,7.4609375,1.0,7.4609375
2015-08-07T11:31:00.000000Z,7.4609375,7.4609375,4.0,7.4609375
2015-08-07T11:32:00.000000Z,7.4609375,7.4609375,8.0,7.4609375
2015-08-07T11:33:00.000000Z,7.4609375,7.4609375,2.0,7.4609375
2015-08-07T11:41:00.000000Z,7.4609375,7.4609375,9.0,7.4609375
2015-08-07T11:42:00.000000Z,7.4609375,7.4609375,2.0,7.4609375
2015-08-07T11:44:00.000000Z,7.4609375,7.4609375,1.0,7.4609375
2015-08-07T11:45:00.000000Z,7.4609375,7.4609375,1.0,7.4609375
2015-08-07T11:46:00.000000Z,7.4609375,7.4609375,2.0,7.4609375
2015-08-07T11:48:00.000000Z,7.4609375,7.4609375,1.0,7.4609375
2015-08-07T11:49:00.000000Z,7.4609375,7.4609375,2.0,7.4609375
2015-08-07T11:50:00.000000Z,7.4609375,7.4609375,1.0,7.4609375
2015-08-07T11:51:00.000000Z,7.4609375,7.4609375,1.0,7.4609375
2015-08-07T11:56:00.000000Z,7.4609375,7.4609375,5.0,7.4609375
2015-08-07T11:57:00.000000Z,7.4609375,7.4609375,3.0,7.4609375
2015-08-07T11:59:00.000000Z,7.4609375,7.4609375,3.0,7.4609375
2015-08-07T12:00:00.000000Z,7.4609375,7.4609375,7.0,7.4609375
2015-08-07T12:01:00.000000Z,7.4609375,7.4609375,2.0,7.4609375
2015-08-07T12:02:00.000000Z,7.4609375,7.4609375,3.0,7.4609375
2015-08-07T12:03:00.000000Z,7.4609375,7.4609375,2.0,7.4609375
2015-08-07T12:04:00.000000Z,7.4609375,7.4609375,6.0,7.4609375
2015-08-07T12:05:00.000000Z,7.4609375,7.4609375,13.0,7.4609375
2015-08-07T12:06:00.000000Z,7.4609375,7.4609375,6.0,7.4609375
2015-08-07T12:07:00.000000Z,7.4609375,7.4609375,1.0,7.4609375
2015-08-07T12:08:00.000000Z,7.4609375,7.4609375,1.0,7.4609375
2015-08-07T12:10:00.000000Z,7.4609375,7.4609375,2.0,7.4609375
2015-08-07T12:13:00.000000Z,7.4609375,7.4609375,6.0,7.4609375
2015-08-07T12:15:00.000000Z,7.4609375,7.4609375,1.0,7.4609375
2015-08-07T12:16:00.000000Z,7.4609375,7.4609375,4.0,7.4609375
2015-08-07T12:17:00.000000Z,7.4609375,7.4609375,13.0,7.4609375
2015-08-07T12:18:00.000000Z,7.4609375,7.4609375,3.0,7.4609375
2015-08-07T12:22:00.000000Z,7.4609375,7.4609375,7.0,7.4609375
2015-08-07T12:23:00.000000Z,7.4609375,7.4609375,2.0,7.4609375
2015-08-07T12:24:00.000000Z,7.4609375,7.4609375,1.0,7.4609375
2015-08-07T12:26:00.000000Z,7.4609375,7.4609375,1.0,7.4609375
2015-08-07T12:28:00.000000Z,7.4609375,7.4609375,1.0,7.4609375
2015-08-07T12:29:00.000000Z,7.4609375,7.4609375,1.0,7.4609375
2015-08-07T12:30:00.000000Z,7.4609375,7.4609375,1.0,7.4609375
2015-08-07T12:31:00.000000Z,7.4609375,7.4609375,6.0,7.4609375
2015-08-07T12:32:00.000000Z,7.4609375,7.4609375,4.0,7.4609375
2015-08-07T12:33:00.000000Z,7.4609375,7.4609375,7.0,7.4609375
2015-08-07T12:34:00.000000Z,7.4609375,7.4609375,2.0,7.4609375
2015-08-07T12:35:00.000000Z,7.4609375,7.4609375,5.0,7.4609375
2015-08-07T12:36:00.000000Z,7.4609375,7.4609375,2.0,7.4609375
2015-08-07T12:37:00.000000Z,7.4609375,7.4609375,4.0,7.4609375
2015-08-07T12:38:00.000000Z,7.4609375,7.4609375,2.0,7.4609375
2015-08-07T12:39:00.000000Z,7.4609375,7.4609375,4.0,7.4609375
2015-08-07T12:40:00.000000Z,7.4609375,7.4609375,3.0,7.4609375
2015-08-07T12:41:00.000000Z,7.4609375,7.4609375,4.0,7.4609375
2015-08-07T12:42:00.000000Z,7.4609375,7.4609375,3.0,7.4609375
2015-08-07T12:43:00.000000Z,7.4609375,7.4609375,6.0,7.4609375
2015-08-07T12:44:00.000000Z,7.4609375,7.4609375,3.0,7.4609375
2015-08-07T12:45:00.000000Z,7.4609375,7.4609375,2.0,7.4609375
2015-08-07T12:46:00.000000Z,7.4609375,7.4609375,6.0,7.4609375
2015-08-07T12:47:00.000000Z,7.4609375,7.4609375,4.0,7.4609375
2015-08-07T12:48:00.000000Z,7.4609375,7.4609375,4.0,7.4609375
2015-08-07T12:49:00.000000Z,7.4609375,7.4609375,3.0,7.4609375
2015-08-07T12:50:00.000000Z,7.4609375,7.4609375,7.0,7.4609375
2015-08-07T12:51:00.000000Z,7.4609375,7.4609375,3.0,7.4609375
2015-08-07T12:52:00.000000Z,7.4609375,7.4609375,4.0,7.4609375
2015-08-07T12:53:00.000000Z,7.4609375,7.4609375,2.0,7.4609375
2015-08-07T12:54:00.000000Z,7.4609375,7.4609375,5.0,7.4609375
2015-08-07T12:55:00.000000Z,7.4609375,7.4609375,4.0,7.4609375
2015-08-07T12:56:00.000000Z,7.4609375,7.4609375,3.0,7.4609375
2015-08-07T12:57:00.000000Z,7.4609375,7.4609375,3.0,7.4609375
2015-08-07T12:58:00.000000Z,7.4609375,7.4609375,10.0,7.4609375
2015-08-07T12:59:00.000000Z,7.4609375,7.4609375,7.0,7.4609375
2015-08-07T13:00:00.000000Z,7.4609375,7.4609375,16.0,7.4609375
2015-08-07T13:01:00.000000Z,7.4609375,7.4609375,3.0,7.4609375
2015-08-07T13:02:00.000000Z,7.4609375,7.4609375,4.0,7.4609375
2015-08-07T13:03:00.000000Z,7.4609375,7.4609375,3.0,7.4609375
2015-08-07T13:05:00.000000Z,7.4609375,7.4609375,5.0,7.4609375
2015-08-07T13:06:00.000000Z,7.4609375,7.4609375,6.0,7.4609375
2015-08-07T13:07:00.000000Z,7.4609375,7.4609375,10.0,7.4609375
2015-08-07T13:08:00.000000Z,7.4609375,7.4609375,13.0,7.4609375
2015-08-07T13:09:00.000000Z,7.4609375,7.4609375,4.0,7.4609375
2015-08-07T13:10:00.000000Z,7.4609375,7.4609375,2.0,7.4609375
2015-08-07T13:11:00.000000Z,7.4609375,7.4609375,1.0,7.4609375
2015-08-07T13:12:00.000000Z,7.4609375,7.4609375,2.0,7.4609375
2015-08-07T13:14:00.000000Z,7.4609375,7.4609375,5.0,7.4609375
2015-08-07T13:15:00.000000Z,7.4609375,7.4609375,4.0,7.4609375
2015-08-07T13:16:00.000000Z,7.4609375,7.4609375,2.0,7.4609375
2015-08-07T13:18:00.000000Z,7.4609375,7.4609375,3.0,7.4609375
2015-08-07T13:19:00.000000Z,7.4609375,7.4609375,1.0,7.4609375
2015-08-07T13:20:00.000000Z,7.4609375,7.4609375,2.0,7.4609375
2015-08-07T13:21:00.000000Z,7.4609375,7.4609375,5.0,7.4609375
2015-08-07T13:22:00.000000Z,7.4609375,7.4609375,3.0,7.4609375
2015-08-07T13:23:00.000000Z,7.4609375,7.4609375,1.0,7.4609375
2015-08-07T13:24:00.000000Z,7.4609375,7.4609375,2.0,7.4609375
2015-08-07T13:25:00.000000Z,7.4609375,7.4609375,6.0,7.4609375
2015-08-07T13:26:00.000000Z,7.4609375,7.4609375,5.0,7.4609375
2015-08-07T13:27:00.000000Z,7.4609375,7.4609375,3.0,7.4609375
2015-08-07T13:28:00.000000Z,7.4609375,7.4609375,9.0,7.4609375
2015-08-07T13:29:00.000000Z,7.4609375,7.4609375,2.0,7.4609375
2015-08-07T13:31:00.000000Z,7.4609375,7.4609375,2.0,7.4609375
2015-08-07T13:32:00.000000Z,7.4609375,7.4609375,9.0,7.4609375
2015-08-07T13:33:00.000000Z,7.4609375,7.4609375,7.0,7.4609375
2015-08-07T13:34:00.000000Z,7.4609375,7.4609375,5.0,7.4609375
2015-08-07T13:35:00.000000Z,7.4609375,7.4609375,5.0,7.4609375
2015-08-07T13:36:00.000000Z,7.4609375,7.4609375,1.0,7.4609375
2015-08-07T13:40:00.000000Z,7.4609375,7.4609375,3.0,7.4609375
2015-08-07T13:41:00.000000Z,7.4609375,7.4609375,1.0,7.4609375
2015-08-07T13:44:00.000000Z,7.4609375,7.4609375,2.0,7.4609375
2015-08-07T13:45:00.000000Z,7.4609375,7.4609375,2.0,7.4609375
2015-08-07T13:46:00.000000Z,7.4609375,7.4609375,15.0,7.4609375
2015-08-07T13:47:00.000000Z,7.4609375,7.4609375,14.0,7.4609375
2015-08-07T13:48:00.000000Z,7.4609375,7.4609375,5.0,7.4609375
2015-08-07T13:49:00.000000Z,7.4609375,7.4609375,2.0,7.4609375
2015-08-07T13:52:00.000000Z,7.4609375,7.4609375,1.0,7.4609375
2015-08-07T13:54:00.000000Z,7.4609375,7.4609375,14.0,7.4609375
2015-08-07T13:55:00.000000Z,7.4609375,7.4609375,2.0,7.4609375
2015-08-07T13:56:00.000000Z,7.4609375,7.4609375,6.0,7.4609375
2015-08-07T13:57:00.000000Z,7.4609375,7.4609375,3.0,7.4609375
2015-08-07T13:58:00.000000Z,7.4609375,7.4609375,15.0,7.4609375
2015-08-07T13:59:00.000000Z,7.4609375,7.4609375,7.0,7.4609375
2015-08-07T14:00:00.000000Z,7.4609375,7.4609375,13.0,7.4609375
2015-08-07T14:01:00.000000Z,7.4609375,7.4609375,16.0,7.4609375
2015-08-07T14:02:00.000000Z,7.4609375,7.4609375,6.0,7.4609375
2015-08-07T14:03:00.000000Z,7.4609375,7.4609375,3.0,7.4609375
2015-08-07T14:04:00.000000Z,7.4609375,7.4609375,29.0,7.4609375
2015-08-07T14:05:00.000000Z,7.4609375,7.4609375,17.0,7.4609375
2015-08-07T14:06:00.000000Z,7.4609375,7.4609375,1.0,7.4609375
2015-08-07T14:08:00.000000Z,7.4609375,7.4609375,3.0,7.4609375
2015-08-07T14:09:00.000000Z,7.4609375,7.4609375,5.0,7.4609375
2015-08-07T14:10:00.000000Z,7.4609375,7.4609375,2.0,7.4609375
2015-08-07T14:11:00.000000Z,7.4609375,7.4609375,2.0,7.4609375
2015-08-07T14:12:00.000000Z,7.4609375,7.4609375,1.0,7.4609375
2015-08-07T14:13:00.000000Z,7.4609375,7.4609375,2.0,7.4609375
2015-08-07T14:16:00.000000Z,7.4609375,7.4609375,3.0,7.4609375
2015-08-07T14:17:00.000000Z,7.4609375,7.4609375,5.0,7.4609375
2015-08-07T14:18:00.000000Z,7.4609375,7.4609375,2.0,7.4609375
2015-08-07T14:19:00.000000Z,7.4609375,7.4609375,2.0,7.4609375
2015-08-07T14:26:00.000000Z,7.4609375,7.4609375,3.0,7.4609375
2015-08-07T14:27:00.000000Z,7.4609375,7.4609375,2.0,7.4609375
2015-08-07T14:29:00.000000Z,7.4609375,7.4609375,1.0,7.4609375
2015-08-07T14:31:00.000000Z,7.4609375,7.4609375,2.0,7.4609375
2015-08-07T14:32:00.000000Z,7.4609375,7.4609375,3.0,7.4609375
2015-08-07T14:35:00.000000Z,7.4609375,7.4609375,7.0,7.4609375
2015-08-07T14:36:00.000000Z,7.4609375,7.4609375,3.0,7.4609375
2015-08-07T14:37:00.000000Z,7.4609375,7.4609375,11.0,7.4609375
2015-08-07T14:38:00.000000Z,7.4609375,7.4609375,3.0,7.4609375
2015-08-07T14:39:00.000000Z,7.4609375,7.4609375,5.0,7.4609375
2015-08-07T14:40:00.000000Z,7.4609375,7.4609375,8.0,7.4609375
2015-08-07T14:41:00.000000Z,7.4609375,7.4609375,1.0,7.4609375
2015-08-07T14:43:00.000000Z,7.4609375,7.4609375,2.0,7.4609375
2015-08-07T14:45:00.000000Z,7.4609375,7.4609375,4.0,7.4609375
2015-08-07T14:47:00.000000Z,7.4609375,7.4609375,4.0,7.4609375
2015-08-07T14:48:00.000000Z,7.4609375,7.4609375,10.0,7.4609375
2015-08-07T14:49:00.000000Z,7.4609375,7.4609375,2.0,7.4609375
2015-08-07T14:50:00.000000Z,7.4609375,7.4609375,12.0,7.4609375
2015-08-07T14:51:00.000000Z,7.4609375,7.4609375,10.0,7.4609375
2015-08-07T14:52:00.000000Z,7.4609375,7.4609375,4.0,7.4609375
2015-08-07T14:53:00.000000Z,7.4609375,7.4609375,5.0,7.4609375
2015-08-07T14:54:00.000000Z,7.4609375,7.4609375,2.0,7.4609375
2015-08-07T14:55:00.000000Z,7.4609375,7.4609375,5.0,7.4609375
2015-08-07T14:56:00.000000Z,7.4609375,7.4609375,4.0,7.4609375
2015-08-07T14:58:00.000000Z,7.4609375,7.4609375,5.0,7.4609375
2015-08-07T14:59:00.000000Z,7.4609375,7.4609375,7.0,7.4609375
2015-08-07T15:00:00.000000Z,7.4609375,7.4609375,2.0,7.4609375
2015-08-07T15:01:00.000000Z,7.4609375,7.4609375,13.0,7.4609375
2015-08-07T15:02:00.000000Z,7.4609375,7.4609375,1.0,7.4609375
2015-08-07T15:03:00.000000Z,7.4609375,7.4609375,1.0,7.4609375
2015-08-07T15:05:00.000000Z,7.4609375,7.4609375,16.0,7.4609375
2015-08-07T15:06:00.000000Z,7.4609375,7.4609375,3.0,7.4609375
2015-08-07T15:07:00.000000Z,7.4609375,7.4609375,4.0,7.4609375
2015-08-07T15:08:00.000000Z,7.4609375,7.4609375,1.0,7.4609375
2015-08-07T15:09:00.000000Z,7.4609375,7.4609375,9.0,7.4609375
2015-08-07T15:10:00.000000Z,7.4609375,7.4609375,13.0,7.4609375
2015-08-07T15:11:00.000000Z,7.4609375,7.4609375,1.0,7.4609375
2015-08-07T15:14:00.000000Z,7.4609375,7.4609375,3.0,7.4609375
2015-08-07T15:15:00.000000Z,7.4609375,7.4609375,5.0,7.4609375
2015-08-07T15:16:00.000000Z,7.4609375,7.4609375,4.0,7.4609375
2015-08-07T15:17:00.000000Z,7.4609375,7.4609375,5.0,7.4609375
2015-08-07T15:18:00.000000Z,7.4609375,7.4609375,14.0,7.4609375
2015-08-07T15:19:00.000000Z,7.4609375,7.4609375,7.0,7.4609375
2015-08-07T15:20:00.000000Z,7.4609375,7.4609375,6.0,7.4609375
2015-08-07T15:21:00.000000Z,7.4609375,7.4609375,8.0,7.4609375
2015-08-07T15:22:00.000000Z,7.4609375,7.4609375,9.0,7.4609375
2015-08-07T15:23:00.000000Z,7.4609375,7.4609375,3.0,7.4609375
2015-08-07T15:24:00.000000Z,7.4609375,7.4609375,4.0,7.4609375
2015-08-07T15:25:00.000000Z,7.4609375,7.4609375,3.0,7.4609375
2015-08-07T15:26:00.000000Z,7.4609375,7.4609375,2.0,7.4609375
2015-08-07T15:27:00.000000Z,7.4609375,7.4609375,8.0,7.4609375
2015-08-07T15:28:00.000000Z,7.4609375,7.4609375,13.0,7.4609375
2015-08-07T15:29:00.000000Z,7.4609375,7.4609375,2.0,7.4609375
2015-08-07T15:30:00.000000Z,7.4609375,7.4609375,1.0,7.4609375
2015-08-07T15:31:00.000000Z,7.4609375,7.4609375,3.0,7.4609375
2015-08-07T15:32:00.000000Z,7.4609375,7.4609375,2.0,7.4609375
2015-08-07T15:34:00.000000Z,7.4609375,7.4609375,1.0,7.4609375
2015-08-07T15:36:00.000000Z,7.4609375,7.4609375,1.0,7.4609375
2015-08-07T15:39:00.000000Z,7.4609375,7.4609375,11.0,7.4609375
2015-08-07T15:40:00.000000Z,7.4609375,7.4609375,16.0,7.4609375
2015-08-07T15:41:00.000000Z,7.4609375,7.4609375,1.0,7.4609375
2015-08-07T15:42:00.000000Z,7.4609375,7.4609375,11.0,7.4609375
2015-08-07T15:43:00.000000Z,7.4609375,7.4609375,3.0,7.4609375
2015-08-07T15:46:00.000000Z,7.4609375,7.4609375,73.0,7.4609375
2015-08-07T15:47:00.000000Z,7.4609375,7.4609375,17.0,7.4609375
2015-08-07T15:48:00.000000Z,7.4609375,7.4609375,59.0,7.4609375
2015-08-07T15:49:00.000000Z,7.4609375,7.4609375,3.0,7.4609375
2015-08-07T15:51:00.000000Z,7.4609375,7.4609375,35.0,7.4609375
2015-08-07T15:52:00.000000Z,7.4609375,7.4609375,75.0,7.4609375
2015-08-07T15:53:00.000000Z,7.4609375,7.4609375,65.0,7.4609375
2015-08-07T15:54:00.000000Z,7.4609375,7.4609375,30.0,7.4609375
2015-08-07T15:55:00.000000Z,7.4609375,7.4609375,52.0,7.4609375
2015-08-07T15:56:00.000000Z,7.4609375,7.4609375,44.0,7.4609375
2015-08-07T15:57:00.000000Z,7.4609375,7.4609375,53.0,7.4609375
2015-08-07T15:58:00.000000Z,7.4609375,7.4609375,21.0,7.4609375
2015-08-07T15:59:00.000000Z,7.4609375,7.4609375,21.0,7.4609375
2015-08-07T16:00:00.000000Z,7.4609375,7.4609375,6.0,7.4609375
2015-08-07T16:01:00.000000Z,7.4609375,7.4609375,1.0,7.4609375
2015-08-07T16:20:00.000000Z,7.4609375,7.4609375,4.0,7.4609375
2015-08-07T16:21:00.000000Z,7.4609375,7.4609375,4.0,7.4609375
2015-08-07T16:22:00.000000Z,7.4609375,7.4609375,1.0,7.4609375
2015-08-07T16:23:00.000000Z,7.4609375,7.4609375,1.0,7.4609375
2015-08-07T16:40:00.000000Z,7.4609375,7.4609375,1.0,7.4609375
2015-08-07T16:41:00.000000Z,7.4609375,7.4609375,1.0,7.4609375
2015-08-07T16:43:00.000000Z,7.4609375,7.4609375,21.0,7.4609375
2015-08-07T16:44:00.000000Z,7.4609375,7.4609375,1.0,7.4609375
2015-08-07T16:47:00.000000Z,7.4609375,7.4609375,2.0,7.4609375
2015-08-07T16:48:00.000000Z,7.4609375,7.4609375,4.0,7.4609375
2015-08-07T16:50:00.000000Z,7.4609375,7.4609375,4.0,7.4609375
2015-08-07T16:56:00.000000Z,7.4609375,7.4609375,2.0,7.4609375
2015-08-07T17:02:00.000000Z,7.4609375,7.4609375,3.0,7.4609375
2015-08-07T17:07:00.000000Z,7.4609375,7.4609375,10.0,7.4609375
2015-08-07T17:08:00.000000Z,7.4609375,7.4609375,1.0,7.4609375
2015-08-07T17:26:00.000000Z,7.4609375,7.4609375,1.0,7.4609375
2015-08-07T17:54:00.000000Z,7.4609375,7.4609375,4.0,7.4609375
2015-08-07T17:55:00.000000Z,7.4609375,7.4609375,2.0,7.4609375
2015-08-07T17:56:00.000000Z,7.4609375,7.4609375,1.0,7.4609375
2015-08-07T18:12:00.000000Z,7.4609375,7.4609375,1.0,7.4609375
2015-08-07T18:13:00.000000Z,7.4609375,7.4609375,1.0,7.4609375
2015-08-07T18:16:00.000000Z,7.4609375,7.4609375,3.0,7.4609375
2015-08-07T18:29:00.000000Z,7.4609375,7.4609375,2.0,7.4609375
2015-08-07T18:32:00.000000Z,7.4609375,7.4609375,1.0,7.4609375
2015-08-07T18:34:00.000000Z,7.4609375,7.4609375,1.0,7.4609375
2015-08-07T18:49:00.000000Z,7.4609375,7.4609375,3.0,7.4609375
2015-08-07T18:59:00.000000Z,7.4609375,7.4609375,1.0,7.4609375
2015-08-07T19:00:00.000000Z,7.4609375,7.4609375,2.0,7.4609375
2015-08-07T19:09:00.000000Z,7.4609375,7.4609375,4.0,7.4609375
2015-08-07T19:10:00.000000Z,7.4609375,7.4609375,1.0,7.4609375
2015-08-07T19:13:00.000000Z,7.4609375,7.4609375,2.0,7.4609375
2015-08-07T19:14:00.000000Z,7.4609375,7.4609375,2.0,7.4609375
2015-08-07T19:15:00.000000Z,7.4609375,7.4609375,1.0,7.4609375
2015-08-07T19:24:00.000000Z,7.4609375,7.4609375,4.0,7.4609375
2015-08-07T19:25:00.000000Z,7.4609375,7.4609375,1.0,7.4609375
2015-08-07T19:29:00.000000Z,7.4609375,7.4609375,1.0,7.4609375
2015-08-07T19:30:00.000000Z,7.4609375,7.4609375,1.0,7.4609375
2015-08-07T19:31:00.000000Z,7.4609375,7.4609375,8.0,7.4609375
2015-08-07T19:32:00.000000Z,7.4609375,7.4609375,1.0,7.4609375
2015-08-07T19:41:00.000000Z,7.4609375,7.4609375,2.0,7.4609375
2015-08-07T19:43:00.000000Z,7.4609375,7.4609375,5.0,7.4609375
2015-08-07T19:44:00.000000Z,7.4609375,7.4609375,1.0,7.4609375
2015-08-07T20:00:00.000000Z,7.4609375,7.4609375,2.0,7.4609375
2015-08-07T20:02:00.000000Z,7.4609375,7.4609375,1.0,7.4609375
2015-08-07T20:03:00.000000Z,7.4609375,7.4609375,1.0,7.4609375
2015-08-07T20:15:00.000000Z,7.4609375,7.4609375,1.0,7.4609375
2015-08-07T20:17:00.000000Z,7.4609375,7.4609375,3.0,7.4609375
2015-08-07T20:18:00.000000Z,7.4609375,7.4609375,1.0,7.4609375
2015-08-07T20:30:00.000000Z,7.4609375,7.4609375,2.0,7.4609375
2015-08-07T20:38:00.000000Z,7.4609375,7.4609375,1.0,7.4609375
2015-08-07T20:40:00.000000Z,7.4609375,7.4609375,1.0,7.4609375
2015-08-07T20:45:00.000000Z,7.4609375,7.4609375,3.0,7.4609375
2015-08-07T20:46:00.000000Z,7.4609375,7.4609375,1.0,7.4609375
2015-08-07T20:50:00.000000Z,7.4609375,7.4609375,3.0,7.4609375
2015-08-07T20:51:00.000000Z,7.4609375,7.4609375,1.0,7.4609375
2015-08-07T20:53:00.000000Z,7.4609375,7.4609375,2.0,7.4609375
2015-08-07T20:55:00.000000Z,7.4609375,7.4609375,1.0,7.4609375
2015-08-07T20:56:00.000000Z,7.4609375,7.4609375,4.0,7.4609375
2015-08-07T20:57:00.000000Z,7.4609375,7.4609375,4.0,7.4609375
2015-08-07T20:58:00.000000Z,7.4609375,7.4609375,2.0,7.4609375
2015-08-07T20:59:00.000000Z,7.4609375,7.4609375,2.0,7.4609375
2015-08-09T21:00:00.000000Z,7.4609375,7.4609375,2.0,7.4609375
