time,closeAsk,closeBid,volume,BNP.USDCZK - USD/CZK_x
2015-08-14T13:19:00.000000Z,24.25,24.234375,181.0,24.25
2015-08-14T13:20:00.000000Z,24.265625,24.25,141.0,24.25
2015-08-14T13:21:00.000000Z,24.265625,24.265625,183.0,24.265625
2015-08-14T13:22:00.000000Z,24.28125,24.265625,420.0,24.28125
2015-08-14T13:23:00.000000Z,24.28125,24.265625,182.0,24.28125
2015-08-14T13:24:00.000000Z,24.28125,24.265625,101.0,24.28125
2015-08-14T13:25:00.000000Z,24.296875,24.28125,160.0,24.28125
2015-08-14T13:26:00.000000Z,24.296875,24.28125,157.0,24.28125
2015-08-14T13:27:00.000000Z,24.28125,24.265625,149.0,24.28125
2015-08-14T13:28:00.000000Z,24.28125,24.265625,80.0,24.28125
2015-08-14T13:29:00.000000Z,24.28125,24.265625,67.0,24.28125
2015-08-14T13:30:00.000000Z,24.28125,24.265625,105.0,24.28125
2015-08-14T13:31:00.000000Z,24.28125,24.265625,148.0,24.28125
2015-08-14T13:32:00.000000Z,24.265625,24.25,160.0,24.25
2015-08-14T13:33:00.000000Z,24.28125,24.265625,121.0,24.28125
2015-08-14T13:34:00.000000Z,24.265625,24.25,63.0,24.25
2015-08-14T13:35:00.000000Z,24.265625,24.265625,90.0,24.265625
2015-08-14T13:36:00.000000Z,24.28125,24.265625,150.0,24.28125
2015-08-14T13:37:00.000000Z,24.28125,24.265625,176.0,24.28125
2015-08-14T13:38:00.000000Z,24.28125,24.265625,192.0,24.28125
2015-08-14T13:39:00.000000Z,24.265625,24.25,143.0,24.25
2015-08-14T13:40:00.000000Z,24.265625,24.25,142.0,24.25
2015-08-14T13:41:00.000000Z,24.265625,24.25,121.0,24.25
2015-08-14T13:42:00.000000Z,24.265625,24.25,156.0,24.25
2015-08-14T13:43:00.000000Z,24.265625,24.265625,152.0,24.265625
2015-08-14T13:44:00.000000Z,24.28125,24.265625,157.0,24.28125
2015-08-14T13:45:00.000000Z,24.28125,24.265625,117.0,24.28125
2015-08-14T13:46:00.000000Z,24.265625,24.265625,99.0,24.265625
2015-08-14T13:47:00.000000Z,24.28125,24.265625,96.0,24.28125
2015-08-14T13:48:00.000000Z,24.28125,24.265625,137.0,24.28125
2015-08-14T13:49:00.000000Z,24.28125,24.265625,87.0,24.28125
2015-08-14T13:50:00.000000Z,24.28125,24.265625,119.0,24.28125
2015-08-14T13:51:00.000000Z,24.28125,24.265625,151.0,24.28125
2015-08-14T13:52:00.000000Z,24.28125,24.265625,94.0,24.28125
2015-08-14T13:53:00.000000Z,24.28125,24.265625,97.0,24.28125
2015-08-14T13:54:00.000000Z,24.265625,24.265625,112.0,24.265625
2015-08-14T13:55:00.000000Z,24.265625,24.265625,62.0,24.265625
2015-08-14T13:56:00.000000Z,24.265625,24.25,42.0,24.25
2015-08-14T13:57:00.000000Z,24.265625,24.25,96.0,24.25
2015-08-14T13:58:00.000000Z,24.265625,24.25,73.0,24.25
2015-08-14T13:59:00.000000Z,24.28125,24.25,86.0,24.265625
2015-08-14T14:00:00.000000Z,24.265625,24.25,281.0,24.25
2015-08-14T14:01:00.000000Z,24.25,24.234375,302.0,24.25
2015-08-14T14:02:00.000000Z,24.25,24.234375,186.0,24.25
2015-08-14T14:03:00.000000Z,24.234375,24.234375,233.0,24.234375
2015-08-14T14:04:00.000000Z,24.234375,24.21875,222.0,24.21875
2015-08-14T14:05:00.000000Z,24.234375,24.21875,165.0,24.21875
2015-08-14T14:06:00.000000Z,24.234375,24.21875,174.0,24.21875
2015-08-14T14:07:00.000000Z,24.234375,24.21875,190.0,24.21875
2015-08-14T14:08:00.000000Z,24.234375,24.234375,151.0,24.234375
2015-08-14T14:09:00.000000Z,24.25,24.234375,148.0,24.25
2015-08-14T14:10:00.000000Z,24.25,24.234375,92.0,24.25
2015-08-14T14:11:00.000000Z,24.25,24.234375,101.0,24.25
2015-08-14T14:12:00.000000Z,24.25,24.234375,132.0,24.25
2015-08-14T14:13:00.000000Z,24.234375,24.21875,160.0,24.21875
2015-08-14T14:14:00.000000Z,24.25,24.234375,218.0,24.25
2015-08-14T14:15:00.000000Z,24.234375,24.234375,144.0,24.234375
2015-08-14T14:16:00.000000Z,24.25,24.234375,101.0,24.25
2015-08-14T14:17:00.000000Z,24.25,24.234375,97.0,24.25
2015-08-14T14:18:00.000000Z,24.25,24.234375,150.0,24.25
2015-08-14T14:19:00.000000Z,24.25,24.234375,57.0,24.25
2015-08-14T14:20:00.000000Z,24.25,24.234375,118.0,24.25
2015-08-14T14:21:00.000000Z,24.25,24.234375,58.0,24.25
2015-08-14T14:22:00.000000Z,24.265625,24.234375,91.0,24.25
2015-08-14T14:23:00.000000Z,24.25,24.234375,112.0,24.25
2015-08-14T14:24:00.000000Z,24.25,24.234375,84.0,24.25
2015-08-14T14:25:00.000000Z,24.25,24.234375,99.0,24.25
2015-08-14T14:26:00.000000Z,24.25,24.234375,137.0,24.25
2015-08-14T14:27:00.000000Z,24.25,24.234375,129.0,24.25
2015-08-14T14:28:00.000000Z,24.25,24.234375,111.0,24.25
2015-08-14T14:29:00.000000Z,24.25,24.234375,183.0,24.25
2015-08-14T14:30:00.000000Z,24.25,24.21875,102.0,24.234375
2015-08-14T14:31:00.000000Z,24.265625,24.234375,88.0,24.25
2015-08-14T14:32:00.000000Z,24.265625,24.25,101.0,24.25
2015-08-14T14:33:00.000000Z,24.265625,24.25,105.0,24.25
2015-08-14T14:34:00.000000Z,24.265625,24.25,121.0,24.25
2015-08-14T14:35:00.000000Z,24.265625,24.25,85.0,24.25
2015-08-14T14:36:00.000000Z,24.265625,24.25,111.0,24.25
2015-08-14T14:37:00.000000Z,24.265625,24.25,56.0,24.25
2015-08-14T14:38:00.000000Z,24.265625,24.25,82.0,24.25
2015-08-14T14:39:00.000000Z,24.28125,24.265625,121.0,24.28125
2015-08-14T14:40:00.000000Z,24.28125,24.265625,122.0,24.28125
2015-08-14T14:41:00.000000Z,24.265625,24.265625,85.0,24.265625
2015-08-14T14:42:00.000000Z,24.28125,24.265625,117.0,24.28125
2015-08-14T14:43:00.000000Z,24.28125,24.265625,90.0,24.28125
2015-08-14T14:44:00.000000Z,24.28125,24.265625,154.0,24.28125
2015-08-14T14:45:00.000000Z,24.28125,24.265625,66.0,24.28125
2015-08-14T14:46:00.000000Z,24.265625,24.265625,114.0,24.265625
2015-08-14T14:47:00.000000Z,24.28125,24.265625,119.0,24.28125
2015-08-14T14:48:00.000000Z,24.28125,24.265625,65.0,24.28125
2015-08-14T14:49:00.000000Z,24.28125,24.265625,122.0,24.28125
2015-08-14T14:50:00.000000Z,24.28125,24.28125,141.0,24.28125
2015-08-14T14:51:00.000000Z,24.296875,24.28125,127.0,24.28125
2015-08-14T14:52:00.000000Z,24.3125,24.296875,323.0,24.3125
2015-08-14T14:53:00.000000Z,24.296875,24.296875,230.0,24.296875
2015-08-14T14:54:00.000000Z,24.296875,24.28125,219.0,24.28125
2015-08-14T14:55:00.000000Z,24.296875,24.296875,140.0,24.296875
2015-08-14T14:56:00.000000Z,24.3125,24.296875,121.0,24.3125
2015-08-14T14:57:00.000000Z,24.328125,24.3125,394.0,24.3125
2015-08-14T14:58:00.000000Z,24.328125,24.3125,438.0,24.3125
2015-08-14T14:59:00.000000Z,24.328125,24.3125,436.0,24.3125
2015-08-14T15:00:00.000000Z,24.328125,24.3125,377.0,24.3125
2015-08-14T15:01:00.000000Z,24.328125,24.328125,289.0,24.328125
2015-08-14T15:02:00.000000Z,24.328125,24.3125,257.0,24.3125
2015-08-14T15:03:00.000000Z,24.328125,24.3125,164.0,24.3125
2015-08-14T15:04:00.000000Z,24.328125,24.3125,127.0,24.3125
2015-08-14T15:05:00.000000Z,24.328125,24.3125,164.0,24.3125
2015-08-14T15:06:00.000000Z,24.328125,24.3125,142.0,24.3125
2015-08-14T15:07:00.000000Z,24.3125,24.296875,90.0,24.3125
2015-08-14T15:08:00.000000Z,24.3125,24.296875,155.0,24.3125
