time,BNP.USDCZK - USD/CZK_x,closeAsk,closeBid,volume
2012-05-25T05:00:00.000000Z,20.16518,20.17568,20.15468,
2012-05-25T09:00:00.000000Z,20.33173,20.34223,20.32123,
2012-05-25T13:00:00.000000Z,20.27486,20.28536,20.26436,
2012-05-25T17:00:00.000000Z,20.25184,20.28934,20.21434,
2012-05-27T17:00:00.000000Z,20.2081,20.2831,20.1331,
2012-05-27T21:00:00.000000Z,20.20646,20.24396,20.16896,
2012-05-28T01:00:00.000000Z,20.13138,20.15638,20.10638,
2012-05-28T05:00:00.000000Z,20.12865,20.13865,20.11865,
2012-05-28T09:00:00.000000Z,20.12839,20.13739,20.11939,
2012-05-28T13:00:00.000000Z,20.23481,20.24981,20.21981,
2012-05-28T17:00:00.000000Z,20.23778,20.26278,20.21278,
2012-05-28T21:00:00.000000Z,20.18228,20.20728,20.15728,
2012-05-29T01:00:00.000000Z,20.18524,20.21024,20.16024,
2012-05-29T05:00:00.000000Z,20.24998,20.26098,20.23898,
2012-05-29T09:00:00.000000Z,20.32225,20.33225,20.31225,
2012-05-29T13:00:00.000000Z,20.42221,20.43221,20.41221,
2012-05-29T17:00:00.000000Z,20.37204,20.39704,20.34704,
2012-05-29T21:00:00.000000Z,20.44466,20.46966,20.41966,
2012-05-30T01:00:00.000000Z,20.422870000000003,20.44787,20.39787,
2012-05-30T05:00:00.000000Z,20.578290000000006,20.58829,20.56829,
2012-05-30T09:00:00.000000Z,20.64159,20.65159,20.63159,
2012-05-30T13:00:00.000000Z,20.74471,20.75471,20.73471,
2012-05-30T17:00:00.000000Z,20.80941,20.83441,20.78441,
2012-05-30T21:00:00.000000Z,20.80935,20.83435,20.78435,
2012-05-31T01:00:00.000000Z,20.7737,20.7987,20.7487,
2012-05-31T05:00:00.000000Z,20.70514,20.71314,20.69714,
2012-05-31T09:00:00.000000Z,20.75176,20.75976,20.74376,
2012-05-31T13:00:00.000000Z,20.84144,20.84944,20.83344,
2012-05-31T17:00:00.000000Z,20.79841,20.82341,20.77341,
2012-05-31T21:00:00.000000Z,20.847610000000003,20.87261,20.82261,
2012-06-01T01:00:00.000000Z,20.83774,20.86274,20.81274,
2012-06-01T05:00:00.000000Z,20.92882,20.93882,20.91882,
2012-06-01T09:00:00.000000Z,20.89995,20.91245,20.88745,
2012-06-01T13:00:00.000000Z,20.824,20.8365,20.8115,
2012-06-01T17:00:00.000000Z,20.74044,20.77794,20.70294,
2012-06-01T21:00:00.000000Z,20.74044,20.77794,20.70294,
2012-06-03T17:00:00.000000Z,20.78571,20.82321,20.74821,
2012-06-03T21:00:00.000000Z,20.823500000000006,20.8485,20.7985,
2012-06-04T01:00:00.000000Z,20.803420000000006,20.82842,20.77842,
2012-06-04T05:00:00.000000Z,20.77645,20.78645,20.76645,
2012-06-04T09:00:00.000000Z,20.71279,20.72279,20.70279,
2012-06-04T13:00:00.000000Z,20.625870000000006,20.63587,20.61587,
2012-06-04T17:00:00.000000Z,20.57727,20.60227,20.55227,
2012-06-04T21:00:00.000000Z,20.50222,20.52722,20.477220000000006,
2012-06-05T01:00:00.000000Z,20.51839,20.54339,20.49339,
2012-06-05T05:00:00.000000Z,20.69462,20.70462,20.68462,
2012-06-05T09:00:00.000000Z,20.66291,20.67291,20.65291,
2012-06-05T13:00:00.000000Z,20.61344,20.62344,20.60344,
2012-06-05T17:00:00.000000Z,20.58244,20.60744,20.55744,
2012-06-05T21:00:00.000000Z,20.6047,20.6297,20.5797,
2012-06-06T01:00:00.000000Z,20.52135,20.54635,20.49635,
2012-06-06T05:00:00.000000Z,20.39291,20.40291,20.38291,
2012-06-06T09:00:00.000000Z,20.536270000000002,20.54127,20.531270000000006,
2012-06-06T13:00:00.000000Z,20.28306,20.28806,20.27806,
2012-06-06T17:00:00.000000Z,20.19872,20.22372,20.17372,
2012-06-06T21:00:00.000000Z,20.23273,20.25773,20.20773,
2012-06-07T01:00:00.000000Z,20.23665,20.26165,20.21165,
