time,BNP.EURPLN - EUR/PLN_x,closeAsk,closeBid,volume
2015-05-18T17:30:00.000000Z,4.0707900000000015,4.07265,4.06893,
2015-05-18T17:45:00.000000Z,4.073169999999998,4.07599,4.07035,
2015-05-18T18:00:00.000000Z,4.072705,4.07651,4.0689,
2015-05-18T18:15:00.000000Z,4.07408,4.0762,4.07196,
2015-05-18T18:30:00.000000Z,4.073775,4.0757699999999994,4.07178,
2015-05-18T18:45:00.000000Z,4.07381,4.07609,4.07153,
2015-05-18T19:00:00.000000Z,4.073855,4.07618,4.07153,
2015-05-18T19:15:00.000000Z,4.074484999999999,4.07686,4.0721099999999995,
2015-05-18T19:30:00.000000Z,4.0745450000000005,4.0769,4.07219,
2015-05-18T19:45:00.000000Z,4.0736300000000005,4.07566,4.0716,
2015-05-18T20:00:00.000000Z,4.074305000000002,4.07656,4.07205,
2015-05-18T20:15:00.000000Z,4.0739,4.076219999999998,4.07158,
2015-05-18T20:30:00.000000Z,4.07396,4.07629,4.07163,
2015-05-18T20:45:00.000000Z,4.074145,4.077380000000002,4.07091,
2015-05-18T21:00:00.000000Z,4.073915,4.07733,4.0705,
2015-05-18T21:15:00.000000Z,4.074025,4.07755,4.0705,
2015-05-18T21:30:00.000000Z,4.07399,4.07748,4.0705,
2015-05-18T21:45:00.000000Z,4.0748700000000015,4.07924,4.0705,
2015-05-18T22:00:00.000000Z,4.074745,4.07969,4.0698,
2015-05-18T22:15:00.000000Z,4.0747550000000015,4.0793099999999995,4.0702,
2015-05-18T22:30:00.000000Z,4.074764999999998,4.07923,4.0703,
2015-05-18T22:45:00.000000Z,4.07475,4.079219999999999,4.07028,
2015-05-18T23:00:00.000000Z,4.074865,4.07943,4.0703,
2015-05-18T23:15:00.000000Z,4.0748050000000005,4.07949,4.070119999999998,
2015-05-18T23:30:00.000000Z,4.074809999999999,4.07799,4.07163,
2015-05-18T23:45:00.000000Z,4.0749949999999995,4.07798,4.07201,
2015-05-19T00:00:00.000000Z,4.07503,4.07782,4.07224,
2015-05-19T00:15:00.000000Z,4.075044999999999,4.0782,4.07189,
2015-05-19T00:30:00.000000Z,4.074985,4.0777,4.07227,
2015-05-19T00:45:00.000000Z,4.074985,4.0776900000000005,4.07228,
2015-05-19T01:00:00.000000Z,4.07497,4.07768,4.07226,
2015-05-19T01:15:00.000000Z,4.075,4.07792,4.0720800000000015,
2015-05-19T01:30:00.000000Z,4.07487,4.07776,4.07198,
2015-05-19T01:45:00.000000Z,4.07486,4.07819,4.07153,
2015-05-19T02:00:00.000000Z,4.07475,4.0782,4.0713,
2015-05-19T02:15:00.000000Z,4.074809999999999,4.07808,4.07154,
2015-05-19T02:30:00.000000Z,4.0747800000000005,4.07826,4.0713,
2015-05-19T02:45:00.000000Z,4.075444999999998,4.07869,4.0722,
2015-05-19T03:00:00.000000Z,4.075455000000002,4.07867,4.07224,
