time,BNP.EURPLN - EUR/PLN_x,closeAsk,closeBid,volume
2015-03-16T03:30:00.000000Z,4.154296875,4.16015625,4.1484375,27.0
2015-03-16T04:00:00.000000Z,4.154296875,4.16015625,4.1484375,16.0
2015-03-16T04:30:00.000000Z,4.154296875,4.16015625,4.1484375,26.0
2015-03-16T05:00:00.000000Z,4.15234375,4.15625,4.1484375,33.0
2015-03-16T05:30:00.000000Z,4.15234375,4.15625,4.1484375,96.0
2015-03-16T06:00:00.000000Z,4.15234375,4.15625,4.1484375,416.0
2015-03-16T06:30:00.000000Z,4.150390625,4.15234375,4.1484375,1071.0
2015-03-16T07:00:00.000000Z,4.146484375,4.1484375,4.14453125,1580.0
2015-03-16T07:30:00.000000Z,4.146484375,4.1484375,4.14453125,1020.0
2015-03-16T08:00:00.000000Z,4.146484375,4.1484375,4.14453125,2588.0
2015-03-16T08:30:00.000000Z,4.142578125,4.14453125,4.140625,3216.0
2015-03-16T09:00:00.000000Z,4.138671875,4.140625,4.13671875,2564.0
2015-03-16T09:30:00.000000Z,4.13671875,4.13671875,4.13671875,1277.0
2015-03-16T10:00:00.000000Z,4.130859375,4.1328125,4.12890625,2972.0
2015-03-16T10:30:00.000000Z,4.134765625,4.13671875,4.1328125,1913.0
2015-03-16T11:00:00.000000Z,4.134765625,4.13671875,4.1328125,2904.0
2015-03-16T11:30:00.000000Z,4.13671875,4.13671875,4.13671875,978.0
2015-03-16T12:00:00.000000Z,4.13671875,4.140625,4.1328125,2252.0
2015-03-16T12:30:00.000000Z,4.134765625,4.13671875,4.1328125,4440.0
2015-03-16T13:00:00.000000Z,4.126953125,4.12890625,4.125,3764.0
2015-03-16T13:30:00.000000Z,4.125,4.125,4.125,2112.0
2015-03-16T14:00:00.000000Z,4.126953125,4.12890625,4.125,2460.0
2015-03-16T14:30:00.000000Z,4.130859375,4.1328125,4.12890625,1446.0
2015-03-16T15:00:00.000000Z,4.130859375,4.1328125,4.12890625,1233.0
2015-03-16T15:30:00.000000Z,4.126953125,4.12890625,4.125,3006.0
2015-03-16T16:00:00.000000Z,4.126953125,4.12890625,4.125,1864.0
2015-03-16T16:30:00.000000Z,4.126953125,4.12890625,4.125,1072.0
2015-03-16T17:00:00.000000Z,4.12890625,4.1328125,4.125,798.0
