time,BNP.AUDHKD - AUD/HKD_x,closeAsk,closeBid,volume
2004-05-31T21:00:00.000000Z,5.515625,5.515625,5.515625,2.0
2004-06-01T21:00:00.000000Z,5.42578125,5.42578125,5.42578125,2.0
2004-06-02T21:00:00.000000Z,5.3671875,5.37109375,5.3671875,2.0
2004-06-03T21:00:00.000000Z,5.421875,5.42578125,5.421875,2.0
2004-06-05T21:00:00.000000Z,5.43359375,5.43359375,5.43359375,2.0
2004-06-06T21:00:00.000000Z,5.51171875,5.51171875,5.51171875,2.0
2004-06-07T21:00:00.000000Z,5.4609375,5.4609375,5.4609375,2.0
2004-06-08T21:00:00.000000Z,5.3828125,5.3828125,5.37890625,2.0
2004-06-09T21:00:00.000000Z,5.4375,5.4375,5.4375,2.0
2004-06-10T21:00:00.000000Z,5.39453125,5.39453125,5.39453125,2.0
2004-06-12T21:00:00.000000Z,5.3984375,5.40234375,5.3984375,2.0
2004-06-13T21:00:00.000000Z,5.359375,5.36328125,5.359375,2.0
2004-06-14T21:00:00.000000Z,5.44140625,5.44140625,5.44140625,2.0
2004-06-15T21:00:00.000000Z,5.37890625,5.37890625,5.37890625,2.0
2004-06-16T21:00:00.000000Z,5.3203125,5.3203125,5.31640625,2.0
2004-06-17T21:00:00.000000Z,5.37109375,5.37109375,5.37109375,2.0
2004-06-19T21:00:00.000000Z,5.375,5.375,5.375,2.0
2004-06-20T21:00:00.000000Z,5.3828125,5.3828125,5.3828125,2.0
2004-06-21T21:00:00.000000Z,5.36328125,5.36328125,5.36328125,2.0
2004-06-22T21:00:00.000000Z,5.3671875,5.3671875,5.36328125,2.0
2004-06-23T21:00:00.000000Z,5.45703125,5.45703125,5.45703125,2.0
2004-06-24T21:00:00.000000Z,5.4609375,5.46484375,5.4609375,2.0
2004-06-26T21:00:00.000000Z,5.4609375,5.4609375,5.4609375,2.0
2004-06-27T21:00:00.000000Z,5.453125,5.45703125,5.453125,2.0
2004-06-28T21:00:00.000000Z,5.3828125,5.3828125,5.3828125,2.0
2004-06-29T21:00:00.000000Z,5.453125,5.453125,5.453125,2.0
2004-06-30T21:00:00.000000Z,5.5,5.5,5.49609375,2.0
2004-07-01T21:00:00.000000Z,5.5625,5.56640625,5.5625,2.0
2004-07-03T21:00:00.000000Z,5.5625,5.5625,5.5625,2.0
2004-07-04T21:00:00.000000Z,5.55078125,5.55078125,5.55078125,2.0
2004-07-05T21:00:00.000000Z,5.5625,5.5625,5.5625,2.0
2004-07-06T21:00:00.000000Z,5.640625,5.640625,5.640625,2.0
2004-07-07T21:00:00.000000Z,5.61328125,5.61328125,5.61328125,2.0
2004-07-08T21:00:00.000000Z,5.6328125,5.6328125,5.6328125,2.0
2004-07-10T21:00:00.000000Z,5.640625,5.640625,5.640625,2.0
2004-07-11T21:00:00.000000Z,5.671875,5.67578125,5.671875,2.0
2004-07-12T21:00:00.000000Z,5.65625,5.65625,5.65234375,2.0
2004-07-13T21:00:00.000000Z,5.64453125,5.64453125,5.64453125,2.0
2004-07-14T21:00:00.000000Z,5.63671875,5.63671875,5.63671875,2.0
2004-07-15T21:00:00.000000Z,5.7109375,5.7109375,5.7109375,2.0
2004-07-17T21:00:00.000000Z,5.7109375,5.7109375,5.7109375,2.0
2004-07-18T21:00:00.000000Z,5.7109375,5.7109375,5.7109375,2.0
2004-07-19T21:00:00.000000Z,5.67578125,5.67578125,5.67578125,2.0
2004-07-20T21:00:00.000000Z,5.578125,5.578125,5.578125,2.0
2004-07-21T21:00:00.000000Z,5.578125,5.578125,5.57421875,2.0
2004-07-22T21:00:00.000000Z,5.53125,5.53515625,5.53125,2.0
2004-07-23T21:00:00.000000Z,5.53125,5.53125,5.53125,2.0
2004-07-25T21:00:00.000000Z,5.53125,5.53125,5.53125,2.0
2004-07-26T21:00:00.000000Z,5.45703125,5.45703125,5.45703125,2.0
2004-07-27T21:00:00.000000Z,5.4609375,5.4609375,5.45703125,2.0
2004-07-28T21:00:00.000000Z,5.45703125,5.45703125,5.45703125,2.0
2004-07-29T21:00:00.000000Z,5.48046875,5.48046875,5.48046875,2.0
2004-07-31T21:00:00.000000Z,5.4921875,5.4921875,5.48828125,2.0
2004-08-01T21:00:00.000000Z,5.484375,5.48828125,5.484375,2.0
2004-08-02T21:00:00.000000Z,5.515625,5.515625,5.515625,2.0
2004-08-03T21:00:00.000000Z,5.4921875,5.4921875,5.4921875,2.0
2004-08-04T21:00:00.000000Z,5.48828125,5.48828125,5.48828125,2.0
2004-08-05T21:00:00.000000Z,5.5625,5.5625,5.5625,2.0
2004-08-07T21:00:00.000000Z,5.5703125,5.5703125,5.5703125,2.0
2004-08-08T21:00:00.000000Z,5.578125,5.58203125,5.578125,2.0
2004-08-09T21:00:00.000000Z,5.5625,5.5625,5.5625,2.0
2004-08-10T21:00:00.000000Z,5.578125,5.578125,5.578125,2.0
2004-08-11T21:00:00.000000Z,5.57421875,5.57421875,5.57421875,2.0
2004-08-12T21:00:00.000000Z,5.59375,5.59375,5.58984375,2.0
2004-08-14T21:00:00.000000Z,5.58203125,5.58203125,5.58203125,2.0
2004-08-15T21:00:00.000000Z,5.6015625,5.6015625,5.6015625,2.0
2004-08-16T21:00:00.000000Z,5.58203125,5.58203125,5.58203125,2.0
2004-08-17T21:00:00.000000Z,5.58203125,5.58203125,5.58203125,2.0
2004-08-18T21:00:00.000000Z,5.65234375,5.65234375,5.65234375,2.0
2004-08-19T21:00:00.000000Z,5.6484375,5.6484375,5.64453125,2.0
2004-08-21T21:00:00.000000Z,5.64453125,5.64453125,5.64453125,2.0
2004-08-22T21:00:00.000000Z,5.56640625,5.56640625,5.56640625,2.0
2004-08-23T21:00:00.000000Z,5.49609375,5.49609375,5.49609375,2.0
2004-08-24T21:00:00.000000Z,5.50390625,5.50390625,5.50390625,2.0
2004-08-25T21:00:00.000000Z,5.48828125,5.48828125,5.48828125,2.0
2004-08-26T21:00:00.000000Z,5.48046875,5.48046875,5.48046875,2.0
2004-08-28T21:00:00.000000Z,5.46875,5.46875,5.46875,2.0
2004-08-29T21:00:00.000000Z,5.45703125,5.45703125,5.45703125,2.0
2004-08-30T21:00:00.000000Z,5.4921875,5.4921875,5.4921875,2.0
2004-08-31T21:00:00.000000Z,5.48828125,5.48828125,5.48828125,2.0
2004-09-01T21:00:00.000000Z,5.4375,5.4375,5.4375,2.0
2004-09-02T21:00:00.000000Z,5.390625,5.390625,5.390625,2.0
2004-09-04T21:00:00.000000Z,5.39453125,5.39453125,5.39453125,2.0
2004-09-05T21:00:00.000000Z,5.3984375,5.40234375,5.3984375,2.0
2004-09-06T21:00:00.000000Z,5.41796875,5.41796875,5.41796875,2.0
2004-09-07T21:00:00.000000Z,5.43359375,5.43359375,5.43359375,2.0
2004-09-08T21:00:00.000000Z,5.3671875,5.3671875,5.3671875,2.0
2004-09-09T21:00:00.000000Z,5.421875,5.421875,5.421875,2.0
2004-09-11T21:00:00.000000Z,5.4296875,5.4296875,5.4296875,2.0
2004-09-12T21:00:00.000000Z,5.4296875,5.43359375,5.4296875,2.0
2004-09-13T21:00:00.000000Z,5.4765625,5.4765625,5.47265625,2.0
2004-09-14T21:00:00.000000Z,5.42578125,5.42578125,5.42578125,2.0
2004-09-15T21:00:00.000000Z,5.453125,5.453125,5.453125,2.0
2004-09-16T21:00:00.000000Z,5.4453125,5.4453125,5.44140625,2.0
2004-09-17T21:00:00.000000Z,5.4453125,5.4453125,5.4453125,2.0
2004-09-19T21:00:00.000000Z,5.46875,5.46875,5.46875,2.0
2004-09-20T21:00:00.000000Z,5.484375,5.48828125,5.484375,2.0
2004-09-21T21:00:00.000000Z,5.51171875,5.51171875,5.51171875,2.0
2004-09-22T21:00:00.000000Z,5.5625,5.56640625,5.5625,2.0
2004-09-23T21:00:00.000000Z,5.5703125,5.57421875,5.5703125,2.0
2004-09-25T21:00:00.000000Z,5.57421875,5.57421875,5.57421875,2.0
2004-09-26T21:00:00.000000Z,5.56640625,5.56640625,5.56640625,2.0
2004-09-27T21:00:00.000000Z,5.59765625,5.59765625,5.59765625,2.0
2004-09-28T21:00:00.000000Z,5.59375,5.59375,5.58984375,2.0
2004-09-29T21:00:00.000000Z,5.671875,5.67578125,5.671875,2.0
2004-09-30T21:00:00.000000Z,5.66015625,5.66015625,5.66015625,2.0
2004-10-02T21:00:00.000000Z,5.640625,5.640625,5.640625,2.0
2004-10-03T21:00:00.000000Z,5.625,5.62890625,5.625,2.0
2004-10-04T21:00:00.000000Z,5.6484375,5.6484375,5.6484375,2.0
2004-10-05T21:00:00.000000Z,5.6484375,5.6484375,5.64453125,2.0
2004-10-06T21:00:00.000000Z,5.67578125,5.67578125,5.67578125,2.0
2004-10-07T21:00:00.000000Z,5.71875,5.71875,5.71875,2.0
2004-10-09T21:00:00.000000Z,5.734375,5.734375,5.734375,2.0
2004-10-10T21:00:00.000000Z,5.7109375,5.7109375,5.7109375,2.0
2004-10-11T21:00:00.000000Z,5.6953125,5.6953125,5.69140625,2.0
2004-10-12T21:00:00.000000Z,5.65625,5.65625,5.65625,2.0
2004-10-13T21:00:00.000000Z,5.67578125,5.67578125,5.67578125,2.0
2004-10-14T21:00:00.000000Z,5.6953125,5.6953125,5.6953125,2.0
2004-10-16T21:00:00.000000Z,5.6953125,5.6953125,5.69140625,2.0
2004-10-17T21:00:00.000000Z,5.6484375,5.6484375,5.6484375,2.0
2004-10-18T21:00:00.000000Z,5.6640625,5.6640625,5.6640625,2.0
2004-10-19T21:00:00.000000Z,5.72265625,5.72265625,5.72265625,2.0
2004-10-20T21:00:00.000000Z,5.7421875,5.7421875,5.7421875,2.0
2004-10-23T21:00:00.000000Z,5.77734375,5.77734375,5.77734375,2.0
2004-10-24T21:00:00.000000Z,5.80859375,5.80859375,5.80859375,2.0
2004-10-25T21:00:00.000000Z,5.80859375,5.80859375,5.80859375,2.0
2004-10-26T21:00:00.000000Z,5.79296875,5.79296875,5.79296875,2.0
2004-10-27T21:00:00.000000Z,5.80859375,5.80859375,5.80859375,2.0
2004-10-30T21:00:00.000000Z,5.828125,5.828125,5.828125,2.0
2004-10-31T22:00:00.000000Z,5.80859375,5.80859375,5.80859375,2.0
2004-11-01T22:00:00.000000Z,5.81640625,5.81640625,5.81640625,2.0
2004-11-02T22:00:00.000000Z,5.87890625,5.87890625,5.87890625,2.0
2004-11-03T22:00:00.000000Z,5.890625,5.890625,5.890625,2.0
2004-11-04T22:00:00.000000Z,5.9296875,5.9296875,5.92578125,2.0
2004-11-06T22:00:00.000000Z,5.93359375,5.93359375,5.93359375,2.0
2004-11-07T22:00:00.000000Z,5.88671875,5.88671875,5.88671875,2.0
2004-11-08T22:00:00.000000Z,5.91796875,5.91796875,5.91796875,2.0
2004-11-09T22:00:00.000000Z,5.91015625,5.91015625,5.91015625,2.0
2004-11-10T22:00:00.000000Z,5.94921875,5.94921875,5.94921875,2.0
2004-11-11T22:00:00.000000Z,5.98046875,5.98046875,5.98046875,2.0
2004-11-13T22:00:00.000000Z,5.98046875,5.98046875,5.98046875,2.0
2004-11-14T22:00:00.000000Z,6.01171875,6.01171875,6.01171875,2.0
2004-11-15T22:00:00.000000Z,6.0078125,6.0078125,6.0078125,2.0
2004-11-16T22:00:00.000000Z,6.078125,6.078125,6.078125,2.0
2004-11-17T22:00:00.000000Z,6.05078125,6.05078125,6.05078125,2.0
2004-11-18T22:00:00.000000Z,6.08984375,6.08984375,6.08984375,2.0
2004-11-20T22:00:00.000000Z,6.09375,6.09375,6.09375,2.0
2004-11-21T22:00:00.000000Z,6.08203125,6.08203125,6.08203125,2.0
2004-11-22T22:00:00.000000Z,6.109375,6.109375,6.109375,2.0
2004-11-23T22:00:00.000000Z,6.125,6.125,6.125,2.0
2004-11-24T22:00:00.000000Z,6.1484375,6.15234375,6.1484375,2.0
2004-11-25T22:00:00.000000Z,6.1484375,6.1484375,6.14453125,2.0
2004-11-27T22:00:00.000000Z,6.140625,6.14453125,6.140625,2.0
2004-11-28T22:00:00.000000Z,6.09765625,6.09765625,6.09765625,2.0
2004-11-29T22:00:00.000000Z,6.00390625,6.00390625,6.00390625,2.0
2004-11-30T22:00:00.000000Z,6.0390625,6.0390625,6.0390625,2.0
2004-12-01T22:00:00.000000Z,6.0234375,6.0234375,6.0234375,2.0
2004-12-02T22:00:00.000000Z,6.07421875,6.07421875,6.07421875,2.0
2004-12-04T22:00:00.000000Z,6.078125,6.078125,6.07421875,2.0
2004-12-05T22:00:00.000000Z,6.0078125,6.0078125,6.0078125,2.0
2004-12-06T22:00:00.000000Z,6.01953125,6.01953125,6.01953125,2.0
2004-12-07T22:00:00.000000Z,5.890625,5.890625,5.88671875,2.0
2004-12-08T22:00:00.000000Z,5.8671875,5.8671875,5.86328125,2.0
2004-12-09T22:00:00.000000Z,5.83984375,5.83984375,5.83984375,2.0
2004-12-11T22:00:00.000000Z,5.828125,5.828125,5.828125,2.0
