time,closeAsk,closeBid,volume,BNP.EURTRY - EUR/TRY_x
2015-08-14T12:02:00.000000Z,3.166015625,3.1640625,99.0,3.1640625
2015-08-14T12:03:00.000000Z,3.166015625,3.1640625,55.0,3.1640625
2015-08-14T12:04:00.000000Z,3.166015625,3.166015625,151.0,3.166015625
2015-08-14T12:05:00.000000Z,3.166015625,3.166015625,55.0,3.166015625
2015-08-14T12:06:00.000000Z,3.16796875,3.166015625,178.0,3.16796875
2015-08-14T12:07:00.000000Z,3.16796875,3.166015625,151.0,3.16796875
2015-08-14T12:08:00.000000Z,3.166015625,3.166015625,130.0,3.166015625
2015-08-14T12:09:00.000000Z,3.16796875,3.166015625,189.0,3.16796875
2015-08-14T12:10:00.000000Z,3.166015625,3.166015625,96.0,3.166015625
2015-08-14T12:11:00.000000Z,3.166015625,3.1640625,169.0,3.1640625
2015-08-14T12:12:00.000000Z,3.166015625,3.1640625,214.0,3.1640625
2015-08-14T12:13:00.000000Z,3.166015625,3.1640625,101.0,3.1640625
2015-08-14T12:14:00.000000Z,3.166015625,3.1640625,253.0,3.1640625
2015-08-14T12:15:00.000000Z,3.166015625,3.166015625,200.0,3.166015625
2015-08-14T12:16:00.000000Z,3.16796875,3.166015625,127.0,3.16796875
2015-08-14T12:17:00.000000Z,3.16796875,3.166015625,80.0,3.16796875
2015-08-14T12:18:00.000000Z,3.16796875,3.166015625,112.0,3.16796875
2015-08-14T12:19:00.000000Z,3.169921875,3.16796875,149.0,3.16796875
2015-08-14T12:20:00.000000Z,3.169921875,3.16796875,85.0,3.16796875
2015-08-14T12:21:00.000000Z,3.16796875,3.166015625,108.0,3.16796875
2015-08-14T12:22:00.000000Z,3.16796875,3.166015625,59.0,3.16796875
2015-08-14T12:23:00.000000Z,3.16796875,3.166015625,46.0,3.16796875
2015-08-14T12:24:00.000000Z,3.166015625,3.1640625,178.0,3.1640625
2015-08-14T12:25:00.000000Z,3.166015625,3.1640625,197.0,3.1640625
2015-08-14T12:26:00.000000Z,3.166015625,3.1640625,163.0,3.1640625
2015-08-14T12:27:00.000000Z,3.166015625,3.1640625,252.0,3.1640625
2015-08-14T12:28:00.000000Z,3.16796875,3.166015625,223.0,3.16796875
2015-08-14T12:29:00.000000Z,3.169921875,3.1640625,163.0,3.16796875
2015-08-14T12:30:00.000000Z,3.16796875,3.1640625,398.0,3.166015625
2015-08-14T12:31:00.000000Z,3.166015625,3.1640625,186.0,3.1640625
2015-08-14T12:32:00.000000Z,3.166015625,3.1640625,237.0,3.1640625
