time,closeAsk,closeBid,volume,BNP.USDZAR - USD/ZAR_x
2015-08-05T19:04:00.000000Z,12.78125,12.7734375,23.0,12.77734375
2015-08-05T19:05:00.000000Z,12.78125,12.765625,102.0,12.7734375
2015-08-05T19:06:00.000000Z,12.7734375,12.765625,170.0,12.76953125
2015-08-05T19:07:00.000000Z,12.7734375,12.765625,218.0,12.76953125
2015-08-05T19:08:00.000000Z,12.7734375,12.765625,76.0,12.76953125
2015-08-05T19:09:00.000000Z,12.78125,12.765625,104.0,12.7734375
2015-08-05T19:10:00.000000Z,12.78125,12.765625,85.0,12.7734375
2015-08-05T19:11:00.000000Z,12.78125,12.765625,141.0,12.7734375
2015-08-05T19:12:00.000000Z,12.7734375,12.765625,81.0,12.76953125
2015-08-05T19:13:00.000000Z,12.7734375,12.7578125,185.0,12.765625
2015-08-05T19:14:00.000000Z,12.78125,12.765625,270.0,12.7734375
2015-08-05T19:15:00.000000Z,12.78125,12.765625,261.0,12.7734375
2015-08-05T19:16:00.000000Z,12.78125,12.765625,111.0,12.7734375
2015-08-05T19:17:00.000000Z,12.78125,12.765625,37.0,12.7734375
2015-08-05T19:18:00.000000Z,12.78125,12.765625,33.0,12.7734375
2015-08-05T19:19:00.000000Z,12.78125,12.765625,10.0,12.7734375
2015-08-05T19:20:00.000000Z,12.78125,12.765625,23.0,12.7734375
2015-08-05T19:21:00.000000Z,12.78125,12.7734375,83.0,12.77734375
2015-08-05T19:22:00.000000Z,12.78125,12.7734375,104.0,12.77734375
2015-08-05T19:23:00.000000Z,12.78125,12.765625,139.0,12.7734375
2015-08-05T19:24:00.000000Z,12.78125,12.765625,82.0,12.7734375
2015-08-05T19:25:00.000000Z,12.78125,12.7734375,147.0,12.77734375
2015-08-05T19:26:00.000000Z,12.78125,12.7734375,55.0,12.77734375
2015-08-05T19:27:00.000000Z,12.78125,12.7734375,41.0,12.77734375
2015-08-05T19:28:00.000000Z,12.78125,12.7734375,12.0,12.77734375
2015-08-05T19:29:00.000000Z,12.78125,12.7734375,25.0,12.77734375
2015-08-05T19:30:00.000000Z,12.78125,12.7734375,43.0,12.77734375
2015-08-05T19:31:00.000000Z,12.78125,12.7734375,34.0,12.77734375
2015-08-05T19:32:00.000000Z,12.78125,12.7734375,30.0,12.77734375
2015-08-05T19:33:00.000000Z,12.78125,12.7734375,40.0,12.77734375
2015-08-05T19:34:00.000000Z,12.78125,12.7734375,93.0,12.77734375
2015-08-05T19:35:00.000000Z,12.78125,12.7734375,24.0,12.77734375
2015-08-05T19:36:00.000000Z,12.78125,12.7734375,293.0,12.77734375
2015-08-05T19:37:00.000000Z,12.78125,12.7734375,209.0,12.77734375
2015-08-05T19:38:00.000000Z,12.78125,12.765625,203.0,12.7734375
2015-08-05T19:39:00.000000Z,12.78125,12.7734375,203.0,12.77734375
2015-08-05T19:40:00.000000Z,12.78125,12.765625,267.0,12.7734375
2015-08-05T19:41:00.000000Z,12.78125,12.765625,217.0,12.7734375
2015-08-05T19:42:00.000000Z,12.78125,12.7578125,174.0,12.76953125
2015-08-05T19:43:00.000000Z,12.78125,12.7578125,44.0,12.76953125
2015-08-05T19:44:00.000000Z,12.78125,12.7578125,22.0,12.76953125
2015-08-05T19:45:00.000000Z,12.78125,12.7734375,124.0,12.77734375
2015-08-05T19:46:00.000000Z,12.78125,12.765625,237.0,12.7734375
2015-08-05T19:47:00.000000Z,12.78125,12.765625,29.0,12.7734375
2015-08-05T19:48:00.000000Z,12.78125,12.765625,50.0,12.7734375
2015-08-05T19:49:00.000000Z,12.78125,12.7578125,66.0,12.76953125
2015-08-05T19:50:00.000000Z,12.78125,12.7578125,69.0,12.76953125
2015-08-05T19:51:00.000000Z,12.78125,12.7578125,69.0,12.76953125
2015-08-05T19:52:00.000000Z,12.78125,12.7578125,33.0,12.76953125
2015-08-05T19:53:00.000000Z,12.78125,12.7578125,56.0,12.76953125
2015-08-05T19:54:00.000000Z,12.78125,12.7578125,37.0,12.76953125
2015-08-05T19:55:00.000000Z,12.78125,12.765625,64.0,12.7734375
2015-08-05T19:56:00.000000Z,12.78125,12.765625,36.0,12.7734375
2015-08-05T19:57:00.000000Z,12.78125,12.7734375,105.0,12.77734375
2015-08-05T19:58:00.000000Z,12.78125,12.7734375,146.0,12.77734375
2015-08-05T19:59:00.000000Z,12.78125,12.7734375,127.0,12.77734375
2015-08-05T20:00:00.000000Z,12.78125,12.7734375,508.0,12.77734375
2015-08-05T20:01:00.000000Z,12.78125,12.7734375,549.0,12.77734375
2015-08-05T20:02:00.000000Z,12.78125,12.7734375,647.0,12.77734375
2015-08-05T20:03:00.000000Z,12.78125,12.7734375,57.0,12.77734375
2015-08-05T20:04:00.000000Z,12.78125,12.7734375,236.0,12.77734375
2015-08-05T20:05:00.000000Z,12.78125,12.7734375,18.0,12.77734375
2015-08-05T20:06:00.000000Z,12.78125,12.7734375,23.0,12.77734375
2015-08-05T20:07:00.000000Z,12.78125,12.7734375,49.0,12.77734375
2015-08-05T20:08:00.000000Z,12.78125,12.7734375,11.0,12.77734375
2015-08-05T20:09:00.000000Z,12.78125,12.7734375,25.0,12.77734375
2015-08-05T20:10:00.000000Z,12.78125,12.7734375,18.0,12.77734375
2015-08-05T20:11:00.000000Z,12.78125,12.7734375,15.0,12.77734375
2015-08-05T20:12:00.000000Z,12.78125,12.7734375,11.0,12.77734375
2015-08-05T20:13:00.000000Z,12.78125,12.7734375,12.0,12.77734375
2015-08-05T20:14:00.000000Z,12.78125,12.7734375,19.0,12.77734375
2015-08-05T20:15:00.000000Z,12.78125,12.7734375,12.0,12.77734375
2015-08-05T20:16:00.000000Z,12.78125,12.7734375,47.0,12.77734375
2015-08-05T20:17:00.000000Z,12.78125,12.7734375,19.0,12.77734375
2015-08-05T20:18:00.000000Z,12.78125,12.7734375,26.0,12.77734375
2015-08-05T20:19:00.000000Z,12.78125,12.7734375,35.0,12.77734375
2015-08-05T20:20:00.000000Z,12.78125,12.7734375,13.0,12.77734375
2015-08-05T20:21:00.000000Z,12.78125,12.7734375,7.0,12.77734375
2015-08-05T20:22:00.000000Z,12.78125,12.7734375,9.0,12.77734375
2015-08-05T20:23:00.000000Z,12.78125,12.7734375,5.0,12.77734375
2015-08-05T20:24:00.000000Z,12.78125,12.7734375,6.0,12.77734375
2015-08-05T20:25:00.000000Z,12.78125,12.7734375,9.0,12.77734375
2015-08-05T20:26:00.000000Z,12.78125,12.7734375,24.0,12.77734375
2015-08-05T20:27:00.000000Z,12.78125,12.7734375,12.0,12.77734375
2015-08-05T20:28:00.000000Z,12.78125,12.7734375,24.0,12.77734375
2015-08-05T20:29:00.000000Z,12.78125,12.7734375,23.0,12.77734375
2015-08-05T20:30:00.000000Z,12.7890625,12.7734375,20.0,12.78125
2015-08-05T20:31:00.000000Z,12.7890625,12.7734375,10.0,12.78125
2015-08-05T20:32:00.000000Z,12.7890625,12.7734375,27.0,12.78125
2015-08-05T20:33:00.000000Z,12.7890625,12.7734375,17.0,12.78125
2015-08-05T20:34:00.000000Z,12.7890625,12.7734375,25.0,12.78125
