time,BNP.GBPCHF - GBP/CHF_x,closeAsk,closeBid,volume
2015-05-27T07:30:00.000000Z,1.4609375,1.4619140625,1.4609375,1383.0
2015-05-27T07:45:00.000000Z,1.4609375,1.4619140625,1.4609375,1418.0
2015-05-27T08:00:00.000000Z,1.4619140625,1.4619140625,1.4619140625,1357.0
2015-05-27T08:15:00.000000Z,1.4609375,1.4609375,1.4599609375,1506.0
2015-05-27T08:30:00.000000Z,1.4599609375,1.4599609375,1.4599609375,1286.0
2015-05-27T08:45:00.000000Z,1.4599609375,1.4599609375,1.4599609375,1575.0
2015-05-27T09:00:00.000000Z,1.458984375,1.458984375,1.458984375,1341.0
2015-05-27T09:15:00.000000Z,1.4599609375,1.4599609375,1.4599609375,1400.0
2015-05-27T09:30:00.000000Z,1.4599609375,1.4599609375,1.4599609375,1788.0
2015-05-27T09:45:00.000000Z,1.4599609375,1.4599609375,1.4599609375,2026.0
2015-05-27T10:00:00.000000Z,1.4609375,1.4619140625,1.4609375,2090.0
2015-05-27T10:15:00.000000Z,1.4609375,1.4609375,1.4609375,1931.0
2015-05-27T10:30:00.000000Z,1.4619140625,1.4619140625,1.4619140625,2592.0
2015-05-27T10:45:00.000000Z,1.4609375,1.4609375,1.4609375,1600.0
2015-05-27T11:00:00.000000Z,1.4609375,1.4609375,1.4599609375,1658.0
2015-05-27T11:15:00.000000Z,1.4619140625,1.4619140625,1.4619140625,1160.0
2015-05-27T11:30:00.000000Z,1.462890625,1.462890625,1.462890625,1431.0
2015-05-27T11:45:00.000000Z,1.4619140625,1.4619140625,1.4619140625,2166.0
2015-05-27T12:00:00.000000Z,1.4609375,1.4619140625,1.4609375,2888.0
2015-05-27T12:15:00.000000Z,1.4619140625,1.4619140625,1.4619140625,3112.0
2015-05-27T12:30:00.000000Z,1.4619140625,1.4619140625,1.4619140625,2890.0
2015-05-27T12:45:00.000000Z,1.462890625,1.462890625,1.462890625,2722.0
2015-05-27T13:00:00.000000Z,1.4619140625,1.4619140625,1.4619140625,2316.0
2015-05-27T13:15:00.000000Z,1.4619140625,1.4619140625,1.4619140625,2304.0
2015-05-27T13:30:00.000000Z,1.4609375,1.4619140625,1.4609375,2550.0
2015-05-27T13:45:00.000000Z,1.4599609375,1.4599609375,1.4599609375,4436.0
2015-05-27T14:00:00.000000Z,1.458984375,1.458984375,1.4580078125,3936.0
2015-05-27T14:15:00.000000Z,1.4609375,1.4609375,1.4599609375,4936.0
2015-05-27T14:30:00.000000Z,1.458984375,1.458984375,1.458984375,3536.0
2015-05-27T14:45:00.000000Z,1.458984375,1.458984375,1.4580078125,2968.0
2015-05-27T15:00:00.000000Z,1.45703125,1.45703125,1.45703125,3320.0
2015-05-27T15:15:00.000000Z,1.4560546875,1.4560546875,1.4560546875,2308.0
2015-05-27T15:30:00.000000Z,1.4560546875,1.4560546875,1.4560546875,3042.0
2015-05-27T15:45:00.000000Z,1.45703125,1.45703125,1.45703125,1439.0
2015-05-27T16:00:00.000000Z,1.45703125,1.4580078125,1.45703125,1453.0
2015-05-27T16:15:00.000000Z,1.4580078125,1.4580078125,1.4580078125,1434.0
2015-05-27T16:30:00.000000Z,1.4580078125,1.4580078125,1.4580078125,985.0
2015-05-27T16:45:00.000000Z,1.45703125,1.45703125,1.4560546875,1416.0
2015-05-27T17:00:00.000000Z,1.4560546875,1.4560546875,1.4560546875,992.0
2015-05-27T17:15:00.000000Z,1.4560546875,1.4560546875,1.4560546875,1201.0
2015-05-27T17:30:00.000000Z,1.45703125,1.45703125,1.4560546875,1382.0
2015-05-27T17:45:00.000000Z,1.45703125,1.45703125,1.45703125,876.0
2015-05-27T18:00:00.000000Z,1.4580078125,1.4580078125,1.4580078125,934.0
2015-05-27T18:15:00.000000Z,1.458984375,1.458984375,1.4580078125,1188.0
2015-05-27T18:30:00.000000Z,1.4599609375,1.4599609375,1.4599609375,677.0
2015-05-27T18:45:00.000000Z,1.458984375,1.458984375,1.458984375,811.0
2015-05-27T19:00:00.000000Z,1.4599609375,1.4599609375,1.4599609375,585.0
2015-05-27T19:15:00.000000Z,1.458984375,1.458984375,1.458984375,586.0
2015-05-27T19:30:00.000000Z,1.458984375,1.458984375,1.458984375,1140.0
2015-05-27T19:45:00.000000Z,1.458984375,1.458984375,1.4580078125,1214.0
2015-05-27T20:00:00.000000Z,1.458984375,1.458984375,1.4580078125,594.0
2015-05-27T20:15:00.000000Z,1.458984375,1.458984375,1.4580078125,618.0
2015-05-27T20:30:00.000000Z,1.4580078125,1.4580078125,1.4580078125,821.0
2015-05-27T20:45:00.000000Z,1.45703125,1.4580078125,1.45703125,893.0
2015-05-27T21:00:00.000000Z,1.4580078125,1.458984375,1.45703125,474.0
2015-05-27T21:15:00.000000Z,1.4580078125,1.458984375,1.45703125,385.0
2015-05-27T21:30:00.000000Z,1.458984375,1.458984375,1.4580078125,493.0
2015-05-27T21:45:00.000000Z,1.458984375,1.458984375,1.4580078125,196.0
2015-05-27T22:00:00.000000Z,1.458984375,1.458984375,1.4580078125,518.0
2015-05-27T22:15:00.000000Z,1.458984375,1.458984375,1.4580078125,256.0
2015-05-27T22:30:00.000000Z,1.45703125,1.4580078125,1.45703125,234.0
2015-05-27T22:45:00.000000Z,1.45703125,1.4580078125,1.45703125,136.0
2015-05-27T23:00:00.000000Z,1.4580078125,1.4580078125,1.4580078125,193.0
2015-05-27T23:15:00.000000Z,1.4580078125,1.4580078125,1.4580078125,176.0
2015-05-27T23:30:00.000000Z,1.4580078125,1.4580078125,1.4580078125,71.0
2015-05-27T23:45:00.000000Z,1.4580078125,1.4580078125,1.4580078125,133.0
2015-05-28T00:00:00.000000Z,1.45703125,1.4580078125,1.45703125,677.0
2015-05-28T00:15:00.000000Z,1.45703125,1.4580078125,1.45703125,380.0
2015-05-28T00:30:00.000000Z,1.45703125,1.45703125,1.4560546875,1085.0
2015-05-28T00:45:00.000000Z,1.45703125,1.45703125,1.45703125,947.0
2015-05-28T01:00:00.000000Z,1.45703125,1.45703125,1.45703125,685.0
2015-05-28T01:15:00.000000Z,1.45703125,1.45703125,1.4560546875,735.0
2015-05-28T01:30:00.000000Z,1.45703125,1.4580078125,1.45703125,1793.0
2015-05-28T01:45:00.000000Z,1.45703125,1.4580078125,1.45703125,1484.0
2015-05-28T02:00:00.000000Z,1.45703125,1.4580078125,1.45703125,1288.0
2015-05-28T02:15:00.000000Z,1.45703125,1.45703125,1.45703125,795.0
2015-05-28T02:30:00.000000Z,1.45703125,1.45703125,1.45703125,986.0
2015-05-28T02:45:00.000000Z,1.45703125,1.4580078125,1.45703125,1523.0
2015-05-28T03:00:00.000000Z,1.45703125,1.45703125,1.4560546875,1386.0
2015-05-28T03:15:00.000000Z,1.4560546875,1.4560546875,1.4560546875,1118.0
