time,BNP.USDSGD - USD/SGD_x,closeAsk,closeBid,volume
2012-05-25T13:00:00.000000Z,1.27998,1.28016,1.2798,
2012-05-25T17:00:00.000000Z,1.2816299999999998,1.28213,1.2811299999999999,
2012-05-27T13:00:00.000000Z,1.2816299999999998,1.28263,1.28063,
2012-05-27T17:00:00.000000Z,1.2771499999999998,1.27815,1.27615,
2012-05-27T21:00:00.000000Z,1.276035,1.27616,1.27591,
2012-05-28T01:00:00.000000Z,1.274765,1.2748899999999999,1.27464,
2012-05-28T05:00:00.000000Z,1.276285,1.27644,1.27613,
2012-05-28T09:00:00.000000Z,1.2760250000000002,1.2761799999999999,1.27587,
2012-05-28T13:00:00.000000Z,1.277815,1.27806,1.27757,
2012-05-28T17:00:00.000000Z,1.27691,1.27716,1.2766600000000001,
2012-05-28T21:00:00.000000Z,1.278375,1.2785,1.27825,
2012-05-29T01:00:00.000000Z,1.277625,1.27775,1.2775,
2012-05-29T05:00:00.000000Z,1.27611,1.27626,1.27596,
2012-05-29T09:00:00.000000Z,1.2774,1.27755,1.27725,
2012-05-29T13:00:00.000000Z,1.2796599999999998,1.2798100000000001,1.2795100000000001,
2012-05-29T17:00:00.000000Z,1.2783200000000001,1.27857,1.27807,
2012-05-29T21:00:00.000000Z,1.279625,1.27975,1.2795,
2012-05-30T01:00:00.000000Z,1.2793450000000002,1.27947,1.27922,
2012-05-30T05:00:00.000000Z,1.280945,1.2811,1.2807899999999999,
2012-05-30T09:00:00.000000Z,1.2823250000000002,1.2824799999999998,1.28217,
2012-05-30T13:00:00.000000Z,1.2881049999999998,1.28826,1.28795,
2012-05-30T17:00:00.000000Z,1.28863,1.28893,1.28833,
2012-05-30T21:00:00.000000Z,1.28894,1.28911,1.28877,
2012-05-31T01:00:00.000000Z,1.28711,1.28728,1.28694,
2012-05-31T05:00:00.000000Z,1.28471,1.28488,1.28454,
2012-05-31T09:00:00.000000Z,1.2868700000000002,1.28704,1.2867,
2012-05-31T13:00:00.000000Z,1.28778,1.28795,1.2876100000000001,
2012-05-31T17:00:00.000000Z,1.2887,1.28915,1.28825,
2012-05-31T21:00:00.000000Z,1.28947,1.28997,1.2889700000000002,
2012-06-01T01:00:00.000000Z,1.287365,1.28752,1.28721,
2012-06-01T05:00:00.000000Z,1.291715,1.29187,1.29156,
2012-06-01T09:00:00.000000Z,1.29554,1.29574,1.29534,
2012-06-01T13:00:00.000000Z,1.29306,1.29331,1.29281,
2012-06-01T17:00:00.000000Z,1.2927300000000002,1.2932299999999999,1.29223,
2012-06-01T21:00:00.000000Z,1.2927300000000002,1.2932299999999999,1.29223,
2012-06-03T17:00:00.000000Z,1.29286,1.29386,1.29186,
2012-06-03T21:00:00.000000Z,1.2933249999999998,1.29345,1.2932,
2012-06-04T01:00:00.000000Z,1.290095,1.2902200000000001,1.28997,
2012-06-04T05:00:00.000000Z,1.28947,1.28962,1.28932,
2012-06-04T09:00:00.000000Z,1.287555,1.2877299999999998,1.28738,
2012-06-04T13:00:00.000000Z,1.288115,1.28829,1.2879399999999999,
2012-06-04T17:00:00.000000Z,1.2872700000000001,1.28752,1.28702,
2012-06-04T21:00:00.000000Z,1.284585,1.28471,1.28446,
2012-06-05T01:00:00.000000Z,1.285835,1.28596,1.2857100000000001,
2012-06-05T05:00:00.000000Z,1.288585,1.28871,1.28846,
2012-06-05T09:00:00.000000Z,1.288965,1.28909,1.28884,
2012-06-05T13:00:00.000000Z,1.28762,1.28787,1.2873700000000001,
2012-06-05T17:00:00.000000Z,1.2864,1.28665,1.28615,
2012-06-05T21:00:00.000000Z,1.2832750000000002,1.2834,1.28315,
2012-06-06T01:00:00.000000Z,1.2804950000000002,1.28062,1.28037,
2012-06-06T05:00:00.000000Z,1.278365,1.27849,1.27824,
2012-06-06T09:00:00.000000Z,1.280935,1.28116,1.28071,
2012-06-06T13:00:00.000000Z,1.275205,1.2754299999999998,1.27498,
2012-06-06T17:00:00.000000Z,1.27475,1.275,1.2745,
2012-06-06T21:00:00.000000Z,1.276265,1.27639,1.27614,
2012-06-07T01:00:00.000000Z,1.2760049999999998,1.27613,1.27588,
2012-06-07T05:00:00.000000Z,1.275705,1.27583,1.27558,
2012-06-07T09:00:00.000000Z,1.272315,1.27249,1.27214,
2012-06-07T13:00:00.000000Z,1.27557,1.2758200000000002,1.27532,
