time,BNP.CADHKD - CAD/HKD_x,closeAsk,closeBid,volume
2015-06-01T04:30:00.000000Z,6.2265625,6.2265625,6.22265625,128.0
2015-06-01T04:45:00.000000Z,6.22265625,6.22265625,6.22265625,268.0
2015-06-01T05:00:00.000000Z,6.21875,6.22265625,6.21875,158.0
2015-06-01T05:15:00.000000Z,6.22265625,6.22265625,6.22265625,278.0
2015-06-01T05:30:00.000000Z,6.22265625,6.22265625,6.22265625,244.0
2015-06-01T05:45:00.000000Z,6.22265625,6.22265625,6.22265625,395.0
2015-06-01T06:00:00.000000Z,6.22265625,6.22265625,6.22265625,467.0
2015-06-01T06:15:00.000000Z,6.21875,6.22265625,6.21875,349.0
2015-06-01T06:30:00.000000Z,6.22265625,6.22265625,6.22265625,346.0
2015-06-01T06:45:00.000000Z,6.22265625,6.22265625,6.22265625,628.0
2015-06-01T07:00:00.000000Z,6.21875,6.21875,6.21875,602.0
2015-06-01T07:15:00.000000Z,6.21484375,6.21484375,6.21484375,842.0
2015-06-01T07:30:00.000000Z,6.21484375,6.21484375,6.21484375,680.0
2015-06-01T07:45:00.000000Z,6.2109375,6.21484375,6.2109375,571.0
2015-06-01T08:00:00.000000Z,6.21484375,6.21484375,6.21484375,521.0
2015-06-01T08:15:00.000000Z,6.21484375,6.21484375,6.21484375,397.0
2015-06-01T08:30:00.000000Z,6.2109375,6.2109375,6.20703125,548.0
2015-06-01T08:45:00.000000Z,6.2109375,6.2109375,6.2109375,436.0
2015-06-01T09:00:00.000000Z,6.20703125,6.20703125,6.20703125,448.0
2015-06-01T09:15:00.000000Z,6.20703125,6.20703125,6.20703125,534.0
2015-06-01T09:30:00.000000Z,6.2109375,6.2109375,6.2109375,431.0
2015-06-01T09:45:00.000000Z,6.2109375,6.2109375,6.2109375,335.0
2015-06-01T10:00:00.000000Z,6.2109375,6.2109375,6.20703125,400.0
2015-06-01T10:15:00.000000Z,6.2109375,6.2109375,6.2109375,238.0
2015-06-01T10:30:00.000000Z,6.2109375,6.2109375,6.2109375,350.0
2015-06-01T10:45:00.000000Z,6.2109375,6.2109375,6.2109375,356.0
2015-06-01T11:00:00.000000Z,6.2109375,6.21484375,6.2109375,427.0
2015-06-01T11:15:00.000000Z,6.21484375,6.21484375,6.21484375,432.0
2015-06-01T11:30:00.000000Z,6.2109375,6.21484375,6.2109375,556.0
2015-06-01T11:45:00.000000Z,6.21484375,6.21484375,6.21484375,462.0
2015-06-01T12:00:00.000000Z,6.2109375,6.2109375,6.20703125,751.0
2015-06-01T12:15:00.000000Z,6.2109375,6.2109375,6.20703125,751.0
2015-06-01T12:30:00.000000Z,6.2109375,6.21484375,6.2109375,984.0
2015-06-01T12:45:00.000000Z,6.20703125,6.20703125,6.20703125,689.0
2015-06-01T13:00:00.000000Z,6.2109375,6.2109375,6.2109375,630.0
2015-06-01T13:15:00.000000Z,6.21875,6.21875,6.21875,972.0
2015-06-01T13:30:00.000000Z,6.21484375,6.21484375,6.21484375,816.0
2015-06-01T13:45:00.000000Z,6.2109375,6.21484375,6.2109375,506.0
2015-06-01T14:00:00.000000Z,6.19140625,6.19140625,6.19140625,1910.0
2015-06-01T14:15:00.000000Z,6.1875,6.1875,6.1875,1013.0
2015-06-01T14:30:00.000000Z,6.1875,6.1875,6.1875,781.0
2015-06-01T14:45:00.000000Z,6.18359375,6.18359375,6.18359375,730.0
2015-06-01T15:00:00.000000Z,6.1796875,6.1796875,6.1796875,779.0
2015-06-01T15:15:00.000000Z,6.17578125,6.17578125,6.17578125,472.0
2015-06-01T15:30:00.000000Z,6.1796875,6.1796875,6.1796875,527.0
2015-06-01T15:45:00.000000Z,6.1796875,6.18359375,6.1796875,454.0
2015-06-01T16:00:00.000000Z,6.1796875,6.18359375,6.1796875,399.0
2015-06-01T16:15:00.000000Z,6.1796875,6.1796875,6.1796875,340.0
2015-06-01T16:30:00.000000Z,6.1796875,6.18359375,6.1796875,253.0
2015-06-01T16:45:00.000000Z,6.1796875,6.1796875,6.1796875,269.0
2015-06-01T17:00:00.000000Z,6.1796875,6.1796875,6.1796875,383.0
2015-06-01T17:15:00.000000Z,6.18359375,6.18359375,6.18359375,307.0
2015-06-01T17:30:00.000000Z,6.1875,6.1875,6.1875,371.0
2015-06-01T17:45:00.000000Z,6.18359375,6.18359375,6.18359375,239.0
2015-06-01T18:00:00.000000Z,6.1875,6.1875,6.18359375,292.0
2015-06-01T18:15:00.000000Z,6.19140625,6.19140625,6.19140625,433.0
2015-06-01T18:30:00.000000Z,6.1953125,6.19921875,6.1953125,309.0
2015-06-01T18:45:00.000000Z,6.19140625,6.19140625,6.19140625,295.0
2015-06-01T19:00:00.000000Z,6.19140625,6.19140625,6.19140625,324.0
2015-06-01T19:15:00.000000Z,6.1953125,6.1953125,6.19140625,267.0
2015-06-01T19:30:00.000000Z,6.1875,6.1875,6.1875,324.0
2015-06-01T19:45:00.000000Z,6.1875,6.1875,6.1875,148.0
2015-06-01T20:00:00.000000Z,6.1875,6.19140625,6.1875,203.0
2015-06-01T20:15:00.000000Z,6.19140625,6.19140625,6.19140625,184.0
2015-06-01T20:30:00.000000Z,6.19140625,6.19140625,6.19140625,370.0
2015-06-01T20:45:00.000000Z,6.1953125,6.1953125,6.19140625,257.0
2015-06-01T21:00:00.000000Z,6.1953125,6.1953125,6.19140625,99.0
2015-06-01T21:15:00.000000Z,6.1953125,6.1953125,6.19140625,161.0
2015-06-01T21:30:00.000000Z,6.19140625,6.19140625,6.19140625,93.0
2015-06-01T21:45:00.000000Z,6.1953125,6.1953125,6.19140625,140.0
2015-06-01T22:00:00.000000Z,6.1875,6.19140625,6.1875,193.0
2015-06-01T22:15:00.000000Z,6.19140625,6.19140625,6.19140625,131.0
2015-06-01T22:30:00.000000Z,6.19140625,6.19140625,6.19140625,207.0
2015-06-01T22:45:00.000000Z,6.19140625,6.19140625,6.19140625,226.0
2015-06-01T23:00:00.000000Z,6.19140625,6.19140625,6.19140625,82.0
2015-06-01T23:15:00.000000Z,6.19140625,6.19140625,6.19140625,54.0
2015-06-01T23:30:00.000000Z,6.19140625,6.19140625,6.19140625,238.0
2015-06-01T23:45:00.000000Z,6.19140625,6.19140625,6.19140625,176.0
2015-06-02T00:00:00.000000Z,6.19140625,6.19140625,6.19140625,201.0
2015-06-02T00:15:00.000000Z,6.19140625,6.19140625,6.19140625,217.0
2015-06-02T00:30:00.000000Z,6.19140625,6.19140625,6.19140625,223.0
2015-06-02T00:45:00.000000Z,6.1875,6.19140625,6.1875,255.0
2015-06-02T01:00:00.000000Z,6.19140625,6.19140625,6.19140625,156.0
2015-06-02T01:15:00.000000Z,6.19140625,6.19140625,6.19140625,183.0
2015-06-02T01:30:00.000000Z,6.19140625,6.19140625,6.19140625,534.0
2015-06-02T01:45:00.000000Z,6.19140625,6.19140625,6.19140625,345.0
2015-06-02T02:00:00.000000Z,6.1875,6.19140625,6.1875,209.0
2015-06-02T02:15:00.000000Z,6.1953125,6.1953125,6.19140625,461.0
2015-06-02T02:30:00.000000Z,6.1953125,6.1953125,6.19140625,351.0
2015-06-02T02:45:00.000000Z,6.1953125,6.1953125,6.19140625,262.0
2015-06-02T03:00:00.000000Z,6.1953125,6.1953125,6.1953125,128.0
2015-06-02T03:15:00.000000Z,6.1953125,6.1953125,6.1953125,130.0
2015-06-02T03:30:00.000000Z,6.1953125,6.1953125,6.1953125,171.0
2015-06-02T03:45:00.000000Z,6.1953125,6.1953125,6.1953125,162.0
2015-06-02T04:00:00.000000Z,6.1953125,6.1953125,6.1953125,365.0
2015-06-02T04:15:00.000000Z,6.1953125,6.1953125,6.1953125,245.0
2015-06-02T04:30:00.000000Z,6.19140625,6.19140625,6.19140625,778.0
2015-06-02T04:45:00.000000Z,6.19921875,6.19921875,6.19921875,378.0
2015-06-02T05:00:00.000000Z,6.19921875,6.19921875,6.19921875,316.0
2015-06-02T05:15:00.000000Z,6.203125,6.203125,6.203125,333.0
2015-06-02T05:30:00.000000Z,6.203125,6.203125,6.203125,244.0
2015-06-02T05:45:00.000000Z,6.203125,6.203125,6.203125,178.0
2015-06-02T06:00:00.000000Z,6.19921875,6.19921875,6.19921875,418.0
2015-06-02T06:15:00.000000Z,6.203125,6.20703125,6.203125,364.0
2015-06-02T06:30:00.000000Z,6.203125,6.203125,6.19921875,457.0
2015-06-02T06:45:00.000000Z,6.203125,6.203125,6.203125,405.0
2015-06-02T07:00:00.000000Z,6.20703125,6.20703125,6.20703125,559.0
2015-06-02T07:15:00.000000Z,6.203125,6.20703125,6.203125,725.0
2015-06-02T07:30:00.000000Z,6.203125,6.203125,6.203125,531.0
2015-06-02T07:45:00.000000Z,6.19921875,6.19921875,6.19921875,560.0
2015-06-02T08:00:00.000000Z,6.203125,6.203125,6.203125,777.0
2015-06-02T08:15:00.000000Z,6.203125,6.203125,6.203125,495.0
2015-06-02T08:30:00.000000Z,6.20703125,6.20703125,6.20703125,501.0
2015-06-02T08:45:00.000000Z,6.19921875,6.19921875,6.19921875,361.0
2015-06-02T09:00:00.000000Z,6.1953125,6.1953125,6.1953125,617.0
2015-06-02T09:15:00.000000Z,6.19140625,6.19140625,6.19140625,536.0
2015-06-02T09:30:00.000000Z,6.19140625,6.19140625,6.19140625,488.0
2015-06-02T09:45:00.000000Z,6.1953125,6.1953125,6.1953125,398.0
2015-06-02T10:00:00.000000Z,6.1953125,6.1953125,6.19140625,780.0
2015-06-02T10:15:00.000000Z,6.1953125,6.1953125,6.19140625,866.0
2015-06-02T10:30:00.000000Z,6.1875,6.19140625,6.1875,718.0
2015-06-02T10:45:00.000000Z,6.1953125,6.1953125,6.19140625,512.0
2015-06-02T11:00:00.000000Z,6.19140625,6.19140625,6.19140625,535.0
2015-06-02T11:15:00.000000Z,6.19921875,6.19921875,6.19921875,581.0
2015-06-02T11:30:00.000000Z,6.203125,6.203125,6.203125,557.0
2015-06-02T11:45:00.000000Z,6.203125,6.203125,6.203125,438.0
2015-06-02T12:00:00.000000Z,6.20703125,6.20703125,6.20703125,623.0
2015-06-02T12:15:00.000000Z,6.203125,6.20703125,6.203125,1068.0
2015-06-02T12:30:00.000000Z,6.203125,6.203125,6.203125,865.0
2015-06-02T12:45:00.000000Z,6.203125,6.203125,6.203125,598.0
2015-06-02T13:00:00.000000Z,6.2265625,6.2265625,6.2265625,1758.0
2015-06-02T13:15:00.000000Z,6.22265625,6.22265625,6.22265625,2942.0
2015-06-02T13:30:00.000000Z,6.21875,6.22265625,6.21875,1605.0
2015-06-02T13:45:00.000000Z,6.234375,6.234375,6.23046875,1542.0
2015-06-02T14:00:00.000000Z,6.23046875,6.23046875,6.23046875,2226.0
2015-06-02T14:15:00.000000Z,6.2265625,6.2265625,6.2265625,924.0
2015-06-02T14:30:00.000000Z,6.2265625,6.23046875,6.2265625,828.0
2015-06-02T14:45:00.000000Z,6.234375,6.234375,6.234375,975.0
2015-06-02T15:00:00.000000Z,6.23046875,6.23046875,6.23046875,1087.0
2015-06-02T15:15:00.000000Z,6.2265625,6.23046875,6.2265625,585.0
2015-06-02T15:30:00.000000Z,6.234375,6.23828125,6.234375,395.0
2015-06-02T15:45:00.000000Z,6.2421875,6.2421875,6.2421875,493.0
2015-06-02T16:00:00.000000Z,6.25,6.25390625,6.25,651.0
2015-06-02T16:15:00.000000Z,6.2578125,6.2578125,6.2578125,793.0
2015-06-02T16:30:00.000000Z,6.26171875,6.26171875,6.26171875,1237.0
2015-06-02T16:45:00.000000Z,6.26171875,6.26171875,6.26171875,701.0
2015-06-02T17:00:00.000000Z,6.265625,6.265625,6.265625,631.0
2015-06-02T17:15:00.000000Z,6.2578125,6.26171875,6.2578125,456.0
2015-06-02T17:30:00.000000Z,6.2578125,6.26171875,6.2578125,237.0
2015-06-02T17:45:00.000000Z,6.26171875,6.26171875,6.26171875,234.0
2015-06-02T18:00:00.000000Z,6.2578125,6.2578125,6.2578125,206.0
2015-06-02T18:15:00.000000Z,6.2578125,6.2578125,6.2578125,436.0
2015-06-02T18:30:00.000000Z,6.2578125,6.2578125,6.25390625,408.0
2015-06-02T18:45:00.000000Z,6.2578125,6.2578125,6.25390625,428.0
2015-06-02T19:00:00.000000Z,6.25,6.25,6.25,439.0
2015-06-02T19:15:00.000000Z,6.25,6.25,6.24609375,251.0
2015-06-02T19:30:00.000000Z,6.25,6.25390625,6.25,364.0
2015-06-02T19:45:00.000000Z,6.25,6.25,6.25,222.0
2015-06-02T20:00:00.000000Z,6.25,6.25,6.25,169.0
2015-06-02T20:15:00.000000Z,6.25,6.25,6.25,230.0
2015-06-02T20:30:00.000000Z,6.25,6.25390625,6.25,154.0
2015-06-02T20:45:00.000000Z,6.25390625,6.25390625,6.25390625,210.0
2015-06-02T21:00:00.000000Z,6.25,6.25390625,6.25,116.0
2015-06-02T21:15:00.000000Z,6.25,6.25390625,6.25,38.0
2015-06-02T21:30:00.000000Z,6.25,6.25390625,6.25,118.0
2015-06-02T21:45:00.000000Z,6.25,6.25390625,6.25,226.0
2015-06-02T22:00:00.000000Z,6.25,6.25,6.24609375,896.0
2015-06-02T22:15:00.000000Z,6.25,6.25,6.24609375,264.0
2015-06-02T22:30:00.000000Z,6.25,6.25,6.24609375,277.0
2015-06-02T22:45:00.000000Z,6.25,6.25,6.25,132.0
2015-06-02T23:00:00.000000Z,6.25,6.25,6.25,216.0
2015-06-02T23:15:00.000000Z,6.25,6.25,6.25,256.0
2015-06-02T23:30:00.000000Z,6.25,6.25,6.24609375,193.0
2015-06-02T23:45:00.000000Z,6.24609375,6.24609375,6.24609375,211.0
2015-06-03T00:00:00.000000Z,6.24609375,6.24609375,6.24609375,244.0
2015-06-03T00:15:00.000000Z,6.24609375,6.24609375,6.24609375,263.0
2015-06-03T00:30:00.000000Z,6.24609375,6.24609375,6.24609375,235.0
2015-06-03T00:45:00.000000Z,6.24609375,6.24609375,6.24609375,349.0
2015-06-03T01:00:00.000000Z,6.24609375,6.24609375,6.24609375,179.0
2015-06-03T01:15:00.000000Z,6.25,6.25,6.24609375,246.0
2015-06-03T01:30:00.000000Z,6.2578125,6.2578125,6.2578125,601.0
2015-06-03T01:45:00.000000Z,6.26171875,6.26171875,6.26171875,530.0
2015-06-03T02:00:00.000000Z,6.2578125,6.26171875,6.2578125,356.0
2015-06-03T02:15:00.000000Z,6.2578125,6.2578125,6.25390625,248.0
2015-06-03T02:30:00.000000Z,6.2578125,6.2578125,6.25390625,249.0
2015-06-03T02:45:00.000000Z,6.2578125,6.2578125,6.25390625,194.0
2015-06-03T03:00:00.000000Z,6.25390625,6.25390625,6.25390625,128.0
2015-06-03T03:15:00.000000Z,6.25390625,6.25390625,6.25390625,83.0
2015-06-03T03:30:00.000000Z,6.25,6.25390625,6.25,197.0
2015-06-03T03:45:00.000000Z,6.25390625,6.25390625,6.25390625,283.0
2015-06-03T04:00:00.000000Z,6.2578125,6.2578125,6.25390625,133.0
2015-06-03T04:15:00.000000Z,6.2578125,6.2578125,6.2578125,160.0
2015-06-03T04:30:00.000000Z,6.2578125,6.2578125,6.25390625,164.0
2015-06-03T04:45:00.000000Z,6.25390625,6.25390625,6.25390625,170.0
2015-06-03T05:00:00.000000Z,6.25390625,6.25390625,6.25390625,208.0
2015-06-03T05:15:00.000000Z,6.2578125,6.2578125,6.2578125,208.0
2015-06-03T05:30:00.000000Z,6.26171875,6.26171875,6.26171875,194.0
2015-06-03T05:45:00.000000Z,6.2578125,6.2578125,6.2578125,278.0
2015-06-03T06:00:00.000000Z,6.2578125,6.2578125,6.2578125,467.0
2015-06-03T06:15:00.000000Z,6.25390625,6.25390625,6.25390625,330.0
2015-06-03T06:30:00.000000Z,6.2578125,6.26171875,6.2578125,465.0
2015-06-03T06:45:00.000000Z,6.2578125,6.2578125,6.2578125,530.0
2015-06-03T07:00:00.000000Z,6.25,6.25,6.25,1034.0
2015-06-03T07:15:00.000000Z,6.25,6.25,6.25,874.0
2015-06-03T07:30:00.000000Z,6.24609375,6.24609375,6.24609375,755.0
2015-06-03T07:45:00.000000Z,6.24609375,6.24609375,6.24609375,637.0
2015-06-03T08:00:00.000000Z,6.24609375,6.24609375,6.24609375,541.0
2015-06-03T08:15:00.000000Z,6.24609375,6.24609375,6.24609375,319.0
2015-06-03T08:30:00.000000Z,6.23828125,6.23828125,6.23828125,726.0
2015-06-03T08:45:00.000000Z,6.234375,6.234375,6.234375,660.0
2015-06-03T09:00:00.000000Z,6.234375,6.234375,6.234375,692.0
2015-06-03T09:15:00.000000Z,6.234375,6.234375,6.234375,439.0
2015-06-03T09:30:00.000000Z,6.23046875,6.23046875,6.23046875,437.0
2015-06-03T09:45:00.000000Z,6.22265625,6.22265625,6.22265625,546.0
2015-06-03T10:00:00.000000Z,6.2265625,6.2265625,6.22265625,543.0
2015-06-03T10:15:00.000000Z,6.2265625,6.23046875,6.2265625,532.0
2015-06-03T10:30:00.000000Z,6.2265625,6.23046875,6.2265625,391.0
2015-06-03T10:45:00.000000Z,6.2265625,6.2265625,6.2265625,372.0
2015-06-03T11:00:00.000000Z,6.2265625,6.23046875,6.2265625,328.0
2015-06-03T11:15:00.000000Z,6.234375,6.234375,6.23046875,369.0
2015-06-03T11:30:00.000000Z,6.234375,6.234375,6.234375,432.0
2015-06-03T11:45:00.000000Z,6.234375,6.234375,6.234375,707.0
2015-06-03T12:00:00.000000Z,6.234375,6.234375,6.23046875,591.0
2015-06-03T12:15:00.000000Z,6.2265625,6.234375,6.22265625,1383.0
2015-06-03T12:30:00.000000Z,6.20703125,6.20703125,6.20703125,2740.0
2015-06-03T12:45:00.000000Z,6.203125,6.203125,6.203125,1825.0
2015-06-03T13:00:00.000000Z,6.21484375,6.21484375,6.21484375,1967.0
2015-06-03T13:15:00.000000Z,6.21484375,6.21484375,6.21484375,1489.0
2015-06-03T13:30:00.000000Z,6.21875,6.21875,6.21484375,1548.0
2015-06-03T13:45:00.000000Z,6.2265625,6.2265625,6.22265625,1001.0
2015-06-03T14:00:00.000000Z,6.23828125,6.23828125,6.23828125,2148.0
2015-06-03T14:15:00.000000Z,6.2421875,6.2421875,6.23828125,885.0
2015-06-03T14:30:00.000000Z,6.234375,6.234375,6.234375,1019.0
2015-06-03T14:45:00.000000Z,6.2265625,6.23046875,6.2265625,822.0
2015-06-03T15:00:00.000000Z,6.23046875,6.23046875,6.23046875,736.0
2015-06-03T15:15:00.000000Z,6.23828125,6.23828125,6.23828125,586.0
2015-06-03T15:30:00.000000Z,6.234375,6.234375,6.23046875,433.0
2015-06-03T15:45:00.000000Z,6.234375,6.234375,6.234375,231.0
2015-06-03T16:00:00.000000Z,6.234375,6.234375,6.23046875,423.0
2015-06-03T16:15:00.000000Z,6.2265625,6.23046875,6.2265625,283.0
2015-06-03T16:30:00.000000Z,6.2265625,6.23046875,6.2265625,353.0
2015-06-03T16:45:00.000000Z,6.2265625,6.2265625,6.2265625,504.0
2015-06-03T17:00:00.000000Z,6.22265625,6.22265625,6.22265625,364.0
2015-06-03T17:15:00.000000Z,6.21875,6.21875,6.21484375,262.0
2015-06-03T17:30:00.000000Z,6.21875,6.21875,6.21484375,175.0
2015-06-03T17:45:00.000000Z,6.21875,6.22265625,6.21875,312.0
2015-06-03T18:00:00.000000Z,6.2265625,6.2265625,6.22265625,252.0
2015-06-03T18:15:00.000000Z,6.2265625,6.2265625,6.22265625,195.0
2015-06-03T18:30:00.000000Z,6.21875,6.22265625,6.21875,141.0
2015-06-03T18:45:00.000000Z,6.22265625,6.22265625,6.22265625,184.0
2015-06-03T19:00:00.000000Z,6.22265625,6.22265625,6.22265625,148.0
2015-06-03T19:15:00.000000Z,6.2265625,6.2265625,6.2265625,154.0
2015-06-03T19:30:00.000000Z,6.2265625,6.2265625,6.2265625,149.0
2015-06-03T19:45:00.000000Z,6.2265625,6.2265625,6.2265625,247.0
2015-06-03T20:00:00.000000Z,6.2265625,6.2265625,6.2265625,449.0
2015-06-03T20:15:00.000000Z,6.2265625,6.2265625,6.2265625,123.0
2015-06-03T20:30:00.000000Z,6.2265625,6.2265625,6.22265625,366.0
2015-06-03T20:45:00.000000Z,6.2265625,6.2265625,6.2265625,326.0
2015-06-03T21:00:00.000000Z,6.2265625,6.23046875,6.2265625,155.0
2015-06-03T21:15:00.000000Z,6.2265625,6.2265625,6.22265625,175.0
2015-06-03T21:30:00.000000Z,6.2265625,6.2265625,6.2265625,264.0
2015-06-03T21:45:00.000000Z,6.2265625,6.2265625,6.2265625,102.0
2015-06-03T22:00:00.000000Z,6.2265625,6.2265625,6.22265625,335.0
2015-06-03T22:15:00.000000Z,6.2265625,6.2265625,6.22265625,71.0
2015-06-03T22:30:00.000000Z,6.2265625,6.2265625,6.22265625,128.0
2015-06-03T22:45:00.000000Z,6.2265625,6.2265625,6.22265625,206.0
2015-06-03T23:00:00.000000Z,6.22265625,6.22265625,6.22265625,101.0
2015-06-03T23:15:00.000000Z,6.22265625,6.22265625,6.22265625,69.0
2015-06-03T23:30:00.000000Z,6.22265625,6.22265625,6.22265625,132.0
2015-06-03T23:45:00.000000Z,6.2265625,6.2265625,6.22265625,465.0
2015-06-04T00:00:00.000000Z,6.22265625,6.22265625,6.22265625,326.0
2015-06-04T00:15:00.000000Z,6.22265625,6.22265625,6.22265625,197.0
2015-06-04T00:30:00.000000Z,6.2265625,6.2265625,6.2265625,103.0
2015-06-04T00:45:00.000000Z,6.2265625,6.2265625,6.2265625,114.0
2015-06-04T01:00:00.000000Z,6.2265625,6.2265625,6.2265625,177.0
2015-06-04T01:15:00.000000Z,6.2265625,6.2265625,6.2265625,97.0
2015-06-04T01:30:00.000000Z,6.21875,6.21875,6.21875,446.0
2015-06-04T01:45:00.000000Z,6.22265625,6.22265625,6.22265625,306.0
2015-06-04T02:00:00.000000Z,6.2265625,6.2265625,6.22265625,178.0
2015-06-04T02:15:00.000000Z,6.2265625,6.2265625,6.2265625,101.0
2015-06-04T02:30:00.000000Z,6.2265625,6.2265625,6.2265625,106.0
2015-06-04T02:45:00.000000Z,6.2265625,6.2265625,6.2265625,105.0
2015-06-04T03:00:00.000000Z,6.2265625,6.2265625,6.2265625,129.0
2015-06-04T03:15:00.000000Z,6.2265625,6.2265625,6.2265625,106.0
2015-06-04T03:30:00.000000Z,6.2265625,6.2265625,6.22265625,168.0
2015-06-04T03:45:00.000000Z,6.2265625,6.2265625,6.2265625,178.0
2015-06-04T04:00:00.000000Z,6.2265625,6.2265625,6.22265625,128.0
2015-06-04T04:15:00.000000Z,6.2265625,6.2265625,6.2265625,172.0
2015-06-04T04:30:00.000000Z,6.22265625,6.22265625,6.22265625,150.0
2015-06-04T04:45:00.000000Z,6.22265625,6.22265625,6.22265625,167.0
2015-06-04T05:00:00.000000Z,6.2265625,6.2265625,6.22265625,174.0
2015-06-04T05:15:00.000000Z,6.2265625,6.2265625,6.22265625,153.0
2015-06-04T05:30:00.000000Z,6.2265625,6.2265625,6.2265625,211.0
2015-06-04T05:45:00.000000Z,6.21875,6.22265625,6.21875,228.0
2015-06-04T06:00:00.000000Z,6.21875,6.21875,6.21484375,457.0
2015-06-04T06:15:00.000000Z,6.21875,6.21875,6.21875,577.0
2015-06-04T06:30:00.000000Z,6.21875,6.22265625,6.21875,635.0
2015-06-04T06:45:00.000000Z,6.21875,6.21875,6.21484375,748.0
2015-06-04T07:00:00.000000Z,6.2109375,6.21484375,6.2109375,739.0
2015-06-04T07:15:00.000000Z,6.2109375,6.2109375,6.2109375,505.0
2015-06-04T07:30:00.000000Z,6.21875,6.21875,6.21484375,609.0
2015-06-04T07:45:00.000000Z,6.2109375,6.2109375,6.2109375,550.0
2015-06-04T08:00:00.000000Z,6.2109375,6.21484375,6.2109375,1099.0
2015-06-04T08:15:00.000000Z,6.21875,6.21875,6.21875,1266.0
2015-06-04T08:30:00.000000Z,6.2265625,6.2265625,6.2265625,1241.0
2015-06-04T08:45:00.000000Z,6.22265625,6.22265625,6.22265625,847.0
