time,BNP.GBPNZD - GBP/NZD_x,closeAsk,closeBid,volume
2012-06-28T09:00:00.000000Z,1.96826171875,1.96875,1.9677734375,3820.0
2012-06-28T13:00:00.000000Z,1.97216796875,1.97265625,1.9716796875,4144.0
2012-06-28T17:00:00.000000Z,1.96875,1.9697265625,1.9677734375,2062.0
2012-06-28T21:00:00.000000Z,1.974609375,1.974609375,1.974609375,1288.0
2012-06-29T01:00:00.000000Z,1.96435546875,1.96484375,1.9638671875,5032.0
2012-06-29T05:00:00.000000Z,1.95556640625,1.9560546875,1.955078125,5196.0
2012-06-29T09:00:00.000000Z,1.95556640625,1.9560546875,1.955078125,4520.0
2012-06-29T13:00:00.000000Z,1.95654296875,1.95703125,1.9560546875,4140.0
2012-06-29T17:00:00.000000Z,1.95947265625,1.9609375,1.9580078125,1479.0
2012-06-29T21:00:00.000000Z,1.95947265625,1.9609375,1.9580078125,20.0
2012-07-01T17:00:00.000000Z,1.9609375,1.962890625,1.958984375,401.0
2012-07-01T21:00:00.000000Z,1.9541015625,1.9541015625,1.9541015625,1441.0
2012-07-02T01:00:00.000000Z,1.95458984375,1.955078125,1.9541015625,850.0
2012-07-02T05:00:00.000000Z,1.95166015625,1.9521484375,1.951171875,2854.0
2012-07-02T09:00:00.000000Z,1.95654296875,1.95703125,1.9560546875,3664.0
2012-07-02T13:00:00.000000Z,1.951171875,1.951171875,1.951171875,3948.0
2012-07-02T17:00:00.000000Z,1.9521484375,1.953125,1.951171875,1162.0
2012-07-02T21:00:00.000000Z,1.953125,1.953125,1.953125,952.0
2012-07-03T01:00:00.000000Z,1.9521484375,1.9521484375,1.9521484375,1751.0
2012-07-03T05:00:00.000000Z,1.953125,1.953125,1.953125,2448.0
2012-07-03T09:00:00.000000Z,1.95361328125,1.9541015625,1.953125,2264.0
2012-07-03T13:00:00.000000Z,1.95068359375,1.951171875,1.9501953125,2956.0
2012-07-03T17:00:00.000000Z,1.9521484375,1.953125,1.951171875,401.0
2012-07-03T21:00:00.000000Z,1.94775390625,1.9482421875,1.947265625,754.0
2012-07-04T01:00:00.000000Z,1.947265625,1.947265625,1.947265625,1190.0
2012-07-04T05:00:00.000000Z,1.9462890625,1.9462890625,1.9462890625,1918.0
2012-07-04T09:00:00.000000Z,1.94482421875,1.9453125,1.9443359375,1808.0
2012-07-04T13:00:00.000000Z,1.93994140625,1.9404296875,1.939453125,2044.0
2012-07-04T17:00:00.000000Z,1.93994140625,1.94140625,1.9384765625,423.0
2012-07-04T21:00:00.000000Z,1.93994140625,1.9404296875,1.939453125,916.0
2012-07-05T01:00:00.000000Z,1.94287109375,1.943359375,1.9423828125,1239.0
2012-07-05T05:00:00.000000Z,1.93896484375,1.939453125,1.9384765625,2176.0
2012-07-05T09:00:00.000000Z,1.93505859375,1.935546875,1.9345703125,6060.0
2012-07-05T13:00:00.000000Z,1.93212890625,1.9326171875,1.931640625,4388.0
2012-07-05T17:00:00.000000Z,1.93212890625,1.9326171875,1.931640625,904.0
2012-07-05T21:00:00.000000Z,1.93359375,1.93359375,1.93359375,752.0
2012-07-06T01:00:00.000000Z,1.93701171875,1.9375,1.9365234375,1117.0
2012-07-06T05:00:00.000000Z,1.935546875,1.935546875,1.935546875,2060.0
2012-07-06T09:00:00.000000Z,1.94140625,1.94140625,1.94140625,3636.0
2012-07-06T13:00:00.000000Z,1.94287109375,1.943359375,1.9423828125,4536.0
2012-07-06T17:00:00.000000Z,1.94091796875,1.9423828125,1.939453125,1242.0
2012-07-06T21:00:00.000000Z,1.94091796875,1.9423828125,1.939453125,1.0
2012-07-08T17:00:00.000000Z,1.94140625,1.943359375,1.939453125,241.0
2012-07-08T21:00:00.000000Z,1.94140625,1.94140625,1.94140625,839.0
2012-07-09T01:00:00.000000Z,1.94580078125,1.9462890625,1.9453125,953.0
2012-07-09T05:00:00.000000Z,1.95068359375,1.951171875,1.9501953125,2294.0
2012-07-09T09:00:00.000000Z,1.95068359375,1.951171875,1.9501953125,2224.0
2012-07-09T13:00:00.000000Z,1.94775390625,1.9482421875,1.947265625,3228.0
2012-07-09T17:00:00.000000Z,1.94970703125,1.9501953125,1.94921875,1042.0
2012-07-09T21:00:00.000000Z,1.94970703125,1.9501953125,1.94921875,867.0
2012-07-10T01:00:00.000000Z,1.95361328125,1.9541015625,1.953125,1116.0
2012-07-10T05:00:00.000000Z,1.94970703125,1.9501953125,1.94921875,2276.0
2012-07-10T09:00:00.000000Z,1.94482421875,1.9453125,1.9443359375,2644.0
2012-07-10T13:00:00.000000Z,1.94677734375,1.947265625,1.9462890625,3202.0
2012-07-10T17:00:00.000000Z,1.955078125,1.9560546875,1.9541015625,1711.0
2012-07-10T21:00:00.000000Z,1.95458984375,1.955078125,1.9541015625,609.0
2012-07-11T01:00:00.000000Z,1.95263671875,1.953125,1.9521484375,855.0
2012-07-11T05:00:00.000000Z,1.94970703125,1.9501953125,1.94921875,2200.0
2012-07-11T09:00:00.000000Z,1.9521484375,1.9521484375,1.9521484375,2496.0
2012-07-11T13:00:00.000000Z,1.94482421875,1.9453125,1.9443359375,3488.0
2012-07-11T17:00:00.000000Z,1.9462890625,1.947265625,1.9453125,2710.0
2012-07-11T21:00:00.000000Z,1.95068359375,1.951171875,1.9501953125,1505.0
2012-07-12T01:00:00.000000Z,1.95458984375,1.955078125,1.9541015625,2604.0
2012-07-12T05:00:00.000000Z,1.95947265625,1.9599609375,1.958984375,2792.0
2012-07-12T09:00:00.000000Z,1.96044921875,1.9609375,1.9599609375,2962.0
2012-07-12T13:00:00.000000Z,1.95361328125,1.9541015625,1.953125,3992.0
2012-07-12T17:00:00.000000Z,1.953125,1.9541015625,1.9521484375,1715.0
2012-07-12T21:00:00.000000Z,1.95458984375,1.955078125,1.9541015625,1214.0
2012-07-13T01:00:00.000000Z,1.94873046875,1.94921875,1.9482421875,1698.0
2012-07-13T05:00:00.000000Z,1.94775390625,1.9482421875,1.947265625,2188.0
2012-07-13T09:00:00.000000Z,1.953125,1.953125,1.953125,2784.0
2012-07-13T13:00:00.000000Z,1.95654296875,1.95703125,1.9560546875,3476.0
2012-07-13T17:00:00.000000Z,1.95556640625,1.95703125,1.9541015625,1032.0
2012-07-13T21:00:00.000000Z,1.95556640625,1.95703125,1.9541015625,1.0
2012-07-15T17:00:00.000000Z,1.9521484375,1.9541015625,1.9501953125,215.0
2012-07-15T21:00:00.000000Z,1.95556640625,1.9560546875,1.955078125,738.0
2012-07-16T01:00:00.000000Z,1.95654296875,1.95703125,1.9560546875,470.0
2012-07-16T05:00:00.000000Z,1.9541015625,1.9541015625,1.9541015625,1351.0
2012-07-16T09:00:00.000000Z,1.95751953125,1.9580078125,1.95703125,2268.0
2012-07-16T13:00:00.000000Z,1.96142578125,1.9619140625,1.9609375,2944.0
2012-07-16T17:00:00.000000Z,1.9599609375,1.9609375,1.958984375,1030.0
2012-07-16T21:00:00.000000Z,1.96240234375,1.962890625,1.9619140625,754.0
2012-07-17T01:00:00.000000Z,1.95849609375,1.958984375,1.9580078125,2023.0
2012-07-17T05:00:00.000000Z,1.95556640625,1.9560546875,1.955078125,2284.0
2012-07-17T09:00:00.000000Z,1.95849609375,1.958984375,1.9580078125,2204.0
2012-07-17T13:00:00.000000Z,1.96142578125,1.9619140625,1.9609375,4364.0
2012-07-17T17:00:00.000000Z,1.9609375,1.9619140625,1.9599609375,1556.0
2012-07-17T21:00:00.000000Z,1.96044921875,1.9609375,1.9599609375,875.0
2012-07-18T01:00:00.000000Z,1.96435546875,1.96484375,1.9638671875,1051.0
2012-07-18T05:00:00.000000Z,1.96435546875,1.96484375,1.9638671875,2408.0
2012-07-18T09:00:00.000000Z,1.96728515625,1.9677734375,1.966796875,2960.0
2012-07-18T13:00:00.000000Z,1.95556640625,1.9560546875,1.955078125,3490.0
2012-07-18T17:00:00.000000Z,1.9560546875,1.95703125,1.955078125,1163.0
2012-07-18T21:00:00.000000Z,1.9560546875,1.9560546875,1.9560546875,862.0
2012-07-19T01:00:00.000000Z,1.95361328125,1.9541015625,1.953125,1158.0
2012-07-19T05:00:00.000000Z,1.95166015625,1.9521484375,1.951171875,2388.0
2012-07-19T09:00:00.000000Z,1.95361328125,1.9541015625,1.953125,3222.0
2012-07-19T13:00:00.000000Z,1.95654296875,1.95703125,1.9560546875,3900.0
2012-07-19T17:00:00.000000Z,1.95751953125,1.9580078125,1.95703125,1303.0
2012-07-19T21:00:00.000000Z,1.95751953125,1.9580078125,1.95703125,776.0
2012-07-20T01:00:00.000000Z,1.95751953125,1.9580078125,1.95703125,948.0
2012-07-20T05:00:00.000000Z,1.95361328125,1.9541015625,1.953125,2060.0
2012-07-20T09:00:00.000000Z,1.95751953125,1.9580078125,1.95703125,3212.0
2012-07-20T13:00:00.000000Z,1.95458984375,1.955078125,1.9541015625,4304.0
2012-07-20T17:00:00.000000Z,1.95361328125,1.955078125,1.9521484375,1221.0
2012-07-22T17:00:00.000000Z,1.95947265625,1.9619140625,1.95703125,447.0
2012-07-22T21:00:00.000000Z,1.95947265625,1.9599609375,1.958984375,1046.0
2012-07-23T01:00:00.000000Z,1.96142578125,1.9619140625,1.9609375,1432.0
2012-07-23T05:00:00.000000Z,1.96435546875,1.96484375,1.9638671875,3300.0
2012-07-23T09:00:00.000000Z,1.9619140625,1.9619140625,1.9619140625,3472.0
2012-07-23T13:00:00.000000Z,1.96826171875,1.96875,1.9677734375,4608.0
2012-07-23T17:00:00.000000Z,1.9697265625,1.970703125,1.96875,1731.0
2012-07-23T21:00:00.000000Z,1.96728515625,1.9677734375,1.966796875,1290.0
2012-07-24T01:00:00.000000Z,1.96044921875,1.9609375,1.9599609375,1703.0
2012-07-24T05:00:00.000000Z,1.95947265625,1.9599609375,1.958984375,3052.0
2012-07-24T09:00:00.000000Z,1.96484375,1.96484375,1.96484375,2900.0
2012-07-24T13:00:00.000000Z,1.97216796875,1.97265625,1.9716796875,4120.0
2012-07-24T17:00:00.000000Z,1.9765625,1.9775390625,1.9755859375,2029.0
2012-07-24T21:00:00.000000Z,1.98193359375,1.982421875,1.9814453125,1483.0
2012-07-25T01:00:00.000000Z,1.98095703125,1.9814453125,1.98046875,1474.0
2012-07-25T05:00:00.000000Z,1.97021484375,1.970703125,1.9697265625,4644.0
2012-07-25T09:00:00.000000Z,1.96240234375,1.962890625,1.9619140625,4288.0
2012-07-25T13:00:00.000000Z,1.96728515625,1.9677734375,1.966796875,4332.0
2012-07-25T17:00:00.000000Z,1.9638671875,1.96484375,1.962890625,2366.0
2012-07-25T21:00:00.000000Z,1.95947265625,1.9599609375,1.958984375,1083.0
2012-07-26T01:00:00.000000Z,1.95556640625,1.9560546875,1.955078125,1031.0
2012-07-26T05:00:00.000000Z,1.95751953125,1.9580078125,1.95703125,2616.0
2012-07-26T09:00:00.000000Z,1.96240234375,1.962890625,1.9619140625,7040.0
2012-07-26T13:00:00.000000Z,1.95654296875,1.95703125,1.9560546875,4448.0
2012-07-26T17:00:00.000000Z,1.9560546875,1.95703125,1.955078125,1347.0
2012-07-26T21:00:00.000000Z,1.96044921875,1.9609375,1.9599609375,905.0
2012-07-27T01:00:00.000000Z,1.9541015625,1.9541015625,1.9541015625,775.0
2012-07-27T05:00:00.000000Z,1.95654296875,1.95703125,1.9560546875,2592.0
2012-07-27T09:00:00.000000Z,1.9521484375,1.9521484375,1.9521484375,5024.0
2012-07-27T13:00:00.000000Z,1.94970703125,1.9501953125,1.94921875,4436.0
2012-07-27T17:00:00.000000Z,1.94677734375,1.9482421875,1.9453125,2940.0
2012-07-29T17:00:00.000000Z,1.9423828125,1.943359375,1.94140625,423.0
2012-07-29T21:00:00.000000Z,1.94580078125,1.9462890625,1.9453125,1349.0
2012-07-30T01:00:00.000000Z,1.94580078125,1.9462890625,1.9453125,813.0
2012-07-30T05:00:00.000000Z,1.94140625,1.94140625,1.94140625,2656.0
2012-07-30T09:00:00.000000Z,1.9404296875,1.9404296875,1.9404296875,2710.0
2012-07-30T13:00:00.000000Z,1.94189453125,1.9423828125,1.94140625,2544.0
2012-07-30T17:00:00.000000Z,1.9423828125,1.943359375,1.94140625,794.0
2012-07-30T21:00:00.000000Z,1.94287109375,1.943359375,1.9423828125,667.0
2012-07-31T01:00:00.000000Z,1.93994140625,1.9404296875,1.939453125,1135.0
