,BNP.AUDJPY - AUD/JPY_x,BNP.CADJPY - CAD/JPY_x,BNP.CHFJPY - CHF/JPY_x,BNP.EURAUD - EUR/AUD_x,BNP.EURCAD - EUR/CAD_x,BNP.EURCHF - EUR/CHF_x,BNP.EURCZK - EUR/CZK_x,BNP.EURDKK - EUR/DKK_x,BNP.EURGBP - EUR/GBP_x,BNP.EURHKD - EUR/HKD_x,BNP.EURHUF - EUR/HUF_x,BNP.EURJPY - EUR/JPY_x,BNP.EURNOK - EUR/NOK_x,BNP.EURNZD - EUR/NZD_x,BNP.EURPLN - EUR/PLN_x,BNP.EURSEK - EUR/SEK_x,BNP.EURSGD - EUR/SGD_x,BNP.EURTRY - EUR/TRY_x,BNP.EURUSD - EUR/USD_x,BNP.EURZAR - EUR/ZAR_x,BNP.GBPJPY - GBP/JPY_x,BNP.HKDJPY - HKD/JPY_x,BNP.NZDJPY - NZD/JPY_x,BNP.SGDJPY - SGD/JPY_x,BNP.TRYJPY - TRY/JPY_x,BNP.USDJPY - USD/JPY_x,BNP.ZARJPY - ZAR/JPY_x
136480,-0.35399919277649555,0.051396948767738565,0.2127823393050161,0.024679352270100284,-0.004790996528111378,0.11445991473150523,0.023135934698587986,0.010377901329680363,0.01570799855722841,-0.13696938635424466,7.85788152826071e-05,0.024164645811667742,-0.01543471949239377,0.2179740215636636,-0.025805611383254712,-0.0016593570465240103,0.3381297758314184,0.0742990233691172,-0.012385160207159122,0.24993332686508793,-0.13647676308166798,-0.05274303308181375,0.14358657066415617,0.07147026612060711,0.11969224988773433,0.1987295794220576,0.19008593313966796
