,BNP.AUDNZD - AUD/NZD_x,BNP.AUDUSD - AUD/USD_x,BNP.EURNZD - EUR/NZD_x,BNP.EURUSD - EUR/USD_x,BNP.GBPNZD - GBP/NZD_x,BNP.GBPUSD - GBP/USD_x,BNP.NZDCAD - NZD/CAD_x,BNP.NZDCHF - NZD/CHF_x,BNP.NZDHKD - NZD/HKD_x,BNP.NZDJPY - NZD/JPY_x,BNP.NZDSGD - NZD/SGD_x,BNP.NZDUSD - NZD/USD_x,BNP.USDCAD - USD/CAD_x,BNP.USDCHF - USD/CHF_x,BNP.USDCNH - USD/CNH_x,BNP.USDCZK - USD/CZK_x,BNP.USDDKK - USD/DKK_x,BNP.USDHKD - USD/HKD_x,BNP.USDHUF - USD/HUF_x,BNP.USDJPY - USD/JPY_x,BNP.USDMXN - USD/MXN_x,BNP.USDNOK - USD/NOK_x,BNP.USDPLN - USD/PLN_x,BNP.USDSAR - USD/SAR_x,BNP.USDSEK - USD/SEK_x,BNP.USDSGD - USD/SGD_x,BNP.USDTHB - USD/THB_x,BNP.USDTRY - USD/TRY_x,BNP.USDZAR - USD/ZAR_x
17458,0.13265534290731848,-0.058762220823131345,0.06400925284967232,-0.023390948560820166,0.09208052822350316,-0.04788981420326291,0.03404511991915738,0.11507338460148894,0.09482623617267665,0.2160924148794536,0.1898274816424563,0.15940058770302482,-0.03424635797511511,-0.05184220925319222,0.01509335766167481,0.049649571097918364,0.051617520588874116,0.0009260800020473797,-0.005227702413523993,-0.102815029698413,-0.0018266452612020214,-0.030785639729817845,-0.03717212962856267,0.001948002723693211,0.040647289115718355,-0.02729221031271566,0.02696365019089336,-0.007527324475316601,0.01387527074501984
