,BNP.AUDNZD - AUD/NZD_x,BNP.AUDUSD - AUD/USD_x,BNP.EURNZD - EUR/NZD_x,BNP.EURUSD - EUR/USD_x,BNP.GBPNZD - GBP/NZD_x,BNP.GBPUSD - GBP/USD_x,BNP.NZDCAD - NZD/CAD_x,BNP.NZDCHF - NZD/CHF_x,BNP.NZDHKD - NZD/HKD_x,BNP.NZDJPY - NZD/JPY_x,BNP.NZDSGD - NZD/SGD_x,BNP.NZDUSD - NZD/USD_x,BNP.USDCAD - USD/CAD_x,BNP.USDCHF - USD/CHF_x,BNP.USDCNH - USD/CNH_x,BNP.USDCZK - USD/CZK_x,BNP.USDDKK - USD/DKK_x,BNP.USDHKD - USD/HKD_x,BNP.USDHUF - USD/HUF_x,BNP.USDJPY - USD/JPY_x,BNP.USDMXN - USD/MXN_x,BNP.USDNOK - USD/NOK_x,BNP.USDPLN - USD/PLN_x,BNP.USDSAR - USD/SAR_x,BNP.USDSEK - USD/SEK_x,BNP.USDSGD - USD/SGD_x,BNP.USDTHB - USD/THB_x,BNP.USDTRY - USD/TRY_x,BNP.USDZAR - USD/ZAR_x
37388,0.12945372311905162,0.01981683983914231,0.09621762536624172,-0.061634998409323745,0.12527341340629244,-0.03916956917343173,0.03228507041706447,-0.010828713824348928,0.11948409157098844,0.4406519116425006,-0.06186489581005871,0.14238521342839563,0.055958075024224584,-0.07218288519948136,0.018426977723769306,0.028022656390700867,0.07383473997216931,-0.017810864642786327,-0.05311152960576186,0.08446870504990076,-0.0344186396262083,0.07999233921615401,-0.08383548517382935,0.0003436109867793513,-0.11581566311340986,-0.11463726338314169,-0.009197959818773116,0.04103350982229556,0.05680020083971056
