,BNP.AUDJPY - AUD/JPY_x,BNP.CADJPY - CAD/JPY_x,BNP.CHFJPY - CHF/JPY_x,BNP.EURGBP - EUR/GBP_x,BNP.EURJPY - EUR/JPY_x,BNP.GBPAUD - GBP/AUD_x,BNP.GBPCAD - GBP/CAD_x,BNP.GBPCHF - GBP/CHF_x,BNP.GBPHKD - GBP/HKD_x,BNP.GBPJPY - GBP/JPY_x,BNP.GBPNZD - GBP/NZD_x,BNP.GBPPLN - GBP/PLN_x,BNP.GBPSGD - GBP/SGD_x,BNP.GBPUSD - GBP/USD_x,BNP.GBPZAR - GBP/ZAR_x,BNP.HKDJPY - HKD/JPY_x,BNP.NZDJPY - NZD/JPY_x,BNP.SGDJPY - SGD/JPY_x,BNP.TRYJPY - TRY/JPY_x,BNP.USDJPY - USD/JPY_x,BNP.ZARJPY - ZAR/JPY_x
1416485,0.045467357441260826,-0.01904632939561344,0.08143882221194723,-0.027999389538260748,-0.1328739781395976,0.11386133781059364,-0.09077159806949073,0.08110574364567792,-0.05032345546133856,-0.013689875175491497,0.1689046494859073,0.0025548412921857816,-0.1270037933791463,0.409191001670591,-0.02081609862940773,-0.08536153120146993,0.13178582840548844,-0.0890366704835394,0.03267811699880845,0.5810778627248454,-0.03541602723395736
