time,BNP.USDHUF - USD/HUF_x,closeAsk,closeBid,volume
2015-03-16T02:30:00.000000Z,291.0,291.5,290.5,19408.0
2015-03-16T03:00:00.000000Z,291.0,291.5,290.5,17104.0
2015-03-16T03:30:00.000000Z,290.875,291.25,290.5,18624.0
2015-03-16T04:00:00.000000Z,290.75,291.25,290.25,2448.0
2015-03-16T04:30:00.000000Z,291.25,291.75,290.75,3274.0
2015-03-16T05:00:00.000000Z,291.0,291.5,290.5,3524.0
2015-03-16T05:30:00.000000Z,290.875,291.25,290.5,11888.0
2015-03-16T06:00:00.000000Z,290.625,291.0,290.25,4868.0
2015-03-16T06:30:00.000000Z,290.5,291.0,290.0,1595.0
2015-03-16T07:00:00.000000Z,290.625,291.0,290.25,2888.0
2015-03-16T07:30:00.000000Z,290.375,290.75,290.0,2544.0
2015-03-16T08:00:00.000000Z,289.625,289.75,289.5,3760.0
2015-03-16T08:30:00.000000Z,289.375,289.5,289.25,3204.0
2015-03-16T09:00:00.000000Z,289.125,289.25,289.0,2584.0
2015-03-16T09:30:00.000000Z,289.125,289.25,289.0,1808.0
2015-03-16T10:00:00.000000Z,288.375,288.5,288.25,2496.0
2015-03-16T10:30:00.000000Z,288.625,288.75,288.5,1965.0
2015-03-16T11:00:00.000000Z,288.375,288.5,288.25,2000.0
2015-03-16T11:30:00.000000Z,288.625,288.75,288.5,2033.0
2015-03-16T12:00:00.000000Z,287.875,288.0,287.75,3000.0
2015-03-16T12:30:00.000000Z,287.875,288.0,287.75,4152.0
2015-03-16T13:00:00.000000Z,286.875,287.0,286.75,6004.0
2015-03-16T13:30:00.000000Z,286.25,286.5,286.0,6792.0
2015-03-16T14:00:00.000000Z,286.625,286.75,286.5,6184.0
2015-03-16T14:30:00.000000Z,287.375,287.5,287.25,3944.0
2015-03-16T15:00:00.000000Z,287.375,287.5,287.25,3862.0
2015-03-16T15:30:00.000000Z,287.125,287.25,287.0,4026.0
2015-03-16T16:00:00.000000Z,286.875,287.0,286.75,2428.0
2015-03-16T16:30:00.000000Z,285.875,286.0,285.75,2812.0
2015-03-16T17:00:00.000000Z,286.375,286.5,286.25,2094.0
2015-03-16T17:30:00.000000Z,286.375,286.5,286.25,1876.0
2015-03-16T18:00:00.000000Z,286.625,286.75,286.5,1507.0
2015-03-16T18:30:00.000000Z,286.625,286.75,286.5,1442.0
2015-03-16T19:00:00.000000Z,286.75,287.0,286.5,873.0
2015-03-16T19:30:00.000000Z,286.875,287.0,286.75,994.0
2015-03-16T20:00:00.000000Z,287.125,287.25,287.0,846.0
2015-03-16T20:30:00.000000Z,287.125,287.5,286.75,753.0
2015-03-16T21:00:00.000000Z,287.0,287.25,286.75,361.0
2015-03-16T21:30:00.000000Z,287.125,287.25,287.0,194.0
2015-03-16T22:00:00.000000Z,287.125,287.25,287.0,339.0
2015-03-16T22:30:00.000000Z,287.0,287.25,286.75,362.0
2015-03-16T23:00:00.000000Z,286.875,287.25,286.5,359.0
2015-03-16T23:30:00.000000Z,287.0,287.25,286.75,288.0
2015-03-17T00:00:00.000000Z,287.25,287.5,287.0,720.0
2015-03-17T00:30:00.000000Z,287.375,287.75,287.0,1015.0
2015-03-17T01:00:00.000000Z,287.625,288.0,287.25,822.0
2015-03-17T01:30:00.000000Z,287.375,287.75,287.0,575.0
2015-03-17T02:00:00.000000Z,287.25,287.5,287.0,1153.0
2015-03-17T02:30:00.000000Z,287.25,287.5,287.0,956.0
2015-03-17T03:00:00.000000Z,287.25,287.5,287.0,779.0
2015-03-17T03:30:00.000000Z,287.375,287.75,287.0,740.0
2015-03-17T04:00:00.000000Z,287.25,287.5,287.0,594.0
2015-03-17T04:30:00.000000Z,287.25,287.5,287.0,631.0
2015-03-17T05:00:00.000000Z,287.25,287.5,287.0,361.0
2015-03-17T05:30:00.000000Z,287.375,287.75,287.0,558.0
2015-03-17T06:00:00.000000Z,287.5,287.75,287.25,985.0
2015-03-17T06:30:00.000000Z,286.75,287.0,286.5,2124.0
2015-03-17T07:00:00.000000Z,286.25,286.5,286.0,2968.0
2015-03-17T07:30:00.000000Z,286.0,286.25,285.75,3736.0
2015-03-17T08:00:00.000000Z,286.375,286.5,286.25,3688.0
2015-03-17T08:30:00.000000Z,286.625,286.75,286.5,2340.0
2015-03-17T09:00:00.000000Z,286.625,286.75,286.5,2676.0
2015-03-17T09:30:00.000000Z,286.5,286.75,286.25,3606.0
2015-03-17T10:00:00.000000Z,286.5,286.5,286.5,4256.0
2015-03-17T10:30:00.000000Z,286.625,286.75,286.5,2820.0
2015-03-17T11:00:00.000000Z,287.0,287.0,287.0,2296.0
2015-03-17T11:30:00.000000Z,286.625,286.75,286.5,2116.0
2015-03-17T12:00:00.000000Z,286.125,286.25,286.0,3134.0
2015-03-17T12:30:00.000000Z,286.625,286.75,286.5,4070.0
2015-03-17T13:00:00.000000Z,286.125,286.25,286.0,4880.0
2015-03-17T13:30:00.000000Z,286.125,286.25,286.0,3796.0
2015-03-17T14:00:00.000000Z,286.375,286.5,286.25,4252.0
2015-03-17T14:30:00.000000Z,286.625,286.75,286.5,3476.0
2015-03-17T15:00:00.000000Z,286.875,287.0,286.75,3232.0
2015-03-17T15:30:00.000000Z,286.875,287.0,286.75,2836.0
2015-03-17T16:00:00.000000Z,286.75,287.0,286.5,4096.0
