time,BNP.USDHUF - USD/HUF_x,closeAsk,closeBid,volume
2012-05-25T01:00:00.000000Z,240.142,240.442,239.842,
2012-05-25T05:00:00.000000Z,238.163,238.263,238.063,
2012-05-25T09:00:00.000000Z,240.524,240.624,240.424,
2012-05-25T13:00:00.000000Z,239.451,239.601,239.301,
2012-05-25T17:00:00.000000Z,239.391,241.891,236.891,
2012-05-27T17:00:00.000000Z,238.055,240.555,235.555,
2012-05-27T21:00:00.000000Z,238.403,238.703,238.103,
2012-05-28T01:00:00.000000Z,237.467,237.767,237.167,
2012-05-28T05:00:00.000000Z,237.37900000000002,237.55900000000003,237.199,
2012-05-28T09:00:00.000000Z,237.566,237.691,237.441,
2012-05-28T13:00:00.000000Z,238.804,239.054,238.554,
2012-05-28T17:00:00.000000Z,238.346,238.846,237.846,
2012-05-28T21:00:00.000000Z,238.933,239.233,238.633,
2012-05-29T01:00:00.000000Z,238.534,238.834,238.234,
2012-05-29T05:00:00.000000Z,238.197,238.317,238.077,
2012-05-29T09:00:00.000000Z,237.669,237.789,237.549,
2012-05-29T13:00:00.000000Z,238.554,238.674,238.43400000000003,
2012-05-29T17:00:00.000000Z,237.965,238.465,237.465,
2012-05-29T21:00:00.000000Z,238.753,239.053,238.453,
2012-05-30T01:00:00.000000Z,238.666,238.966,238.366,
2012-05-30T05:00:00.000000Z,240.127,240.252,240.002,
2012-05-30T09:00:00.000000Z,240.029,240.154,239.904,
2012-05-30T13:00:00.000000Z,242.838,242.963,242.713,
2012-05-30T17:00:00.000000Z,243.628,244.128,243.128,
2012-05-30T21:00:00.000000Z,243.772,244.072,243.472,
2012-05-31T01:00:00.000000Z,243.585,243.885,243.285,
2012-05-31T05:00:00.000000Z,241.993,242.093,241.893,
2012-05-31T09:00:00.000000Z,243.644,243.74400000000003,243.544,
2012-05-31T13:00:00.000000Z,243.376,243.476,243.276,
2012-05-31T17:00:00.000000Z,243.256,243.756,242.756,
2012-05-31T21:00:00.000000Z,243.864,244.164,243.564,
2012-06-01T01:00:00.000000Z,244.096,244.396,243.796,
2012-06-01T05:00:00.000000Z,246.642,246.772,246.512,
2012-06-01T09:00:00.000000Z,247.443,247.693,247.193,
2012-06-01T13:00:00.000000Z,246.703,246.953,246.453,
2012-06-01T17:00:00.000000Z,245.306,247.806,242.806,
2012-06-01T21:00:00.000000Z,245.306,247.806,242.806,
2012-06-03T17:00:00.000000Z,245.753,248.253,243.253,
2012-06-03T21:00:00.000000Z,246.13299999999998,246.433,245.833,
2012-06-04T01:00:00.000000Z,245.894,246.194,245.594,
2012-06-04T05:00:00.000000Z,245.11700000000002,245.267,244.967,
2012-06-04T09:00:00.000000Z,243.9,244.05,243.75,
2012-06-04T13:00:00.000000Z,242.611,242.761,242.461,
2012-06-04T17:00:00.000000Z,241.705,242.205,241.205,
