time,BNP.USDJPY - USD/JPY_x,closeAsk,closeBid,volume
2015-03-16T02:30:00.000000Z,121.34375,121.375,121.3125,972.0
2015-03-16T03:00:00.000000Z,121.3125,121.3125,121.3125,742.0
2015-03-16T03:30:00.000000Z,121.375,121.375,121.375,1064.0
2015-03-16T04:00:00.000000Z,121.3125,121.3125,121.3125,728.0
2015-03-16T04:30:00.000000Z,121.3125,121.3125,121.3125,866.0
2015-03-16T05:00:00.000000Z,121.28125,121.3125,121.25,817.0
2015-03-16T05:30:00.000000Z,121.1875,121.1875,121.1875,1592.0
2015-03-16T06:00:00.000000Z,121.1875,121.1875,121.1875,1247.0
2015-03-16T06:30:00.000000Z,121.25,121.25,121.25,730.0
2015-03-16T07:00:00.000000Z,121.25,121.25,121.25,1280.0
2015-03-16T07:30:00.000000Z,121.25,121.25,121.25,1475.0
2015-03-16T08:00:00.000000Z,121.3125,121.3125,121.3125,2160.0
2015-03-16T08:30:00.000000Z,121.34375,121.375,121.3125,1942.0
2015-03-16T09:00:00.000000Z,121.375,121.375,121.375,2152.0
2015-03-16T09:30:00.000000Z,121.375,121.375,121.375,1224.0
2015-03-16T10:00:00.000000Z,121.375,121.375,121.375,1103.0
2015-03-16T10:30:00.000000Z,121.28125,121.3125,121.25,1045.0
2015-03-16T11:00:00.000000Z,121.28125,121.3125,121.25,1255.0
2015-03-16T11:30:00.000000Z,121.3125,121.3125,121.3125,1181.0
2015-03-16T12:00:00.000000Z,121.25,121.25,121.25,1118.0
2015-03-16T12:30:00.000000Z,121.25,121.25,121.25,1926.0
2015-03-16T13:00:00.000000Z,121.1875,121.1875,121.1875,2618.0
2015-03-16T13:30:00.000000Z,121.1875,121.1875,121.1875,3406.0
2015-03-16T14:00:00.000000Z,121.28125,121.3125,121.25,3108.0
2015-03-16T14:30:00.000000Z,121.3125,121.3125,121.3125,2256.0
2015-03-16T15:00:00.000000Z,121.3125,121.3125,121.3125,1839.0
2015-03-16T15:30:00.000000Z,121.3125,121.3125,121.3125,2018.0
2015-03-16T16:00:00.000000Z,121.28125,121.3125,121.25,1219.0
2015-03-16T16:30:00.000000Z,121.28125,121.3125,121.25,1273.0
2015-03-16T17:00:00.000000Z,121.3125,121.3125,121.3125,872.0
2015-03-16T17:30:00.000000Z,121.375,121.375,121.375,843.0
2015-03-16T18:00:00.000000Z,121.4375,121.4375,121.4375,813.0
2015-03-16T18:30:00.000000Z,121.375,121.375,121.375,696.0
2015-03-16T19:00:00.000000Z,121.4375,121.4375,121.4375,420.0
2015-03-16T19:30:00.000000Z,121.375,121.375,121.375,847.0
2015-03-16T20:00:00.000000Z,121.40625,121.4375,121.375,352.0
2015-03-16T20:30:00.000000Z,121.34375,121.375,121.3125,670.0
2015-03-16T21:00:00.000000Z,121.375,121.375,121.375,534.0
2015-03-16T21:30:00.000000Z,121.375,121.375,121.375,955.0
2015-03-16T22:00:00.000000Z,121.375,121.375,121.375,1131.0
2015-03-16T22:30:00.000000Z,121.375,121.375,121.375,731.0
2015-03-16T23:00:00.000000Z,121.375,121.375,121.375,675.0
2015-03-16T23:30:00.000000Z,121.375,121.375,121.375,400.0
2015-03-17T00:00:00.000000Z,121.375,121.375,121.375,1600.0
2015-03-17T00:30:00.000000Z,121.40625,121.4375,121.375,1993.0
2015-03-17T01:00:00.000000Z,121.46875,121.5,121.4375,1203.0
2015-03-17T01:30:00.000000Z,121.4375,121.4375,121.4375,765.0
2015-03-17T02:00:00.000000Z,121.40625,121.4375,121.375,1510.0
2015-03-17T02:30:00.000000Z,121.46875,121.5,121.4375,998.0
2015-03-17T03:00:00.000000Z,121.4375,121.4375,121.4375,1429.0
2015-03-17T03:30:00.000000Z,121.375,121.375,121.375,1528.0
2015-03-17T04:00:00.000000Z,121.375,121.375,121.375,711.0
2015-03-17T04:30:00.000000Z,121.375,121.375,121.375,834.0
2015-03-17T05:00:00.000000Z,121.375,121.375,121.375,756.0
2015-03-17T05:30:00.000000Z,121.40625,121.4375,121.375,1053.0
2015-03-17T06:00:00.000000Z,121.375,121.375,121.375,706.0
