time,BNP.USDCHF - USD/CHF_x,closeAsk,closeBid,volume
2012-05-25T13:00:00.000000Z,0.9597100000000001,0.95979,0.95963,
2012-05-25T17:00:00.000000Z,0.95942,0.95992,0.95892,
2012-05-27T17:00:00.000000Z,0.95619,0.95669,0.95569,
2012-05-27T21:00:00.000000Z,0.95675,0.95683,0.95667,
2012-05-28T01:00:00.000000Z,0.95437,0.95445,0.95429,
2012-05-28T05:00:00.000000Z,0.956025,0.95609,0.95596,
2012-05-28T09:00:00.000000Z,0.956005,0.95608,0.95593,
2012-05-28T13:00:00.000000Z,0.959015,0.9591,0.95893,
2012-05-28T17:00:00.000000Z,0.9584,0.95855,0.95825,
2012-05-28T21:00:00.000000Z,0.9596899999999999,0.95977,0.95961,
2012-05-29T01:00:00.000000Z,0.95897,0.95905,0.95889,
2012-05-29T05:00:00.000000Z,0.9575799999999999,0.95764,0.95752,
2012-05-29T09:00:00.000000Z,0.9585600000000001,0.95862,0.9585,
2012-05-29T13:00:00.000000Z,0.96219,0.96227,0.96211,
2012-05-29T17:00:00.000000Z,0.96062,0.96077,0.96047,
2012-05-29T21:00:00.000000Z,0.96346,0.96354,0.96338,
2012-05-30T01:00:00.000000Z,0.96335,0.96343,0.96327,
2012-05-30T05:00:00.000000Z,0.965175,0.96524,0.96511,
2012-05-30T09:00:00.000000Z,0.9652350000000001,0.96529,0.96518,
2012-05-30T13:00:00.000000Z,0.9681299999999999,0.96822,0.96804,
2012-05-30T17:00:00.000000Z,0.97104,0.97119,0.97089,
2012-05-30T21:00:00.000000Z,0.97129,0.97137,0.97121,
2012-05-31T01:00:00.000000Z,0.96964,0.96972,0.96956,
2012-05-31T05:00:00.000000Z,0.967745,0.96781,0.96768,
2012-05-31T09:00:00.000000Z,0.968195,0.96826,0.96813,
2012-05-31T13:00:00.000000Z,0.971465,0.97154,0.97139,
2012-05-31T17:00:00.000000Z,0.97098,0.97113,0.97083,
2012-05-31T21:00:00.000000Z,0.97324,0.97332,0.97316,
2012-06-01T01:00:00.000000Z,0.97264,0.97272,0.97256,
2012-06-01T05:00:00.000000Z,0.97374,0.9738,0.97368,
2012-06-01T09:00:00.000000Z,0.97368,0.97376,0.9736,
2012-06-01T13:00:00.000000Z,0.9698100000000001,0.96989,0.96973,
2012-06-01T17:00:00.000000Z,0.9660299999999999,0.96653,0.96553,
2012-06-01T21:00:00.000000Z,0.9660299999999999,0.96653,0.96553,
2012-06-02T21:00:00.000000Z,0.9660299999999999,0.96703,0.96503,
2012-06-03T17:00:00.000000Z,0.96723,0.96823,0.96623,
2012-06-03T21:00:00.000000Z,0.9691700000000001,0.96928,0.96906,
2012-06-04T01:00:00.000000Z,0.96827,0.96838,0.96816,
2012-06-04T05:00:00.000000Z,0.96685,0.96693,0.96677,
2012-06-04T09:00:00.000000Z,0.96558,0.96566,0.9655,
2012-06-04T13:00:00.000000Z,0.962375,0.96246,0.96229,
2012-06-04T17:00:00.000000Z,0.96093,0.96108,0.96078,
2012-06-04T21:00:00.000000Z,0.95853,0.95861,0.95845,
2012-06-05T01:00:00.000000Z,0.9589799999999999,0.95906,0.9589,
2012-06-05T05:00:00.000000Z,0.96706,0.96714,0.96698,
2012-06-05T09:00:00.000000Z,0.96621,0.96629,0.96613,
2012-06-05T13:00:00.000000Z,0.965505,0.96559,0.96542,
2012-06-05T17:00:00.000000Z,0.96439,0.96454,0.96424,
2012-06-05T21:00:00.000000Z,0.96407,0.96415,0.96399,
2012-06-06T01:00:00.000000Z,0.96069,0.96079,0.96059,
2012-06-06T05:00:00.000000Z,0.959685,0.95976,0.95961,
2012-06-06T09:00:00.000000Z,0.96489,0.96497,0.96481,
2012-06-06T13:00:00.000000Z,0.956035,0.95612,0.95595,
2012-06-06T17:00:00.000000Z,0.95443,0.95458,0.95428,
2012-06-06T21:00:00.000000Z,0.95565,0.95573,0.95557,
2012-06-07T01:00:00.000000Z,0.95599,0.95607,0.95591,
2012-06-07T05:00:00.000000Z,0.95599,0.95607,0.95591,
2012-06-07T09:00:00.000000Z,0.9538549999999999,0.95393,0.95378,
2012-06-07T13:00:00.000000Z,0.95599,0.95608,0.9559,
2012-06-07T17:00:00.000000Z,0.95613,0.95628,0.95598,
2012-06-07T21:00:00.000000Z,0.95773,0.95781,0.95765,
2012-06-08T01:00:00.000000Z,0.95903,0.95911,0.95895,
2012-06-08T05:00:00.000000Z,0.96376,0.96384,0.96368,
2012-06-08T09:00:00.000000Z,0.96495,0.96503,0.96487,
2012-06-08T13:00:00.000000Z,0.96141,0.96149,0.96133,
2012-06-08T17:00:00.000000Z,0.9595899999999999,0.96009,0.95909,
2012-06-08T21:00:00.000000Z,0.9595899999999999,0.96009,0.95909,
2012-06-10T05:00:00.000000Z,0.95959,0.96059,0.95859,
2012-06-10T17:00:00.000000Z,0.95058,0.95108,0.95008,
2012-06-10T21:00:00.000000Z,0.95087,0.95095,0.95079,
2012-06-11T01:00:00.000000Z,0.95102,0.9511,0.95094,
2012-06-11T05:00:00.000000Z,0.95383,0.9539,0.95376,
2012-06-11T09:00:00.000000Z,0.95646,0.95654,0.95638,
2012-06-11T13:00:00.000000Z,0.96114,0.96122,0.96106,
2012-06-11T17:00:00.000000Z,0.96209,0.96224,0.96194,
2012-06-11T21:00:00.000000Z,0.9622200000000001,0.96231,0.96213,
2012-06-12T01:00:00.000000Z,0.9611,0.96119,0.96101,
2012-06-12T05:00:00.000000Z,0.959955,0.96002,0.95989,
2012-06-12T09:00:00.000000Z,0.961505,0.96157,0.96144,
2012-06-12T13:00:00.000000Z,0.9619850000000001,0.96206,0.96191,
2012-06-12T17:00:00.000000Z,0.96059,0.96074,0.96044,
2012-06-12T21:00:00.000000Z,0.96158,0.96166,0.9615,
2012-06-13T01:00:00.000000Z,0.9616100000000001,0.96169,0.96153,
2012-06-13T05:00:00.000000Z,0.959105,0.95917,0.95904,
2012-06-13T09:00:00.000000Z,0.95765,0.95773,0.95757,
2012-06-13T13:00:00.000000Z,0.95449,0.95457,0.95441,
2012-06-13T17:00:00.000000Z,0.95638,0.95653,0.95623,
2012-06-13T21:00:00.000000Z,0.95647,0.95655,0.95639,
2012-06-14T01:00:00.000000Z,0.9549799999999999,0.95506,0.9549,
2012-06-14T05:00:00.000000Z,0.956785,0.95685,0.95672,
2012-06-14T09:00:00.000000Z,0.9546600000000001,0.95473,0.95459,
2012-06-14T13:00:00.000000Z,0.953485,0.95356,0.95341,
2012-06-14T17:00:00.000000Z,0.95067,0.95082,0.95052,
2012-06-14T21:00:00.000000Z,0.9519850000000001,0.95208,0.95189,
2012-06-15T01:00:00.000000Z,0.950225,0.95032,0.95013,
2012-06-15T05:00:00.000000Z,0.950645,0.95071,0.95058,
2012-06-15T09:00:00.000000Z,0.953075,0.95315,0.953,
2012-06-15T13:00:00.000000Z,0.9506600000000001,0.95075,0.95057,
2012-06-15T17:00:00.000000Z,0.95021,0.95071,0.94971,
2012-06-15T21:00:00.000000Z,0.95021,0.95071,0.94971,
2012-06-17T09:00:00.000000Z,0.95021,0.95071,0.94971,
2012-06-17T17:00:00.000000Z,0.94589,0.94624,0.94554,
2012-06-17T21:00:00.000000Z,0.9450700000000001,0.94516,0.94498,
2012-06-18T01:00:00.000000Z,0.9454100000000001,0.9455,0.94532,
2012-06-18T05:00:00.000000Z,0.9494100000000001,0.94947,0.94935,
2012-06-18T09:00:00.000000Z,0.95375,0.95381,0.95369,
2012-06-18T13:00:00.000000Z,0.956,0.95606,0.95594,
2012-06-18T17:00:00.000000Z,0.955,0.95515,0.95485,
2012-06-18T21:00:00.000000Z,0.95348,0.95356,0.9534,
2012-06-19T01:00:00.000000Z,0.9522200000000001,0.9523,0.95214,
2012-06-19T05:00:00.000000Z,0.9532799999999999,0.95334,0.95322,
2012-06-19T09:00:00.000000Z,0.9520200000000001,0.95208,0.95196,
2012-06-19T13:00:00.000000Z,0.946155,0.94623,0.94608,
2012-06-19T17:00:00.000000Z,0.94672,0.94687,0.94657,
2012-06-19T21:00:00.000000Z,0.94801,0.94809,0.94793,
2012-06-20T01:00:00.000000Z,0.94771,0.94779,0.94763,
2012-06-20T05:00:00.000000Z,0.945555,0.94562,0.94549,
2012-06-20T09:00:00.000000Z,0.945405,0.94547,0.94534,
2012-06-20T13:00:00.000000Z,0.94613,0.94623,0.94603,
2012-06-20T17:00:00.000000Z,0.94512,0.94527,0.94497,
2012-06-20T21:00:00.000000Z,0.9481299999999999,0.94821,0.94805,
2012-06-21T01:00:00.000000Z,0.94795,0.94803,0.94787,
2012-06-21T05:00:00.000000Z,0.94806,0.94812,0.948,
2012-06-21T09:00:00.000000Z,0.9484950000000001,0.94857,0.94842,
2012-06-21T13:00:00.000000Z,0.955715,0.95579,0.95564,
2012-06-21T17:00:00.000000Z,0.9575899999999999,0.95774,0.95744,
2012-06-21T21:00:00.000000Z,0.95658,0.95666,0.9565,
2012-06-22T01:00:00.000000Z,0.95677,0.95685,0.95669,
2012-06-22T05:00:00.000000Z,0.956965,0.95703,0.9569,
2012-06-22T09:00:00.000000Z,0.958155,0.95823,0.95808,
2012-06-22T13:00:00.000000Z,0.95597,0.95605,0.95589,
2012-06-22T17:00:00.000000Z,0.95531,0.95581,0.95481,
2012-06-22T21:00:00.000000Z,0.95531,0.95581,0.95481,
2012-06-24T17:00:00.000000Z,0.95714,0.95764,0.95664,
2012-06-24T21:00:00.000000Z,0.95826,0.95834,0.95818,
2012-06-25T01:00:00.000000Z,0.9580299999999999,0.95811,0.95795,
2012-06-25T05:00:00.000000Z,0.960535,0.9606,0.96047,
2012-06-25T09:00:00.000000Z,0.961005,0.96107,0.96094,
2012-06-25T13:00:00.000000Z,0.960895,0.96098,0.96081,
2012-06-25T17:00:00.000000Z,0.9605,0.96065,0.96035,
2012-06-25T21:00:00.000000Z,0.95968,0.95976,0.9596,
2012-06-26T01:00:00.000000Z,0.96054,0.96062,0.96046,
2012-06-26T05:00:00.000000Z,0.96178,0.96185,0.96171,
2012-06-26T09:00:00.000000Z,0.9631049999999999,0.96318,0.96303,
2012-06-26T13:00:00.000000Z,0.9613149999999999,0.96139,0.96124,
2012-06-26T17:00:00.000000Z,0.96142,0.96157,0.96127,
2012-06-26T21:00:00.000000Z,0.96211,0.96219,0.96203,
2012-06-27T01:00:00.000000Z,0.9606600000000001,0.96075,0.96057,
2012-06-27T05:00:00.000000Z,0.961265,0.96133,0.9612,
2012-06-27T09:00:00.000000Z,0.963045,0.96311,0.96298,
2012-06-27T13:00:00.000000Z,0.962835,0.96291,0.96276,
2012-06-27T17:00:00.000000Z,0.96324,0.96339,0.96309,
2012-06-27T21:00:00.000000Z,0.96138,0.96146,0.9613,
2012-06-28T01:00:00.000000Z,0.95958,0.95966,0.9595,
2012-06-28T05:00:00.000000Z,0.966405,0.96647,0.96634,
2012-06-28T09:00:00.000000Z,0.966005,0.96607,0.96594,
2012-06-28T13:00:00.000000Z,0.9666950000000001,0.96677,0.96662,
2012-06-28T17:00:00.000000Z,0.96514,0.96529,0.96499,
2012-06-28T21:00:00.000000Z,0.96481,0.96489,0.96473,
2012-06-29T01:00:00.000000Z,0.955415,0.95551,0.95532,
2012-06-29T05:00:00.000000Z,0.955065,0.95513,0.955,
2012-06-29T09:00:00.000000Z,0.949045,0.94911,0.94898,
2012-06-29T13:00:00.000000Z,0.94944,0.94952,0.94936,
2012-06-29T17:00:00.000000Z,0.94847,0.94897,0.94797,
2012-06-29T21:00:00.000000Z,0.94847,0.94897,0.94797,
2012-07-01T17:00:00.000000Z,0.94762,0.94812,0.94712,
2012-07-01T21:00:00.000000Z,0.95106,0.95114,0.95098,
2012-07-02T01:00:00.000000Z,0.9516100000000001,0.95169,0.95153,
