time,BNP.USDTRY - USD/TRY_x,closeAsk,closeBid,volume
2015-05-18T19:00:00.000000Z,2.58319,2.58422,2.58216,
2015-05-18T19:15:00.000000Z,2.582955,2.58401,2.5819,
2015-05-18T19:30:00.000000Z,2.58362,2.58478,2.58246,
2015-05-18T19:45:00.000000Z,2.5833500000000003,2.58417,2.58253,
2015-05-18T20:00:00.000000Z,2.5800400000000003,2.58126,2.57882,
2015-05-18T20:15:00.000000Z,2.58071,2.58172,2.5797,
2015-05-18T20:30:00.000000Z,2.57996,2.58326,2.57666,
2015-05-18T20:45:00.000000Z,2.58058,2.58146,2.5797,
2015-05-18T21:00:00.000000Z,2.579855,2.58374,2.57597,
2015-05-18T21:15:00.000000Z,2.57982,2.58361,2.57603,
2015-05-18T21:30:00.000000Z,2.579775,2.58352,2.57603,
2015-05-18T21:45:00.000000Z,2.581875,2.58392,2.57983,
2015-05-18T22:00:00.000000Z,2.581875,2.58392,2.57983,
2015-05-18T22:15:00.000000Z,2.581915,2.58377,2.58006,
2015-05-18T22:30:00.000000Z,2.581795,2.58371,2.57988,
2015-05-18T22:45:00.000000Z,2.58181,2.5836900000000003,2.57993,
2015-05-18T23:00:00.000000Z,2.581405,2.58314,2.57967,
2015-05-18T23:15:00.000000Z,2.581475,2.58297,2.57998,
2015-05-18T23:30:00.000000Z,2.581295,2.58306,2.57953,
2015-05-18T23:45:00.000000Z,2.5821,2.58402,2.58018,
2015-05-19T00:00:00.000000Z,2.58123,2.58425,2.57821,
2015-05-19T00:15:00.000000Z,2.581435,2.58694,2.57593,
2015-05-19T00:30:00.000000Z,2.58193,2.58462,2.57924,
2015-05-19T00:45:00.000000Z,2.58188,2.58462,2.57914,
2015-05-19T01:00:00.000000Z,2.5817050000000004,2.58563,2.57778,
2015-05-19T01:15:00.000000Z,2.5797600000000003,2.5813,2.57822,
2015-05-19T01:30:00.000000Z,2.58136,2.58572,2.577,
2015-05-19T01:45:00.000000Z,2.58427,2.5861400000000003,2.5824,
2015-05-19T02:00:00.000000Z,2.584155,2.5861400000000003,2.58217,
2015-05-19T02:15:00.000000Z,2.58416,2.58615,2.58217,
2015-05-19T02:30:00.000000Z,2.58418,2.58618,2.58218,
2015-05-19T02:45:00.000000Z,2.5825,2.58601,2.57899,
2015-05-19T03:00:00.000000Z,2.582695,2.58597,2.5794200000000003,
2015-05-19T03:15:00.000000Z,2.5835150000000002,2.58657,2.58046,
2015-05-19T03:30:00.000000Z,2.580015,2.58258,2.57745,
2015-05-19T03:45:00.000000Z,2.58023,2.58243,2.57803,
2015-05-19T04:00:00.000000Z,2.5817200000000002,2.58422,2.5792200000000003,
2015-05-19T04:15:00.000000Z,2.580785,2.58353,2.57804,
2015-05-19T04:30:00.000000Z,2.5810000000000004,2.58417,2.57783,
2015-05-19T04:45:00.000000Z,2.5808600000000004,2.58611,2.57561,
2015-05-19T05:00:00.000000Z,2.58209,2.58639,2.57779,
2015-05-19T05:15:00.000000Z,2.5831,2.58636,2.5798400000000004,
2015-05-19T05:30:00.000000Z,2.5817650000000003,2.5859,2.57763,
2015-05-19T05:45:00.000000Z,2.58121,2.5848,2.57762,
2015-05-19T06:00:00.000000Z,2.584645,2.58544,2.58385,
